"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358884/0/60/45/f4df5cc1bb44d82dbb78a33a68e939bd/16/52a7778ef512d1fb3f1c66338e884f56/261358884.JPG","V1092922","Residential Attached","S","308 1864 FRANCES STREET","Hastings","$259,000","22","1","1981","0.00","Apartment/Condo","Vancouver East","005-060-079","V5L 1Z7",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261303525/0/60/45/f3d8fff991d94e5e67928d609c668bc0/15/e87a67aacd9a5fcbd4d8af7d10d4c6e3/261303525.JPG","F1424504","Residential Attached","S","54 31450 SPUR AVENUE","Abbotsford West","$259,000","64","2","1994","0.00","Townhouse","Abbotsford","018-652-379","V2T 5M3",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261256340/0/60/45/dd62e74e8c52134f6a494511aa95aa7a/15/1304a38caca359404ba55fb420bab311/261256340.JPG","F1422849","Residential Attached","S","315 9626 148TH STREET","Guildford","$260,000","87","3","1996","0.00","Apartment/Condo","North Surrey","018-812-881","V3R 0W2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261387077/0/60/45/470bd9ea0904f2f0011f32fd5586fb46/15/ff51401b9cc5b981729c4db93d043c90/261387077.JPG","F1427422","Residential Attached","S","324 13880 70TH AVENUE","East Newton","$261,000","8","2","1999","0.00","Apartment/Condo","Surrey","024-027-723","V3W 0T3",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261301595/0/60/45/ce2da1b45f2558c5daac437ec37cd413/16/7f54947720ec6f06018772e45e49d60c/261301595.JPG","V1088986","Residential Attached","S","59 1561 BOOTH AVENUE","Maillardville","$262,500","58","2","1998","0.00","Townhouse","Coquitlam","023-820-446","V3K 6Z9",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261391008/0/60/45/f1b755f19db484bca1e9c4ee57703125/15/5012d52bf686ab4c9c25f20b081e5c4b/261391008.JPG","F1427539","Residential Attached","S","77 4401 BLAUSON BOULEVARD","Abbotsford East","$262,500","5","3","2007","0.00","Townhouse","Abbotsford","027-228-223","V3G 0A4",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261283840/0/60/45/ce1c0744c5673867b74d8773c6109910/16/dd00c9393eda8d2463125952d987e059/261283840.JPG","V1087510","Residential Attached","S","84 1561 BOOTH AVENUE","Maillardville","$263,000","66","2","1998","0.00","Townhouse","Coquitlam","023-820-691","V3K 6Z9",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261392127/0/60/45/04185bc7f29918eccbc042b29bb954bf/16/f02010280f9d1d1bd239134b4fd9b1d1/261392127.JPG","V1095144","Residential Attached","S","601 1180 PINETREE WAY","North Coquitlam","$263,000","5","2","1991","0.00","Apartment/Condo","Coquitlam","017-312-841","V3B 7L2",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261345508/0/60/45/02aed40f23e5dcff7ca9ea123785f072/16/e440d33a2a18bf24fa397bfe6b13cda4/261345508.JPG","F1426008","Residential Attached","S","84 13239 OLD YALE ROAD","Whalley","$265,000","31","2","2009","0.00","Townhouse","North Surrey","027-783-251","V3T 3C5",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261201592/0/60/45/047a2e7ffac39bcfab152a3c375f562d/13/a4acf7ba3829189d71cd0a64e05355d6/261201592.JPG","N239173","Residential Detached","S","511 WESTLAND ROAD","Quesnel - Town","$265,000","103","5","1978","0.00","House with Acreage","Quesnel (Zone 28)","009-886-796","V2J 4R6","0.00",,
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261186775/0/60/45/eee78bbbffe2e44255a59f8e2fe4a943/16/665b70a803f5e2d52397bf573a505be5/261186775.JPG","V1080158","Residential Attached","S","1705 2060 BELLWOOD AVENUE","Brentwood Park","$265,000","112","2","1982","0.00","Apartment/Condo","Burnaby North","001-331-469","V5B 4V2",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261269719/0/60/45/1bf39a7232ca7518896710809e898d8d/16/d3f4a34c342e92fd332607bf04a20c0e/261269719.JPG","V1086416","Residential Attached","S","106 1429 E 4TH AVENUE","Grandview VE","$265,000","72","1","1982","0.00","Apartment/Condo","Vancouver East","006-359-019","V5N 1J6",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1095385","Residential Attached","S","403 2985 PRINCESS CRESCENT","Canyon Springs","$265,000","6","2","1993","0.00","Apartment/Condo","Coquitlam","018-798-799","V3B 7P3",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261294016/0/60/45/44a68d167e9550705c413001c7fe566b/14/4be1675045fcd4f95ff9e940305144d1/261294016.JPG","H1404013","Residential Detached","S","8940 HAZEL STREET","Chilliwack E Young-Yale","$265,000","62","4","1980","0.00","House/Single Family","Chilliwack","004-608-267","V2P 6Y9","64.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261362468/0/60/45/14e501660bbcd92804dbea247ccb3f3c/15/73289a356099caa754c276b3b2ba9cee/261362468.JPG","F1426563","Residential Attached","S","54 31125 WESTRIDGE PLACE","Abbotsford West","$266,000","28","2","2011","0.00","Townhouse","Abbotsford","028-600-312","V2T 0B9","0.00",,
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261318962/0/60/45/f5444849e8b8f448c381044642665930/16/27d502c6c1dc1cf65ce0132ebee082c6/261318962.JPG","V1090291","Residential Attached","S","215 10155 RIVER DRIVE","Bridgeport RI","$266,000","42","1","2014","0.00","Apartment/Condo","Richmond","800-089-723","V6X 1Z3",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261296351/0/60/45/b7b1a96550a98e88029bcf6aca65e1d7/15/b5fbee8638c0a363b9d4317b7ac56572/261296351.JPG","F1424202","Residential Detached","S","12690 114TH AVENUE","Bridgeview","$267,000","54","3","9999","5,000.00","House/Single Family","North Surrey","009-494-821","V3V 3P1","50.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261321997/0/60/45/735d0b8d5482d86a375ccfc8ec5350f9/16/6ae11f0658781516b1348e2765c6ea6b/261321997.JPG","V1090499","Residential Attached","S","106 7431 BLUNDELL ROAD","Brighouse South","$268,000","47","2","1983","0.00","Apartment/Condo","Richmond","000-742-708","V6Y 3G8",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261137019/0/60/45/e5b7d659805de98308d6aea850736cbc/14/22d6afe8297462203fa7047b3ffd416f/261137019.JPG","H1403044","Residential Detached","S","46379 ANGELA AVENUE","Chilliwack E Young-Yale","$268,000","135","3","1982","6,600.00","House/Single Family","Chilliwack","005-506-417","V2P 7E1","100.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358979/0/60/45/62b0dc329996bd4273c557f9e6473d37/16/9e8915977d95fb52c7e74f9da8050bad/261358979.JPG","F1426437","Residential Attached","S","1004 13618 100TH AVENUE","Whalley","$269,000","31","2","2007","0.00","Apartment/Condo","North Surrey","027-417-841","V3T 0A8",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261020148/0/60/45/457958c7df06918cf1a9509fdf4600dc/13/43aee8ff316e1292e072aabf84f77cc8/261020148.JPG","N236488","Residential Attached","S","1 10223 98TH AVENUE","Fort St. John - City SW","$269,900","186","2","2013","28,995.30","Apartment/Condo","Fort St. John (Zone 60)","029-028-094","V1J 0B1","146.33",,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261056741/0/60/45/9d207f5f0f99cc87f7e75a785bdc1490/15/4d70da9eefa0de91e0e05b66804cd541/261056741.JPG","F1414932","Residential Detached","S","14137 115 AVENUE","Bolivar Heights","$270,000","160","2","9999","5,127.00","House/Single Family","North Surrey","010-921-532","V3R 2P7","45.00",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261305071/0/60/45/e7cc56fb07d0495bed5659050b077560/16/fa527a6cb97b1868a283aecf297b56f6/261305071.JPG","V1089269","Residential Attached","S","105 391 E 7TH AVENUE","Mount Pleasant VE","$270,000","55","1","1974","0.00","Apartment/Condo","Vancouver East","003-476-456","V5T 4H1",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261326197/0/60/45/b98575e9d4f81486ee8340e1239e4ad5/15/a99b88029c89ad9c36ba78c006811810/261326197.JPG","F1425371","Residential Attached","S","312 19830 56TH AVENUE","Langley City","$270,000","43","2","2008","0.00","Apartment/Condo","Langley","027-661-172","V3A 0A5",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261224470/0/60/45/3c1ad244c0939c5ba567dfccd75e8187/15/38800a6e144a014987eca6501a808d2b/261224470.JPG","F1421520","Residential Attached","S","25 6465 184A STREET","Cloverdale BC","$270,000","94","3","1998","0.00","Townhouse","Cloverdale","023-968-931","V3S 8X9",,,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261369037/0/60/45/f86f8cbc53452a0e752d9e64dc6a0aa4/16/1402283acc5dfef92a324392587dc31e/261369037.JPG","F1426784","Residential Attached","S","100 15152 62A AVENUE","Sullivan Station","$270,000","19","3","2005","0.00","Townhouse","Surrey","026-605-961","V3S 1V1",,,
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261159718/0/60/45/46afd318a4988e5634e044bf05382546/16/6ec8e77edd9e91d72de7fcc49a02bd0e/261159718.JPG","V1078130","Residential Attached","S","402 1310 VICTORIA STREET","Downtown SQ","$271,000","126","2","2009","0.00","Apartment/Condo","Squamish","028-025-971","V0N 3G0",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261299491/0/60/45/53206d44d45df69e2fd6d51bf38c72c2/14/13fb369335989a19c1311994b225d746/261299491.JPG","H1404055","Residential Attached","S","34 5965 JINKERSON ROAD","Promontory","$271,000","54","4","2006","0.00","Townhouse","Sardis","026-597-438","V2R 5Z7","0.00",,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260813970/0/60/45/10ea909558087a271d98d5ec9caf6af3/16/862360331025cb70017034b05995684c/260813970.JPG","V1050278","Residential Attached","S","2028 HIGHVIEW PLACE","College Park PM","$271,000","274","3","1971","0.00","Townhouse","Port Moody","000-972-436","V3H 1N5",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261342187/0/60/45/a59cb17c7df195315eb6c696af2a45d7/14/f429d8a19087b5a53e8595430365789b/261342187.JPG","H1404298","Residential Detached","S","690 7TH AVENUE","Hope Center","$272,000","37","2","9999","8,623.00","House/Single Family","Hope","010-732-411","V0X 1L0","65.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261187992/0/60/45/e9fceeaa4fb00733553e787375cefa9a/16/15567cfa7bd76bb7954f3ddad90a8809/261187992.JPG","V1080260","Residential Attached","S","401 202 MOWAT STREET","Uptown NW","$273,000","110","2","1999","0.00","Apartment/Condo","New Westminster","024-144-908","V3M 4B2",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261390614/0/60/45/f7241910c12dc3747760f02d93d8e103/13/a0c05c0c79f5b9eae3896d0a2ede33ed/261390614.JPG","N241153","Residential Detached","S","78 EAGLE CRESCENT","Williams Lake - City","$273,000","16","4","2007","0.00","House/Single Family","Williams Lake (Zone 27)","024-271-608","V2G 5K2","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261131220/0/60/45/c24553fc452721505d4153ed6accc78a/14/da1326403d9be8ebf6a79dc99b7d8cf6/261131220.JPG","H1403004","Residential Attached","S","B 5638 KATHLEEN DRIVE","Vedder S Watson-Promontory","$273,000","135","3","1992","0.00","1/2 Duplex","Sardis","017-907-802","V2R 3C4","28.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261097397/0/60/45/cf255a5527cb53c73b13ae53d2d45950/16/97d072fed468fb60567f54d7431d858e/261097397.JPG","V1073533","Residential Attached","S","317 4889 53RD STREET","Hawthorne","$273,750","158","2","1988","0.00","Apartment/Condo","Ladner","008-628-815","V4K 2Z3",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261404552/0/60/45/06b355ac53ee2b7930d13cfa2e09c5f1/16/b6f3ee12f173017600d32ffe9ecfd83b/261404552.JPG","V1095992","Residential Attached","S","404 231 E PENDER STREET","Mount Pleasant VE","$273,900","2","0","2016","0.00","Apartment/Condo","Vancouver East","800-091-056","V6A 1T8",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261396249/0/60/45/422ec6542aceaf859db933099e03a7f3/15/8f25c3d40d50ea27a2ec3ff24b29f420/261396249.JPG","F1427738","Residential Detached","S","2895 276 STREET","Aldergrove Langley","$275,000","10","3","1976","2,762.30","House/Single Family","Langley","001-641-093","V4W 3K6","104.25",,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261350862/0/60/45/936e0b2d647f9d7468dc09daee46f7d1/16/0b20d946a34ea1e364e2b1fbc8947dfd/261350862.JPG","V1092366","Residential Attached","S","1406 151 W 2ND STREET","Lower Lonsdale","$275,000","28","0","2005","0.00","Apartment/Condo","North Vancouver","026-387-930","V7M 1C5",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261374961/0/60/45/543152fb2454bd680748ded9e49d1da7/16/46b54576f403cb222423cde283974102/261374961.JPG","V1094023","Residential Attached","S","706 233 ABBOTT STREET","Downtown VW","$275,000","22","0","1996","0.00","Apartment/Condo","Vancouver West","023-430-371","V6B 2K7",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261393670/0/60/45/b483ebf003126bf1fa917e46dd5e601f/13/609def32188c8853afa726ec4f10c034/261393670.JPG","N241180","Residential Detached","S","112 THACKER CRESCENT","Heritage","$275,000","5","5","1977","6,380.00","House/Single Family","PG City West (Zone 71)","008-672-172","V2M 6G3","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261277835/0/60/45/b1f55e35a6c01e9737167daf3a1c2933/16/29220c076a19e66e2cffeeb484ac8123/261277835.JPG","V1087107","Residential Attached","S","208 4941 LOUGHEED HIGHWAY","Brentwood Park","$275,000","65","2","1979","0.00","Apartment/Condo","Burnaby North","000-920-509","V5B 4S6",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261280506/0/60/45/47dc05f41c86246b147fa7fdc371b391/16/a49e981ae93ce617bd520a5615c6b064/261280506.JPG","V1087276","Residential Attached","S","305 4338 COMMERCIAL STREET","Victoria VE","$275,665","66","1","2012","0.00","Apartment/Condo","Vancouver East","029-029-791","V5N 2S7",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261196190/0/60/45/4f088ee77b1f5f272fbcd0cbcc1ece6a/16/096c08cd369134ee8532ea104f88a7ea/261196190.JPG","V1080816","Residential Attached","S","302 140 E 4TH STREET","Lower Lonsdale","$275,750","110","1","1982","0.00","Apartment/Condo","North Vancouver","003-069-788","V7L 1H6",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1096353","Residential Attached","S","1212 5470 ORMIDALE STREET","Collingwood VE","$275,900","0","1","2017","0.00","Apartment/Condo","Vancouver East","800-091-155","V5R 2P9",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1096358","Residential Attached","S","1112 5470 ORMIDALE STREET","Collingwood VE","$275,900","0","1","2017","0.00","Apartment/Condo","Vancouver East","800-091-152","V5R 2P9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261389195/0/60/45/646127b29d980a3203ed38aafcba9b6e/15/d670b5434474692da21aad2ea2dee5db/261389195.JPG","F1427482","Residential Attached","S","5 7155 189 STREET","Clayton","$277,000","11","2","2005","0.00","Townhouse","Cloverdale","026-405-580","V4N 5S8","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261123786/0/60/45/d71849a9e30aed0b4c3cb80166d549e0/16/82d1ca88762139d080f629d78f30eb03/261123786.JPG","V1075511","Residential Attached","S","402 4758 53RD STREET","Delta Manor","$278,000","137","2","1993","0.00","Apartment/Condo","Ladner","018-410-065","V4K 2Z1",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261291157/0/60/45/e4ad8ddbf99291cadec1184f364fcd3c/16/aecf33970ac41741e40ddef94e945a4d/261291157.JPG","V1088105","Residential Attached","S","302A 301 MAUDE ROAD","North Shore Pt Moody","$278,000","63","2","1996","0.00","Apartment/Condo","Port Moody","023-355-778","V3H 5B1",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1094351","Residential Attached","S","603 585 EMERSON STREET","Coquitlam West","$278,900","8","1","2017","0.00","Apartment/Condo","Coquitlam","800-090-601","V3J 3X5",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261339846/0/60/45/eeec0c28ef23c266669d09f0fd6be0e3/15/11fd3e831f2133c2fe0a4aa639b144be/261339846.JPG","F1425818","Residential Detached","S","9081 CEDAR STREET","Mission BC","$279,000","38","2","2001","4,965.00","House/Single Family","Mission","011-391-618","V4S 1A7","50.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261367805/0/60/45/325b75f20e5a091b8e4d832745e14537/15/a5c28dba5802729c928edc30edbe5319/261367805.JPG","F1426747","Residential Attached","S","6 2950 LEFEUVRE ROAD","Aberdeen","$280,418","24","3","2013","0.00","Townhouse","Abbotsford","028-932-633","V4X 0B2",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261219643/0/60/45/143281477964ecda4862e241839f167d/16/4f88c9864fa11f4ab26821c333d6a349/261219643.JPG","V1082456","Residential Attached","S","105 1023 WOLFE AVENUE","Shaughnessy","$283,500","92","1","1992","0.00","Apartment/Condo","Vancouver West","017-500-672","V6H 1V6",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261237305/0/60/45/94de2c5d540024771c4942ad038f8cbe/16/38b2879d0039a02255a57a9037a1848a/261237305.JPG","F1422061","Residential Attached","S","10 20176 68TH AVENUE","Willoughby Heights","$283,500","91","2","2003","0.00","Townhouse","Langley","025-556-029","V2Y 2X7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261194386/0/60/45/29864660140e9ba5d3a8f6923ac00577/16/c3be375e2c1b9a71c016cde3e8a00e96/261194386.JPG","V1080663","Residential Detached","S","4453 RONDEVIEW ROAD","Pender Harbour Egmont","$284,000","101","3","1980","12,236.00","House/Single Family","Sunshine Coast","008-483-604","V0N 2H1","92.00",,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1091816","Residential Attached","S","101 1040 E BROADWAY","Mount Pleasant VE","$284,000","32","2","9999","0.00","Apartment/Condo","Vancouver East","006-448-224","V5T 4N7",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261189233/0/60/45/879dc090601e5e99bb58e6a7ba508aaf/16/d89356e398b2192046ec566e0fdc8bcb/261189233.JPG","V1080357","Residential Attached","S","306 6011 NO 1 ROAD","Terra Nova","$284,800","108","1","2014","0.00","Apartment/Condo","Richmond","029-356-610","V7C 1T4",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1096349","Residential Attached","S","2106 5470 ORMIDALE STREET","Collingwood VE","$284,900","0","1","2017","0.00","Apartment/Condo","Vancouver East","800-090-945","V5R 2P9",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261246168/0/60/45/c24b8168192489541baf084cb9467c75/15/838afe0d0c729496ed216165c456479d/261246168.JPG","F1422444","Residential Detached","S","8273 MANSON STREET","Hatzic","$285,000","85","3","1981","11,238.00","House/Single Family","Mission","005-263-662","V2V 6P9","80.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261355945/0/60/45/488b16cb2fed27e8171f839be6720267/16/d7745f3a9e4966ba5e5035034bb3cbf7/261355945.JPG","V1092689","Residential Attached","S","502 608 BELMONT STREET","Uptown NW","$285,000","27","1","2013","0.00","Apartment/Condo","New Westminster","029-169-887","V3M 0G8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261289539/0/60/45/21aecd21c5e673c9a9b45050e8f035c7/13/3dff5b30ff22d991bd54d5b956934b70/261289539.JPG","N240199","Residential Detached","S","4136 MONTGOMERY CRESCENT","Hart Highlands","$285,000","60","4","1969","0.00","House/Single Family","PG City North (Zone 73)","011-179-406","V2K 2E5","0.00",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261305804/0/60/45/a539ad87f1170ca8b75405829f6a7372/16/3e46a98ab14599f17149a975bb3c9bc4/261305804.JPG","V1089350","Residential Attached","S","1 7600 FRANCIS ROAD","Broadmoor","$285,000","55","2","1989","0.00","Apartment/Condo","Richmond","008-830-631","V6Y 1A2",,,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261383918/0/60/45/40c6bcf3aff30e78e890fa3b1a28f5fe/15/06e825f87316ed7d06bd727b71c95f9e/261383918.JPG","F1427322","Residential Detached","S","8060 PHILBERT STREET","Mission BC","$285,000","16","3","1985","0.00","House/Single Family","Mission","017-146-518","V2V 4W7","30.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261398599/0/60/45/6fe0df657224b371003debe80453a222/14/c5b283591ef31a7b044812bde943e5a1/261398599.JPG","H1404568","Residential Attached","S","61 5837 SAPPERS WAY","Vedder S Watson-Promontory","$286,000","7","3","2008","0.00","Townhouse","Sardis","027-348-148","V2R 0G4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261152176/0/60/45/5d9c6399e7f25a6e0cd2d18f72429492/15/6868ea769d4452e518901c10b71a1bea/261152176.JPG","F1418647","Residential Attached","S","61 7250 144TH STREET","East Newton","$287,000","134","2","2001","0.00","Townhouse","Surrey","025-003-381","V3W 1L7",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1096326","Residential Attached","S","2207 5470 ORMIDALE STREET","Collingwood VE","$287,900","0","1","2017","0.00","Apartment/Condo","Vancouver East","800-091-148","V5R 2P9",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261376662/0/60/45/58203cd8b387b13052257088e05133f5/14/99ffea05fb79f84b2f816de0decbbc79/261376662.JPG","H1404468","Residential Attached","S","42 6450 BLACKWOOD LANE","Sardis West Vedder Rd","$288,000","15","4","2006","0.00","Townhouse","Sardis","026-657-562","V2R 5Z3","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261355140/0/60/45/970e3285849fad250dffd1a8967938ce/15/79afe82b84de3e0e3809ccada7220501/261355140.JPG","F1426306","Residential Attached","S","A 34660 IMMEL STREET","Abbotsford East","$289,000","30","4","1970","0.00","1/2 Duplex","Abbotsford","024-591-947","V2S 4T7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261385252/0/60/45/e44061f0d5c23cbfe9c6cf1dbbb60dcb/16/e7ac226072c2537b7c05b01f6d1872b3/261385252.JPG","V1094716","Residential Attached","S","1102 8871 LANSDOWNE ROAD","Brighouse","$290,000","11","1","1996","0.00","Apartment/Condo","Richmond","019-119-356","V6X 3X8",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260763802/0/60/45/cd4476be8a5de53810509ade6ba9d29e/16/6b0d334f98c3cf50878023be3ddd2e6f/260763802.JPG","V1045990","Residential Attached","S","202 85 EIGHTH AVENUE","GlenBrooke North","$290,000","299","2","2013","0.00","Apartment/Condo","New Westminster","028-999-304","V3L 0E9",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261315619/0/60/45/9f13a8aeb4f8989fb6e03fbd28743e12/16/bab00382a19e0826dce72804548d2dcc/261315619.JPG","V1090013","Residential Attached","S","304 1040 E BROADWAY","Mount Pleasant VE","$290,000","50","1","1984","0.00","Apartment/Condo","Vancouver East","006-449-310","V5T 4N7",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261344395/0/60/45/a33103b1719d53049ab5b73379d8dcce/13/1a75a1883e3363a3083dda080dce1418/261344395.JPG","N240691","Residential Detached","S","891 BORDEN STREET","Prince Rupert - City","$290,000","40","3","9999","2,407.00","House/Single Family","Prince Rupert (Zone 52)","010-233-326","V8J 1V4","0.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261345681/0/60/45/b00c1fa1b4b2f183ac7df60110fa1eb7/13/6ac9b6791c41e8bc659ac599f4e9ab0d/261345681.JPG","N240703","Residential Attached","S","207 467 S TABOR BOULEVARD","Highglen","$290,000","32","4","2014","0.00","Townhouse","PG City West (Zone 71)","800-090-092","V2M 0B1",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261375056/0/60/45/d81ffb865c9edba4659395e44767ee59/16/0f59a36354a7fe165bf7f940ec0f0477/261375056.JPG","V1094021","Residential Attached","S","106 2023 FRANKLIN STREET","Hastings","$290,000","25","2","1990","0.00","Apartment/Condo","Vancouver East","016-133-382","V5L 1R4",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261214318/0/60/45/075d65c5b20049b26b043961354ab71a/16/bf758ecd745900e5633b323396748b7f/261214318.JPG","V1082123","Residential Attached","S","8 2213 MARMOT PLACE","Whistler Creek","$290,000","94","1","1988","0.00","Townhouse","Whistler","012-773-671","V0N 1B2",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261410545/0/60/45/1f9f73efd3b3c1385d086bfe92a196b6/16/2b51a1cd518f0979a6e67daa55604805/261410545.JPG","V1096338","Residential Attached","S","2306 5470 ORMIDALE STREET","Collingwood VE","$290,900","1","1","2017","0.00","Apartment/Condo","Vancouver East","800-091-149","V5R 2P9",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261262064/0/60/45/85368ce9c9b56fefe337bc636edfa3d6/15/163660b48a1b427a2a3d3d5b711c23af/261262064.JPG","F1423056","Residential Attached","S","203 13900 HYLAND ROAD","East Newton","$291,005","73","3","1993","0.00","Townhouse","Surrey","018-019-552","V3W 2C3",,,
