"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261315527/0/60/45/b6552bdfe590bb91b00381e946934fc1/15/050993e270c78ad08a31440ede4c7b31/261315527.JPG","F1424984","Residential Attached","S","110 13725 72A AVENUE","East Newton","$227,800","8","2","1990","0.00","Townhouse","Surrey","013-739-069","V3W 0S4",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261315814/0/60/45/a206ea97340edeec62b5108113458b07/13/812dd3c60bd6afa5f713cc17f7abc5c4/261315814.JPG","N240424","Residential Detached","S","1900 W BITTNER ROAD","North Blackburn","$228,000","9","4","1981","0.00","House/Single Family","PG City South East (Zone 75)","007-531-273","V2N 6T1","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261264036/0/60/45/a404d76203644714f547b11f97c6ff36/13/42652189c18f562b0703d9ca9cac47e5/261264036.JPG","N239921","Residential Detached","S","434 LYON STREET","Quinson","$228,500","33","3","1972","6,000.00","House/Single Family","PG City West (Zone 71)","014-906-643","V2M 3L1","0.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261124679/0/60/45/c7fc9765b6c0983c0621f7db04453a5a/16/8da7b263a08801f6123b36a44b4c6ba1/261124679.JPG","V1075588","Residential Attached","S","D201 1400 ALTA LAKE ROAD","Whistler Creek","$229,500","101","1","1975","0.00","Apartment/Condo","Whistler","002-714-205","V0N 1B1",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261013000/0/60/45/ee9e726f965497a568bc84d261dcc65f/15/0b6eefb23abb6f0bb8821db42bcef481/261013000.JPG","F1413187","Residential Attached","S","407 33485 SOUTH FRASER WAY","Central Abbotsford","$229,900","156","2","2005","0.00","Apartment/Condo","Abbotsford","026-144-093","V2S 8P9",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261132307/0/60/45/ac942edfcc212b4ba07b9da3444c2c01/13/62e0172ed9a3609e329798106529ed11/261132307.JPG","N238199","Residential Detached","S","4703 HAUGLAND AVENUE","Terrace - City","$230,000","98","2","9999","0.00","House/Single Family","Terrace (Zone 88)","011-599-367","V8G 1G8","60.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261163488/0/60/45/b66e636d83ac605351850df6bf6bb93d/14/9d5e95dba8cff489aea62b51ef60166c/261163488.JPG","H1403222","Residential Attached","S","12 45624 STOREY AVENUE","Sardis West Vedder Rd","$230,000","89","3","2007","0.00","Townhouse","Sardis","027-110-010","V2R 4L6",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261239830/0/60/45/ca4631de1b636668834d984862955e05/16/07d9ca72002c6a612761ed25e1dc7677/261239830.JPG","V1084197","Residential Attached","S","409 1242 TOWN CENTRE BOULEVARD","Canyon Springs","$230,000","44","1","1996","0.00","Apartment/Condo","Coquitlam","023-339-519","V3B 7R6",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261278677/0/60/45/17fc7024272f34d3c1c340ace89ae6a1/15/70404b6bf5ac2fda83804639232540c1/261278677.JPG","F1423659","Residential Attached","S","404 5474 198TH STREET","Langley City","$230,000","24","2","2007","0.00","Apartment/Condo","Langley","027-224-082","V3A 1G2",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261185897/0/60/45/e6c6366a1da835e4429a330c0e66fee4/16/160deb0f1ab66df69b6bb7fc5f6457e2/261185897.JPG","V1080081","Residential Attached","S","304 1188 PARKGATE AVENUE","Northlands","$230,000","70","2","1997","0.00","Apartment/Condo","North Vancouver","023-604-808","V7H 3A4",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261307406/0/60/45/215cffc500ee33d2151166029043be05/14/96f29a7a236ed1faa3d652e13ad8a25e/261307406.JPG","H1404137","Residential Detached","S","23735 AMERICAN CREEK ROAD","Hope Center","$231,000","13","3","1994","131,532.00","House with Acreage","Hope","007-329-253","V0X 1L3","190.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261130218/0/60/45/fa62e571842f9d425dc89e2c95539537/14/14b47b805ccbb530c0b7e15f5af98cc2/261130218.JPG","H1402995","Residential Attached","S","3 46225 RANCHERO DRIVE","Sardis East Vedder Rd","$233,000","100","3","2007","0.00","Townhouse","Sardis","700-007-612","V2R 1A1","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261303091/0/60/45/f4d3a2c7c04a20aac4de59e4b7bea0e2/16/5d21692b100791184cc6872fd5a77beb/261303091.JPG","V1089089","Residential Attached","S","410 1369 56TH STREET","Cliff Drive","$233,000","17","1","1995","0.00","Apartment/Condo","Tsawwassen","018-962-157","V4L 2A6",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261229741/0/60/45/6e830ca016d154e3e98a009dc414deaa/16/8c8ca57a51cffca7a1b5775fcf39388c/261229741.JPG","V1083522","Residential Attached","S","304 3920 HASTINGS STREET","Willingdon Heights","$234,000","54","1","1986","0.00","Apartment/Condo","Burnaby North","004-349-091","V5C 6C1",,,
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261318687/0/60/45/023d861c258b8e0c1b4283ac18831dc9/13/3a05ed8198ad12684ff66763264b26c6/261318687.JPG","N240451","Residential Detached","S","957 HODGSON ROAD","Esler/Dog Creek","$235,000","6","3","1993","0.00","House with Acreage","Williams Lake (Zone 27)","006-773-389","V2G 4Y3","0.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261292123/0/60/45/67598c92502aafd1424d5572ecdf532c/13/ba837f4c0f2a81b55fe85f9e9e0fc7d4/261292123.JPG","N240223","Residential Detached","S","706 SMITHERS STREET","Prince Rupert - City","$235,000","22","4","1974","6,840.00","House/Single Family","Prince Rupert (Zone 52)","010-452-966","V8J 3N7","57.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261078755/0/60/45/bfece51041a99ee0b27e6b6f1d84c25f/13/55157a980d751161568a4428cb80ac75/261078755.JPG","N237379","Residential Detached","S","5378 KALLUM DRIVE","108 Ranch","$235,000","124","3","1995","0.00","House/Single Family","100 Mile House (Zone 10)","007-999-828","V0K 2Z0","154.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261285151/0/60/45/43eb1c38b94a72b07e0a11b006063e43/15/356b8fa46c96f0e74ef1d7bc358ff950/261285151.JPG","F1423907","Residential Attached","S","306 6960 120TH STREET","West Newton","$235,000","24","2","2009","0.00","Apartment/Condo","Surrey","027-960-340","V3W 1V4",,,
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261004431/0/60/45/a2a4ca5af9013a60ac0d126ae562972b/16/5451f8c366a87c7a1cd869336a092efc/261004431.JPG","F1412842","Residential Attached","S","219 14861 98TH AVENUE","Guildford","$235,000","152","2","1988","0.00","Townhouse","North Surrey","015-369-706","V3R 9Z8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261319170/0/60/45/b00aec3d205d26cd42a63521c52b55d1/16/4e1f8e10e00f803f85bd00747d4a0b1a/261319170.JPG","F1425107","Residential Attached","S","413 14859 100TH AVENUE","Guildford","$235,000","6","2","2005","0.00","Apartment/Condo","North Surrey","026-294-311","V3R 2V5",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260965256/0/60/45/a611dd7944d1eabc62a406800b8f40c4/16/9927703f9df87e0cbcd13cdaa78c1786/260965256.JPG","V1064993","Residential Attached","S","201 9300 PARKSVILLE DRIVE","Boyd Park","$236,000","159","2","1979","0.00","Apartment/Condo","Richmond","001-577-581","V7E 4N9",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260480235/0/60/45/0e300c2425a64e477399b0c405f676e4/16/9d44f8c027ca2502b1af1d367010c7f3/260480235.JPG","V1023582","Residential Attached","S","502 98 TENTH STREET","Downtown NW","$236,500","428","1","1990","0.00","Apartment/Condo","New Westminster","017-051-924","V3M 6L8",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261309501/0/60/45/383b4f7609ed98676dab7c64dadf59ca/16/7151e2e64faf871d1f51d25ebe5169d1/261309501.JPG","V1089713","Residential Attached","S","311 19236 FORD ROAD","Central Meadows","$237,000","6","2","1990","0.00","Apartment/Condo","Pitt Meadows","016-817-214","V3Y 2K1",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260992424/0/60/45/bee27b807d5800163e387cbc9bc7331b/16/209732a394a83e99d11443dda4cfb7da/260992424.JPG","V1065273","Residential Attached","S","508 2214 KELLY AVENUE","Central Pt Coquitlam","$237,642","163","1","2014","0.00","Apartment/Condo","Port Coquitlam","029-270-090","V0V 0V0",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261221277/0/60/45/83b07e4dd66b506bf2e04c01d90195e6/16/817074ecf19a103ed8b59bbdf974d498/261221277.JPG","V1082620","Residential Attached","S","222 6707 SOUTHPOINT DRIVE","South Slope","$238,000","48","1","1990","0.00","Apartment/Condo","Burnaby South","015-757-251","V3N 4V8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261142662/0/60/45/beb99cdc0294822a300b68c5dd5793c6/15/08027f4737be223997ad45c1575a667a/261142662.JPG","F1418321","Residential Attached","S","210 5430 201 STREET","Langley City","$238,500","97","2","2006","0.00","Apartment/Condo","Langley","026-856-212","V3A 0A2","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261289525/0/60/45/da3f8315906e6092664450e1e18585fe/13/5e453d8fabe8b76ed44f79931f4e143a/261289525.JPG","N240198","Residential Detached","S","701 SMITHERS STREET","Prince Rupert - City","$239,000","31","3","1975","7,247.00","House/Single Family","Prince Rupert (Zone 52)","004-389-361","V8J 3N8","0.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261054822/0/60/45/6d896a5da2ff8054b3a012864dc8ca09/15/2018c2a5e96fe0032052f09587c42a86/261054822.JPG","F1414841","Residential Attached","S","B301 8929 202 STREET","Walnut Grove","$239,000","135","2","2008","0.00","Apartment/Condo","Langley","027-632-661","V1M 0B4","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261252454/0/60/45/41d560dccc0e4fe4fb82a58055c9c3ef/16/e6af1ec524bc49a42d222a9eca63b584/261252454.JPG","V1085256","Residential Attached","S","304 6660 BUSWELL STREET","Brighouse","$239,800","37","2","1973","0.00","Apartment/Condo","Richmond","001-102-575","V6Y 2G8",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260734832/0/60/45/ed9b08bfa64e75215ba2ce32400f5f6b/13/6a86727f8ae1cbc4930e297b40ed4800/260734832.JPG","N232925","Residential Detached","S","4709 PARKER COURT","108 Ranch","$239,900","282","4","1975","0.00","House with Acreage","100 Mile House (Zone 10)","007-484-291","V0K 2Z0","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261246746/0/60/45/c2a22854729d46f0e75c803a4ef54aca/13/4d9574e5532c690f70c9818652fb2073/261246746.JPG","N239713","Residential Detached","S","273 BOYD STREET","Heritage","$240,000","43","4","1972","7,590.00","House/Single Family","PG City West (Zone 71)","010-439-625","V2M 4X1","0.00",,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261282084/0/60/45/77740b06449cf09bb9b1a9fe76ef0c77/16/bfef429ee263608bdb89514c41c9d057/261282084.JPG","V1087800","Residential Attached","S","6 11757 236TH STREET","Cottonwood MR","$242,000","22","2","1995","0.00","Townhouse","Maple Ridge","019-151-705","V4R 2E4",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261201723/0/60/45/4e34535c31aabdf7fb69ee5dce3f4ac5/15/6ee1685388b609439d960f0c79d9cb77/261201723.JPG","F1420644","Residential Attached","S","1402 11881 88TH AVENUE","Annieville","$242,500","61","2","1986","0.00","Apartment/Condo","N. Delta","003-342-727","V4C 8A2","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261229330/0/60/45/cbf0eb6cc2908bf6f1c11b60a0417c4a/16/94c530e713968f4fe9c457f0edcceded/261229330.JPG","V1083280","Residential Attached","S","704 1032 QUEENS AVENUE","Uptown NW","$245,000","53","2","1995","0.00","Apartment/Condo","New Westminster","019-172-991","V3M 6T7",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261130429/0/60/45/4bf2ef7ca128f5ff99e34247c95ce2cb/14/b4e03b5462bec8d09a214e700bcf7a91/261130429.JPG","H1402998","Residential Detached","S","9385 CORBOULD STREET","Chilliwack W Young-Well","$245,000","103","3","1956","10,284.00","House/Single Family","Chilliwack","000-538-639","V2P 4A2","84.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260887483/0/60/45/369d9792e9f2ead06385d5b02910020b/13/469262df3cf4f5f69cc3b544a03e04e8/260887483.JPG","N234620","Residential Detached","S","4890 TATTERSFIELD PLACE","108 Ranch","$245,000","205","4","1996","28,749.60","House/Single Family","100 Mile House (Zone 10)","008-007-411","V0K 2Z0","145.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261262856/0/60/45/55399027f591c657fa59cca81b6d3e71/15/d856f0a737f2f1e24247bb0728bfeb6e/261262856.JPG","F1423089","Residential Attached","S","1706 10082 148 STREET","Guildford","$245,000","33","2","1993","0.00","Apartment/Condo","North Surrey","018-308-431","V3R 0S3","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261225488/0/60/45/779b97f237f9ef734a0d2f4c2fd33c7a/13/84683304fbecfe32cb0fe2a38b47fce0/261225488.JPG","N239472","Residential Detached","S","1341 PENTLAND CRESCENT","Quesnel - Town","$250,000","56","5","1993","0.00","House/Single Family","Quesnel (Zone 28)","008-808-473","V2J 5S7","0.00",,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261156175/0/60/45/d8256e47676aca26f1f63d4e3e3557ac/15/e62ddf077a693c30eefc55099da68190/261156175.JPG","V1077895","Residential Attached","S","1805 10 LAGUNA COURT","Quay","$250,000","87","1","1997","0.00","Apartment/Condo","New Westminster","023-567-643","V3M 6W3",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261147426/0/60/45/f2ab99ff70c803019bb9cb2d8741158b/16/ab3b58431e98977c1c0aaeb396efdc86/261147426.JPG","V1077286","Residential Attached","S","113 83 STAR CRESCENT","Queensborough","$250,000","93","2","1998","0.00","Apartment/Condo","New Westminster","023-991-925","V3M 6X8",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261174757/0/60/45/2caf40891998da7fce871de5c13cbc1a/15/526d98b8a5d9be1a1e9d5f13ef4366a5/261174757.JPG","F1419497","Residential Attached","S","90 4401 BLAUSON BOULEVARD","Abbotsford East","$250,000","78","3","2007","0.00","Townhouse","Abbotsford","027-228-355","V3G 0A4","0.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261233129/0/60/45/2622a7b72620e4fbc1b76d2a8384b8d0/16/1c13232d3a14013c228a825df4318ee9/261233129.JPG","V1083611","Land Only","S","LOT 4 FOREST RIDGE ROAD","Salt Spring Island","$250,000","47",,,"0.00",,"Islands-Van. & Gulf","000-486-876","V8K 1W4",,"Road Access","House/Single Family"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261132058/0/60/45/77e31e3107f8880926cafa73156efd30/15/0933342dcf26f30f3cc9fe7ddea354ac/261132058.JPG","F1417946","Land Only","S","31866 OYAMA STREET","Mission BC","$250,000","99",,,"38,768.40",,"Mission","028-483-430","V4S 0C5",,"Road Access","House/Single Family"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261306003/0/60/45/e0b4e0a3e1ee8e85fb7092a57809b040/15/ef821bc7dfbe5bec3036c856124dae06/261306003.JPG","V1089329","Residential Attached","S","402 1040 PACIFIC STREET","West End VW","$250,000","11","1","1982","0.00","Apartment/Condo","Vancouver West","006-216-374","V6E 4C1",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261256206/0/60/45/a2f450eb7b2d879bc937a5accca9ec8a/15/032cc15018fdcc985b15ab8bde8db202/261256206.JPG","F1422842","Residential Attached","S","106 13880 74TH AVENUE","East Newton","$251,000","40","3","1979","0.00","Townhouse","Surrey","001-697-226","V3W 7E6",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261312259/0/60/45/1719573002854cccad52f011ab742c41/15/914cceef252d5949bfb9945a0446066b/261312259.JPG","F1424871","Residential Attached","S","37 8892 208TH STREET","Walnut Grove","$251,900","11","2","1994","0.00","Townhouse","Langley","018-847-986","V1M 2N8","0.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261119978/0/60/45/11873b25d0ede3efc10921d225116204/16/8d40094ba6e014db1ace375bc21ff339/261119978.JPG","F1417465","Residential Attached","S","303 15185 36TH AVENUE","Morgan Creek","$252,000","105","1","2013","0.00","Apartment/Condo","South Surrey White Rock","029-038-201","V3S 4R3",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261147275/0/60/45/eda56f0afe2d4d1a083df894acc9cfc8/15/29becd7baf5cb214c4d969fecf084ba3/261147275.JPG","F1418475","Residential Attached","S","1701 13618 100TH AVENUE","Whalley","$252,000","87","2","2008","0.00","Apartment/Condo","North Surrey","027-418-511","V3T 0A8","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261044969/0/60/45/1093f27d942397b323672604df3eaae1/15/a7d8ecf24f7539e32215a51fa48dd007/261044969.JPG","V1069470","Residential Attached","S","210 3150 VINCENT STREET","Glenwood PQ","$252,500","135","2","2009","0.00","Apartment/Condo","Port Coquitlam","027-654-346","V3B 3T1",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261217900/0/60/45/2cf6614a22ac184f948d6a23c243d1ef/13/1f0db7a9914c1b3e74fbb66f57e48f58/261217900.JPG","N239386","Residential Detached","S","3120 20TH AVENUE","Seymour","$252,500","55","6","9999","0.00","House/Single Family","PG City Central (Zone 72)","009-578-137","V2M 1W9","73.00",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261235232/0/60/45/bec255d97da6fc4d26e5793af7b902ad/16/d535c6c992b3ab2b9b082bb3aa5f8d87/261235232.JPG","V1083730","Residential Attached","S","6 1131 W 11TH AVENUE","Fairview VW","$253,000","49","1","1929","0.00","Apartment/Condo","Vancouver West","015-014-606","V6H 1K4",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261277875/0/60/45/19c57bbf0208871628a864dcb3f83220/16/df3d3dd2af9eae615250dcf2b4699a88/261277875.JPG","F1423634","Residential Attached","S","303 6363 121ST STREET","Panorama Ridge","$253,000","26","2","1995","0.00","Apartment/Condo","Surrey","018-912-362","V3X 3K6",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261279086/0/60/45/c5d063bf4a165aa9eff2455890805759/16/88ad391066157cf99339775483b003ef/261279086.JPG","V1087162","Residential Attached","S","430 5888 DOVER CRESCENT","Riverdale RI","$253,800","24","1","1998","0.00","Apartment/Condo","Richmond","024-093-211","V7C 5R9",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261307351/0/60/45/4da7902c2ab759430c4ca095aa7284d2/16/5121538756679a118a1f2dbea49bc327/261307351.JPG","V1089459","Residential Attached","S","410 1200 EASTWOOD STREET","North Coquitlam","$254,000","10","2","1994","0.00","Apartment/Condo","Coquitlam","019-002-254","V3B 7R9",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261336503/0/60/45/3d8f3378684c4805ac941f1007ca9aac/13/5b0be4f8c87ca65313b299059f0dcb8b/261336503.JPG","N240635","Residential Detached","S","10601 101ST STREET","Taylor","$255,000","3","3","2000","12,000.00","Manufactured with Land","Fort St. John (Zone 60)","024-277-134","V0C 2K0","80.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261188842/0/60/45/de64b1c2da303a82379bb3a85721474b/13/72e87cf18140de365fbef1e8400ceeba/261188842.JPG","N238976","Residential Detached","S","5226 MOUNTAIN VISTA DRIVE","Terrace - City","$255,000","76","3","1981","8,573.00","House/Single Family","Terrace (Zone 88)","005-397-391","V8G 4X5","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261278945/0/60/45/1fb82d900360f4906897aedf30e76c0b/16/5ea915e903339cf4e042c038ed3a7c92/261278945.JPG","V1087147","Residential Attached","S","407 5189 GASTON STREET","Collingwood VE","$255,800","27","1","1996","0.00","Apartment/Condo","Vancouver East","023-268-115","V5R 6C7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260726176/0/60/45/74aae6eba2001a6076989e1c558544c4/16/d98b493e7cad8bc993e7ea464d67b0a7/260726176.JPG","V1042277","Residential Attached","S","6 19160 119TH AVENUE","Central Meadows","$256,000","286","2","1990","0.00","Townhouse","Pitt Meadows","016-345-509","V3Y 2L7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261262680/0/60/45/1f89f753a2e10c996bed187d761a2be7/13/62aa2a6971ffa9cbec94bb2b7d0faa12/261262680.JPG","N239899","Residential Detached","S","1214 4TH AVENUE","Valemount - Town","$256,000","33","4","9999","10,080.00","House/Single Family","Robson Valley (Zone 81)","005-206-146","V0E 2Z0","84.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261269297/0/60/45/a0320ada11c013fe82d35c679e10f082/16/1024c31220082476bf038d4e39ae9414/261269297.JPG","F1423332","Residential Attached","S","7738 119A STREET","Scottsdale","$256,000","35","2","1979","0.00","Townhouse","N. Delta","001-625-497","V4C 6N6",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261329814/0/60/45/8aed214b1eda0b3bd01342e2de9c54f6/16/8368fd9a2be18af30d44a64c9bef258b/261329814.JPG","V1091042","Residential Attached","S","322 5352 GRIMMER STREET","Metrotown","$256,900","1","1","2014","0.00","Apartment/Condo","Burnaby South","800-089-895","V5H 2H2",,,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261236452/0/60/45/ffd6772c04ee501c5224b575a985d4e1/16/fc0a8028b11952f10cfd6b4af38366c2/261236452.JPG","V1083897","Residential Attached","S","304 2388 TRIUMPH STREET","Hastings","$257,000","41","1","1995","0.00","Apartment/Condo","Vancouver East","019-047-444","V5L 1L5",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261289847/0/60/45/c3a50b5db33d9def9b6a953e776b7494/16/8a3cf663e4f53238e1157a62249a4664/261289847.JPG","V1087994","Residential Attached","S","401 245 ROSS DRIVE","Fraserview NW","$258,850","22","1","2011","0.00","Apartment/Condo","New Westminster","028-584-775","V3L 0C6",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261025800/0/60/45/d36c6caf053594027eb246ed3e413b9d/16/f1ff554965155cc63ab73c7b9c70636a/261025800.JPG","V1067856","Residential Attached","S","1007 2004 FULLERTON AVENUE","Pemberton NV","$259,000","141","2","1975","0.00","Apartment/Condo","North Vancouver","003-974-979","V7P 3G8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261315460/0/60/45/46a5359c8915cbb44a11cd5535a1f0a6/16/a5e17a0b2f953c58d491d03dda1a9696/261315460.JPG","F1424983","Residential Attached","S","105 9018 208TH STREET","Walnut Grove","$259,100","8","2","1997","0.00","Apartment/Condo","Langley","023-322-101","V1M 2Y8",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261231585/0/60/45/6dbc578a3bf94fa422311eb6d1acbaa0/16/012b302542c62372cac53f43bc1908a5/261231585.JPG","V1083481","Residential Attached","S","1809 511 ROCHESTER AVENUE","Coquitlam West","$260,000","45","1","2007","0.00","Apartment/Condo","Coquitlam","027-099-504","V3K 0A2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261158480/0/60/45/bbc12fd64bb40dbe538e50cfeade5264/13/cbe6108cb80d9994ab190d28121e404c/261158480.JPG","N238538","Residential Detached","S","382 W 5TH STREET","Vanderhoof - Town","$260,000","88","3","1996","0.00","House/Single Family","Vanderhoof And Area (Zone 56)","013-097-911","V0J 3A0","66.00",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261244638/0/60/45/f7ba4d2d8844f179ea52f111fa8c6129/15/55dfd96aba1207f73b0b6b5afb60c8d0/261244638.JPG","F1422369","Residential Attached","S","108 13860 70 AVENUE","East Newton","$260,000","45","2","1996","0.00","Apartment/Condo","Surrey","023-514-205","V3W 0S1","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261224493/0/60/45/fc090531d84a43fea81068673cd4080c/16/0da22365a9f74261e6c3cddd8729b861/261224493.JPG","V1082862","Residential Attached","S","303 4373 HALIFAX STREET","Brentwood Park","$260,800","48","2","1982","0.00","Apartment/Condo","Burnaby North","002-201-798","V5C 5Z2",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261255504/0/60/45/7e04bc85a374c24f61a7b59c41afa6e1/16/1f1919a67513a8c53f96317cfc7bee38/261255504.JPG","V1085405","Residential Attached","S","204 9202 HORNE STREET","Government Road","$261,000","33","3","1974","0.00","Apartment/Condo","Burnaby North","001-177-061","V3N 4K2",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","H1404421","Residential Attached","S","404 45750 KEITH WILSON ROAD","Vedder S Watson-Promontory","$261,400","0","1","2014","0.00","Apartment/Condo","Sardis","700-009-423","V2R 0P7",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261282332/0/60/45/10f10e9e8a385be149bccf963efb7495/16/a314955b41fb208a3d66fb910639906a/261282332.JPG","V1087457","Residential Attached","S","1608 1155 THE HIGH STREET","North Coquitlam","$263,500","25","1","2012","0.00","Apartment/Condo","Coquitlam","028-771-354","V3B 7W4",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261150155/0/60/45/e5880f82380789019f665a2b24b91ddf/15/70e9b9a1ee77b200a1c6b9a89936fe0b/261150155.JPG","F1418573","Residential Attached","S","308 5811 177B STREET","Cloverdale BC","$263,900","88","2","2014","0.00","Apartment/Condo","Cloverdale","029-187-214","V3S 4J4","0.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261123909/0/60/45/92442b222d0b2d4d0a1b2dc3b775eef3/13/27d61fe2c0b46aa024b64a1caed1cfca/261123909.JPG","N238089","Residential Detached","S","4933 POHLE AVENUE","Terrace - City","$264,500","97","2","1965","16,020.00","House/Single Family","Terrace (Zone 88)","008-872-431","V8G 1J5","90.00",,
