"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261349400/0/60/45/1dc1fd393a7f331c6d4c56012cbbd87b/16/b577490b2d9242b7d109441d2065d7c3/261349400.JPG","V1092253","Residential Detached","S","1504 BROADVIEW COURT","Harbour Place","$725,000","6","3","1960","9,062.00","House/Single Family","Coquitlam","010-365-273","V3J 5X9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261311490/0/60/45/49f38c8b4694239b7909cd9685f2e256/16/ddde3e76cb14009ac75622f1ba7d1bf4/261311490.JPG","V1089703","Residential Attached","S","501 1333 W 11TH AVENUE","Fairview VW","$725,500","23","2","2008","0.00","Apartment/Condo","Vancouver West","027-504-158","V6H 0A4",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261288193/0/60/45/1d53300c63b010b5740b9ae51217093d/16/9430e8acfb698635c5871f7da3bd877d/261288193.JPG","V1087826","Residential Detached","S","65 ELEMENTARY ROAD","Anmore","$727,500","39","2","1967","0.00","House/Single Family","Port Moody","008-772-436","V3H 4Y6","115.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261189769/0/60/45/7aafae07559bf5f1fb3a75eee6530705/15/5340a4df58a7dfd46c61681f3d9d12f3/261189769.JPG","F1420195","Residential Detached","S","15588 91ST AVENUE","Fleetwood Tynehead","$728,000","85","5","2011","6,046.00","House/Single Family","Surrey","027-179-630","V3R 9C1","55.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261139438/0/60/45/0f052cf9ca82374d99264579659fb016/16/4d75f6da98ec64be01966f7b522cb61c/261139438.JPG","F1418189","Residential Detached","S","22906 BILLY BROWN ROAD","Fort Langley","$730,000","109","4","2007","3,519.00","House/Single Family","Langley","026-702-061","V1M 4G3",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261324884/0/60/45/cb43d06d223f3745fe760db3502c7df7/15/c4e8ebdd0f8ac34408f6834610ca6913/261324884.JPG","F1425319","Residential Detached","S","5845 136TH STREET","Panorama Ridge","$730,000","17","5","2005","7,922.00","House/Single Family","Surrey","025-565-672","V3X 1J2","56.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261171620/0/60/45/6dea132eab33aa551422b7fa254cc5bb/16/51ec2769c6844888530d5ce389cc2450/261171620.JPG","V1079035","Residential Attached","S","2201 1155 HOMER STREET","Yaletown","$730,000","94","2","1994","0.00","Apartment/Condo","Vancouver West","018-511-414","V6B 5T5",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261317129/0/60/45/0871670509001323ff43c2246c0aef64/15/fcb955c4995c6556f02323265cc36786/261317129.JPG","F1425041","Residential Detached","S","15590 MADRONA DRIVE","King George Corridor","$730,000","26","4","1978","13,037.00","House/Single Family","South Surrey White Rock","004-207-513","V4A 5N3","47.57",,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","F1426953","Residential Detached","S","20539 84TH AVENUE","Willoughby Heights","$731,764","0","4","2014","3,316.00","House/Single Family","Langley","029-243-891","N0N 0N0","36.09",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261178119/0/60/45/aa351fdd45e4d85de3a5689924543e21/16/d36cd1f818d4b086412b4e28b2c9845a/261178119.JPG","V1079516","Residential Detached","S","25554 BOSONWORTH AVENUE","Thornhill MR","$733,238","88","4","2015","17,006.98","House/Single Family","Maple Ridge","028-284-488","V2W 1G9","129.03",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261210500/0/60/45/e5504a85025fd2d27c37eaff1d4229d5/16/cd8db4828b21d26bd124e5ec645dba4b/261210500.JPG","F1420974","Residential Detached","S","2307 151A STREET","Sunnyside Park Surrey","$735,000","78","3","1987","7,044.00","House/Single Family","South Surrey White Rock","005-272-190","V4A 8T1","65.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261318242/0/60/45/7049834ad149675da650ff24441ce85e/15/e8ed466a4042b0b96b3c1f03c3fd0038/261318242.JPG","F1425069","Residential Detached","S","8015 170TH STREET","Fleetwood Tynehead","$735,500","27","7","2002","6,028.00","House/Single Family","Surrey","025-329-898","V4N 4Y9","64.86",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260671512/0/60/45/2d3e90c9130b46e09ddf1294882f4fc4/16/719a13ef7537e9049f6125c30216deb3/260671512.JPG","V1037776","Residential Detached","S","397 VERNON PLACE","Gibsons & Area","$737,000","341","4","2003","21,592.00","House/Single Family","Sunshine Coast","023-421-835","V0N 1V5","142.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261237725/0/60/45/c44b5348c2669d466f0ec184d99c0d64/15/ee28dc3616e505fa754e4f26cec04478/261237725.JPG","F1422071","Residential Detached","S","14656 83RD AVENUE","Bear Creek Green Timbers","$740,000","63","9","2002","6,027.00","House/Single Family","Surrey","024-696-650","V3S 9K6","50.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260915132/0/60/45/a3b416f5b257b50cae51c2c5ff3528cf/16/37dd30359c7726f3655fe6799540967e/260915132.JPG","V1058964","Residential Detached","S","3487 PRINCETON AVENUE","Burke Mountain","$740,000","207","5","1976","16,361.00","House/Single Family","Coquitlam","029-021-715","V3E 0K5","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261274872/0/60/45/5a9eda365e9253674df77f97ecd2b96c/16/0e18fbab21b475daa782b4e1f402cdb2/261274872.JPG","V1086851","Residential Detached","S","91 MINER STREET","Fraserview NW","$740,000","40","3","1990","0.00","House/Single Family","New Westminster","006-301-011","V3L 5N2","50.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261330532/0/60/45/8b93fe337f58620c4f3e4a61bba8cc28/16/c8b80fc4fad38bee6aade11d5d78699e/261330532.JPG","V1091092","Residential Detached","S","2585 PENTLAND WAY","Garibaldi Highlands","$745,000","16","4","1977","10,250.00","House/Single Family","Squamish","007-508-689","V0N 1T0","80.00",,
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261298783/0/60/45/eec11fa351c440d01ef843a85fd805aa/16/abbd143afac7e2fa4078f51287845889/261298783.JPG","V1088777","Residential Attached","S","2601 535 SMITHE STREET","Downtown VW","$745,000","32","2","2010","0.00","Apartment/Condo","Vancouver West","028-316-649","V6B 0H2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356561/0/60/45/9a0813c1138d6007a8ab697b66ca1901/15/988b08bd573a5307d2051dca8e811bc7/261356561.JPG","F1426358","Residential Detached","S","4478 217B STREET","Murrayville","$749,900","3","3","1991","10,010.00","House/Single Family","Langley","017-059-569","V3A 8E4","78.80",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325719/0/60/45/0f4433050c7b11397f8895b455ff1a7a/16/a8bf7e8122f12cf3861e3cf03f18d24b/261325719.JPG","V1090731","Residential Attached","S","203 1551 MARINER WALK","False Creek","$749,900","22","2","1986","0.00","Apartment/Condo","Vancouver West","800-089-800","V6J 4X9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261363001/0/60/45/cc8d55fcf8a7cc1624783a5c09ee074d/15/37da02396b13c735efadaa7917979c7b/261363001.JPG","F1426579","Residential Detached","S","6666 STONEY CRESCENT","Sunshine Hills Woods","$750,000","2","4","1973","7,991.00","House/Single Family","N. Delta","006-480-446","V4E 1K9","68.00",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261186474/0/60/45/baca312c53322aa0b7f96534eb634aa4/16/0b9492a65ee2f2239f440c4c06dda51b/261186474.JPG","V1080137","Land Only","S","1168 DYCK ROAD","Lynn Valley","$750,000","90",,,"8,629.00",,"North Vancouver","029-156-645","V7K 1R1","65.00","Road Access","House/Single Family"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261171335/0/60/45/3d539aab43f44a2c70b391e0bd9fdb2f/15/a979c910e4ffd02e9295e333c1ef346b/261171335.JPG","F1419343","Residential Detached","S","17332 2ND AVENUE","Pacific Douglas","$750,000","102","5","2014","3,848.00","House/Single Family","South Surrey White Rock","028-852-362","V3S 9P9","29.52",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260996138/0/60/45/8b50cb078461ab44fbb11b753cc669ec/16/6410b0f6187ca99404683b69cd4d8e0f/260996138.JPG","V1065761","Residential Detached","S","263 BAYVIEW ROAD","Lions Bay","$754,000","173","3","1975","22,750.00","House/Single Family","West Vancouver","007-893-248","V0N 2E0","91.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261277318/0/60/45/e22c9969b96ad28d5c45b2029564091a/15/050b60330006af558216cf62a5a0e479/261277318.JPG","F1423617","Residential Detached","S","16370 MIDDLEGLEN PLACE","Fraser Heights","$755,000","42","6","1990","7,615.00","House/Single Family","North Surrey","015-024-512","V4N 1X6","30.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261210581/0/60/45/e892c549eb2bf420f1a9c8d8c42ed7b1/16/ca13bcc7528eec585cf537b1a7ca27f9/261210581.JPG","V1081815","Residential Attached","S","301 3212 BLUEBERRY DRIVE","Blueberry Hill","$755,000","71","3","1990","0.00","Apartment/Condo","Whistler","016-411-536","V0N 1B3",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261223812/0/60/45/60665a8955038f982c928638abb41c9b/16/68eca57ea65834c8b44ad8915ebef83a/261223812.JPG","V1082805","Residential Attached","S","1058 CAMBIE STREET","Yaletown","$755,000","62","2","1998","0.00","Townhouse","Vancouver West","023-935-936","V6B 6J5",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261330275/0/60/45/c81dab7a26ea5694e0b1bebd6d5fb698/16/caf348f613a96c10c1db5c6aaf1e8e78/261330275.JPG","V1091056","Residential Attached","S","2781 GUELPH STREET","Mount Pleasant VE","$755,327","14","2","2009","0.00","Townhouse","Vancouver East","028-054-431","V5T 3P6",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","F1426152","Residential Detached","S","12551 25TH AVENUE","Crescent Bch Ocean Pk.","$756,000","6","5","1980","8,706.00","House/Single Family","South Surrey White Rock","005-642-469","V4A 2K2","70.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261342664/0/60/45/e48f2ce16d9cea8bb8f1dafd332c654f/16/e59d94ee833f74d1922d42fa5a501320/261342664.JPG","V1091843","Residential Detached","S","8600 ODLIN CRESCENT","West Cambie","$760,000","5","3","9999","8,124.00","House/Single Family","Richmond","000-839-787","V6X 1E8","66.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261348758/0/60/45/9f30ed4e62b8219fcfaa5d31f5cbfabe/16/6cdbe41db8eeef80c160ae4cfc244a4f/261348758.JPG","V1092233","Residential Detached","S","499 SPYGLASS PLACE","Gibsons & Area","$760,000","4","4","2008","7,540.00","House/Single Family","Sunshine Coast","026-709-384","V0N 1V9","65.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261287089/0/60/45/fce57de2abac4d785c290612647f1f6b/13/b7abfe9618fba1946b87e64044feb91d/261287089.JPG","N240165","Residential Detached","S","9935 LOLLAND CRESCENT","Beaverley","$760,000","43","4","2006","0.00","House with Acreage","PG Rural West (Zone 77)","027-006-701","V2N 6L3","0.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261355983/0/60/45/3fec1d578a9a2e4e2394db9b653faef3/16/9f5462bb26d8d2e38649b50d4f2cc402/261355983.JPG","V1092696","Residential Detached","S","1351 CLIFTON AVENUE","Harbour Chines","$762,800","7","5","1963","0.00","House/Single Family","Coquitlam","001-388-398","V3J 5K5","125.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261322021/0/60/45/a29c7cad9b39b234236319ddd713f215/16/e8ff585edf0c2b5a3d93343bc344510d/261322021.JPG","V1090592","Residential Detached","S","2371 MCLEOD AVENUE","Bridgeport RI","$765,000","17","3","1957","11,368.00","House/Single Family","Richmond","003-619-770","V6X 2N2","66.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261282484/0/60/45/d7d3d6cf6548523145e296414ee0e716/16/f27cf1cc35b02950471a3053becc78d1/261282484.JPG","F1423809","Residential Detached","S","10344 164A STREET","Fraser Heights","$765,000","47","7","2004","6,555.00","House/Single Family","North Surrey","025-698-567","V4N 5M4","50.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325998/0/60/45/b82fde926c976005859e52e02737332f/16/a3313adb4667803291904a655596987c/261325998.JPG","V1090753","Residential Detached","S","325 LAURENTIAN CRESCENT","Central Coquitlam","$765,000","14","5","1964","8,316.00","House/Single Family","Coquitlam","000-576-638","V3K 1Y2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261104096/0/60/45/e0c184880d07429ec279daab9b8a89fb/15/b8c2098e3c3ba9d06e1fc7d3015e8a18/261104096.JPG","F1416853","Residential Detached","S","16746 57A AVENUE","Cloverdale BC","$767,000","119","6","2011","6,045.00","House/Single Family","Cloverdale","028-010-531","V3S 1H8","19.20",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261159221/0/60/45/2131942e07e74d6aa44a0c8c00845553/16/5666e96e586c1c1b1063f48b0b75fd4f/261159221.JPG","V1078098","Residential Attached","S","40 5240 OAKMOUNT CRESCENT","Oaklands","$770,000","98","4","1996","0.00","Townhouse","Burnaby South","023-561-751","V5H 4S1",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261240602/0/60/45/56307f39e5e6ebca6e6401978fa4e4ab/15/d0b0de378248e77bea5241e44b10a421/261240602.JPG","F1422211","Residential Detached","S","14459 106TH AVENUE","Guildford","$771,000","58","8","2009","8,584.00","House/Single Family","North Surrey","010-062-921","V3R 1S9","65.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261337272/0/60/45/03a62b07ff35bc531cdc70be5bc3aa52/16/14dcd92c755524bd6fb284be8596b71d/261337272.JPG","F1425770","Residential Detached","S","16776 23RD AVENUE","Grandview Surrey","$771,333","13","3","2015","3,390.63","House/Single Family","South Surrey White Rock","029-243-211","V3Z 0M7","29.53",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261342213/0/60/45/c44481a53b1ae5b8a1b84443606a114f/15/fcd4dc4444aa8730093e1af3892ef9fe/261342213.JPG","F1425896","Residential Detached","S","14531 17TH AVENUE","Sunnyside Park Surrey","$775,000","17","3","1981","7,494.00","House/Single Family","South Surrey White Rock","004-041-071","V4A 5V9","74.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328134/0/60/45/65731e11999c7e3ed3a1e372c9de6fc5/16/cb5d723e3a2e926eec09f2a4e489d6af/261328134.JPG","V1090914","Residential Attached","S","3309 833 SEYMOUR STREET","Downtown VW","$780,000","20","2","2011","0.00","Apartment/Condo","Vancouver West","028-413-784","V6B 0G4",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261357863/0/60/45/bcf43c693564b1a927f0841bbdc97eaa/16/2cc56e3bb733a37f58c71de6ccef02d9/261357863.JPG","V1092840","Residential Detached","S","4824 ALBERT STREET","Capitol Hill BN","$780,000","6","5","1949","0.00","House/Single Family","Burnaby North","002-787-512","V5C 2H3","33.00",,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261230077/0/60/45/fa3a9747fad29d9614a7927694aaee4e/16/d1755226583a84d7e3706a52ac18108d/261230077.JPG","V1083357","Residential Detached","S","40739 THUNDERBIRD ROAD","Garibaldi Highlands","$782,500","67","4","1990","23,570.00","House/Single Family","Squamish","007-184-981","V0N 1T0","75.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328044/0/60/45/faedb39254e7f2166917858cccf37d4a/16/28eb53352579eea2c0133c77ec605f27/261328044.JPG","V1091022","Residential Attached","S","2603 2088 MADISON AVENUE","Brentwood Park","$785,000","14","3","2006","0.00","Apartment/Condo","Burnaby North","026-287-391","V5C 6T5","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261327517/0/60/45/45d9a5c632808c2ae8162b22bfcbd0ab/16/90b8e5f7041fba7e8b5c42d1943df9f7/261327517.JPG","V1091504","Residential Detached","S","1635 DEEP COVE ROAD","Deep Cove","$789,000","6","3","1933","0.00","House/Single Family","North Vancouver","012-861-791","V7G 1S4","51.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261338315/0/60/45/b0ec58c80fe5b94c30a9234e98fad097/16/4d10f6a0c0823744ec76dabb516167b2/261338315.JPG","V1091762","Residential Detached","S","1356 DYCK ROAD","Lynn Valley","$790,000","7","4","1963","4,375.00","House/Single Family","North Vancouver","004-227-131","V7K 1S2","35.00",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261156666/0/60/45/d5a152b1f5b6f20b844363963a1480fe/15/ddd483c770929470a94a6505593ec826/261156666.JPG","F1418798","Multifamily","S","9547 134A STREET","Queen Mary Park Surrey","$790,000","106","7","1965","15,600.00","Duplex","Surrey","000-437-565","V3V 5T3","120.09",,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261341988/0/60/45/ba86a173fabdf846621421d656dbf4c4/16/23444835a12020a3d9b5da351ac8e686/261341988.JPG","V1091742","Residential Detached","S","2666 LINCOLN AVENUE","Woodland Acres PQ","$790,100","9","5","2003","4,241.00","House/Single Family","Port Coquitlam","025-559-079","V3B 8E5","40.00",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261294319/0/60/45/f5f7b7dde4b550a22569a89c25105966/16/b2ea136b3d9341ceba4d462871db6e14/261294319.JPG","V1088403","Residential Attached","S","615 W 16TH AVENUE","Fairview VW","$791,500","34","3","1983","0.00","1/2 Duplex","Vancouver West","006-491-995","V5Z 1S5",,,
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260795486/0/60/45/70404d6102ee222181d5b63edbde4068/15/2b056f42303bc7d91ec3fdd635bb7e8f/260795486.JPG","F1404294","Residential Detached","S","9712 137A STREET","Whalley","$792,500","258","4","1956","7,181.00","House/Single Family","North Surrey","010-013-601","V3T 4H9","60.00",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261358011/0/60/45/81d08ceb1c011f0cc3ba5e27e02cb05b/16/1732b34b124ce43de2b317a850445548/261358011.JPG","V1092867","Residential Attached","S","2309 1351 CONTINENTAL STREET","Downtown VW","$796,000","4","2","2014","0.00","Apartment/Condo","Vancouver West","029-257-298","V6Z 0C6",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261345586/0/60/45/62e57886b1dc2dd075c613b8cc73b9c0/16/f7af9ec5eef41b4e1d5b91226072a98b/261345586.JPG","V1092003","Residential Detached","S","1853 WINSLOW AVENUE","Central Coquitlam","$798,000","5","3","1968","10,515.00","House/Single Family","Coquitlam","006-797-075","V3J 2G9","74.90",,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261278174/0/60/45/78e4caaea97f5a97262fa9fc187e7b46/16/0130b44f7369d8b72f5916a13183adfa/261278174.JPG","V1087794","Residential Attached","S","10 4333 CENTRAL BOULEVARD","Metrotown","$798,000","36","3","2005","0.00","Townhouse","Burnaby South","026-115-107","V5H 4W8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261305773/0/60/45/db85510852e0a678809452f759d0577d/16/84f69896fef26ee5a04a720db06c895b/261305773.JPG","V1089321","Residential Detached","S","2280 GAGNON PLACE","Bridgeport RI","$798,500","31","4","1991","4,795.00","House/Single Family","Richmond","014-467-437","V6X 3S6","64.54",,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261165035/0/60/45/8c8e957e754599b962c27a8c5a64db9f/16/046dda0f8d440da3461eefdc41eab7bb/261165035.JPG","V1078514","Residential Detached","S","2883 STANLEY PLACE","Scott Creek","$799,000","97","5","1993","5,200.00","House/Single Family","Coquitlam","017-499-712","V3B 7L7","44.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261332765/0/60/45/bbace0fa94a6445c98a89145c4b14dc5/16/36fb52f023b3f87d2858367de9f1e6c8/261332765.JPG","V1091216","Residential Detached","S","4766 LANARK STREET","Knight","$799,000","14","4","1954","3,616.80","House/Single Family","Vancouver East","013-904-060","V5N 3R8","33.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261214493/0/60/45/19d170e1121088213b617b55f44067d7/16/80b0017917e93b608200c73edd0d0131/261214493.JPG","V1082230","Residential Detached","S","40412 CHEAKAMUS WAY","Garibaldi Estates","$800,000","69","6","1974","13,548.00","House/Single Family","Squamish","009-331-875","V0N 1T0","135.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261353549/0/60/45/5a271948eb145da5c5e2215446ea0759/16/2c555917d3eb523deea90737aa360f4b/261353549.JPG","V1092509","Residential Attached","S","1735 RUFUS DRIVE","Westlynn","$800,000","2","3","1983","0.00","Townhouse","North Vancouver","004-925-335","V7J 3L8",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261343396/0/60/45/bfa9447fc77169592d9ab1b89d3b6376/16/ea84110a80c4fce3565a599a8a3c4ba3/261343396.JPG","V1092026","Residential Detached","S","2605 LARKIN AVENUE","Woodland Acres PQ","$800,000","7","4","1967","10,388.00","House/Single Family","Port Coquitlam","006-731-953","V3B 2H8","74.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261013707/0/60/45/5c6577ddeeb6ac811ae94f6c2ac09983/16/4158063877df08535632eb0b03ebbaa3/261013707.JPG","V1066999","Residential Detached","S","6411 WILLIAMS ROAD","Woodwards","$800,000","168","5","1976","8,007.00","House/Single Family","Richmond","003-443-264","V7E 1K6",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1092585","Residential Detached","S","604 DANSEY AVENUE","Coquitlam West","$801,000","7","3","1956","9,250.00","House/Single Family","Coquitlam","010-170-154","V3K 3E8","74.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261213849/0/60/45/30a504aa2cea5e175298e17234766d20/15/cb3146f5dd1a9e1d715a1d9b91583320/261213849.JPG","V1082079","Residential Detached","S","1380 ENDERBY AVENUE","Beach Grove","$802,500","69","3","9999","6,534.00","House/Single Family","Tsawwassen","004-339-550","V4L 1S3","16.76",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261361675/0/60/45/9171aaf71e3b6962527b6182a0897cc5/16/188d3804c33037e85dee5091c53d0242/261361675.JPG","V1093125","Residential Attached","S","3208 FLEMING STREET","Knight","$805,000","4","2","2006","0.00","1/2 Duplex","Vancouver East","026-513-561","V5N 3V5",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261366662/0/60/45/ddf30bedfe2d6a69bab7daa5628bb235/16/2e19640212d27495ae5d0dcecd391f35/261366662.JPG","V1093411","Residential Attached","S","2206 5628 BIRNEY AVENUE","University VW","$808,000","0","2","2016","0.00","Apartment/Condo","Vancouver West","800-090-387","V0V 0V0",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261332476/0/60/45/e9c8c3c3fb539f1566bba086fb84d0fe/16/4a9204dfbf9f27475057cb9f21210ada/261332476.JPG","V1091257","Residential Detached","S","3428 E 29TH AVENUE","Collingwood VE","$810,000","19","2","1959","5,613.00","House/Single Family","Vancouver East","009-587-233","V5R 1W9","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261014261/0/60/45/059a33b58fbfad3e25b3d076c4748a07/15/c08058c70563365a7b67bdb1a19dab3b/261014261.JPG","F1413251","Residential Detached","S","6814 205TH STREET","Willoughby Heights","$814,285","162","6","2013","5,206.00","House/Single Family","Langley","028-814-886","V2Y 3C8","43.95",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261341720/0/60/45/1daf1875b294338ea696674cca522a13/16/3654eb72f7e78d78038054886073b091/261341720.JPG","V1091738","Residential Detached","S","4850 HENRY STREET","Knight","$816,250","11","3","1947","3,630.00","House/Single Family","Vancouver East","014-144-786","V5V 4Z3","33.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261329783/0/60/45/49b6c92e961152837d7e5f5229977e0d/16/3b365589296781dc548451ec493fa790/261329783.JPG","V1091243","Residential Detached","S","3551 STEVESTON HIGHWAY","Steveston North","$818,000","13","4","1972","7,198.00","House/Single Family","Richmond","003-959-031","V7E 2J4","60.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261353660/0/60/45/16940e6559d137aad0c1e3be587c6b24/16/a2d33c1314dc98fd98efc22fcd14ac48/261353660.JPG","V1092510","Residential Attached","S","2437 W 5TH AVENUE","Kitsilano","$820,000","4","2","2014","50.00","1/2 Duplex","Vancouver West","029-283-281","V6K 1S7",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261058563/0/60/45/0ecb510342807dd45291b08005902e44/15/2711ed28f293f136462f5e14b94e448e/261058563.JPG","F1415021","Residential Detached","S","8952 161A STREET","Fleetwood Tynehead","$828,000","145","7","2010","6,229.00","House/Single Family","Surrey","027-175-979","V4N 2Z4","25.17",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261328920/0/60/45/931af352c0b27696d033ce1da21c928d/16/76d8d63b3a5dea66e3c20c99b2233d5f/261328920.JPG","V1091586","Residential Attached","S","B 1133 E 29TH STREET","Lynn Valley","$829,000","6","5","1995","0.00","Townhouse","North Vancouver","023-150-106","V7K 1C3",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1092524","Residential Detached","S","2811 E 20TH AVENUE","Renfrew Heights","$830,000","2","4","1949","0.00","House/Single Family","Vancouver East","006-874-037","V5M 2V1","33.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261354032/0/60/45/69e01f4b60e1680292242753456ff9f1/16/d6bbe68867c0a806242c337ca9b0d825/261354032.JPG","V1092542","Residential Detached","S","9151 HOLMES STREET","The Crest","$830,000","5","4","1962","0.00","House/Single Family","Burnaby East","010-673-865","V3N 4C1","70.00",,
