"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2322106","Residential Attached","S","403 14877 100TH AVENUE","Guildford","2005","Apartment/Condo","13","North Surrey","Surrey","1/23/2019","Tom McConnell","1","$888.50","11/12/2018","026-324-806",,"$187.52","12/3/2018","$307,500","$555.05","0.99","1","1","CD","$309,900","21","554","$555.05","0.93","Apartment/Condo","1",,"604-583-2000","3.22% ON 1ST $100,000 AND 1.15% ON BALANCE","Chatsworth Gardens",,"1",,,,,"V3R 3H1",,"at time of offer","BC",,,,
"R2325955","Residential Detached","S","3972 BRENTWOOD COURT","Mount Alder","1981","House/Single Family","37","PG City North (Zone 73)","Prince George","3/30/2019","CALL / TEXT MIKE","2","$2,804.42","11/30/2018","008-317-755",,,"12/2/2018","$308,000","$155.87","0.99","2","3","RS1","$309,900","2","1,976","$155.87","0.99","House/Single Family","1",,"250-981-3100","2.5% UP TO $100,000 / 1% OF REMAINDER IF BUYER'S AGENT PHYSICALLY PRESENT FOR FIRST PRIVATE VIEWING BY BUYER, OTHERWISE $500.00","HART / BRENTWOOD BELLAMY","0","2","0.00",,,,"V2K 3X4",,,"BC",,,,
"R2324442","Residential Attached","S","307 11957 223 STREET","West Central","1976","Apartment/Condo","43","Maple Ridge","Maple Ridge","2/21/2019","CARLA","1","$1,350.81","11/21/2018","001-326-619","3","$429.06","12/3/2018","$308,000","$305.56","0.95","2","2","RM3","$324,900","12","1,008","$305.56","0.95","Apartment/Condo","1",,"604-961-0575","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","ALOUETTE APARTMENTS","0","1","0.00",,,,"V2X 5Y4",,,"BC",,,,
"R2289261","Residential Detached","S","175 GIESBRECHT ROAD","Quesnel - Town","9999","House/Single Family","999","Quesnel (Zone 28)","Quesnel","12/19/2018","LESLIE","2","$3,978.29","7/13/2018","003-804-585",,,"12/6/2018","$310,000","$161.46","1.00","2","3","CR-1","$310,900","145","1,920","$161.46","0.83","House/Single Family","1",,"250-992-7202","3% ON THE FIRST $100,000.00 / 1.5% ON THE BALANCE","SOUTH HILLS","0","1","0.00",,,"10","V2J 5E8",,,"BC",,,,
"R2324956","Residential Attached","S","2211 13325 102A AVENUE","Whalley","2013","Apartment/Condo","5","North Surrey","Surrey","6/30/2019","Curtis","1","$945.16","11/26/2018","029-046-785",,"$149.32","12/12/2018","$310,000","$765.43","0.94","1","0","ST","$329,000","16","405","$765.43","0.94","Apartment/Condo","1",,"604-367-9000","3.22%  1ST 100K/1.15% BAL",,,"0",,,,"1","V3T 0J5",,"seller has never occupied the unit","BC",,,,
"R2304297","Residential Detached","S","13578 BLUEBIRD ROAD","Lakeshore","1962","House with Acreage","56","Fort St. John (Zone 60)","Charlie Lake","12/14/2018","BRANDON","1","$1,282.37","9/10/2018","010-493-638",,,"12/1/2018","$310,000","$118.96","0.97","1","3","A2","$319,900","80","2,606","$118.96","0.97","House with Acreage","1",,"250-263-2091","3% ON THE FIRST $100,000/1.5% ON THE REMAINDER",,"0","0","0.00",,,,"V0C 1H0",,,"BC",,,,
"R2316909","Residential Attached","S","1206 8485 YOUNG ROAD","Chilliwack W Young-Well","1994","Apartment/Condo","24","Chilliwack","Chilliwack","1/22/2019","Peter","2","$1,348.77","10/22/2018","019-053-185",,"$340.00","12/11/2018","$310,000","$283.11","0.94","2","2","R4","$329,000","50","1,095","$283.11","0.89","Apartment/Condo","1",,"604-997-0823","3% 1ST $100,000 / 1.15% BAL","Hazelwood Grove",,"1",,,,"1","V2P 7Y7",,,"BC",,,,
"R2321156","Residential Attached","S","205 20239 MICHAUD CRESCENT","Langley City","1996","Apartment/Condo","22","Langley","Langley","5/6/2019","Scott Allen","1","$1,352.15","11/6/2018","023-714-778",,"$235.66","12/7/2018","$311,000","$431.94","0.94","1","1","MF","$329,999","31","720","$431.94","0.94","Apartment/Condo","1",,"604-961-3931","3.22% OF THE FIRST $100,000 AND 1.15 % OF THE REMAINDER","CITY GRANDE",,"1",,,,"1","v3a 8l1",,,"BC",,,,
"R2324425","Residential Detached","S","1023 MIDNIGHT DRIVE","Williams Lake - City","1993","House/Single Family","25","Williams Lake (Zone 27)","Williams Lake - City","5/21/2019","TANYA RANKIN","3","$3,305.74","11/21/2018","006-140-211",,,"11/27/2018","$311,000","$119.62","1.02","3","4","R1","$305,000","6","2,600","$119.62","1.02","House/Single Family","1",,"250-392-0371","3% ON THE FIRST $100,000 AND 1.2% ON THE BALANCE PLUS GST**(SEE REALTOR REMARKS.)**",,"0","1","0.00",,,,"V2G 5K7",,,"BC",,,,
"R2313770","Residential Attached","S","116 8328 207A STREET","Willoughby Heights","2012","Apartment/Condo","6","Langley","Langley","1/9/2019","COLIN","1","$1,886.34","10/9/2018","028-905-890","4","$198.14","12/5/2018","$312,000","$594.29","0.95","1","1","CD-75","$329,900","57","525","$594.29","0.95","Apartment/Condo","1",,"604-561-3306","3.22% ON THE FIRST $100,000.00 AND 1.15% ON THE BALANCE","WALNUT RIDGE 1 AT YORKSON CREEK",,"1",,,,"2","V2Y 0K5",,"ESTATE SALE","BC",,,,
"R2326650","Residential Attached","S","701 9830 WHALLEY BOULEVARD","Whalley","1994","Apartment/Condo","25","North Surrey","Surrey","2/20/2019","Adam or Ali","1","$1,010.49","12/5/2018","018-981-101",,"$308.00","12/10/2018","$312,000","$377.27","0.96","1","1","RM","$325,000","5","827","$377.27","0.96","Apartment/Condo","1",,"604-581-3838","3.22% ON 1ST $100,000 AND 1.15% ON BALANCE","KING GEORGE PARK TOWER",,"1",,,,"1","V3T 5S7",,,"BC",,,,
"R2303402","Residential Detached","S","1321 IONA ROAD","Old Summit Lake Road","2000","House with Acreage","18","PG City North (Zone 73)","Prince George","12/31/2018",,"1","$3,499.65","9/3/2018","005-888-760",,,"12/12/2018","$314,000","$261.67","0.97","2","3","AR2","$324,900","100","1,200","$261.67","0.92","House with Acreage","1",,,"3.0% UP TO $100,000 + 1.0% OF BALANCE","OLD SUMMIT LAKE ROAD","600","1","400.00",,,"20","V2K 5R2",,,"BC",,,,
"R2276710","Residential Attached","S","503 11980 222 STREET","West Central","1988","Apartment/Condo","30","Maple Ridge","Maple Ridge","5/31/2019",,"1","$1,492.99","6/5/2018","012-165-417",,"$327.15","11/26/2018","$315,000","$304.94","0.93","1","2","C3","$339,800","174","1,033","$304.94","0.93","Apartment/Condo","1",,,"3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","GORDON TOWERS",,"0",,,,,"V2X 0L8",,,"BC",,,,
"R2326993","Residential Attached","S","106 11580 223 STREET","West Central","2014","Apartment/Condo","4","Maple Ridge","Maple Ridge","2/28/2019","CHAD","1","$1,379.06","12/3/2018","029-309-085","4","$262.88","12/5/2018","$317,900","$460.72","1.00","1","1","STRATA","$317,900","2","690","$460.72","1.00","Apartment/Condo","1",,"604-318-5254","3.255% ON 1ST $100,000/1.1625% ON BAL","RIVER'S EDGE",,"1",,,,"1","V2X 9H1",,"NEW CONSTRUCTION","BC",,,,
"R2311263","Residential Attached","S","207 2344 ATKINS AVENUE","Central Pt Coquitlam","1988","Apartment/Condo","30","Port Coquitlam","Port Coquitlam","2/28/2019","Dwayne","1","$673.69","9/30/2018","010-213-325",,"$254.45","12/3/2018","$318,000","$438.62","0.96","1","1","RA1","$332,000","64","725","$438.62","0.86","Apartment/Condo","1",,"604-817-4578","3.255% OF THE FIRST $100,000 AND 1.1625% OF THE BALANCE",,,"0",,,,"1","V3C 1Y8",,"PA has never lived in the unit","BC",,,,
"R2318149","Residential Attached","S","211 17712 57A AVENUE","Cloverdale BC","2009","Apartment/Condo","9","Cloverdale","Surrey","4/30/2019","Donna-leigh","1","$1,081.66","10/25/2018","027-807-762",,"$204.76","12/10/2018","$318,000","$472.51","0.96","1","1","CD","$329,800","46","673","$472.51","0.96","Apartment/Condo","1",,"604-338-1990","3.22% ON FIRST $100,000 /1.15% ON BALANCE","West on Village Walk",,"1",,,,"1","V3S 1J1",,,"BC",,,,
"R2324215","Residential Attached","S","208 3260 ST JOHNS STREET","Port Moody Centre","2007","Apartment/Condo","11","Port Moody","Port Moody","6/30/2019","Call/Text/Touchbase Pauline","1","$959.99","11/19/2018","026-944-481","4","$181.80","12/9/2018","$318,000","$732.72","1.00","1","1","STRATA","$318,000","20","434","$732.72","1.00","Apartment/Condo","1",,"604-313-3021","3.22% ON THE FIRST $100,000 AND 1.1625% ON THE REMAINING BALANCE",,,"1",,,,"1","V3H 0B9",,,"BC",,,,
"R2296561","Residential Attached","S","111 13740 75A AVENUE","East Newton","2011","Apartment/Condo","7","Surrey","Surrey","12/9/2018","GUY BIGGAR","1","$1,019.12","8/9/2018","028-660-315","4","$252.27","11/28/2018","$319,000","$484.07","0.98","1","1","CDZ","$324,900","111","659","$484.07","0.94","Apartment/Condo","1",,"778-868-7448","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","MIRRA",,"0",,,,"1","V3W 0M3",,,"BC",,,,
"R2324893","Residential Attached","S","313 6480 195A STREET","Clayton","2013","Apartment/Condo","5","Cloverdale","Surrey","5/23/2019","TEXT CASEY","1","$1,042.51","11/23/2018","029-204-798","4","$208.55","12/12/2018","$319,000","$540.68","0.95","1","1","CD","$334,900","19","590","$540.68","0.95","Apartment/Condo","1",,"778-892-3717","3.2% ON THE FIRST $100,000 AND 1.1% ON THE REMAINING BALANCE PLUS GST","Salix",,"0",,,,"2","V4N 6P1",,,"BC",,,,
"R2317919","Residential Attached","S","502 1219 HARWOOD STREET","West End VW","1965","Apartment/Condo","53","Vancouver West","Vancouver","12/31/2018","CALL LINDA","1","$0.00","10/23/2018","800-125-540","11","$341.33","12/3/2018","$319,999","$581.82","0.94","1","1","RM-5A","$338,800","41","550","$581.82","0.94","Apartment/Condo","1",,"604-263-8800","3.255% 1ST $100K / 1.1625% ON BALANCE","The Chelsea",,"0",,,,"0","V6E 1S5",,"OWNER NEVER LIVED IN PROPERTY","BC",,,,
"R2324522","Residential Attached","S","314 15268 105 AVENUE","Guildford","1995","Apartment/Condo","23","North Surrey","Surrey","2/28/2019","Bob","1","$971.78","11/20/2018","023-103-116",,"$228.87","11/27/2018","$320,000","$427.24","0.97","1","1","C-35","$329,000","7","749","$427.24","0.97","Apartment/Condo","1",,"778-883-7166","S-3.22% 1ST 100K/1.15% BAL","Georgian Gardens",,"1",,,,"1","V3R 0W8",,,"BC",,,,
"R2325986","Residential Detached","S","3441 HAYMAN CRESCENT","Quesnel Rural - South","1987","House with Acreage","32","Quesnel (Zone 28)","Quesnel","11/30/2019","CURTIS","2","$2,759.69","11/30/2018","009-878-190",,,"12/5/2018","$320,000","$108.11","0.91","3","4","RR3","$349,900","5","2,960","$108.11","0.91","House with Acreage","1",,"250-991-2255","3% 1ST $100K/1.5% BALANCE MINIMUM 25% REFERRAL WILL BE PAID TO LISTING BROKERAGE IF BUYER'S 1ST INTRODUCTION TO THE PROPERTY WAS BY LISTING AGENT",,"0","0","0.00",,,,"V2J 6K7",,,"BC",,,,
"R2309128","Residential Attached","S","414 1945 WOODWAY PLACE","Brentwood Park","1978","Apartment/Condo","40","Burnaby North","Burnaby","3/24/2019","PABLO PAEZ","1","$1,381.05","9/24/2018","001-623-753",,"$282.54","12/7/2018","$320,000","$465.12","0.87","1","1","CD","$369,900","74","688","$465.12","0.84","Apartment/Condo","1",,"604-345-8057","3.2% 1ST $100K + 1.15% BALANCE",,,"0",,,,"1","V5B 4S4",,,"BC",,,,
"R2323394","Residential Attached","S","410 7445 120 STREET","Scottsdale","2010","Apartment/Condo","8","N. Delta","Delta","5/14/2019","RINA NG","1","$952.56","11/14/2018","028-201-311","4","$223.77","11/30/2018","$320,000","$492.31","0.94","1","1","CD344","$340,000","16","650","$492.31","0.94","Apartment/Condo","1",,"604-805-5022","3.255% ON 1ST 100K/1.1625% ON BAL","THE TREND",,"1",,,,"1","V4C 0B3",,,"BC",,,,
"R2294605","Land Only","S","LOT 18 WOODLAND ROAD","Gibsons & Area",,,,"Sunshine Coast","Gibsons","2/2/2019","CALL OR TEXT FRAN",,"$1,484.54","8/2/2018","027-853-420",,,"12/8/2018","$320,000","$14.35","0.91",,,"R1","$349,900","128",,"$14.35","0.82","Other",,"Road Access","604-741-2240","3.23% ON THE FIRST $100,000 AND 1.17% ON THE REMAINDER","UPPER GRANTHAMS","105",,"205.00","Yes",,,"V0N 1V1","Not Known",,"BC","Septic",,"None","City/Municipal"
"R2325550","Residential Detached","S","4818 OLSON AVENUE","Terrace - City","1958","House/Single Family","60","Terrace (Zone 88)","Terrace","2/28/2019","JAMES","3","$2,748.90","11/28/2018","011-607-513",,,"11/30/2018","$322,550","$119.29","1.02","3","4","R1","$315,000","2","2,704","$119.29","1.02","House/Single Family","1",,"250-635-9184","1.75% OF SALE PRICE",,"132","1","76.00",,,"3","V8G 2A6",,,"BC",,,,
"R2312083","Residential Attached","S","207 15210 GUILDFORD DRIVE","Guildford","1997","Apartment/Condo","21","North Surrey","Surrey","2/28/2019","KAREN","1","$1,005.68","10/3/2018","023-741-775","4","$189.00","12/7/2018","$323,000","$448.61","0.95","1","1","RES","$339,900","65","720","$448.61","0.93","Apartment/Condo","1",,"604-807-1577","S-3.22% 1ST 100K/1.15% BAL","VENTURA",,"1",,,,"1","V3R 0X7",,"VACANT","BC",,,,
"R2326823","Residential Attached","S","301 4160 SARDIS STREET","Central Park BS","1975","Apartment/Condo","43","Burnaby South","Burnaby","6/30/2019","TOM","1","$1,586.38","12/5/2018","001-368-273",,"$259.21","12/10/2018","$324,000","$482.14","1.02","1","1","CD RM5","$319,000","5","672","$482.14","1.02","Apartment/Condo","0",,"604-722-1316","3.255% ON THE 1ST $100,000/ 1.1625% ON THE BAL.","CENTRAL PARK PLACE",,"0",,,,"1","V5H 1K2",,,"BC",,,,
"R2318311","Residential Attached","S","103 385 GINGER DRIVE","Fraserview NW","1986","Apartment/Condo","32","New Westminster","New Westminster","10/24/2019","SEAN GILL","1","$886.95","10/25/2018","004-551-958",,"$250.08","11/27/2018","$325,000","$403.73","0.96","1","1","RM-2","$339,000","33","805","$403.73","0.93","Apartment/Condo","1",,"778-927-9145","3.255% ON 1ST $100,000/1.1625% ON BAL","Fraser Mews",,"0",,,,"1","V3L 5L6",,"Upon accepted offer","BC",,,,
"R2321188","Residential Attached","S","313 601 NORTH ROAD","Coquitlam West","1977","Apartment/Condo","41","Coquitlam","Coquitlam","3/29/2019","KRISTI OR TOUCHBASE","1","$1,291.42","11/5/2018","001-493-400",,"$223.48","12/4/2018","$325,000","$516.69","0.93","1","1","MF","$349,900","29","629","$516.69","0.93","Apartment/Condo","1",,"778-999-5729","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE","THE WOLVERTON",,"0",,,,"1","V3J 1P1",,,"BC",,,,
"R2320103","Residential Attached","S","119 8500 LANSDOWNE ROAD","Brighouse","1981","Apartment/Condo","37","Richmond","Richmond","5/31/2019","DOREEN DONG","1","$786.94","11/1/2018","001-950-495",,"$213.70","12/10/2018","$327,000","$496.96","0.99","1","1","RAM1","$329,000","39","658","$496.96","0.91","Apartment/Condo","1",,"778-881-6159","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"0",,,,"1","V6X 3G4",,,"BC",,,,
"R2325481","Residential Attached","S","104 2485 ATKINS AVENUE","Central Pt Coquitlam","1995","Apartment/Condo","23","Port Coquitlam","Port Coquitlam","5/26/2019","WALTER EKINS","1","$917.92","11/26/2018","023-084-421","4","$195.47","12/6/2018","$327,000","$480.88","0.96","1","1","MULTI","$339,600","10","680","$480.88","0.96","Apartment/Condo","1",,"778-872-4072","$3,500","THE ESPLANADE",,"1",,,,"1","V3C 1Z1",,,"BC",,,,
"R2317462","Residential Attached","S","120 1850 E SOUTHMERE CRESCENT","Sunnyside Park Surrey","1982","Apartment/Condo","36","South Surrey White Rock","Surrey","1/21/2019","Garry Voigt","1","$1,103.12","10/23/2018","001-944-169",,"$342.89","12/5/2018","$327,500","$346.19","0.96","1","2","RM45","$339,900","43","946","$346.19","0.94","Apartment/Condo","1",,"604-789-2140","3.22% ON THE FIRST $100,000 AND 1.15% ON THE REMAINING BALANCE","Southmere Place",,"0",,,,"1","V4A 6Y6",,"Never Lived In","BC",,,,
"R2318953","Residential Attached","S","216 6440 194 STREET","Clayton","2010","Apartment/Condo","8","Cloverdale","Surrey","1/31/2019","Cyndi or Marianne","1","$1,125.22","10/29/2018","028-191-188",,"$253.02","12/6/2018","$327,500","$547.66","0.98","1","1","CD","$334,900","38","598","$547.66","0.91","Apartment/Condo","1",,"604-574-0161","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","Waterstone",,"0",,,,"1","V4N 6J7",,,"BC",,,,
"R2324513","Residential Attached","S","119 9626 148TH STREET","Guildford","1995","Apartment/Condo","23","North Surrey","Surrey","3/21/2019","TY OR DAN","1","$966.96","11/21/2018","018-812-503",,"$304.17","11/27/2018","$328,000","$418.90","0.97","1","1","RM","$338,800","6","783","$418.90","0.97","Apartment/Condo","1",,"604-583-7653","3.22% ON THE FIRST $100,000 / 1.15% ON THE BALANCE","HARTFORD WOODS",,"1",,,,"1","V3R 0W2",,,"BC",,,,
"R2322418","Residential Attached","S","408 450 BROMLEY STREET","Coquitlam East","1998","Apartment/Condo","20","Coquitlam","Coquitlam","2/28/2019","Text Sam","1","$1,265.85","11/12/2018","015-726-509","4","$304.46","11/27/2018","$330,000","$500.76","0.87","1","1","RM-2","$379,000","15","659","$500.76","0.87","Apartment/Condo","1",,"604-722-3734","$7,000.00","Bromley Manor",,"0",,,,"1","V3K 6S5",,,"BC",,,,
"R2321677","Residential Attached","S","426 12238 224TH STREET","East Central","2008","Apartment/Condo","10","Maple Ridge","Maple Ridge","5/8/2019","TOUCHBASE PLEASE","1","$1,669.35","11/8/2018","027-398-196","4","$219.23","12/3/2018","$330,000","$445.95","0.95","1","1","RM-1","$349,000","25","740","$445.95","0.95","Apartment/Condo","1",,"604-467-5000","3.255% ON 1ST $100,000 + 1.1625% ON BALANCE","URBANO",,"1",,,,"1","V2X 8W5",,,"BC",,,,
"R2323684","Residential Attached","S","405 33708 KING ROAD","Poplar","1994","Apartment/Condo","24","Abbotsford","Abbotsford","3/31/2019","Gloria","2","$1,484.56","11/20/2018","019-175-485","4","$341.43","11/26/2018","$330,000","$290.24","0.97","2","2","RML","$339,900","6","1,137","$290.24","0.97","Apartment/Condo","1",,"604-309-4726","3.22% ON THE FIRST $100,000. AND 1.15% ON THE BALANCE.","Collage Park",,"1",,,,"2","V2S 8C6",,,"BC",,,,
"R2322199","Residential Attached","S","311 7175 134 STREET","West Newton","1986","Apartment/Condo","32","Surrey","Surrey","5/31/2019","GEORDIE","2","$1,179.48","11/9/2018","005-031-010","3","$370.90","11/29/2018","$330,000","$309.86","0.95","2","2","RM 45","$349,000","20","1,065","$309.86","0.95","Apartment/Condo","1",,"604-728-8017","3.255% ON THE 1ST $100,000.00 AND 1.1625% ON THE BALANCE","SHERWOOD MANOR",,"0",,,,"1","V3W 4T1",,,"BC",,,,
"R2327689","Residential Attached","S","B513 80 AVENUE","Willoughby Heights","2022","Apartment/Condo","0","Langley","Langley","3/31/2019","Rebecca Munoz","1","$0.00","12/10/2018","905-004-184","6","$159.12","12/10/2018","$332,900","$711.32","1.00","1","1","CD-107","$332,900","0","468","$711.32","1.00","Apartment/Condo","0",,"604-317-6793","5% ON THE 1ST $100,000 AND 1% ON THE BALANCE OF THE NET PURCHASE PRICE","Alexander Square",,"0",,,,"1","N0N 0N0",,"New Construction","BC",,,,
"R2303950","Residential Attached","S","305 33738 KING ROAD","Poplar","1996","Apartment/Condo","22","Abbotsford","Abbotsford","12/31/2018","Ranj Takhar","2","$1,500.23","9/10/2018","023-714-247",,"$290.10","12/6/2018","$333,000","$297.59","0.95","2","2","RES","$349,900","87","1,119","$297.59","0.85","Apartment/Condo","1",,"604-859-3141","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","College Park",,"1",,,,"2","V2S 8J5",,,"BC",,,,
"R2327448","Residential Detached","S","276 MORAN CRESCENT","Heritage","1972","House/Single Family","47","PG City West (Zone 71)","Prince George","4/30/2019","Shawn","1","$3,128.48","12/10/2018","008-680-256",,,"12/11/2018","$334,000","$150.45","1.00","2","4","RS2","$334,900","1","2,220","$150.45","1.00","House/Single Family","1",,"250-640-5478","3% ON THE FIRST $100,000 AND 1% ON THE BALANCE.","Heritage","110","1","52.00",,,"3","V2M 6N3",,,"BC",,,,
"R2288380","Residential Attached","S","17 689 PARK ROAD","Gibsons & Area","1994","Apartment/Condo","24","Sunshine Coast","Gibsons","2/1/2019","Karen","1","$1,725.48","7/10/2018","018-736-271",,"$208.35","11/30/2018","$335,000","$395.51","0.99","1","2","RES","$339,000","143","847","$395.51","0.91","Apartment/Condo","1",,"604-740-4395","3.255% 1ST $100,000; 1.1625% ON BALANCE","PARK RISE",,"1",,,,"1","V0N 1V7",,,"BC",,,,
"R2315750","Residential Attached","S","A220 2099 LOUGHEED HIGHWAY","Glenwood PQ","2002","Apartment/Condo","16","Port Coquitlam","Port Coquitlam","2/5/2019","JOHN PANRUCKER","1","$1,094.51","10/15/2018","025-387-618",,"$232.50","12/8/2018","$335,000","$445.48","1.00","1","1","RES","$335,000","54","752","$445.48","0.86","Apartment/Condo","1",,"604-230-7390","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE",,"0","1","0.00",,,"1","V3B 1A8",,,"BC",,,,
"R2320122","Residential Attached","S","306 2485 ATKINS AVENUE","Central Pt Coquitlam","1995","Apartment/Condo","23","Port Coquitlam","Port Coquitlam","1/31/2019","TARA CALDWELL","1","$955.81","11/1/2018","023-084-634","4","$201.81","12/4/2018","$335,000","$476.53","0.89","1","1","MULTI","$375,000","33","703","$476.53","0.89","Apartment/Condo","1",,"604-328-8127","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE BASED UPON 1ST PHYSICAL INTRO, OTHERWISE $500.00 AS PER SCHEDULE A","THE ESPLANADE",,"1",,,,"1","V3C 1Z1",,"OCT 29, 2018","BC",,,,
"R2322514","Residential Detached","S","9620 105 AVENUE","Fort St. John - City NE","1957","House/Single Family","61","Fort St. John (Zone 60)","Fort St. John","5/13/2019","MIKE","2","$2,788.98","11/13/2018","013-408-551",,,"12/7/2018","$335,000","$161.06","0.93","2","5","R2","$359,900","24","2,080","$161.06","0.93","House/Single Family","1",,"250-794-1511","3% UP TO $100,000 / 1.5% OR REMAINDER",,"122","1","62.00",,,"6","V1J 2M1",,,"BC",,,,
"R2319866","Residential Attached","S","205 7139 133A STREET","West Newton","1981","Apartment/Condo","37","Surrey","Surrey","12/30/2018","Paul Purewal","2","$0.00","11/1/2018","905-003-785",,"$415.88","12/5/2018","$335,000","$233.94","0.93","2","3","RM-45","$359,000","34","1,432","$233.94","0.93","Apartment/Condo","1",,"604-313-2000","3.22% ON 1ST 100K & 1.15% ON BAL +$2000 BONUS","SUNCREEK",,"1",,,,"2","V3W 8A1",,,"BC",,,,
"R2297961","Residential Attached","S","611 13963 105A AVENUE","Whalley","2020","Apartment/Condo","0","North Surrey","Surrey","12/31/2018","Text: Bonny Liu","1","$0.00","8/15/2018","905-002-683","6","$164.27","12/10/2018","$335,000","$540.32","1.00","1","1","CD","$335,000","117","620","$540.32","0.92","Apartment/Condo","1",,"778-861-8691","S-3.22% 1ST 100K/1.15% BAL+$5000 BONUS",,,"0",,,,,"N0N 0N0",,,"BC",,,,
"R2326546","Residential Detached","S","2780 HAMMOND AVENUE","Nechako View","1959","House/Single Family","59","PG City Central (Zone 72)","Prince George","3/3/2019","Cameron McLeod","2","$3,139.69","12/3/2018","012-942-251",,,"12/8/2018","$336,000","$120.52","0.98","3","5","RS2","$343,000","5","2,788","$120.52","0.98","House/Single Family","1",,"250-981-6774","3% OF THE FIRST $100,000 AND 1.1% ON THE BALANCE","Nechakoview","0.00","2","0.00",,,"2","V2M 1A5",,,"BC",,,,
"R2311679","Residential Detached","S","7070 HARVARD CRESCENT","Lower College","1975","House/Single Family","43","PG City South (Zone 74)","Prince George","1/3/2019","Darren","2","$3,655.51","10/1/2018","009-489-169",,,"11/29/2018","$337,500","$153.41","0.99","2","3","RS2","$342,500","59","2,200","$153.41","0.96","House/Single Family","1",,"250-640-5585","3% ON THE FIRST $100,000 AND 1% ON THE REMAINDER",,,"2","100.00",,,"4","V2N 2V7",,,"BC",,,,
"R2325524","Residential Attached","S","106 1650 CHESTERFIELD AVENUE","Central Lonsdale","1974","Apartment/Condo","44","North Vancouver","North Vancouver","2/28/2019","Linda Hale (No Touchbase)","1","$803.19","11/28/2018","003-569-136","3","$297.41","11/28/2018","$338,000","$577.78","0.97","1","1","RM-1","$350,000","0","585","$577.78","0.97","Apartment/Condo","1",,"604-889-9983","3.22% ON 1ST $100,000/1.15% ON BAL","Mountain View Apts",,"0",,,,"1","V7M 2N7",,,"BC",,,,
"R2322166","Residential Detached","S","4733 SOUCIE AVENUE","Terrace - City","1965","House/Single Family","53","Terrace (Zone 88)","Terrace","3/31/2019","DAVE MATERI","2","$2,460.51","11/9/2018","012-340-391",,,"12/6/2018","$338,000","$177.15","0.97","2","4","R1","$349,000","27","1,908","$177.15","0.97","House/Single Family","1",,"250-615-7225","3% ON THE FIRST 100,000.00 AND 1.5% ON THE REMAINDER","HORSESHOE","122","0","50.00",,,"3","V8G 2E9",,,"BC",,,,
"R2301851","Residential Attached","S","305 2038 SANDALWOOD CRESCENT","Central Abbotsford","2009","Apartment/Condo","9","Abbotsford","Abbotsford","1/4/2019","Anthony","2","$1,598.99","9/4/2018","027-811-701",,"$247.45","12/9/2018","$338,000","$359.57","0.98","2","2","RML","$344,800","96","940","$359.57","0.87","Apartment/Condo","1",,"604-439-1003","3% ON THE FIRST 100K AND 1.15% ON THE BALANCE","The Element",,"1",,,,"1","V2S 3H6",,,"BC",,,,
"R2323304","Residential Detached","S","183 RAVEN CRESCENT","Prince Rupert - City","1981","House/Single Family","37","Prince Rupert (Zone 52)","Prince Rupert","3/31/2019","THAI PHAM","2","$3,034.14","11/14/2018","005-875-617",,,"12/6/2018","$340,000","$184.28","0.92","3","4","R2","$369,900","22","1,845","$184.28","0.92","House/Single Family","1",,"250-600-7579","1.75% OF THE SALE PRICE",,"0","0","0.00",,,"4","V8J 4C7",,,"BC",,,,
"R2305776","Residential Attached","S","306 12075 EDGE STREET","East Central","2013","Apartment/Condo","5","Maple Ridge","Maple Ridge","9/11/2019","TOUCHBASE PLEASE","1","$1,599.90","9/12/2018","029-070-147","4","$251.14","12/10/2018","$340,000","$532.08","0.99","1","1","RM2","$344,000","89","639","$532.08","0.95","Apartment/Condo","1",,"604-467-5000","3.255% ON 1ST $100,000 + 1.1625% ON BALANCE","EDGE ON EDGE",,"0",,,,"1","V2X 6G6",,,"BC",,,,
