"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2322977","Residential Attached","S","10 5352 VEDDER ROAD","Vedder S Watson-Promontory","1993","Townhouse","26","Sardis","Sardis","4/13/2019","KENNY HAWKINS","2","$1,745.36","11/13/2018","018-227-970","2","$274.86","12/23/2018","$364,900","$226.08","0.97","3","3","R5","$374,900","40","1,614","$226.08","0.97","Townhouse","1",,"604-795-2955","3% 1ST $100,000 / 1.25% BAL","MOUNT VIEW",,"1",,,,"2","V2R 3S7",,,"BC",,,,
"R2327855","Residential Attached","S","105 6490 194 STREET","Clayton","2019","Apartment/Condo","0","Cloverdale","Surrey","4/12/2019","Lindsay Standell","1","$0.00","12/12/2018","905-004-198",,"$183.40","12/12/2018","$365,000","$557.25","1.00","1","1","MF","$365,000","0","655","$557.25","1.00","Apartment/Condo","1",,"604-530-0231","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE",,,"0","0.00",,,"1","V4N 6J7",,"New Construction","BC",,,,
"R2305295","Residential Detached","S","3051 SETON CRESCENT","Valleyview","1992","House/Single Family","26","PG City North (Zone 73)","Prince George","12/21/2018","JUDY","3","$3,898.83","9/10/2018","016-445-295",,,"12/11/2018","$365,000","$147.18","0.99","3","4","RS2","$369,900","92","2,480","$147.18","0.99","House/Single Family","1",,"250-565-5494","3% ON 100K AND 1% ON BALANCE",,"0","0","0.00",,,,"V2K 4X7",,"SELLER HASN'T LIVED IN HOME FOR","BC",,,,
"R2324707","Residential Attached","S","555 4591 BLACKCOMB WAY","Benchlands","2004","Apartment/Condo","14","Whistler","Whistler","7/31/2019","Text Lucille","1","$3,336.67","11/22/2018","025-951-211",,"$655.00","12/19/2018","$365,000","$632.58","0.99","1","0","TA15","$369,000","27","577","$632.58","0.99","Apartment/Condo","0",,"604-649-8807","3.25%-$100,000/1.125%-BALANCE",,,"1",,,,,"V0N 1B4",,"yes","BC",,,,
"R2322968","Residential Attached","S","409 2940 KING GEORGE BOULEVARD","King George Corridor","2009","Apartment/Condo","9","South Surrey White Rock","Surrey","6/30/2019","Scott Franklin PREC*","1","$1,348.10","11/15/2018","028-027-787","4","$245.00","12/16/2018","$368,000","$484.85","0.92","1","1","MF","$399,900","31","759","$484.85","0.88","Apartment/Condo","1",,"604-531-1111","3.22% ON THE FIRST $100,000.00 PLUS 1.15% ON THE REMAINING BALANCE.","High Street at South Point",,"1",,,,"1","V4P 0E4",,,"BC",,,,
"R2313674","Residential Attached","S","307 156 W 21ST STREET","Central Lonsdale","1980","Apartment/Condo","38","North Vancouver","North Vancouver","12/31/2018","Kylene (Text)","1","$1,117.00","10/9/2018","003-936-350",,"$353.46","12/11/2018","$368,000","$597.40","0.90","1","1","STRATA","$410,000","63","616","$597.40","0.88","Apartment/Condo","1",,"604-760-5642","3% ON THE FIRST $100,000 AND 1.15% ON THE REMAINDER","Ocean View",,"0",,,,,"V7M 1Y9",,,"BC",,,,
"R2301103","Residential Attached","S","327 3411 SPRINGFIELD DRIVE","Steveston North","1972","Apartment/Condo","47","Richmond","Richmond","12/31/2018","Anne Marie","1","$696.55","8/28/2018","001-088-271","3","$286.80","12/20/2018","$369,000","$384.38","0.97","2","2","RAL1","$378,900","114","960","$384.38","0.97","Apartment/Condo","1",,"604-787-6967","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE","BAYSIDE COURT",,"0","0.00",,,"1","V7E 1Z1",,,"BC",,,,
"R2319214","Residential Detached","S","1946 E 11TH AVENUE","Prince Rupert - City","1987","House/Single Family","31","Prince Rupert (Zone 52)","Prince Rupert","1/31/2019","SANDRA","2","$3,680.11","10/26/2018","009-166-220",,,"12/18/2018","$369,000","$135.96","0.95","3","4","R2","$389,000","53","2,714","$135.96","0.95","House/Single Family","1",,"250-600-6742","2.5% UP TO $100,000 / 1.2% OF BALANCE (PLUS GST)",,"100","2","100.00",,,"6","V8J 2X7",,,"BC",,,,
"R2327793","Residential Attached","S","110 2038 SANDALWOOD CRESCENT","Central Abbotsford","2009","Apartment/Condo","9","Abbotsford","Abbotsford","3/12/2019","Rod Poole","2","$1,649.91","12/12/2018","027-811-514","4","$267.36","12/27/2018","$369,250","$354.37","0.98","2","2","RM80","$377,900","15","1,042","$354.37","0.98","Apartment/Condo","1",,"604-309-6068","3.22 % ON THE 1ST $100,000/ 1.15% ON THE BALANCE","THE ELEMENT",,"1",,,,"1","V2S 3H6",,"revenue property","BC",,,,
"R2320790","Residential Attached","S","3 3292 VERNON TERRACE","Abbotsford East","1988","Townhouse","31","Abbotsford","Abbotsford","6/30/2019","Eric","2","$1,729.72","11/5/2018","008-143-005","2","$448.29","12/19/2018","$370,000","$271.06","0.99","3","2","RM-45","$374,800","44","1,365","$271.06","0.85","Townhouse","1",,"604-308-7799","3.22% ON FIRST HUNDRED THOUSAND 1.15% ON BALANCE","Crown Point Villas","Strata","1",,,,"2","V2S 6W7",,"upon Offer","BC",,,,
"R2324024","Residential Attached","S","136 22020 49 AVENUE","Murrayville","1998","Apartment/Condo","20","Langley","Langley","5/19/2019","Scott Glover","2","$2,079.96","11/19/2018","024-054-381","4","$296.64","12/12/2018","$370,000","$388.66","0.93","2","2","RM-4","$399,900","23","952","$388.66","0.93","Apartment/Condo","1",,"778-891-5446","3.22% ON THE FIRST $100,000.00 AND 1.15% ON THE BALANCE","Murray Green",,"1",,,,"2","V3A 3R9",,,"BC",,,,
"R2326828","Residential Attached","S","213 20120 56 AVENUE","Langley City","1993","Apartment/Condo","26","Langley","Langley","3/4/2019","Jackie Ludik","2","$1,799.22","12/4/2018","018-211-551","4","$326.00","12/20/2018","$372,000","$337.57","0.98","2","2","MF","$378,000","16","1,102","$337.57","0.98","Apartment/Condo","1",,"778-549-7747","3.20% ON THE 1ST $100K & 1.15% ON THE BALANCE","Black Berry Lane 1",,"1",,,,"1","V3A 3Y4",,,"BC",,,,
"R2316988","Residential Detached","S","103 1299 N OSPIKA BOULEVARD","Highland Park","2005","House/Single Family","14","PG City West (Zone 71)","Prince George","4/20/2019","text/ShowingTime Lisa","2","$4,212.81","10/20/2018","025-989-022",,"$80.00","12/18/2018","$373,000","$109.58","0.97","3","3","RT3 U1","$384,900","59","3,404","$109.58","0.97","House/Single Family","1",,"250-640-9494","3% OF THE FIRST $100,000 PLUS 1% OF THE BALANCE","Ospika Landing",,"1","0.00",,,"4","V2M 7G2",,"Gathering info for strata detail","BC",,,,
"R2319421","Residential Attached","S","12 9447 COLLEGE STREET","Chilliwack N Yale-Well","2007","Townhouse","12","Chilliwack","Chilliwack","1/31/2019","Denny","2","$1,702.71","10/30/2018","027-165-051","3","$256.00","12/18/2018","$373,000","$269.12","0.98","3","3","R5","$379,900","49","1,386","$269.12","0.98","Townhouse","1",,"604-798-0113","3%1ST $100,000 / 1.15% BAL","Rosewood Lane","Strata","1",,,,,"V2P 0B3",,,"BC",,,,
"R2327211","Residential Attached","S","314 1870 E SOUTHMERE CRESCENT","Sunnyside Park Surrey","1981","Apartment/Condo","37","South Surrey White Rock","Surrey","2/28/2019","Lissa Greenwood","1","$1,363.58","12/7/2018","001-946-480","3","$318.35","12/11/2018","$374,000","$413.72","0.99","1","2","MR","$379,000","4","904","$413.72","0.99","Apartment/Condo","1",,"604-240-5000","3.22% ON THE 1ST/$100,000.00 1.15% ON THE BALANCE","Southgrove",,"0",,,,"1","V4A 7A3",,,"BC",,,,
"R2327988","Residential Attached","S","208 17712 57A AVENUE","Cloverdale BC","2009","Apartment/Condo","10","Cloverdale","Surrey","6/30/2019","Brent's office","1","$1,261.33","12/13/2018","027-807-738",,"$258.47","12/24/2018","$375,000","$454.00","1.02","1","2","CD","$368,880","11","826","$454.00","1.02","Apartment/Condo","1",,"604-585-7653","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","WEST on the WALK",,"1",,,,"1","V3S 1J1",,,"BC",,,,
"R2323650","Residential Attached","S","107 15168 19 AVENUE","Sunnyside Park Surrey","2009","Apartment/Condo","10","South Surrey White Rock","Surrey","2/28/2019","604-910-7777","1","$1,278.19","11/19/2018","027-773-141","4","$236.28","12/14/2018","$375,000","$591.48","0.96","1","1","MF","$392,000","25","634","$591.48","0.96","Apartment/Condo","1",,"604-910-7777","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","THE MINT",,"0",,,,"1","V4A 0A5",,,"BC",,,,
"R2311257","Residential Attached","S","307 1234 MERKLIN STREET","White Rock","1992","Apartment/Condo","27","South Surrey White Rock","White Rock","3/30/2019","Touchbase Please","2","$1,887.39","9/30/2018","015-822-443","3","$325.00","12/19/2018","$375,000","$277.78","0.94","2","2","MF","$399,000","80","1,350","$277.78","0.84","Apartment/Condo","1",,"604-541-4888","3.22% OF FIRST $100,000 / 1.15% OF BALANCE","Ocean Vista",,"1",,,,"1","V4B 4B9",,"never lived in","BC",,,,
"R2326584","Residential Attached","S","401 1385 DRAYCOTT ROAD","Lynn Valley","1977","Apartment/Condo","41","North Vancouver","North Vancouver","2/15/2019","Ashley Davis, PREC*","1","$893.91","12/3/2018","003-946-428","4","$213.99","12/18/2018","$375,000","$625.00","0.97","1","0","MF","$388,000","15","600","$625.00","0.97","Apartment/Condo","1",,"604-999-9195","3% ON THE FIRST $100,000 AND 1.115% ON THE BALANCE","Brookwood North",,"1",,,,"1","V7J 3K9",,"Owner never lived in unit","BC",,,,
"R2322504","Residential Attached","S","113 10088 148 STREET","Guildford","2007","Apartment/Condo","12","North Surrey","Surrey","2/28/2019","Lucy","1","$1,065.45","11/13/2018","027-050-726",,"$268.03","12/16/2018","$378,000","$478.48","0.95","1","2","CD","$399,900","33","790","$478.48","0.95","Apartment/Condo","1",,"778-233-5052","3.22% ON THE FIRST $100K AND 1.15% ON BALANCE","BLOOMSBRURY COURT",,"1",,,,"1","V3R 3M9",,"owner doesn't live in it","BC",,,,
"R2328252","Residential Attached","S","118 9101 HORNE STREET","Government Road","1975","Apartment/Condo","43","Burnaby North","Burnaby","3/31/2019","TOUCHBASE OR CALL","2","$1,769.26","12/17/2018","000-732-982",,"$481.59","12/23/2018","$378,000","$336.30","1.00","2","3","CD","$378,000","6","1,124","$336.30","1.00","Apartment/Condo","1",,"604-839-9168","3.255% ON 1ST $100,000/1.1625% ON BAL + $5,000",,,"1",,,,"1","V3N 4M3",,,"BC",,,,
"R2328232","Residential Attached","S","808 NORTH ROAD","Gibsons & Area","1981","Townhouse","38","Sunshine Coast","Gibsons","4/30/2019","Allen/Ed","1","$2,155.40","12/17/2018","006-071-821","2","$136.00","12/28/2018","$379,000","$316.62","0.98","2","3","RM2","$384,900","11","1,197","$316.62","0.98","Townhouse","1",,"604-865-1923","3.255% ON THE FIRST 100K AND 1.1625% ON THE BALANCE WITH FIRST PHYSICAL INTRODUCTION OR",,"89.93","1","46.36",,,"2","V0N 1V9",,,"BC",,,,
"R2296959","Residential Attached","S","409 19677 MEADOW GARDENS WAY","North Meadows PI","2007","Apartment/Condo","12","Pitt Meadows","Pitt Meadows","2/28/2019",,"1","$1,937.03","8/12/2018","027-120-392","4","$275.73","12/15/2018","$380,000","$400.00","0.93","1","1","APT","$409,900","125","950","$400.00","0.85","Apartment/Condo","1",,,"3.255% ON THE 1ST $100,000/1.1625% ON THE BALANCE","THE FAIRWAYS","0","0","0.00",,,"1","V3Y 0A2",,,"BC",,,,
"R2321644","Residential Attached","S","303 138 TEMPLETON DRIVE","Hastings","1974","Apartment/Condo","44","Vancouver East","Vancouver","1/5/2019","IVANKA CULJAK","1","$873.52","11/5/2018","003-582-299","3","$366.42","12/14/2018","$380,000","$652.92","0.98","1","1","RM-3A","$389,000","39","582","$652.92","0.95","Apartment/Condo","1",,"604-736-1805","3.25% 1ST $100K + 1.16% BALANCE",,,"0",,,,"1","V5L 4N3",,,"BC",,,,
"R2322563","Residential Attached","S","401 15210 GUILDFORD DRIVE","Guildford","1997","Apartment/Condo","21","North Surrey","Surrey","7/19/2019",,"1","$1,181.88","11/13/2018","023-742-127","4","$243.89","12/17/2018","$380,500","$430.92","0.95","1","2","MF","$399,000","34","883","$430.92","0.95","Apartment/Condo","1",,"604-789-0060","S-$7,000",,,"1",,,,"1","V3R 0X7",,,"BC",,,,
"R2320599","Residential Attached","S","322 5880 DOVER CRESCENT","Riverdale RI","1996","Apartment/Condo","22","Richmond","Richmond","1/31/2019","TOUCHBASE","1","$808.64","10/31/2018","023-233-575","4","$230.04","12/11/2018","$385,000","$642.74","0.96","1","1","MULTI","$399,900","41","599","$642.74","0.92","Apartment/Condo","1",,"604-538-2125","3.255%-1ST $100K/1.1625% BAL","WATERSIDE",,"1",,,,"1","V7C 5P5",,,"BC",,,,
"R2292329","Residential Attached","S","612 4888 NANAIMO STREET","Collingwood VE","2012","Apartment/Condo","7","Vancouver East","Vancouver","12/31/2018","KEN CHEN","1","$839.21","7/23/2018","028-889-347",,"$184.12","12/17/2018","$385,000","$879.00","0.88","1","1","CD-1","$438,000","147","438","$879.00","0.81","Apartment/Condo","0",,"604-916-7832","3.255% ON FIRST $100,000/1.1625% ON BAL",,,"0",,,,"1","V5N 0B5",,,"BC",,,,
"R2327187","Residential Attached","S","203 9149 SATURNA DRIVE","Simon Fraser Hills","1976","Apartment/Condo","43","Burnaby North","Burnaby","5/23/2019","MIRANDA FELLAND","1","$1,602.92","12/7/2018","001-602-896","3","$402.19","12/15/2018","$387,000","$466.27","0.99","1","2","CD RM3","$390,000","8","830","$466.27","0.99","Apartment/Condo","1",,"778-988-2127","3.255% ON 1ST $100,000/1.15% ON BAL","MOUNTAINWOOD",,"0",,,,"1","V3J 7K1",,,"BC",,,,
"R2309496","Residential Attached","S","512 2016 FULLERTON AVENUE","Pemberton NV","1973","Apartment/Condo","46","North Vancouver","North Vancouver","3/31/2019","Sherry","1","$1,205.00","9/24/2018","004-020-707","20","$357.47","12/19/2018","$390,000","$550.07","0.91","1","1","RH2","$429,900","86","709","$550.07","0.85","Apartment/Condo","1",,"604-209-7766","3.2% ON $100,000 & 1.15% ON BALANCE.","Woodcroft Estates",,"0",,,,"1","V7P 3E6",,"Executor of Will","BC",,,,
"R2318546","Residential Attached","S","1311 21937 48 AVENUE","Murrayville","1990","Townhouse","28","Langley","Langley","1/15/2019","Caileigh","2","$2,415.51","10/26/2018","016-840-771",,"$296.91","12/14/2018","$390,000","$291.48","0.98","2","2","MULTIF","$399,900","49","1,338","$291.48","0.92","Townhouse","1",,"604-323-3273","3.22% 1ST $100 K; 1.15% OF THE BALANCE OF THE SALES PRICE","Orangewood/Murrayville",,"1","0.00",,,"3","V3A 8C3",,,"BC",,,,
"R2319287","Residential Attached","S","1405 740 HAMILTON STREET","Uptown NW","1974","Apartment/Condo","45","New Westminster","New Westminster","10/28/2019","Mike","1","$1,343.04","10/29/2018","001-227-718","18","$381.21","12/20/2018","$390,000","$438.70","0.96","1","2","RM-4","$405,000","52","889","$438.70","0.89","Apartment/Condo","0",,"778-688-1468","3.22% ON THE FIRST $100,000 PLUS 1.15% ON THE BALANCE","THE STATESMAN",,"0",,,,"1","V3M 5T7",,"Dated Sep 11, 2018","BC",,,,
"R2322196","Residential Attached","S","15 65 FOXWOOD DRIVE","Heritage Mountain","1994","Apartment/Condo","25","Port Moody","Port Moody","3/30/2019","Steve","1","$1,465.55","11/7/2018","018-694-071",,"$213.62","12/17/2018","$390,000","$534.98","0.95","2","1","T-HOUS","$409,900","40","729","$534.98","0.95","Apartment/Condo","1",,"604-942-0606","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE","FOREST HILL",,"1",,,,,"V3H 4X2",,,"BC",,,,
"R2327724","Residential Attached","S","408 2891 E HASTINGS STREET","Hastings East","2005","Apartment/Condo","14","Vancouver East","Vancouver","3/31/2019","Text or Touchbase Shannon","1","$801.70","12/12/2018","026-483-114","4","$250.36","12/12/2018","$395,000","$732.84","0.95","1","1","C2C1","$414,900","0","539","$732.84","0.95","Apartment/Condo","1",,"778-238-0251","3.22% ON 1ST $100,000 AND 1.15% ON BALANCE",,,"0",,,,"1","V5K 5J8",,,"BC",,,,
"R2304993","Residential Attached","S","417 21009 56 AVENUE","Salmon River","2011","Apartment/Condo","7","Langley","Langley","12/11/2018","Amber Unique","2","$2,075.78","9/11/2018","028-694-953","4","$244.64","12/11/2018","$395,000","$482.89","0.96","2","2","CD-72","$409,900","91","818","$482.89","0.93","Apartment/Condo","1",,"604-868-3916","S-3.22% 1ST 100K/1.15% BAL","Cornerstone",,"1",,,,"1","V3A 0C9",,,"BC",,,,
"R2319181","Residential Attached","S","311 9320 PARKSVILLE DRIVE","Boyd Park","1977","Apartment/Condo","42","Richmond","Richmond","2/28/2019","Cheryl Cook","1","$948.15","10/29/2018","001-577-069",,"$352.24","12/13/2018","$396,750","$476.29","1.00","1","2","RES","$398,500","45","833","$476.29","0.93","Apartment/Condo","1",,"604-230-8080","3% FIRST 100,000. &  1.1625% ON THE BALANCE OF SALE PRICE.","Masters Green",,"0",,,,"1","V7E 4N9",,"No","BC",,,,
"R2301643","Residential Detached","S","2929 FERRY AVENUE","Peden Hill","1959","House/Single Family","59","PG City West (Zone 71)","Prince George","12/31/2018","DENISE DUNN","4","$3,846.14","8/30/2018","004-307-127",,,"12/17/2018","$397,000","$145.63","0.95","4","3","RS2","$419,900","109","2,726","$145.63","0.95","House/Single Family","1",,"250-612-2061","5900.00","PEDEN HILL","0","0","0.00",,,"4","V2N 1L3",,,"BC",,,,
"R2283755","Residential Attached","S","314 22315 122 AVENUE","East Central","2018","Apartment/Condo","1","Maple Ridge","Maple Ridge","12/31/2018","Kelly Fry","2","$0.00","6/26/2018","800-122-877","5","$228.95","12/21/2018","$397,000","$455.28","0.99","2","2","RM-2","$399,900","178","872","$455.28","0.85","Apartment/Condo","1",,"604-418-3162","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE.","The Emerson",,"0","0.00",,,"2","V2X 3X8",,"Developer's Disclosure Statement","BC",,,,
"R2321706","Residential Attached","S","503 221 ELEVENTH STREET","Uptown NW","1996","Apartment/Condo","23","New Westminster","New Westminster","3/6/2019","JOE PETERS","1","$829.83","11/6/2018","023-328-461","4","$310.42","12/15/2018","$399,000","$560.39","0.97","1","1","RM-4","$409,900","39","712","$560.39","0.93","Apartment/Condo","1",,"250-462-4888","3.25%-1ST $100K/1.1625% BAL","THE STANFORD",,"1",,,,"1","V3M 4C8",,,"BC",,,,
"R2309444","Residential Attached","S","401 12409 HARRIS ROAD","Mid Meadows","2015","Apartment/Condo","4","Pitt Meadows","Pitt Meadows","1/30/2019","DENNIS","2","$2,548.14","9/18/2018","029-506-263",,"$272.74","12/22/2018","$399,900","$501.13","1.00","2","2","APPT","$399,900","95","798","$501.13","0.76","Apartment/Condo","1",,"604-328-1015","3.255% ON FIRST $100,000/1.1625% ON BAL","LIV 42",,"0",,,,"2","V3Y 0E7",,,"BC",,,,
"R2315797","Residential Attached","S","C103 8929 202 STREET","Walnut Grove","2008","Apartment/Condo","10","Langley","Langley","1/31/2019","Eugene Oh PREC*","2","$2,270.77","10/15/2018","027-726-584",,"$283.16","12/13/2018","$403,000","$443.83","0.99","2","2","CD-23","$408,800","59","908","$443.83","0.94","Apartment/Condo","1",,"604-716-7895","S-3.22% 1ST 100K/1.15% BAL+GST",,,"1",,,,"2","V1M 0B4",,,"BC",,,,
"R2326866","Residential Attached","S","404 13963 105A AVENUE","Guildford","2020","Apartment/Condo","0","North Surrey","Surrey","12/3/2019","John Ly","2","$0.00","12/3/2018","800-126-359",,"$0.00","12/17/2018","$405,000","$519.23","0.95","2","2","STRATA","$425,000","14","780","$519.23","0.95","Apartment/Condo","1",,"604-723-1767","3.2% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE OF THE SALE PRICE","HQ - Dwell",,"0",,,,"1","V3T 2B6",,,"BC",,,,
"R2327303","Residential Attached","S","401 32445 SIMON AVENUE","Abbotsford West","2018","Apartment/Condo","0","Abbotsford","Abbotsford","6/1/2019","Touchbase","2","$0.00","12/10/2018","030-630-673",,"$299.00","12/19/2018","$405,000","$302.69","0.98","2","2","C5","$415,000","9","1,338","$302.69","0.98","Apartment/Condo","1",,"604-859-2341","3.5% ON THE FIRST $100,000 / 1.5% ON THE BALANCE","La Galleria",,"1",,,,"2","V2T 0G7",,"Under Construction","BC",,,,
"R2317019","Residential Attached","S","94 10505 153 STREET","Guildford","1972","Townhouse","47","North Surrey","Surrey","4/30/2019","Michael","1","$1,631.00","10/19/2018","001-004-115",,"$312.78","12/15/2018","$405,000","$244.27","0.97","2","3","RM","$419,000","57","1,658","$244.27","0.97","Townhouse","1",,"604-649-4598","3.22% ON THE FIRST $100,000.00 + 1.15% ON THE BALANCE","Guildford Mews",,"0",,,,"1","V3R 4H7",,,"BC",,,,
"R2313655","Residential Attached","S","201 22150 48 AVENUE","Murrayville","1997","Apartment/Condo","21","Langley","Langley","1/8/2019","Touchbase preferred - Celia","2","$2,530.53","10/8/2018","023-764-503","3","$315.48","12/14/2018","$405,000","$297.58","0.90","2","3","RM-4","$449,999","67","1,361","$297.58","0.85","Apartment/Condo","1",,"604-376-7198","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","EAGLECREST",,"1",,,,"2","V3A 3N5",,,"BC",,,,
"R2327737","Residential Detached","S","8407 86 AVENUE","Fort St. John - City SE","2009","House/Single Family","10","Fort St. John (Zone 60)","Fort St. John","3/31/2019","ROBERT","2","$3,599.25","12/10/2018","027-014-479",,,"12/14/2018","$408,000","$194.10","0.97","4","3","R4A","$419,000","4","2,102","$194.10","0.97","House/Single Family","1",,"604-916-2722","2.5% ON FIRST $100,000/1.5% ON REMAINDER",,"120","0","41.00",,,"4","V1J 0G4",,,"BC",,,,
"R2322098","Residential Attached","S","303 5411 ARCADIA ROAD","Brighouse","1981","Apartment/Condo","37","Richmond","Richmond","5/31/2019","ZOBAIR","1","$1,037.04","11/9/2018","000-784-583",,"$268.90","12/14/2018","$408,000","$420.62","0.93","1","2","MFD","$439,900","35","970","$420.62","0.93","Apartment/Condo","1",,"778-237-7703","3.255% ON 1ST $100,000 7 1.1625% ON BAL","STEEPLE CHASE",,"0",,,,"1","V6X 2H1",,"WHEN OFFER IS PRESENTED","BC",,,,
"R2327713","Residential Attached","S","207 210 LEBLEU STREET","Maillardville","2014","Apartment/Condo","4","Coquitlam","Coquitlam","3/31/2019","CALL/TEXT ADIL","1","$1,491.78","12/11/2018","029-419-085","4","$224.46","12/16/2018","$409,000","$670.49","0.97","1","1","C-5","$419,800","5","610","$670.49","0.97","Apartment/Condo","1",,"778-836-0786","3.255% 1ST $100K + 1.1625% BALANCE","MACKIN PARK",,"0",,,,"1","V3K 4L6",,,"BC",,,,
"R2323947","Residential Attached","S","109 14988 101A AVENUE","Guildford","1993","Apartment/Condo","26","North Surrey","Surrey","1/14/2019","GURJIT GHAI","2","$1,630.70","11/14/2018","018-417-337",,"$324.00","12/19/2018","$409,500","$351.50","0.95","2","2","CD","$430,000","35","1,165","$351.50","0.91","Apartment/Condo","1",,"778-855-2019","S-3.22% 1ST 100K/1.15% BAL","CARTIER PLACE",,"1",,,,"2","V3R 0T1",,,"BC",,,,
"R2300551","Residential Attached","S","307 15300 17 AVENUE","King George Corridor","1988","Apartment/Condo","30","South Surrey White Rock","Surrey","1/31/2019","Jim Dorey","2","$1,520.51","8/26/2018","010-266-933",,"$322.47","12/17/2018","$410,000","$295.82","0.91","2","2","RM","$449,000","113","1,386","$295.82","0.83","Apartment/Condo","1",,"604-538-2125","S-3.22% 1ST 100K/1.15% BAL","Cambridge II",,"1",,,,"1","V4A 8Y6",,"Owners don't live there","BC",,,,
"R2313600","Residential Attached","S","107 8860 NO 1 ROAD","Boyd Park","1974","Apartment/Condo","44","Richmond","Richmond","3/30/2019","JOHN COULTHARD","1","$1,094.54","10/7/2018","001-186-558","3","$455.67","12/16/2018","$410,000","$359.65","0.89","2","3","MF","$459,000","70","1,140","$359.65","0.89","Apartment/Condo","1",,"604-209-8424","3.255% ON 1ST 100K/1.1625% ON BAL","APPLE GREENE PARK",,"0",,,,"1","V7C 4C1",,"POWER OF ATTORNEY","BC",,,,
"R2318755","Residential Attached","S","117 32445 SIMON AVENUE","Abbotsford West","2018","Apartment/Condo","1","Abbotsford","Abbotsford","2/28/2019","Touchbase","2","$0.00","10/29/2018","030-630-011","6","$196.27","12/20/2018","$410,000","$323.09","0.98","2","2","C5","$419,900","52","1,269","$323.09","0.93","Apartment/Condo","1",,"604-302-0830","3.22% ON THE 1ST $100,000 / 1.15% ON THE BALANCE","LA GALLERIA",,"1",,,,"2","V2T 5E3",,"Under Construction","BC",,,,
"R2314387","Residential Attached","S","207 1087 6TH AVENUE","Downtown","2019","Apartment/Condo","0","PG City Central (Zone 72)","Prince George","3/1/2019","Rolf","2","$0.00","10/9/2018","800-125-184","4","$320.61","12/11/2018","$411,000","$430.82","1.00","2","2","C1","$411,000","63","954","$430.82","1.00","Apartment/Condo","1",,"250-613-8777","3% OF THE FIRST $100,000.00 AND 1% ON THE BALANCE **(SEE REALTOR REMARKS)","DOWNTOWN","0","1","0.00",,,,"V2L 1R7",,"NEW CONSTRUCTION","BC",,,,
"R2309986","Residential Attached","S","210 5189 GASTON STREET","Collingwood VE","1995","Apartment/Condo","23","Vancouver East","Vancouver","12/31/2018",,"1","$750.75","9/24/2018","023-267-861",,"$260.75","12/13/2018","$412,000","$699.49","0.98","1","1","CD-1","$419,800","80","589","$699.49","0.98","Apartment/Condo","1",,,"3.255% ON THE FIRST $100,000 & 1.1625% OF THE BALANCE",,,"0",,,,"1","V5R 6C7",,,"BC",,,,
"R2323194","Residential Attached","S","178 8485 YOUNG ROAD","Chilliwack W Young-Well","1995","1/2 Duplex","23","Chilliwack","Chilliwack","4/30/2019","Lynda Raymer","2","$1,862.83","11/15/2018","018-856-985",,"$219.00","12/17/2018","$415,000","$342.98","0.97","2","2","R5","$429,900","32","1,210","$342.98","0.97","1/2 Duplex","1",,"604-858-7179","3% 1ST $100,000 / 1.15% BAL","Hazelwood",,"1",,,,"2","V2P 4P2",,,"BC",,,,
"R2304964","Residential Attached","S","109 20125 55A AVENUE","Langley City","1994","Apartment/Condo","25","Langley","Langley","3/12/2019","Marla","2","$1,724.87","9/12/2018","018-639-992",,"$315.70","12/16/2018","$415,000","$399.81","0.98","2","2","MF","$424,900","95","1,038","$399.81","0.95","Apartment/Condo","1",,"604-290-1000","3.22% ON THE 1ST HUNDRED THOUSAND AND 1.15% ON THE REMAINDER","Blackberry Lane",,"1",,,,"1","V3A 5L6",,,"BC",,,,
"R2314398","Residential Attached","S","303 1087 6TH AVENUE","Downtown","2019","Apartment/Condo","0","PG City Central (Zone 72)","Prince George","3/1/2019","CAM","2","$0.00","10/9/2018","800-125-190","4","$310.69","12/20/2018","$416,000","$455.64","1.00","2","2","C1","$416,000","72","913","$455.64","1.00","Apartment/Condo","1",,"250-981-6774","3% OF THE FIRST $100,000.00 AND 1% ON THE BALANCE **(SEE REALTOR REMARKS)","DOWNTOWN","0","1","0.00",,,,"V2L 1R7",,"NEW CONSTRUCTION","BC",,,,
