"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2310739","Residential Attached","S","103 2962 TRETHEWEY STREET","Abbotsford West","1993","Apartment/Condo","25","Abbotsford","Abbotsford","12/31/2018","Amrit Bhandal","2","$1,023.08","9/27/2018","018-448-208",,"$289.00","11/19/2018","$270,000","$293.16","0.93","2","2","RML","$289,000","53","921","$293.16","0.93","Apartment/Condo","1",,"778-240-4403","3.22% ON THE 1ST 100K/1.15% ON BAL + $1,000 BONUS",,,"1",,,,,"V2T 4M3",,,"BC",,,,
"R2320857","Residential Attached","S","113 5224 204 STREET","Langley City","1982","Apartment/Condo","36","Langley","Langley","3/28/2019","Bonnie McLean","1","$1,063.00","11/5/2018","001-409-115","3","$267.37","11/14/2018","$273,000","$344.26","0.98","1","2","MF","$279,900","9","793","$344.26","0.98","Apartment/Condo","1",,"604-329-0841","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","SOUTHWYNDE",,"0",,,,"2","V3A 1Z1",,"Seller does not reside in unit","BC",,,,
"R2318681","Residential Detached","S","354 MCPHERSON PLACE","Highland Park","1971","Manufactured with Land","47","PG City West (Zone 71)","Prince George","1/31/2019","JONI BROWN","2","$2,792.09","10/24/2018","010-615-661",,,"11/24/2018","$274,900","$126.68","1.00","3","5","RS1","$274,900","31","2,170","$126.68","0.98","Manufactured with Land","2",,"250-613-7872","3% ON FIRST 100K 1% ON BALANCE",,"0","0","0.00",,,,"V2M 4S6",,,"BC",,,,
"R2321350","Residential Attached","S","109 10468 148 STREET","Guildford","1984","Apartment/Condo","34","North Surrey","Surrey","3/31/2019","Maria","1","$786.24","11/5/2018","001-505-190",,"$253.40","11/21/2018","$275,000","$417.30","0.99","1","1","MF","$279,000","16","659","$417.30","0.93","Apartment/Condo","1",,"778-709-6853","S-3% 1ST 100K/1% BAL","Guildford Greene",,"0",,,,"1","V3R 8T1",,"Owner never lived in","BC",,,,
"R2313047","Residential Attached","S","1 32725 GEORGE FERGUSON WAY","Abbotsford West","1992","Apartment/Condo","26","Abbotsford","Abbotsford","3/7/2019","Jenny","2","$1,120.68","10/5/2018","018-036-287",,"$356.00","11/14/2018","$275,000","$296.98","0.92","2","2","RML","$299,900","40","926","$296.98","0.92","Apartment/Condo","1",,"604-262-1581","3.22% ON THE 1ST $100,000 OF THE SALE PRICE/1.15% ON THE REMAINDER OF THE SALE PRICE.","Uptown",,"0",,,,"1","V2T 5M5",,,"BC",,,,
"R2319691","Residential Attached","S","208 5765 VEDDER ROAD","Vedder S Watson-Promontory","1995","Townhouse","23","Sardis","Sardis","4/30/2019","Bruce or Patsy","2","$1,445.82","10/30/2018","023-179-660",,"$185.00","11/14/2018","$276,000","$230.00","0.99","2","3","R5","$279,900","15","1,200","$230.00","0.95","Townhouse","1",,"604-858-7179","3% 1ST $100,000 / 1.25% BAL","Southside Estates","0.00","1","0.00",,,"1","V2R 1C3",,,"BC",,,,
"R2323439","Residential Attached","S","108 2964 TRETHEWEY STREET","Abbotsford West","1993","Apartment/Condo","25","Abbotsford","Abbotsford","4/30/2019","Touchbase","2","$1,115.78","11/15/2018","018-248-713","4","$303.74","11/26/2018","$277,000","$300.76","0.96","2","2","RML","$289,900","11","921","$300.76","0.96","Apartment/Condo","1",,"604-859-2341","3% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","Cascade Green",,"1",,,,"2","V2T 6P4",,,"BC",,,,
"R2293192","Residential Attached","S","7676 MCMASTER PLACE","Lower College","1976","1/2 Duplex","42","PG City South (Zone 74)","Prince George","6/30/2019","MARK","2","$2,365.99","7/24/2018","008-374-686",,,"11/21/2018","$277,900","$167.51","0.96","3","4","RT1","$289,900","119","1,659","$167.51","0.91","1/2 Duplex","2",,"250-565-1195","3% OF $100,000 + 1% OF BALANCE","LOWER COLLEGE HEIGHTS",,"0","0.00",,,"2","V2N 3K9",,,"BC",,,,
"R2321366","Residential Attached","S","325 22661 LOUGHEED HIGHWAY","East Central","1990","Apartment/Condo","28","Maple Ridge","Maple Ridge","11/7/2019","JULIE WAGNER","1","$1,365.15","11/7/2018","013-828-398","4","$383.17","11/27/2018","$280,000","$318.91","0.93","1","2","CD187","$299,900","20","878","$318.91","0.85","Apartment/Condo","1",,"604-818-4666","3.255% ON FIRST $100,000 / 1.1625% ON BALANCE","GOLDEN EARS GATE",,"1",,,,"1","V2X 2V4",,"SELLER NEVER LIVED IN UNIT","BC",,,,
"R2274280","Residential Detached","S","541 LOOP ROAD","Vanderhoof - Town","9999","House/Single Family","999","Vanderhoof And Area (Zone 56)","Vanderhoof","7/31/2019","TED","2","$2,612.77","5/26/2018","010-115-838",,,"11/19/2018","$280,000","$143.44","0.95","2","3","R1","$294,000","177","1,952","$143.44","0.91","House/Single Family","1",,"250-567-8756","3% OF THE FIRST $100,000 AND 1.5% OF THE BALANCE",,"170","0","150.00",,,,"V0J 3A2",,,"BC",,,,
"R2320965","Residential Attached","S","309 16068 83 AVENUE","Fleetwood Tynehead","2005","Apartment/Condo","13","Surrey","Surrey","2/15/2019","ANNIE CHEN","1","$1,014.64","11/6/2018","026-453-908","4","$268.00","11/23/2018","$280,000","$376.34","0.97","1","1","MR70","$289,000","17","744","$376.34","0.97","Apartment/Condo","1",,"604-802-5899","3.22% 1ST $100K + 1.15% BALANCE",,,"0",,,,"1","V4N 0N2",,,"BC",,,,
"R2323638","Residential Attached","S","79 32691 GARIBALDI DRIVE","Abbotsford West","1988","Townhouse","30","Abbotsford","Abbotsford","5/19/2019","PETER DUSHOP","1","$951.90","11/19/2018","010-838-325","2","$260.00","11/22/2018","$280,000","$242.63","0.99","2","1","RML","$282,900","3","1,154","$242.63","0.99","Townhouse","1",,"604-765-7934","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","CARRIAGE LANE",,"1","0.00",,,"1","V2T 5T7",,,"BC",,,,
"R2318016","Residential Attached","S","219 30515 CARDINAL AVENUE","Abbotsford West","2009","Apartment/Condo","10","Abbotsford","Abbotsford","1/28/2019","Touchbase","1","$1,284.65","10/22/2018","027-879-151",,"$191.24","11/21/2018","$282,500","$381.76","0.94","1","2","RML","$299,898","30","740","$381.76","0.94","Apartment/Condo","1",,,"S-3.22% 1ST 100K/1.15% BAL WITH INITIAL INTRODUCTION (NOT INCLUDING OPENS) TO PROPERTY, OTHERWISE $500",,,"1",,,,"1","V2T 0A8",,"Seller has never lived in unit","BC",,,,
"R2321736","Residential Detached","S","7743 MONCTON CRESCENT","Lower College","1976","House/Single Family","42","PG City South (Zone 74)","Prince George","5/9/2019","KEVIN ANDERSON","2","$2,814.53","11/8/2018","009-005-595",,,"11/26/2018","$283,000","$159.17","0.98","2","3","RS2","$289,900","18","1,778","$159.17","0.94","House/Single Family","1",,"250-981-8182","1%",,"0","1","0.00",,,"3","V2N 3M4",,,"BC",,,,
"R2322726","Residential Detached","S","532 BURDEN STREET","Central","9999","House/Single Family","999","PG City Central (Zone 72)","Prince George","2/28/2019","ANDY","2","$2,648.57","11/9/2018","004-011-503",,,"11/17/2018","$284,000","$118.33","1.01","2","5","RS2","$279,900","8","2,400","$118.33","1.01","House/Single Family","2",,"250-565-1170","$5500",,"0","1","0.00",,,,"V2M 2H5",,,"BC",,,,
"R2318851","Residential Attached","S","204 3172 GLADWIN ROAD","Central Abbotsford","1996","Apartment/Condo","22","Abbotsford","Abbotsford","3/31/2019","Touchbase","2","$1,507.97","10/29/2018","018-880-428","4","$315.00","11/27/2018","$285,000","$260.04","0.95","2","2","RML","$299,900","29","1,096","$260.04","0.92","Apartment/Condo","1",,"778-982-3321","3.255% ON THE FIRST 100K AND 1.1625% ON THE BALANCE","Regency Park",,"1",,,,"1","V2T 5T3",,"seller never lived in the unit","BC",,,,
"R2319606","Residential Attached","S","19 7715 LUCKAKUCK PLACE","Sardis West Vedder Rd","1992","Townhouse","26","Sardis","Sardis","3/31/2019","Ron Laser","2","$1,055.51","10/31/2018","017-929-636",,"$190.00","11/16/2018","$285,000","$290.82","0.98","2","2","R5","$289,800","16","980","$290.82","0.98","Townhouse","1",,"604-798-7915","2.5% 1ST $100,000 / 1.25% BAL ***COMMISSION PAYABLE UPON 1ST PHYSICAL INTRO TO PROPERTY, OTHERWISE LESS 50% (EXCLUDING OPEN HOUSE)***","Village Creek","0","0","0.00",,,"2","V2R 3N6",,"seller doesn't live in property","BC",,,,
"R2323403","Residential Detached","S","571 W 9TH AVENUE","Prince Rupert - Rural","1989","House/Single Family","29","Prince Rupert (Zone 52)","Prince Rupert","5/15/2019","Emily Kawaguchi","2","$2,657.87","11/15/2018","006-291-392",,,"11/20/2018","$285,000","$123.38","0.98","3","5","R2","$289,900","5","2,310","$123.38","0.98","House/Single Family","1",,"250-600-7343","1.75% OF THE SALE PRICE",,"100","0","25.00",,,"3","V8J 2S9",,,"BC",,,,
"R2322587","Residential Detached","S","2803 WESTWOOD DRIVE","Westwood","1966","House/Single Family","52","PG City West (Zone 71)","Prince George","4/30/2019","SUMMER CIRKO","2","$2,280.78","11/13/2018","011-438-291",,,"11/25/2018","$285,000","$137.22","0.98","2","4","RS2","$289,900","12","2,077","$137.22","0.95","House/Single Family","1",,"250-649-6789","3% ON 1ST $100,000/1% ON THE BALANCE",,"0","1","0.00",,,,"V2N 1R6",,,"BC",,,,
"R2300211","Residential Attached","S","208 2958 TRETHEWEY STREET","Abbotsford West","1994","Apartment/Condo","24","Abbotsford","Abbotsford","2/27/2019","David","2","$1,086.38","8/27/2018","019-033-338","4","$329.06","11/21/2018","$288,000","$292.39","0.98","2","2","RML","$293,500","86","985","$292.39","0.94","Apartment/Condo","1",,"778-241-6663","3.22% ON THE 1ST $100,000 AND 1.15 % ON THE BALANCE OF THE PURCHASE PRICE","Cascade Green",,"1",,,,"1","V2T 6P6",,,"BC",,,,
"R2324758","Residential Attached","S","314 32725 GEORGE FERGUSON WAY","Abbotsford West","1992","Apartment/Condo","26","Abbotsford","Abbotsford","5/5/2019","touchbase or call Carole","2","$1,226.54","11/22/2018","018-036-236",,"$351.04","11/25/2018","$288,000","$315.79","0.99","2","2","RML","$289,900","3","912","$315.79","0.99","Apartment/Condo","1",,"604-308-5594","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","the UPTOWN",,"0",,,,"2","V2T 5M5",,,"BC",,,,
"R2310158","Residential Attached","S","1 20959 SAKWI CREEK ROAD","Hemlock","1998","Townhouse","20","Mission","Agassiz","6/28/2019","KEVIN SASS","2","$693.68","9/24/2018","023-993-570",,"$230.00","11/23/2018","$290,000","$207.74","0.97","3","3","MULTI","$299,000","60","1,396","$207.74","0.97","Townhouse","1",,"778-344-7443","3% ON 1ST $100,000/2.5% ON BAL",,,"1",,,,,"V0M 1A1",,,"BC",,,,
"R2322666","Residential Attached","S","210 33738 KING ROAD","Poplar","1996","Apartment/Condo","22","Abbotsford","Abbotsford","11/13/2019","Sheryl Neetz","2","$1,295.94","11/13/2018","023-714-140",,"$252.72","11/19/2018","$290,000","$312.16","0.97","2","2","RML","$299,900","6","929","$312.16","0.97","Apartment/Condo","1",,"604-825-0929","3% ON THE FIRST $100K AND 1.15% ON THE BALANCE","College Park",,"1",,,,"1","V2S 8J5",,,"BC",,,,
"R2320181","Residential Attached","S","304 2435 CENTER STREET","Abbotsford West","1995","Apartment/Condo","23","Abbotsford","Abbotsford","1/31/2019","BRENDA","2","$1,236.35","10/31/2018","023-164-298","4","$282.73","11/19/2018","$290,000","$291.16","0.97","2","2","RML","$299,000","19","996","$291.16","0.94","Apartment/Condo","1",,"604-816-6961","3.22% ON  THE 1ST $100,000/. AND 1.15% ON THE BALANCE","CEDAR GROVE",,"1",,,,"1","V2T 2N4",,,"BC",,,,
"R2307710","Residential Detached","S","2520 SKEENA STREET","Terrace - City","1965","House/Single Family","53","Terrace (Zone 88)","Terrace","12/14/2018","DARREN","2","$3,664.07","9/14/2018","011-516-275",,,"11/16/2018","$290,000","$142.16","0.88","2","2","R2","$329,900","63","2,040","$142.16","0.88","House/Single Family","1",,"250-615-1350","3% UP TO $100,000 PLUS 1.5% OF REMAINDER","SOUTHSIDE","0","1","0.00",,,,"V8G 3K1",,,"BC",,,,
"R2310736","Residential Detached","S","2581 ABBOTT CRESCENT","Assman","1971","House/Single Family","47","PG City Central (Zone 72)","Prince George","2/28/2019","DAN","2","$2,851.54","9/27/2018","011-468-149",,,"11/15/2018","$290,000","$132.78","0.97","2","3","RS2","$299,900","49","2,184","$132.78","0.94","House/Single Family","1",,"250-613-8813","3% ON THE FIRST 100,000 AND 1% ON THE BALANCE","ASSMAN","0","0","0.00",,,,"V2L 2X6",,,"BC",,,,
"R2307698","Residential Attached","S","401 33338 E BOURQUIN CRESCENT","Central Abbotsford","2006","Apartment/Condo","12","Abbotsford","Abbotsford","12/31/2018","Jim or Dan","1","$1,386.12","9/20/2018","027-442-969","4","$247.49","11/21/2018","$292,000","$362.73","0.97","1","1","RM6","$299,900","62","805","$362.73","0.89","Apartment/Condo","1",,"604-859-2341","3.22% ON THE FIRST $100,000 / 1.15% ON THE BALANCE","Natures Creek","0.00","1","0.00",,,"2","V2S 1Y1",,,"BC",,,,
"R2312460","Residential Detached","S","3027 MINOTTI DRIVE","Hart Highway","1961","House/Single Family","57","PG City North (Zone 73)","Prince George","1/31/2019","RICK","3","$2,432.13","10/3/2018","012-582-379",,,"11/16/2018","$292,500","$121.88","0.98","3","4","RS2M","$300,000","44","2,400","$121.88","0.98","House/Single Family","2",,"250-613-3158","$4500.00",,"0","0","0.00",,,,"V2K 3S6",,,"BC",,,,
"R2299485","Residential Attached","S","401 33688 KING ROAD","Poplar","1994","Apartment/Condo","24","Abbotsford","Abbotsford","2/24/2019","Touchbase Please","2","$1,166.00","8/24/2018","018-556-809","4","$269.03","11/20/2018","$293,000","$317.10","0.96","2","2","MF","$304,000","88","924","$317.10","0.84","Apartment/Condo","1",,"604-820-0555","3.22% ON THE 1ST $100,000 & 1.15% ON THE BALANCE","College Park Place",,"1",,,,"2","V2S 7P9",,,"BC",,,,
"R2321097","Residential Attached","S","106 2626 COUNTESS STREET","Abbotsford West","1993","Apartment/Condo","25","Abbotsford","Abbotsford","4/5/2019","RENE BRASSARD","2","$1,309.58","11/5/2018","018-354-475",,"$292.00","11/19/2018","$295,000","$262.46","0.95","2","2","RML","$309,900","14","1,124","$262.46","0.95","Apartment/Condo","1",,"604-504-7363","3.25% ON THE FIRST $100,000 1.15% ON THE BALANCE","THE WEDGEWOOD",,"1",,,,"1","V2T 5P3",,"ESTATE SALE","BC",,,,
"R2316880","Residential Attached","S","111 13918 72 AVENUE","East Newton","1989","Apartment/Condo","29","Surrey","Surrey","4/15/2019","Code","1","$960.37","10/15/2018","015-370-500","3","$233.09","11/19/2018","$295,000","$336.37","0.98","1","1","STRATA","$299,900","35","877","$336.37","0.98","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL","TUDOR PARK",,"1",,,,"1","V3W 0T4",,,"BC",,,,
"R2322438","Residential Attached","S","109 10788 139 STREET","Whalley","2006","Apartment/Condo","12","North Surrey","Surrey","6/30/2019","Kian","1","$884.71","11/12/2018","026-890-780",,"$257.75","11/19/2018","$295,000","$477.35","0.98","1","1","CD","$299,999","7","618","$477.35","0.98","Apartment/Condo","1",,"778-829-2896","S-3.22% 1ST 100K/1.15% BAL","Aura",,"0",,,,"1","V3T 0A6",,,"BC",,,,
"R2317706","Residential Attached","S","103 32725 GEORGE FERGUSON WAY","Abbotsford West","1992","Apartment/Condo","26","Abbotsford","Abbotsford","1/30/2019","Bob","2","$1,157.32","10/25/2018","018-036-317","4","$342.58","11/18/2018","$297,000","$339.82","0.99","2","2","RML","$299,800","24","874","$339.82","0.94","Apartment/Condo","1",,"604-309-7693","3.22% ON THE FIRST $100,000     1.15% ON THE BALANCE","Uptown",,"0",,,,"1","V2T 5M5",,,"BC",,,,
"R2314812","Residential Detached","S","2456 WEBBER CRESCENT","Pinewood","1961","House/Single Family","57","PG City West (Zone 71)","Prince George","1/11/2019","or Text Kristine","2","$2,489.33","10/12/2018","012-823-597",,,"11/14/2018","$298,000","$167.23","0.99","2","4","RS2","$300,000","33","1,782","$167.23","0.99","House/Single Family","1",,"250-552-5116","$5,000  *25% DEDUCTION IN FAVOUR OF LISTING AGENT IF BUYER'S AGENT NOT PHYSICALLY PRESENT FOR THEFIRST PRIVATE SHOWING*",,"0","0","0.00",,,"4","V2N 3E3",,,"BC",,,,
"R2297080","Residential Attached","S","109 5568 201A STREET","Langley City","1996","Apartment/Condo","22","Langley","Langley","12/20/2018","Lori Prince","1","$1,390.13","8/12/2018","019-093-098",,"$266.92","11/27/2018","$299,000","$366.42","0.96","1","1","STRATA","$312,500","107","816","$366.42","0.88","Apartment/Condo","1",,"604-626-5011","3.22% OF FIRST $100,000 AND 1.15% OF REMAINDER","Michaud Gardens",,"1",,,,"2","V3A 8K5",,,"BC",,,,
"R2319258","Residential Attached","S","16 46689 FIRST AVENUE","Chilliwack E Young-Yale","1977","Townhouse","41","Chilliwack","Chilliwack","10/31/2019","Matthew Jelski","1","$1,075.93","10/31/2018","001-259-881",,"$235.00","11/23/2018","$299,000","$235.43","0.96","2","3","R5","$309,900","23","1,270","$235.43","0.93","Townhouse","1",,"778-858-2220","3% 1ST $100,000 / 1.25% BAL","Mount Baker Estates",,"1",,,,"2","V2P 1X5",,,"BC",,,,
"R2154828","Residential Detached","S","5543 MAXHAMISH CRESCENT","Fort Nelson -Town","1994","House/Single Family","24","Fort Nelson (Zone 64)","Fort Nelson","4/6/2019","CATHLEEN","3","$2,724.97","4/6/2017","007-467-044",,,"11/25/2018","$300,000","$101.39","0.91","3","4","RS1","$329,000","567","2,959","$101.39","0.78","House/Single Family","1",,"250-321-0777","2.75% OF THE FIRST $100,000 AND 1.5% OF THE BALANCE","MOUNTAINVIEW SUBDIVISION","0","1","0.00",,,,"V0C 1R0",,,"BC",,,,
"R2321089","Residential Attached","S","2511 13325 102A AVENUE","Whalley","2013","Apartment/Condo","5","North Surrey","Surrey","2/28/2019","Harvy","1","$954.50","11/3/2018","029-046-947",,"$144.00","11/14/2018","$300,000","$740.74","1.00","1","0","CD","$299,900","11","405","$740.74","1.00","Apartment/Condo","1",,"604-655-7776","S-3.22% 1ST 100K/1.15% BAL","Ultra Tower",,"0",,,,"1","V3T 0J5",,"Upon offer","BC",,,,
"R2308046","Residential Attached","S","407 32075 GEORGE FERGUSON WAY","Abbotsford West","1996","Apartment/Condo","22","Abbotsford","Abbotsford","12/19/2018","Marcus","2","$1,563.00","9/19/2018","023-050-756","4","$339.16","11/24/2018","$300,000","$266.90","0.97","2","2","RML","$309,900","66","1,124","$266.90","0.88","Apartment/Condo","1",,"604-217-2552","3.22% ON FIRST $100,000 + 1.15% ON BALANCE","Arbour Court",,"1",,,,"1","V2T 2K7",,"Rental Property","BC",,,,
"R2165781","Residential Detached","S","7550 EAGLE RIDGE ROAD","Bridge Lake/Sheridan Lake","9999","House with Acreage","999","100 Mile House (Zone 10)","Bridge Lake","6/3/2019","AMANDA","2","$1,832.00","5/10/2017","027-588-840",,,"11/14/2018","$302,500","$96.34","0.92","3","3","RR1","$328,000","523","3,140","$96.34","0.88","House with Acreage","1",,"250-318-5202","3.4% ON 1ST $100,000/1.4% ON BALANCE",,,"1",,,,,"V0K 1X2",,"Y","BC",,,,
"R2324540","Residential Attached","S","216 9682 134 STREET","Whalley","1985","Apartment/Condo","33","North Surrey","Surrey","5/21/2019","PEDRO BELLO","1","$813.87","11/21/2018","005-692-156","4","$210.64","11/26/2018","$304,000","$386.77","1.02","1","1","RM70","$299,000","5","786","$386.77","1.02","Apartment/Condo","1",,"604-836-2105","3.255% ON 1ST 100K/1.1625% ON BAL",,,"1",,,,"1","V3T 5L6",,,"BC",,,,
"R2299527","Residential Attached","S","412 1575 BEST STREET","White Rock","1994","Apartment/Condo","24","South Surrey White Rock","White Rock","8/31/2019","NADIA NADERI","1","$1,234.55","8/22/2018","018-541-542",,"$215.95","11/15/2018","$305,000","$420.11","0.88","1","1","MF","$348,000","85","726","$420.11","0.88","Apartment/Condo","1",,"604-440-6295","3.25% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE",,,"1",,,,"1","V4B 5K1",,,"BC",,,,
"R2321654","Residential Attached","S","2 9457 BROADWAY ROAD","Chilliwack E Young-Yale","1992","Townhouse","26","Chilliwack","Chilliwack","6/5/2019","KELLEE ROMAINE","2","$1,631.67","11/7/2018","017-911-931","2","$228.96","11/26/2018","$305,000","$224.26","0.93","2","3","R5","$329,000","19","1,360","$224.26","0.93","Townhouse","1",,"604-798-2230","3.22% 1ST $100,000 / 1.15% BAL ***COOMMISSION PAYABLE UPON 1ST PHYSICAL INTRO TO PROPERTY, OTHERWISE $1,000***","COBBLESTONE VILLAGE",,"1",,,,"1","V2P 5T8",,,"BC",,,,
"R2318246","Residential Detached","S","59 SWALLOW STREET","Kitimat","1955","House/Single Family","63","Kitimat (Zone 89)","Kitimat","1/25/2019","ANNELISE OR HAYLEY","1","$1,615.83","10/25/2018","009-080-635",,,"11/16/2018","$306,000","$201.32","0.87","1","3","R2A","$349,990","22","1,520","$201.32","0.83","House/Single Family","1",,"250-639-4262","3% ON THE FIRST $100,000 AND 1.5% ON REMAINDER",,"0","0","0.00",,,"2","V8C 1K6",,,"BC",,,,
"R2319927","Residential Detached","S","523 ZILLMER STREET","Heritage","1975","House/Single Family","43","PG City West (Zone 71)","Prince George","1/27/2019","ROB RICHARD","2","$2,747.24","10/30/2018","008-326-517",,,"11/24/2018","$310,000","$162.22","0.98","2","3","RS2","$317,000","25","1,911","$162.22","0.97","House/Single Family","2",,"250-301-9885","3% OF THE FIRST $100,000/1.25% OF THE BALANCE **(SEE REALTOR REMARKS)",,"0","1","0.00",,,"5","V2M 5M5",,,"BC",,,,
"R2318447","Residential Attached","S","104 33731 MARSHALL ROAD","Central Abbotsford","1994","Apartment/Condo","24","Abbotsford","Abbotsford","4/26/2019","Andrew Slane","2","$1,460.63","10/26/2018","018-481-752","4","$315.03","11/25/2018","$310,000","$261.82","0.98","2","2","RML","$315,000","30","1,184","$261.82","0.90","Apartment/Condo","1",,"778-809-7653","S-3.22% 1ST 100K/1.15% BAL","Stephanie Place",,"1",,,,"1","V2S 1L5",,"Elderly seller does not live there","BC",,,,
"R2322450","Residential Attached","S","209 19320 65 AVENUE","Clayton","2005","Apartment/Condo","13","Cloverdale","Surrey","3/29/2019","Kim","1","$990.46","11/14/2018","026-736-926","4","$196.09","11/25/2018","$310,000","$502.43","1.03","1","1","MULTI","$300,000","11","617","$502.43","1.03","Apartment/Condo","1",,"604-312-8369","3.22% ON FIRST 100K  1.15% ON BALANCE","Esprit",,"1",,,,"1","V4N 0A3",,,"BC",,,,
"R2316287","Residential Attached","S","312 1448 FIR STREET","White Rock","1973","Apartment/Condo","45","South Surrey White Rock","White Rock","3/31/2019","Lew","1","$1,357.16","10/16/2018","001-233-149","3","$194.18","11/20/2018","$310,000","$318.28","0.97","1","2","MFD","$319,900","35","974","$318.28","0.94","Apartment/Condo","1",,"778-772-3165","3.2% OF FIRST 100,000 AND 1.15% OF  BALANCE","Dorchester","0","0","0.00",,,"1","V4B 4B4",,"Estate sale","BC",,,,
"R2324425","Residential Detached","S","1023 MIDNIGHT DRIVE","Williams Lake - City","1993","House/Single Family","25","Williams Lake (Zone 27)","Williams Lake - City","5/21/2019","TANYA RANKIN","3","$3,305.74","11/21/2018","006-140-211",,,"11/27/2018","$311,000","$119.62","1.02","3","4","R1","$305,000","6","2,600","$119.62","1.02","House/Single Family","1",,"250-392-0371","3% ON THE FIRST $100,000 AND 1.2% ON THE BALANCE PLUS GST**(SEE REALTOR REMARKS.)**",,"0","1","0.00",,,,"V2G 5K7",,,"BC",,,,
"R2324427","Residential Attached","S","402 33538 MARSHALL ROAD","Central Abbotsford","2008","Apartment/Condo","10","Abbotsford","Abbotsford","5/31/2019","REECE","1","$1,275.45","11/21/2018","028-044-878",,"$229.00","11/25/2018","$312,000","$407.84","0.98","1","1","RES MF","$319,900","4","765","$407.84","0.98","Apartment/Condo","1",,"604-836-3603","3% ON THE FIRST $100,000 AND 1% ON THE BALANCE","THE CROSSING","0","0","0.00",,,"2","V2S 0C7",,,"BC",,,,
"R2312861","Residential Attached","S","201 33338 MAYFAIR AVENUE","Central Abbotsford","2007","Apartment/Condo","11","Abbotsford","Abbotsford","3/2/2019","Sandra Jeffrey","1","$1,305.48","10/3/2018","026-989-239","4","$265.00","11/17/2018","$315,000","$404.88","0.93","1","1","RML","$339,900","45","778","$404.88","0.88","Apartment/Condo","1",,"604-309-9743","3.22% ON THE FIRST $100,000.00 PLUS 1.15% ON THE BALANCE","The Sterling","0","1","0.00",,,"1","V2S 0A4",,"Upon offer","BC",,,,
"R2321048","Residential Attached","S","313 1040 KING ALBERT AVENUE","Central Coquitlam","1977","Apartment/Condo","41","Coquitlam","Coquitlam","2/28/2019","TEAM LEO","1","$1,282.44","11/6/2018","001-537-130",,"$258.85","11/15/2018","$315,000","$426.25","0.96","1","1","RM-2","$328,000","9","739","$426.25","0.96","Apartment/Condo","1",,"604-936-1111","3.225% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE",,,"1",,,,"1","V3J 1X5",,,"BC",,,,
"R2276710","Residential Attached","S","503 11980 222 STREET","West Central","1988","Apartment/Condo","30","Maple Ridge","Maple Ridge","5/31/2019",,"1","$1,492.99","6/5/2018","012-165-417",,"$327.15","11/26/2018","$315,000","$304.94","0.93","1","2","C3","$339,800","174","1,033","$304.94","0.93","Apartment/Condo","1",,,"3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","GORDON TOWERS",,"0",,,,,"V2X 0L8",,,"BC",,,,
"R2322485","Residential Attached","S","307 22277 122 AVENUE","West Central","1995","Apartment/Condo","23","Maple Ridge","Maple Ridge","5/15/2019","Bev Hutter","1","$1,414.24","11/12/2018","019-147-325","3","$287.73","11/24/2018","$315,000","$375.45","1.00","1","1","RM-5","$315,000","12","839","$375.45","1.00","Apartment/Condo","1",,"604-831-4405","3.255% ON THE FIRST $100,000 AND 1.1625% ON REMAINDER","Maple Ridge West Central",,"1",,,,"2","V2X 3X8",,"dated Nov. 5, 2018","BC",,,,
"R2322354","Residential Attached","S","314 12248 224 STREET","East Central","2008","Apartment/Condo","10","Maple Ridge","Maple Ridge","5/13/2019","ADRIAN","1","$1,617.49","11/13/2018","027-291-863","4","$212.88","11/15/2018","$315,250","$431.26","0.99","1","1","STR","$319,900","2","731","$431.26","0.99","Apartment/Condo","1",,"604-617-5041","3.255% OF THE 1ST 100K/1.1625% OF THE BALANCE","URBANO",,"1",,,,"1","V2X 8W6",,,"BC",,,,
