"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2287543","Residential Attached","S","1908 1850 COMOX STREET","West End VW","1968","Apartment/Condo","50","Vancouver West","Vancouver","12/31/2018","Carolyn Benesocky","1","$0.00","7/9/2018","800-123-109",,"$353.00","11/15/2018","$355,000","$668.55","0.96","1","1","RM-5B","$370,000","129","531","$668.55","0.85","Apartment/Condo","1",,"604-828-8843","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","EL CID",,"0",,,,,"V6G 1R3",,,"BC",,,,
"R2320793","Residential Attached","S","401 1330 HARWOOD STREET","West End VW","1970","Apartment/Condo","48","Vancouver West","Vancouver","5/5/2019","RICHARD GETTY","1","$0.00","11/5/2018","800-125-811",,"$330.73","11/12/2018","$355,401","$573.23","1.08","1","1","RM5A","$329,000","7","620","$573.23","1.08","Apartment/Condo","1",,"604-931-5551","3.255% ON 1ST $100K/1.15% ON BALANCE","WESTSEA TOWERS",,"0",,,,"1","V6E 1S8",,"NOT APPLICABLE","BC",,,,
"R2304047","Residential Detached","S","23279 FYFE ROAD","Blackwater","9999","House/Single Family","999","PG Rural West (Zone 77)","Prince George","12/14/2018","JESSE","1","$1,508.92","9/6/2018","010-963-081",,,"11/12/2018","$356,000","$152.40","0.94","1","3","R3","$379,000","67","2,336","$152.40","0.94","House/Single Family","1",,"250-649-8147","1% OF THE SALE PRICE","BLACKWATER","0","2","0.00",,,"4","V2N 6H7",,,"BC",,,,
"R2276951","Residential Attached","S","104 33328 E BOURQUIN CRESCENT","Central Abbotsford","2008","Apartment/Condo","10","Abbotsford","Abbotsford","11/30/2018","SEAN THOMPSON","2","$1,412.56","6/4/2018","027-344-711",,"$306.89","11/11/2018","$357,000","$352.07","0.95","2","2","MULTI","$374,000","160","1,014","$352.07","0.85","Apartment/Condo","0",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL UPON 1ST PHYSICAL INTRODUCTION TO PROPERTY & ALL SUBSEQUENT VIEWINGS, OTHERWISE $500","NATURE'S GATE",,"1",,,,"2","V2S 1Y1",,,"BC",,,,
"R2318190","Residential Attached","S","201 530 NINTH STREET","Uptown NW","1977","Apartment/Condo","41","New Westminster","New Westminster","12/31/2018","Sheri Call or Text","1","$813.93","10/24/2018","001-546-520",,"$242.69","11/4/2018","$359,900","$620.52","1.00","1","1","RM-2","$359,900","11","580","$620.52","1.00","Apartment/Condo","1",,"604-818-4900","3.255% ON THE 1ST $100,000 PLUS 1.1625% ON THE BALANCE",,,"0",,,,"1","V3M 3W5",,"Disclosure Statement & Amendments","BC",,,,
"R2321848","Residential Attached","S","202 2255 W 5TH AVENUE","Kitsilano","1973","Apartment/Condo","45","Vancouver West","Vancouver","5/7/2019","RICHARD GETTY","1","$828.85","11/7/2018","003-543-790",,"$222.84","11/14/2018","$360,000","$857.14","1.11","1","0","RM4","$325,000","7","420","$857.14","1.11","Apartment/Condo","1",,"604-931-5551","3.255% ON THE 1ST $100K. & 1.15% ON BAL.","KITSILANO",,"0",,,,,"V6K 4K1",,"DOESN'T LIVE THERE","BC",,,,
"R2320356","Residential Attached","S","301 7400 CREEKSIDE WAY","Lower College","2015","Townhouse","3","PG City South (Zone 74)","Prince George","2/28/2019","JEFF","2","$3,711.57","11/1/2018","029-806-976",,"$136.58","11/13/2018","$360,000","$204.78","0.97","3","3","Z11","$373,000","12","1,758","$204.78","0.97","Townhouse","1",,"250-640-1614","2.5% ON 1ST $100,000 + 1% ON BALANCE, UNLESS SELLING PRICE<$250,000 THEN FLAT $3450, LESS 255 IF BUYER'S FIRST PRIVATE VIEWING WITH LISTING REALTOR","CREEKSIDE LANDING","0","0","0.00",,,"4","V2N 0C2",,,"BC",,,,
"R2300535","Residential Attached","S","211 2242 WHATCOM ROAD","Abbotsford East","2016","Apartment/Condo","2","Abbotsford","Abbotsford","11/28/2018","Haley Boesterd","2","$780.76","8/28/2018","029-972-400","4","$229.01","11/12/2018","$360,000","$417.15","0.99","2","2","RML","$362,900","76","863","$417.15","0.94","Apartment/Condo","1",,"604-859-2341","3.22% ON 1ST $100K & 1.15% ON REMAINING BALANCE","Water Leaf",,"1",,,,"2","V3G 0G3",,"Upon Offer","BC",,,,
"R2319036","Residential Attached","S","101 32729 GARIBALDI DRIVE","Abbotsford West","2007","Apartment/Condo","11","Abbotsford","Abbotsford","2/14/2019","Haley Boesterd/Kevin Sinclair","2","$1,721.35","10/31/2018","027-191-656","4","$340.47","11/9/2018","$360,000","$307.43","0.96","2","2","RMM","$374,900","9","1,171","$307.43","0.96","Apartment/Condo","1",,"604-859-2341","3.22% ON 1ST $100K & 1.15% ON REMAINING BALANCE","Garibaldi Lane",,"1",,,,"2","V2T 0A6",,"UPON OFFER","BC",,,,
"R2304488","Residential Detached","S","4752 SUSSNEE ROAD","108 Ranch","2005","House/Single Family","13","100 Mile House (Zone 10)","108 Mile Ranch","8/31/2019","FRANK","3","$2,887.93","9/8/2018","008-093-571",,,"11/2/2018","$360,000","$160.71","0.93","4","2","R1-1","$389,000","55","2,240","$160.71","0.90","House/Single Family","1",,"250-395-0272","3.4% UP TO $100,000 AND 1.5% FOR REMAINING BALANCE.","108 MILE RANCH","0","1","0.00",,,,"V0K 2Z0",,,"BC",,,,
"R2296297","Residential Attached","S","212 12207 224 STREET","West Central","1999","Apartment/Condo","19","Maple Ridge","Maple Ridge","2/4/2019","NATHAN","1","$1,604.00","8/7/2018","024-307-700",,"$268.00","11/1/2018","$360,000","$423.53","1.00","1","2","APT","$359,900","86","850","$423.53","0.94","Apartment/Condo","1",,"604-302-0137","3.22% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,,"V2X 6B9",,"OWNER HAS NOT LIVED IN YEARS","BC",,,,
"R2317046","Residential Attached","S","413 33538 MARSHALL ROAD","Central Abbotsford","2009","Apartment/Condo","9","Abbotsford","Abbotsford","2/5/2019","Sukhjevin","2","$1,378.00","10/18/2018","028-044-983","4","$289.00","11/7/2018","$360,000","$390.88","0.98","2","2","RML","$368,000","20","921","$390.88","0.98","Apartment/Condo","1",,"778-896-4113","S-3.15% 1ST 100K/1.15% BAL","The Crossing",,"0",,,,"1","V2S 0C7",,"Upon offer","BC",,,,
"R2321447","Residential Detached","S","774 FAULKNER CRESCENT","Foothills","1973","House/Single Family","45","PG City West (Zone 71)","Prince George","1/31/2019","Mark","2","$3,117.27","11/7/2018","009-709-177",,,"11/8/2018","$363,000","$172.86","1.01","3","4","RS2","$359,900","1","2,100","$172.86","1.01","House/Single Family","1",,"250-981-3425","3% ON THE FIRST $100,000 AND 1% ON THE REMAINDER",,"0.00","1","0.00",,,,"V2M 5C9",,,"BC",,,,
"R2317247","Residential Attached","S","1203 13380 108 AVENUE","Whalley","2010","Apartment/Condo","8","North Surrey","Surrey","1/23/2019","Mike Marfori PREC*","1","$1,074.06","10/23/2018","028-184-904",,"$289.07","11/4/2018","$363,000","$636.84","0.98","1","1","CD","$369,800","12","570","$636.84","0.98","Apartment/Condo","1",,"604-722-0099","3.22% ON THE FIRST $100,000 & 1.15% ON THE BALANCE.","Citypoint",,"0",,,,"1","V3T 0E7",,"Seller never lived at property","BC",,,,
"R2307581","Residential Attached","S","201 14981 101A AVENUE","Guildford","1993","Apartment/Condo","25","North Surrey","Surrey","12/18/2018","PETER","2","$1,323.91","9/18/2018","018-269-303",,"$421.00","11/11/2018","$363,000","$279.88","0.98","2","2","CD","$369,900","54","1,297","$279.88","0.91","Apartment/Condo","1",,"778-858-8825","3.22% 1ST $100K + 1.15% BALANCE",,,"1",,,,"2","V3R 0T1",,,"BC",,,,
"R2303912","Residential Attached","S","314 33546 HOLLAND AVENUE","Central Abbotsford","2007","Apartment/Condo","11","Abbotsford","Abbotsford","12/31/2018","Rick Woo","2","$1,261.00","9/6/2018","027-445-429","4","$215.14","11/3/2018","$365,000","$391.21","0.96","2","2","RML","$378,900","58","933","$391.21","0.96","Apartment/Condo","1",,"604-781-3467","S-3.22% 1ST 100K/1.15% BAL",,,"1",,,,"1","V2S 0C1",,,"BC",,,,
"R2314122","Residential Attached","S","222 5379 205 STREET","Langley City","1987","Apartment/Condo","31","Langley","Langley","3/11/2019","JILL ANDERSON","2","$1,316.99","10/11/2018","005-489-130","3","$245.00","11/5/2018","$365,000","$344.34","0.96","2","2","MF","$379,900","25","1,060","$344.34","0.94","Apartment/Condo","1",,"604-817-2811","3.22% 1ST 100,000, 1.15% ON THE BALANCE","Heritage Manor",,"1",,,,"1","V3A 7V7",,,"BC",,,,
"R2318641","Residential Attached","S","3117 13827 100 AVENUE","Whalley","1984","Apartment/Condo","34","North Surrey","Surrey","3/31/2019","Tony Tran","1","$953.79","10/25/2018","001-011-910",,"$308.23","11/5/2018","$365,000","$392.05","1.05","1","2","MULTI","$349,000","11","931","$392.05","1.05","Apartment/Condo","1",,"604-780-1555","S-3.25% 1ST 100K/1.1625% BAL",,,"1",,,,"2","V3T 5L2",,,"BC",,,,
"R2311941","Residential Attached","S","7 9457 BROADWAY STREET","Chilliwack E Young-Yale","1993","Townhouse","25","Chilliwack","Chilliwack","3/31/2019","Linda Sexsmith","2","$1,453.17","10/2/2018","018-117-554","2","$228.96","11/3/2018","$365,000","$268.38","0.96","2","3","R5","$379,900","32","1,360","$268.38","0.96","Townhouse","1",,"604-793-8100","$7,000","Cobblestone",,"1",,,,"2","V2P 5T8",,,"BC",,,,
"R2315524","Residential Attached","S","114 3883 LAUREL STREET","Burnaby Hospital","1984","Apartment/Condo","34","Burnaby South","Burnaby","1/9/2019","Shireen","1","$1,363.22","10/15/2018","002-282-810","3","$291.43","11/6/2018","$366,000","$393.13","0.97","1","2","CD","$379,000","22","931","$393.13","0.97","Apartment/Condo","1",,"604-603-4612","3.255% ON 1ST $100 000 AND 1.1625% ON REMAINING BALANCE","The Valhalla",,"1",,,,"1","V5G 4M8",,,"BC",,,,
"R2309135","Residential Attached","S","705 3771 BARTLETT COURT","Sullivan Heights","1977","Apartment/Condo","41","Burnaby North","Burnaby","1/31/2019","MACKENZIE OLSON","1","$1,258.16","9/24/2018","001-403-052","22","$351.14","11/9/2018","$368,000","$546.81","0.99","1","1","APT","$371,000","46","673","$546.81","0.95","Apartment/Condo","1",,"604-354-4548","3.22% & 1.15%",,,"0",,,,"1","V3J 7G8",,,"BC",,,,
"R2291329","Residential Attached","S","509 10581 140 STREET","Whalley","2019","Apartment/Condo","0","North Surrey","Surrey","1/19/2019","LR","1","$0.00","7/19/2018","905-002-415",,"$198.92","11/3/2018","$370,000","$528.57","0.95","1","1","CD","$388,000","107","700","$528.57","0.95","Apartment/Condo","1",,"604-754-6086","S-3.255% 1ST 100K/1.1625% BAL",,,"0",,,,"1","V3T 4N6",,"UNDER","BC",,,,
"R2308650","Residential Attached","S","211 5465 201 STREET","Langley City","1994","Apartment/Condo","24","Langley","Langley","12/31/2018","Cyndi or Marianne","2","$1,660.20","9/20/2018","018-712-746",,"$256.17","11/10/2018","$370,000","$367.79","0.97","2","2","MF","$379,900","51","1,006","$367.79","0.93","Apartment/Condo","1",,"604-574-0161","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","Briarwood",,"1",,,,"1","V3A 1P8",,,"BC",,,,
"R2319944","Residential Attached","S","102 550 SEABORNE PLACE","Riverwood","2014","Apartment/Condo","4","Port Coquitlam","Port Coquitlam","5/1/2019","John MacKenzie","1","$1,161.89","11/1/2018","029-452-899",,"$222.19","11/6/2018","$371,000","$630.95","0.96","1","1","RA-1","$388,000","5","588","$630.95","0.96","Apartment/Condo","1",,"604-340-1575","3.22% ON 1ST 100K/ 1.15% ON REMAINDER","FREEMONT GREEN",,"0",,,,"1","V3B 0L3",,,"BC",,,,
"R2313862","Residential Attached","S","113 2346 MCALLISTER AVENUE","Central Pt Coquitlam","2006","Apartment/Condo","12","Port Coquitlam","Port Coquitlam","1/6/2019","CALEB","1","$1,128.46","10/5/2018","026-743-426","4","$188.21","11/7/2018","$372,000","$597.11","0.96","1","1","RM4","$389,000","29","623","$597.11","0.96","Apartment/Condo","1",,"778-995-5455","3.25% ON 1ST $100,000/1.15% ON BAL","THE MAPLES",,"1",,,,"1","V3C 2B1",,,"BC",,,,
"R2309628","Residential Attached","S","206 6440 197 STREET","Willoughby Heights","1992","Apartment/Condo","26","Langley","Langley","1/31/2019","Touchbase please","2","$2,077.82","9/25/2018","017-692-504","3","$355.00","11/12/2018","$372,000","$332.14","0.98","2","2","RM-3","$379,900","48","1,120","$332.14","0.93","Apartment/Condo","1",,"604-649-0235","3% OF THE FIRST $100,000.00 PLUS 1.15% OF THE BALANCE.","The Kingsway",,"1",,,,,"V2Y 1H9",,,"BC",,,,
"R2295021","Residential Attached","S","312 2109 WHISTLER ROAD","Nordic","1984","Apartment/Condo","34","Whistler","Whistler","12/15/2018","Dave Brown","1","$1,715.10","8/1/2018","006-467-610","3","$345.00","11/6/2018","$372,500","$1,139.14","0.96","1","1","TA7","$389,000","97","327","$1,139.14","0.91","Apartment/Condo","1",,"604-905-8438","3% ON THE 1ST 100K; 1.5% ON THE BALANCE. PHYSICAL INTRO MUST BE BY BUYER’S AGENT OR COMMISSION WON'T BE PAID & $500 WILL BE RECEIVED BY BUYER'S AGENT.","Highland Annex/ Nordic",,"0",,,,"1","V0N 1B2",,,"BC",,,,
"R2321029","Residential Attached","S","208 1750 AUGUSTA AVENUE","Simon Fraser Univer.","1986","Apartment/Condo","32","Burnaby North","Burnaby","5/6/2019","CARMEN","1","$1,469.21","11/6/2018","001-067-940",,"$273.20","11/10/2018","$373,000","$533.62","0.99","1","1","STRATA","$374,900","4","699","$533.62","0.99","Apartment/Condo","1",,"778-773-2283","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE","AUGUSTA GROVE",,"0",,,,,"V5A 2V6",,"ESTATE SALE","BC",,,,
"R2299317","Residential Detached","S","5667 MINTIE ROAD","Halfmn Bay Secret Cv Redroofs","9999","House/Single Family","999","Sunshine Coast","Halfmoon Bay","3/31/2019","BRIAN ANDERSON","1","$1,947.94","8/20/2018","010-891-536",,,"11/5/2018","$375,000","$357.14","0.82","1","2","R2","$459,000","77","1,050","$357.14","0.68","House/Single Family","1",,"604-740-5327","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE PLUS GST.",,"118","1","213.00",,,,"V0N 1Y2",,"SELLER IS THE EXECUTRIX","BC",,,,
"R2319260","Residential Detached","S","2792 MCKENNEY CRESCENT","Hart Highlands","1979","House/Single Family","39","PG City North (Zone 73)","Prince George","1/30/2019","TEXT","2","$3,520.93","10/29/2018","008-252-980",,,"11/6/2018","$375,000","$165.05","0.96","3","5","RS2","$388,800","8","2,272","$165.05","0.96","House/Single Family","1",,"250-612-1709","3% UP TO $100,000 / 1% OF BALANCE LESS 50% IF LISTING AGENT INTRODUCES/SHOWS PROPERTY FIRST BY WAY OF PERSONAL APPOINTMENT","HART HIGHLANDS","0","2","0.00",,,,"V2K 3X9",,,"BC",,,,
"R2303006","Residential Attached","S","102 6960 120 STREET","West Newton","2009","Apartment/Condo","9","Surrey","Surrey","1/6/2019","Mani Aujla","1","$974.00","9/6/2018","027-959-988","4","$180.00","11/11/2018","$375,000","$487.01","1.00","1","2","MF","$374,900","66","770","$487.01","0.94","Apartment/Condo","1",,"778-982-0602","3.22% ON THE FIRST 100K AND 1.15% ON THE BALANCE.","Harleen Gardens",,"1",,,,"1","V3W 1V4",,,"BC",,,,
"R2284404","Residential Attached","S","216 15991 THRIFT AVENUE","White Rock","1991","Apartment/Condo","27","South Surrey White Rock","White Rock","12/27/2018","Chelsea","1","$1,333.00","6/27/2018","016-943-341","4","$319.68","11/10/2018","$375,000","$427.11","0.99","1","2","RM-2","$379,999","136","878","$427.11","0.91","Apartment/Condo","1",,"604-616-3121","3.22% 1ST $100K+1.15% ON BALANCE","The Acadian",,"0",,,,"1","V4B 2M9",,,"BC",,,,
"R2293161","Residential Attached","S","214 20087 68 AVENUE","Willoughby Heights","2018","Apartment/Condo","0","Langley","Langley","1/27/2019","Cyndi or Marianne","1","$0.00","7/27/2018","905-002-098",,"$0.00","11/6/2018","$377,000","$488.98","0.97","1","1","CD85","$388,800","102","771","$488.98","0.95","Apartment/Condo","1",,"604-574-0161","3.22% OF THE 1ST $100,000 AND 1.15% OF THE BALANCE","Park Hill",,"0",,,,,"N0N 0N0",,"Assign of contract","BC",,,,
"R2320216","Residential Attached","S","11107 104A AVENUE","Fort St. John - City NW","2013","1/2 Duplex","5","Fort St. John (Zone 60)","Fort St. John","5/2/2019","ELI CHI","3","$3,585.17","11/2/2018","029-242-444",,"$0.00","11/12/2018","$378,500","$129.27","0.98","4","4","R2","$384,900","10","2,928","$129.27","0.98","1/2 Duplex","2",,"778-256-2888","3% ON THE FIRST $100,000/1.5% ON THE REMAINING BALANCE **(SEE REALTOR REMARKS)","SUNSET RIDGE","118","1","30.00",,,"2","V1J 0J3",,,"BC",,,,
"R2303721","Residential Attached","S","309 5377 201A STREET","Langley City","1992","Apartment/Condo","26","Langley","Langley","2/28/2019","L/S","2","$1,540.49","9/6/2018","017-588-243","3","$308.75","11/11/2018","$379,000","$333.63","0.98","2","2","MF","$384,850","66","1,136","$333.63","0.97","Apartment/Condo","1",,"778-668-3253","3% - 1ST $100,000.00 / 1.15% ON BALANCE","Red Maple Place",,"1",,,,,"V3A 1S7",,,"BC",,,,
"R2318071","Residential Attached","S","301 530 NINTH STREET","Uptown NW","1977","Apartment/Condo","41","New Westminster","New Westminster","12/30/2018","TOUCHBASE","1","$822.03","10/24/2018","001-546-589","3","$242.26","11/3/2018","$379,900","$653.87","1.00","1","1","RM-2","$379,900","10","581","$653.87","1.00","Apartment/Condo","1",,"604-526-2888","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE",,,"0",,,,"1","V3M 3W5",,"OWNER HAS NEVER RESIDED IN UNIT","BC",,,,
"R2313660","Residential Attached","S","521 4818 ELDORADO MEWS","Collingwood VE","2013","Apartment/Condo","5","Vancouver East","Vancouver","10/9/2019","Peter s office","1","$769.28","10/9/2018","029-024-846","9","$205.16","11/14/2018","$380,000","$844.44","0.99","1","0","CD-1","$385,000","36","450","$844.44","0.84","Apartment/Condo","1",,"604-306-6364","3.225% 1ST $100K/1.1625% ON BALANCE",,,"0",,,,"1","V5R 0B3",,,"BC",,,,
"R2319236","Residential Attached","S","1903 615 BELMONT STREET","Uptown NW","1983","Apartment/Condo","35","New Westminster","New Westminster","4/28/2019","Nida Balatbat","1","$1,432.30","10/29/2018","002-294-214","19","$303.04","11/8/2018","$380,000","$492.23","1.03","1","1","C-CD2","$368,000","10","772","$492.23","1.03","Apartment/Condo","1",,"778-859-7225","3.2% FOR THE 1ST $100,000 AND 1.16% ON THE BALANCE","Belmont Tower",,"0",,,,"2","V3M 5Z8",,,"BC",,,,
"R2318406","Residential Attached","S","19 365 GINGER DRIVE","Fraserview NW","1987","Townhouse","31","New Westminster","New Westminster","3/31/2019","ROB SAMUS","1","$1,076.44","10/22/2018","004-554-515",,"$267.42","11/8/2018","$380,000","$457.83","0.95","1","1","RM-2","$399,900","17","830","$457.83","0.95","Townhouse","1",,"604-803-1885","3.22% ON 1ST $100,000/1.15% ON BAL",,,"0",,,,"1","V3L 5L5",,"TENANTED","BC",,,,
"R2320714","Residential Attached","S","207 19835 64 AVENUE","Willoughby Heights","1993","Apartment/Condo","25","Langley","Langley","5/5/2019","Lorraine Patterson","2","$2,088.92","11/5/2018","018-309-151","3","$262.14","11/8/2018","$380,000","$349.59","1.00","2","2","RM-3","$379,900","3","1,087","$349.59","1.00","Apartment/Condo","1",,"604-574-0161","3.22% ON 1ST $100,000 - 1.15% ON BALANCE","WILLOWBROOK GATE","strata","1",,,,"2","V2Y 1L8",,"Owner does not live in home","BC",,,,
"R2320520","Residential Attached","S","305 15140 29A AVENUE","King George Corridor","1996","Apartment/Condo","22","South Surrey White Rock","Surrey","5/31/2019","BEN","2","$1,503.40","11/1/2018","023-461-519","4","$312.51","11/14/2018","$380,000","$395.83","1.00","2","2","RM-45","$379,900","13","960","$395.83","1.00","Apartment/Condo","1",,"604-833-3767","3.22% 1ST $100K + 1.15% BALANCE","SANDS",,"1",,,,,"V4P 3B1",,"OWNER DID NOT OCCUPY","BC",,,,
"R2298636","Residential Attached","S","205 875 GIBSONS WAY","Gibsons & Area","2015","Apartment/Condo","3","Sunshine Coast","Gibsons","11/30/2018","Tony Browton","1","$2,397.46","8/19/2018","029-569-940","4","$140.66","11/4/2018","$380,000","$517.01","0.98","1","1","C1","$386,000","77","735","$517.01","0.95","Apartment/Condo","1",,"604-418-2695","3.25% OF FIRST 100,000 AND 1.1625% OF THE BALANCE WITH FIRST PHYSICAL INTRODUCTION, OTHERWISE 2.4375% OF FIRST 100,000 AND 0.88 % OF BALANCE.","Soames Place","0","0","0.00",,,"1","V0N 1V8",,,"BC",,,,
"R2308267","Residential Attached","S","202 2142 CAROLINA STREET","Mount Pleasant VE","1977","Apartment/Condo","41","Vancouver East","Vancouver","4/30/2019","JARK & TEAM YVR","1","$686.83","9/19/2018","003-912-388","4","$265.64","11/15/2018","$384,000","$857.14","0.99","1","0","RM-4","$388,000","57","448","$857.14","0.90","Apartment/Condo","1",,"604-790-9945","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","WOODALE",,"0",,,,"0","V5T 3S2",,,"BC",,,,
"R2313924","Residential Attached","S","106 2381 BURY AVENUE","Central Pt Coquitlam","1976","Apartment/Condo","42","Port Coquitlam","Port Coquitlam","3/25/2019","GHADA-TOUCHBASE/TEXT/CALL","1","$1,209.00","10/9/2018","001-437-445",,"$297.00","11/8/2018","$385,000","$363.89","0.96","1","2","STRATA","$399,000","30","1,058","$363.89","0.96","Apartment/Condo","1",,"778-772-7951","3.225%-1ST $100K/1.1% BAL","RIVERSIDE MANOR",,"1",,,,"1","V3C 1Z9",,,"BC",,,,
"R2316672","Residential Attached","S","517 13733 107A AVENUE","Whalley","2010","Apartment/Condo","8","North Surrey","Surrey","1/15/2019","Karen","2","$1,265.00","10/18/2018","027-871-088","5","$327.68","11/5/2018","$385,000","$439.50","0.96","2","2","CD","$399,000","18","876","$439.50","0.96","Apartment/Condo","1",,"604-250-2439","3.22% ON THE FIRST $100,000 AND 1.15% ON THE REMAINING BALANCE","Quattro One",,"0",,,,"1","V3T 0B7",,"Owner never lived in","BC",,,,
"R2296086","Residential Attached","S","2102 5645 BARKER AVENUE","Central Park BS","1974","Apartment/Condo","44","Burnaby South","Burnaby","12/31/2018","TOUCHBASE","1","$1,851.04","8/8/2018","001-367-668","22","$302.02","11/11/2018","$385,000","$491.70","0.96","1","1","CDRM5","$399,900","95","783","$491.70","0.92","Apartment/Condo","1",,"604-250-0177","3.255% 1ST $100,000.00 & 1.1625% ON BALANCE","CENTRAL PARK PLACE",,"0",,,,"1","V5H 3Z5",,,"BC",,,,
"R2320375","Residential Detached","S","7503 HORLINGS ROAD","Smithers - Rural","1997","House with Acreage","21","Smithers And Area (Zone 54)","Smithers","12/28/2018","DONNA GRUDGFIELD","2","$2,711.24","10/30/2018","007-365-284",,,"11/3/2018","$386,000","$147.33","0.99","2","3","SH1","$389,500","4","2,620","$147.33","0.99","House with Acreage","1",,"250-847-5999","3% ON THE 1ST $100,000 1.5% ON THE BALANCE",,"635","1","350.00",,,"6","V0J 2N2",,,"BC",,,,
"R2322117","Residential Attached","S","101 4989 47 AVENUE","Ladner Elementary","1987","Apartment/Condo","31","Ladner","Delta","6/30/2019","GORD REIMER","1","$1,561.16","11/9/2018","009-225-897","3","$276.00","11/9/2018","$388,000","$428.73","1.00","1","2","CD124","$388,000","0","905","$428.73","1.00","Apartment/Condo","1",,"604-942-0606","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE WITH PHYSICAL INTRODUCTION TO THE PROPERTY AND ALL SUBSEQUENT SHOWINGS, OTHERWISE $500.00.","PARC REGENT ESTATES",,"1",,,,,"V4K 1R1",,,"BC",,,,
"R2319859","Residential Attached","S","207 11881 88 AVENUE","Annieville","1987","Apartment/Condo","31","N. Delta","Delta","5/1/2019","Tom or TOUCHBASE","1","$1,328.70","11/1/2018","003-340-872","15","$294.93","11/11/2018","$388,800","$339.86","0.98","2","2","CD96","$394,800","10","1,144","$339.86","0.98","Apartment/Condo","1",,"604-590-4888","3.5% ON THE 1ST $100K + 1.15% ON THE BALANCE","Kennedy Towers",,"0",,,,"1","V4C 8A2",,"Dated October 27, 2018","BC",,,,
"R2320707","Residential Attached","S","223 5650 201A STREET","Langley City","2009","Apartment/Condo","9","Langley","Langley","1/12/2019","Dave Bawa","2","$853.23","11/5/2018","028-020-171",,"$219.79","11/14/2018","$389,000","$432.22","0.97","2","2","CD","$399,000","9","900","$432.22","0.97","Apartment/Condo","1",,"604-363-3440","3.22% ON THE FIRST $100K /1.15% ON THE BALANCE",,,"1",,,,,"V3A 0B3",,,"BC",,,,
"R2307992","Residential Attached","S","217 13555 GATEWAY DRIVE","Whalley","2009","Apartment/Condo","9","North Surrey","Surrey","4/30/2019","SHERRY SARAN","2","$1,307.78","9/19/2018","027-716-716",,"$264.55","11/11/2018","$389,900","$530.48","0.96","2","2","CD","$405,000","53","735","$530.48","0.90","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL","EVO",,"0",,,,"1","V3T 0B5",,,"BC",,,,
"R2315061","Residential Attached","S","1504 3170 GLADWIN ROAD","Central Abbotsford","1989","Apartment/Condo","29","Abbotsford","Abbotsford","3/31/2019","Walter or Kari","2","$2,047.76","10/15/2018","016-977-718",,"$307.27","11/2/2018","$390,000","$304.93","0.91","2","2","RMM","$429,000","18","1,279","$304.93","0.91","Apartment/Condo","1",,"604-302-2000","$9500.00","Regency Park",,"0",,,,"2","V2S 4N5",,"Elderly Seller","BC",,,,
"R2304090","Residential Detached","S","311 FOSTER WAY","Williams Lake - City","2013","House/Single Family","5","Williams Lake (Zone 27)","Williams Lake","12/5/2018","DANA HINSCHE","3","$4,166.62","9/5/2018","028-913-698",,,"11/2/2018","$390,000","$165.96","0.98","3","5","R1","$399,900","58","2,350","$165.96","0.95","House/Single Family","2",,"250-398-0914","3% ON THE FIRST $100,000/1% ON THE BALANCE",,"0","0","0.00",,,,"V2G 5N5",,,"BC",,,,
"R2317794","Residential Attached","S","103 1203 PEMBERTON AVENUE","Downtown SQ","1997","Apartment/Condo","21","Squamish","Squamish","3/31/2019","ALY","1","$1,852.49","10/22/2018","023-796-308","3","$294.00","11/15/2018","$390,000","$404.56","0.98","2","2","SLRC","$399,000","24","964","$404.56","0.98","Apartment/Condo","1",,"604-786-5555","$3,500","EAGLE GROVE 55+",,"1",,,,"1","V8B 0J7",,,"BC",,,,
