"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"V1017190","Residential Attached","S","F202 1400 ALTA LAKE ROAD","Whistler Creek","1974","Apartment/Condo","39","Whistler","Whistler","11/30/2013","DAVE BUR","1","$2,027.00","7/8/2013","003-602-834",,"$331.00","11/26/2013","$255,000","$392.31","0.98","1","1","RS1","$259,900","141","650","$392.31","0.95","Apartment/Condo","1",,"604-935-7913","3% ON THE 1ST $100,000 / 1.5% ON THE BALANCE","TAMARISK",,"1",,,,"4","V0N 1B1",,,"BC",,,,
"V1034701","Residential Attached","S","1509 438 SEYMOUR STREET","Downtown VW","1996","Apartment/Condo","17","Vancouver West","Vancouver","1/31/2014","GARY OR LANA SHEPHERD","1","$1,233.00","10/31/2013","023-410-027","31","$360.48","11/22/2013","$256,000","$457.14","0.95","1","1","CD-1","$269,900","22","560","$457.14","0.95","Apartment/Condo","1",,"604-583-2000","3.22%-1ST $100K/1.15% BAL **","CONFERENCE PLAZA",,"0",,,,"1","V6B 6H4",,"SELLER NEVER LIVED THERE","BC",,,,
"V1033832","Residential Attached","S","408 3489 ASCOT PLACE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","2/28/2014","Cosmo","1","$999.00","10/28/2013","018-909-035","14","$264.00","11/27/2013","$257,000","$360.45","0.96","1","2","CD1","$269,000","30","713","$360.45","0.92","Apartment/Condo","1",,"604-209-1475","3.22% ON 1ST $100,000 + 1.1625% ON BALANCE","Regent Court",,"0",,,,"1","V5R 6B6",,,"BC",,,,
"V1027228","Residential Attached","S","216 8220 JONES ROAD","Brighouse South","1994","Apartment/Condo","19","Richmond","Richmond","12/31/2013","BILL MORRIS","1","$1,284.00","9/12/2013","018-609-694","4","$226.14","11/29/2013","$258,000","$307.14","0.96","1","1","RAM1","$269,000","78","840","$307.14","0.92","Apartment/Condo","1",,"604-314-7927","3.22% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,"2","V6Y 3Z7",,"SELLER NEVER LIVED IN RESIDENCE","BC",,,,
"F1318234","Residential Attached","S","602 10899 UNIVERSITY DRIVE","Whalley","1996","Apartment/Condo","17","North Surrey","Surrey","12/31/2013","prefer touch base","2","$1,417.00","7/30/2013","023-169-559","22","$331.00","11/28/2013","$258,000","$224.35","0.95","2","2","STRATA","$272,000","121","1,150","$224.35","0.95","Apartment/Condo","1",,"604-719-8723","S-3.2% 1ST 100K/1.1% BAL","Observatory",,"1",,,,"1","V3T 5V2",,,"BC",,,,
"F1323710","Residential Attached","S","26 1973 WINFIELD DRIVE","Abbotsford East","1993","Townhouse","20","Abbotsford","Abbotsford","2/9/2014","RUSS/GERT","2","$1,938.00","10/9/2013","018-174-906",,"$172.00","11/26/2013","$258,500","$222.84","1.01","2","2","RM4","$254,950","48","1,160","$222.84","1.01","Townhouse","1",,"604-858-7179","S-3% 1ST 100K/1.25% BAL*","BELMONT RIDGE",,"1",,,,"3","V3G 1K6",,,"BC",,,,
"H1302341","Residential Detached","S","45325 CRESCENT DRIVE","Chilliwack W Young-Well","9999","House/Single Family","999","Chilliwack","Chilliwack","11/30/2013","SABRINA/ROD/MARNIE","1","$2,021.00","6/7/2013","002-312-948",,,"11/28/2013","$259,000","$145.02","1.00","1","4","R1D","$259,900","174","1,786","$145.02","0.95","House/Single Family","1",,"604-795-2955","3% 1ST 100K/1.25% BAL L 1/2 BF",,"170/.21 AC","1","55.00",,,,"V2P 1G5",,"OWNER DOES NOT LIVE IN THE HOME","BC",,,,
"H1303202","Residential Attached","S","20 5556 PEACH ROAD","Vedder S Watson-Promontory","2005","Townhouse","8","Sardis","Sardis","1/30/2014","Cory","2","$2,040.00","8/14/2013","026-204-461",,"$160.00","11/30/2013","$259,000","$146.49","0.98","3","3","R4","$264,900","108","1,768","$146.49","0.95","Townhouse","1",,"604-798-3993","3% 1ST 100K/1.25% BAL L 1/2 BF","The Gables at Rivers Bend","0","1","0.00",,,"4","V2R 5X4",,,"BC",,,,
"F1325548","Residential Attached","S","247 10838 CITY PARKWAY","Whalley","2005","Apartment/Condo","8","North Surrey","Surrey","4/30/2014","TOUCHBASE","2","$1,443.00","11/10/2013","026-178-249",,"$340.00","11/24/2013","$259,900","$262.00","0.98","2","2","MF","$264,900","14","992","$262.00","0.98","Apartment/Condo","1",,,"S-3.22% 1ST 100K/1.15% BAL","ACCESS",,"1",,,,,"V3T 5X9",,,"BC",,,,
"H1302685","Land Only","S","10384 WOODROSE PLACE","Rosedale Popkum",,,,"Rosedale","Chilliwack","12/31/2013","STUART",,"$1,266.00","7/3/2013","028-850-424",,,"11/28/2013","$260,000",,"0.96",,,"SBR2","$270,000","148",,,"0.96","Other",,"Road Access","604-792-0077","2.5% 1ST 100K/1.25% BAL L1/2BF",,".51 AC",,"108.00","Yes",,,"V0X 1L1",,,"BC","Septic",,"None","Community"
"V1035664","Residential Attached","S","305 6669 TELFORD AVENUE","Metrotown","1975","Apartment/Condo","38","Burnaby South","Burnaby","5/1/2014","VIC JANG","1","$1,644.00","11/9/2013","001-346-237","3","$256.77","11/27/2013","$260,000","$290.18","0.97","1","2","MF","$269,000","18","896","$290.18","0.97","Apartment/Condo","0",,"604-889-8001","3% ON 1ST $100,000 / 1.15% ON BALANCE","FIRCREST",,"0",,,,"1","V5H 4A1",,,"BC",,,,
"N231638","Residential Detached","S","4707 1ST AVENUE","Heritage","9999","House/Single Family","999","PG City West (Zone 71)","Prince George","1/15/2014","DARREN","3","$3,015.00","10/15/2013","008-287-473",,,"11/25/2013","$260,000","$91.87","0.98","3","5","RS2","$264,900","41","2,830","$91.87","0.96","House/Single Family","2",,"250-640-5585","3% ON 1ST $100,000/1% ON REMAINDER",,,"2","0.00",,,"5","V2M 6V1",,,"BC",,,,
"V1035313","Residential Attached","S","1215 248 SHERBROOKE STREET","Sapperton","2008","Apartment/Condo","5","New Westminster","New Westminster","4/30/2014","KHANH","2","$1,564.00","11/7/2013","027-513-661","4","$285.14","11/22/2013","$260,000","$322.98","0.96","2","2","RM-5A","$269,900","15","805","$322.98","0.96","Apartment/Condo","1",,"604-710-1245","3.22% ON 1ST $100,000/1.15% ON BAL","COPPERSTONE",,"0",,,,"1","V3L 0A2",,,"BC",,,,
"F1322383","Residential Attached","S","63 36060 OLD YALE ROAD","Abbotsford East","1990","Townhouse","23","Abbotsford","Abbotsford","12/23/2013","Touch Base Angela","2","$1,895.00","9/23/2013","017-651-603",,"$230.00","11/28/2013","$260,000","$188.00","0.99","3","3","MF","$263,900","66","1,383","$188.00","0.93","Townhouse","1",,"604-855-0800","S-3.22% 1ST 100K/1.15% BAL","Mountain View Village",,"1","0.00",,,"2","V3G 2E9",,"Investor","BC",,,,
"V1026791","Residential Attached","S","1904 3771 BARTLETT COURT","Sullivan Heights","1978","Apartment/Condo","35","Burnaby North","Burnaby","12/9/2013","TOUCHBASE","1","$1,716.00","9/9/2013","001-403-702",,"$440.08","12/2/2013","$261,000","$281.25","0.97","2","2","APT","$269,900","84","928","$281.25","0.97","Apartment/Condo","1",,"604-805-2197","$3,000",,,"0",,,,,"V3J 7G8",,,"BC",,,,
"F1326260","Residential Attached","S","1606 13399 104TH AVENUE","Whalley","2009","Apartment/Condo","4","North Surrey","Surrey","4/30/2014","Touchbase or Text","2","$1,841.00","11/25/2013","027-927-075","22","$289.85","11/26/2013","$262,000","$285.40","0.94","2","2","CD","$278,000","1","918","$285.40","0.94","Apartment/Condo","1",,"604-612-5424","S-3.25% 1ST 100K/1.16% BAL","D'Corize",,"0",,,,"1","V3T 0C9",,"never lived in","BC",,,,
"F1325887","Land Only","S","19589 72 AVENUE","Clayton",,,,"Cloverdale","Surrey","1/19/2014","WestCor",,"$0.00","11/19/2013","028-986-512",,,"11/26/2013","$262,500","$91.34","0.97",,,"RF-9C","$272,000","7",,"$91.34","0.97","House/Single Family",,"Allowed Access","604-937-8267","S-$2500","Clayton Heights","97.38",,"29.53","No",,,"N0N 0N0","No",,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1026912","Residential Attached","S","306 8495 JELLICOE STREET","Fraserview VE","1997","Apartment/Condo","16","Vancouver East","Vancouver","2/20/2014","Jessica Smith","1","$1,018.00","9/11/2013","023-667-389","5","$250.66","11/25/2013","$262,500","$392.38","0.98","1","1","RES","$268,000","75","669","$392.38","0.94","Apartment/Condo","1",,"778-227-9666","3.225-100/1.1625","River Gate",,"1",,,,"1","V5S 2J4",,,"BC",,,,
"V1030924","Residential Attached","S","503 3489 ASCOT PLACE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","1/7/2014","Kim Taverna","1","$1,006.00","10/7/2013","018-909-213",,"$263.08","12/1/2013","$263,000","$366.30","0.98","1","2","STRATA","$268,000","55","718","$366.30","0.96","Apartment/Condo","1",,"604-351-0141","3.22% OF 1ST $100,000 + 1.1625% OF BALANCE","REGENT COURT",,"0",,,,,"V5R 6B6",,,"BC",,,,
"N232078","Residential Detached","S","1410 DRUMMOND STREET","Lakewood","1973","House/Single Family","40","PG City West (Zone 71)","Prince George","5/13/2014","JODI CHRISTIE","2","$2,844.00","11/9/2013","006-587-097",,,"11/25/2013","$263,000","$122.33","0.98","3","4","URS2A","$269,000","16","2,150","$122.33","0.98","House/Single Family","1",,"250-614-9504","$1.00 (ONE DOLLAR)",,,"1","0.00",,,"6","V2M 4J1",,,"BC",,,,
"V1035452","Residential Attached","S","307 2109 ROWLAND STREET","Central Pt Coquitlam","1993","Apartment/Condo","20","Port Coquitlam","Port Coquitlam","11/30/2014","Andria","2","$1,520.00","11/8/2013","018-869-165","3","$251.97","12/2/2013","$263,500","$256.07","0.96","2","2","RES","$275,000","24","1,029","$256.07","0.96","Apartment/Condo","1",,"604-721-9615","3.22% ON THE FIRST $100,000/1.16% ON BAL",,,"1",,,,"2","V3C 6J4",,"Dated November 8 2013","BC",,,,
"N231033","Residential Detached","S","1338 ALEZA CRESCENT","Lakewood","1967","House/Single Family","46","PG City West (Zone 71)","Prince George","1/31/2014","Tab or Theresa","2","$3,173.00","9/6/2013","011-872-764",,,"12/1/2013","$264,000","$100.99","0.99","3","4","RS2","$267,900","86","2,614","$100.99","0.94","House/Single Family","1",,"250-960-2373","3% ON 1ST $100,000/1% ON REMAINING","Lakewood",,"2",,,,,"V2M 4E8",,,"BC",,,,
"F1322189","Residential Detached","S","7668 PETERSON STREET","Mission BC","1970","House/Single Family","43","Mission","Mission","3/30/2014","Duane Meeks","2","$4,603.00","9/17/2013","002-291-827",,,"11/27/2013","$264,000","$134.69","0.98","2","4","RS-1","$269,000","71","1,960","$134.69","0.91","House/Single Family","1",,"604-820-0555","S-2.3% 1ST 100K/1.15% BAL",,"116","2","71.00",,,"2","V2V 3L6",,"ABSENTEE OWNER","BC",,,,
"V1038072","Residential Attached","S","4412 12635 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"12/2/2013","800-082-159","4","$197.00","12/2/2013","$264,900","$339.62","1.00","2","2","RM-5","$264,900","0","780","$339.62","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL","CEDAR DOWNS",,"1",,,,"1","V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"V1032625","Residential Attached","S","14 22308 124TH AVENUE","West Central","1990","Townhouse","23","Maple Ridge","Maple Ridge","12/17/2013","Touchbase Russ","2","$2,565.00","10/17/2013","015-378-098",,"$178.17","11/24/2013","$265,000","$246.51","0.98","2","2","RES","$269,900","38","1,075","$246.51","0.98","Townhouse","1",,,"3.255% 1ST $100,000 & 1.1625% BALANCE","Brandy Wynd Estate",,"1",,,,"3","V2X 0R6",,,"BC",,,,
"F1323190","Residential Attached","S","238 14861 98TH AVENUE","Guildford","1989","Townhouse","24","North Surrey","Surrey","2/2/2014","Sharon Mason","2","$1,441.00","10/2/2013","015-370-682","2","$320.00","11/24/2013","$265,000","$155.88","0.96","2","2","MR45","$274,900","53","1,700","$155.88","0.95","Townhouse","1",,"778-899-7546","S-3.22% 1ST 100K/1.15% BAL","THE MANSIONS",,"1",,,,"2","V3R 0A2",,,"BC",,,,
"V1029288","Residential Attached","S","111 245 ROSS DRIVE","Fraserview NW","2012","Apartment/Condo","1","New Westminster","New Westminster","3/31/2014","Cherif Malak","1","$1,517.00","9/25/2013","028-584-406","4","$218.00","11/22/2013","$266,000","$409.23","0.97","1","1","RES","$273,900","58","650","$409.23","0.97","Apartment/Condo","1",,"604-307-1896","4.255% ON 1ST 100K / 1.1625% ON BAL","THE GROVE",,"1",,,,"1","V3L 0C6",,"DEVELOPER'S DISCLOSURE","BC",,,,
"V1029580","Residential Attached","S","1403 3455 ASCOT PLACE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","12/31/2013","JACKSON YEUNG","1","$1,003.00","9/26/2013","018-667-147","14","$231.34","11/25/2013","$266,200","$405.79","0.97","1","1","CD-1","$275,000","60","656","$405.79","0.96","Apartment/Condo","1",,"778-863-8681","2.5% ON 1ST $100,000/1.1% ON BAL",,,"0",,,,,"V5R 6B7",,,"BC",,,,
"V1037561","Residential Attached","S","PH9 5248 GRIMMER STREET","Metrotown","2013","Apartment/Condo","0","Burnaby South","Burnaby","12/31/2014","HELEN LEE","1",,"11/23/2013","800-082-008","4","$116.00","11/24/2013","$269,900","$453.61","1.00","1","1","CD","$269,900","1","595","$453.61","1.00","Apartment/Condo","1",,"604-623-5309","3.5% ON 1ST $100,000/1% ON BAL","METRO 1",,"0",,,,"1","V5H 2H2",,"DISCLOSURE STATEMENT","BC",,,,
"V1035832","Residential Attached","S","306 4888 HAZEL STREET","Forest Glen BS","1997","Apartment/Condo","16","Burnaby South","Burnaby","6/30/2014","KEVIN","1","$1,682.00","11/12/2013","024-063-274",,"$189.00","11/25/2013","$270,000","$450.00","0.98","1","1","SLRC","$274,900","13","600","$450.00","0.98","Apartment/Condo","1",,"604-649-1918","3.9% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,"1","V5H 4T3",,,"BC",,,,
"V1012569","Residential Attached","S","1806 789 DRAKE STREET","Downtown VW","1991","Apartment/Condo","22","Vancouver West","Vancouver","12/30/2013","IGOR","1","$712.00","6/10/2013","016-260-597","20","$165.23","11/26/2013","$270,000","$680.10","0.93","1","0","MF","$289,000","169","397","$680.10","0.93","Apartment/Condo","1",,"604-783-8665","3.2% 1ST $100K / 1.1% BAL","CENTURY TOWER",,"0",,,,"0","V6Z 2N7",,"OVER NEVER OCCUPIED","BC",,,,
"V1010916","Residential Attached","S","110 7 RIALTO COURT","Quay","2006","Apartment/Condo","7","New Westminster","New Westminster","5/29/2014","KATE","1","$1,576.00","6/3/2013","026-345-421",,"$251.17","11/22/2013","$270,000","$369.86","0.93","2","1","MF","$291,500","172","730","$369.86","0.93","Apartment/Condo","1",,"604-375-9652","3.255% ON FIRST $100,000.0 AND 1.1625% ON BALANCE","MURANO",,"1",,,,"1","V3M 7A8",,,"BC",,,,
"F1321199","Residential Attached","S","10 9088 HOLT ROAD","Queen Mary Park Surrey","1994","Townhouse","19","Surrey","Surrey","3/31/2014","WAYNE","2","$1,435.00","9/9/2013","018-896-278","1","$173.81","11/22/2013","$270,000","$260.37","0.98","2","2","MF","$276,500","74","1,037","$260.37","0.98","Townhouse","1",,"604-880-2209","S-3.22% 1ST 100K/1.15% BAL","Ashley Grove",,"0",,,,"2","V3V 4H3",,,"BC",,,,
"V1018746","Residential Attached","S","312 1010 HOWE STREET","Downtown VW","1982","Apartment/Condo","31","Vancouver West","Vancouver","4/18/2014","MATT","1","$988.00","7/18/2013","023-598-557","11","$254.06","11/21/2013","$270,000","$507.52","0.92","1","1","DD","$295,000","126","532","$507.52","0.92","Apartment/Condo","1",,"604-782-2614","3.1% ON THE 1ST $100,000/1.15% ON THE BAL","1010 HOWE",,"0",,,,,"V6Z 1P5",,,"BC",,,,
"V1027199","Residential Attached","S","407 2439 WILSON AVENUE","Central Pt Coquitlam","1994","Apartment/Condo","19","Port Coquitlam","Port Coquitlam","3/13/2014","LEANNE DROLET OR TOUCHBASE","2","$1,634.00","9/13/2013","018-461-603","4","$303.37","11/28/2013","$271,000","$245.03","0.97","2","2","AH","$279,900","76","1,106","$245.03","0.95","Apartment/Condo","1",,"778-840-7211","3.255 ON 1ST $100,000/1.1625 ON BAL","AVEBURY POINT",,"1",,,,,"V3C 6H6",,,"BC",,,,
"N232344","Residential Detached","S","611 LACOMA STREET","Lakewood","1973","House/Single Family","40","PG City West (Zone 71)","Prince George","3/24/2014","PAT/JEN","2","$2,893.00","11/22/2013","004-406-401",,,"11/27/2013","$272,500","$115.47","0.97","3","4","RS2","$279,900","5","2,360","$115.47","0.97","House/Single Family","1",,"250-960-2388","3% ON 1ST $100,000/1.5% ON THE BAL","LAKEWOOD",,"2","0.00",,,"4","V2M 5G3",,,"BC",,,,
"V1029590","Residential Attached","S","108 1420 PARKWAY BOULEVARD","Westwood Plateau","2001","Apartment/Condo","12","Coquitlam","Coquitlam","3/26/2014","TOUCHBASE","2","$1,728.00","9/24/2013","025-075-756","4","$260.00","11/24/2013","$272,500","$324.40","0.99","2","2","MF","$274,999","61","840","$324.40","0.91","Apartment/Condo","1",,"778-997-0799","3.2% 1ST $100,000 AND 1.15% BALANCE","THE MONTREAUX",,"1",,,,"2","V3E 3J6",,"TENANTED; PDS DATED SEPT 24, 2013","BC",,,,
"V989951","Residential Attached","S","1610 5380 OBEN STREET","Collingwood VE","2006","Apartment/Condo","7","Vancouver East","Vancouver","12/31/2014","Morning Yu","1","$1,090.00","2/2/2013","026-588-170",,"$168.00","12/2/2013","$273,000","$475.61","0.98","1","1","PM","$279,000","303","574","$475.61","0.83","Apartment/Condo","1",,"604-719-3307","3.255% OF $100,000/1.1625% OF BAL",,,"0",,,,"1","V5R 6H7",,,"BC",,,,
"V1033114","Residential Attached","S","104 3080 LONSDALE AVENUE","Upper Lonsdale","1975","Apartment/Condo","38","North Vancouver","North Vancouver","3/31/2014","Bill Mason","1","$1,501.00","10/20/2013","003-502-538",,"$338.03","11/27/2013","$274,000","$263.21","0.92","2","2","MF","$299,000","38","1,041","$263.21","0.81","Apartment/Condo","1",,"604-988-8000","3.22% ON 1ST $100,000 + 1.15% ON BALANCE","Upper Lonsdale",,"0",,,,"1","V7N 3J5",,,"BC",,,,
"V1037071","Residential Attached","S","5204 12655 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"11/21/2013","800-081-911","4","$197.00","11/21/2013","$274,900","$292.14","1.00","2","2","RM-5","$274,900","0","941","$292.14","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,,"V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"V1036800","Residential Attached","S","1404 2004 FULLERTON AVENUE","Pemberton NV","1977","Apartment/Condo","36","North Vancouver","North Vancouver","8/6/2014","Rosalinda Voth","1","$1,473.00","11/15/2013","003-975-487","17","$421.45","11/25/2013","$275,000","$318.29","1.00","1","2","RH2","$275,000","10","864","$318.29","1.00","Apartment/Condo","1",,"604-250-4996","3.22% ON 1ST $100,000/1.15% ON BAL","WOODCROFT ESTATES",,"0",,,,,"V7P 3G8",,"POWER OF ATTORNEY","BC",,,,
"V1030497","Residential Attached","S","203 2020 FULLERTON AVENUE","Pemberton NV","1975","Apartment/Condo","38","North Vancouver","North Vancouver","12/15/2013","Team Clarke","1","$1,421.00","10/3/2013","003-804-925","13","$405.52","11/24/2013","$275,000","$285.57","0.95","2","2","MULTI","$289,900","52","963","$285.57","0.92","Apartment/Condo","1",,"604-220-2020","3.22/100 - 1.15","Woodcroft Estates",,"0",,,,"1","V7P 3G3",,,"BC",,,,
"V1021417","Residential Attached","S","302 2388 TRIUMPH STREET","Hastings","1995","Apartment/Condo","18","Vancouver East","Vancouver","2/3/2014","Grace","1","$1,182.00","8/3/2013","019-047-428","3","$355.00","11/21/2013","$275,000","$381.41","0.95","1","2","RM-3A","$289,000","110","721","$381.41","0.92","Apartment/Condo","1",,"604-220-8228","2.3% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,"1","V5L 1L5",,,"BC",,,,
"V1033964","Residential Attached","S","101 3004 ST. GEORGE STREET","Port Moody Centre","1975","Apartment/Condo","38","Port Moody","Port Moody","12/31/2013","THE AXFORDS","1","$1,372.00","10/29/2013","001-157-477","2","$145.00","11/26/2013","$275,000","$248.87","0.93","2","3","MF","$295,900","28","1,105","$248.87","0.93","Apartment/Condo","1",,"778-355-0116","3.255 ON 1ST 100,000/1.1625 ON BAL",,,"0",,,,"1","V3H 2H7",,,"BC",,,,
"N230374","Residential Detached","S","2933 MARION AVENUE","Lakelse Lake","9999","House with Acreage","999","Terrace (Zone 88)","Lakelse Lake","11/30/2013","JOHN/SHEILA","1","$2,600.00","8/22/2013","006-553-699",,,"11/28/2013","$275,000","$106.34","0.98","2","4","RR1","$279,900","98","2,586","$106.34","0.98","House with Acreage","1",,"250-632-1400","3% ON $100,000/1.5% ON BALANCE","JACKPINE FLATS",,"1","0.00",,,"6","V8G 0G5",,,"BC",,,,
"V1031927","Residential Detached","S","12466 208TH STREET","Northwest Maple Ridge","1970","House/Single Family","43","Maple Ridge","Maple Ridge","12/11/2013","REG PERRY","2","$3,631.00","10/11/2013","010-255-524",,,"11/24/2013","$275,000","$143.23","1.06","2","5","SFD","$259,900","44","1,920","$143.23","1.06","House/Single Family","1",,"604-805-7355","3.255% ON 1ST $100,000/1.1625% ON BAL",,"150","2","60.00",,,"1","V2X 4X2",,"CONDUCT OF SALE","BC",,,,
"F1324034","Residential Attached","S","506 21937 48TH AVENUE","Murrayville","1989","Townhouse","24","Langley","Langley","3/31/2014","TOUCHBASE GEOFF","2","$2,290.00","10/12/2013","013-935-551",,"$261.69","12/2/2013","$275,500","$183.67","0.98","2","2","RM2","$279,900","51","1,500","$183.67","0.98","Townhouse","1",,"604-530-0231","S-3.22% 1ST 100K/1.15% BAL*","ORANGEWOOD",,"1",,,,"2","V3A 8C3",,,"BC",,,,
"F1325946","Residential Attached","S","19 15175 62A AVENUE","Sullivan Station","2005","Townhouse","8","Surrey","Surrey","2/18/2014","MICHELLE McCONNELL","2","$1,928.00","11/18/2013","026-548-321",,"$225.00","11/24/2013","$276,000","$208.93","0.97","2","3","MF","$284,900","6","1,321","$208.93","0.97","Townhouse","1",,"604-583-2000","S-3.5% 1ST 100K/1.25% BAL*","BROOKLANDS",,"1",,,,"2","V3S 1X1",,"COURT ORDERED SALE","BC",,,,
"V978785","Residential Attached","S","24 11160 KINGSGROVE AVENUE","Ironwood","1979","Townhouse","33","Richmond","Richmond","11/30/2013","HANNA SOUCKER","1","$1,432.00","10/29/2012","001-720-571","2","$206.80","11/29/2013","$276,000","$264.62","0.93","1","2","016","$298,000","396","1,043","$264.62","0.85","Townhouse","1",,"604-538-8888","3.255% ON 1ST $100,000/1.1625% ON BAL","CEDAR GROVE ESTATES",,"0",,,,"1","V7A 3A9",,"UPON ACCEPTED OFFER","BC",,,,
"V1026866","Residential Attached","S","701 1330 HORNBY STREET","Downtown VW","1986","Apartment/Condo","27","Vancouver West","Vancouver","12/10/2013","Linda To","1","$1,197.00","9/10/2013","004-633-164",,"$216.88","11/26/2013","$276,000","$480.00","0.99","1","1","DD","$279,900","77","575","$480.00","0.99","Apartment/Condo","1",,"604-771-7008","3.25% ON 1ST $100K/1.165% ON BAL",,,"0",,,,,"V6Z 1W5",,,"BC",,,,
"V1034432","Residential Attached","S","309 2320 TRINITY STREET","Hastings","1974","Apartment/Condo","39","Vancouver East","Vancouver","3/31/2014","LIZ CARNEY","1","$1,073.00","10/31/2013","003-703-061","3","$290.57","11/27/2013","$276,000","$389.28","0.97","1","1","RM-3A","$285,000","27","709","$389.28","0.97","Apartment/Condo","1",,"604-603-3095","4.255% ON 1ST $100,000/1.1625% ON BAL","TRINITY MANOR",,"0",,,,"1","V5L 4W7",,,"BC",,,,
"V1036149","Residential Attached","S","1604 2968 GLEN DRIVE","North Coquitlam","2012","Apartment/Condo","1","Coquitlam","Coquitlam","6/28/2014","ANNE","1","$1,881.00","11/14/2013","028-869-966",,"$185.00","12/1/2013","$278,000","$429.68","0.97","1","1","MF","$286,000","17","647","$429.68","0.97","Apartment/Condo","1",,"778-773-8202","3.05% 1ST $100,000/1.16% BAL",,,"0",,,,"1","V3B 0C4",,,"BC",,,,
"V1030853","Residential Attached","S","211 1718 NELSON STREET","West End VW","1978","Apartment/Condo","35","Vancouver West","Vancouver","1/6/2014","BRIAN LEA","1","$1,130.00","10/4/2013","002-454-475","4","$308.04","12/2/2013","$278,000","$494.66","0.96","1","1","RM5A","$289,000","59","562","$494.66","0.93","Apartment/Condo","1",,"778-231-0126","$3,000","REGENCY TERRACE",,"1",,,,"1","V6G 1M8",,,"BC",,,,
"V1036109","Residential Attached","S","305 1877 W 5TH AVENUE","Kitsilano","1976","Apartment/Condo","37","Vancouver West","Vancouver","5/12/2014","George Deol","1","$1,191.00","11/12/2013","003-780-503",,"$240.00","11/26/2013","$278,000","$442.68","0.93","1","1","RM4","$299,900","14","628","$442.68","0.93","Apartment/Condo","1",,"604-562-5090","3.2% ON FIRST 100K AND 1.1% ON BAL",,,"0",,,,"1","V6J 1P5",,,"BC",,,,
"V1037468","Residential Attached","S","PH17 418 E BROADWAY","Mount Pleasant VE","1999","Apartment/Condo","14","Vancouver East","Vancouver","5/24/2014","Pip - Text or TB ok","1","$1,012.00","11/26/2013","024-263-958",,"$187.20","12/1/2013","$278,000","$517.69","1.10","1","1","C2-C","$252,000","5","537","$517.69","1.10","Apartment/Condo","1",,"778-384-4234","3.225% ON THE FIRST $100,000/ 1.1625% ON THE BALAN",,,"1",,,,"1","V5T 1X2",,,"BC",,,,
"V1018754","Residential Attached","S","914 1010 HOWE STREET","Downtown VW","1982","Apartment/Condo","31","Vancouver West","Vancouver","4/18/2014","MATT","1","$931.00","7/18/2013","023-599-413","11","$243.69","11/28/2013","$278,000","$550.50","0.87","1","1","DD","$321,000","133","505","$550.50","0.87","Apartment/Condo","1",,"604-782-2614","3.1% ON THE 1ST $100,000/1.15% ON THE BAL","1010 HOWE",,"0",,,,"1","V6Z 1P5",,,"BC",,,,
"N232165","Residential Detached","S","4813 POHLE AVENUE","Terrace - City","9999","House/Single Family","999","Terrace (Zone 88)","Terrace","2/15/2014","JAMES DUFFY","2","$3,415.00","11/15/2013","005-370-167",,,"12/2/2013","$279,000","$120.88","0.98","2","5","R2","$284,900","17","2,308","$120.88","0.98","House/Single Family","2",,"250-635-9184","2.5% ON $100,000/1% ON BALANCE",,"102","0","63.00",,,"2","V8G 1J4",,,"BC",,,,
