"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N224287","Residential Detached","S","6366 MARIGOLD AVENUE","Fort St. John - Rural E 100th","1971","Manufactured with Land","42","Fort St. John (Zone 60)","Fort St. John","1/15/2014","CHERYL/CHAD","1","$983.00","1/14/2013","012-511-935",,,"9/20/2013","$258,803","$193.71","0.97","1","3","R1","$265,900","249","1,336","$193.71","0.93","Manufactured with Land","1",,"250-785-8051","3% ON 1ST $100,000/1.5% ON BALANCE",,,"1","0.00",,,,"V1J 4M6",,,"BC",,,,
"V1028342","Residential Detached","S","20392 LORNE AVENUE","Southwest Maple Ridge","1946","House/Single Family","67","Maple Ridge","Maple Ridge","3/16/2014","KELLY-RAE BROOKS","2","$2,727.00","9/16/2013","000-983-128",,,"9/22/2013","$259,000","$164.86","0.96","2","3","SFD","$269,000","6","1,571","$164.86","0.96","House/Single Family","1",,"778-836-3254","3.255% ON 1ST $100,000/1.1625% ON BAL",,"120.0","1","60.00",,,"6","V2X 1G5",,,"BC",,,,
"F1318710","Residential Attached","S","9 9340 128TH STREET","Queen Mary Park Surrey","1974","Townhouse","39","Surrey","Surrey","12/31/2013","Barry","1","$1,383.00","8/3/2013","001-138-626","2","$185.00","9/22/2013","$259,900","$155.54","0.96","2","3","RT","$269,900","50","1,671","$155.54","0.96","Townhouse","1",,"604-340-2700","S-3.15% 1ST 100K/1.15% BAL","Surrey Meadows",,"1",,,,"1","V3V 6A4",,,"BC",,,,
"F1322286","Residential Attached","S","34 31032 WESTRIDGE PLACE","Abbotsford West","2013","Townhouse","0","Abbotsford","Abbotsford","12/18/2013","Judy Rohatyn","2",,"9/18/2013","029-124-981","3","$176.49","9/19/2013","$259,900","$212.86","1.00","2","2","RM60","$259,900","1","1,221","$212.86","1.00","Townhouse","1",,"604-607-7801","S-3.255% 1ST 100K/1.1625% BAL","Harvest",,"0",,,,"2","V2T 0C6",,"new construction","BC",,,,
"N227024","Residential Detached","S","6120 CUMMINGS ROAD","Pineview","1978","House with Acreage","35","PG Rural South (Zone 78)","Prince George","10/31/2013","HELEN LECKIE","2","$1,906.00","5/4/2013","014-019-400",,,"9/17/2013","$260,000","$80.85","0.88","3","4","RR1","$297,000","136","3,216","$80.85","0.85","House with Acreage","1",,"250-565-4668","3% ON FIRST $100,000 1.25% ON BALANCE",,,"1","0.00",,,"10","V2N 2J3",,,"BC",,,,
"N228986","Residential Attached","S","10862 102ND STREET","Fort St. John - City NW","1978","Townhouse","35","Fort St. John (Zone 60)","Fort St. John","1/2/2014","JACKIE CAREW","1","$2,135.00","7/2/2013","004-853-172","2","$238.00","9/17/2013","$260,000","$169.38","0.95","2","3","RM1","$274,000","77","1,535","$169.38","0.93","Townhouse","1",,"250-793-8798","$5,000","CEDAR VILLAGE",,"0",,,,"4","V1J 4X7",,,"BC",,,,
"V1009047","Residential Attached","S","103 22611 116TH AVENUE","East Central","1990","Apartment/Condo","23","Maple Ridge","Maple Ridge","10/30/2013","DAVID WANSINK","2","$2,405.00","5/21/2013","016-246-730",,"$301.23","9/17/2013","$260,000","$193.45","0.98","2","2","RM2","$264,900","119","1,344","$193.45","0.91","Apartment/Condo","1",,"604-820-0555","3.225%-1ST $100K/1.1625% BAL","ROSEWOOD COURT",,"1",,,,"1","V2X 0W7",,"UPON OFFER","BC",,,,
"V1020005","Residential Attached","S","208 6893 PRENTER STREET","Highgate","1998","Apartment/Condo","15","Burnaby South","Burnaby","11/15/2013","Jo-Anne Harrington","1","$1,775.00","7/28/2013","024-305-324","4","$224.83","9/14/2013","$260,000","$381.79","0.93","1","1","MULTI","$279,900","48","681","$381.79","0.92","Apartment/Condo","1",,"604-649-6569","3.255% 1ST 100K/1.1625% ON BAL","Ventura",,"1",,,,"1","V5E 4L3",,,"BC",,,,
"N230850","Residential Detached","S","2136 GREGORY PLACE","Edgewood Terrace","1972","House/Single Family","41","PG City North (Zone 73)","Prince George","11/15/2013","HARVEY CLARK","2","$2,832.00","9/9/2013","011-746-459",,,"9/13/2013","$260,000","$119.05","0.96","2","4","RS1","$269,900","4","2,184","$119.05","0.96","House/Single Family","1",,"250-613-6607","3% ON 1ST $100,000/1% ON BALANCE",,,"2","0.00",,,"6","V2K 1C2",,,"BC",,,,
"F1315338","Residential Attached","S","15 36060 OLD YALE ROAD","Abbotsford East","1991","Townhouse","22","Abbotsford","Abbotsford","12/31/2013","TOUCHBASE PLEASE","2","$1,895.00","6/24/2013","017-385-784","2","$225.82","9/19/2013","$261,000","$188.72","0.97","3","3","MF","$269,900","87","1,383","$188.72","0.95","Townhouse","1",,"778-808-7117","S-3.2% 1ST 100K/1.15% BAL","Mountain View",,"1",,,,"2","V3G 2E9",,"SELLER DOES NOT LIVE THERE","BC",,,,
"V1028993","Residential Attached","S","509 500 ROYAL AVENUE","Queens Park","2014","Apartment/Condo","0","New Westminster","New Westminster","11/19/2013","LOUISE BARBOUR","1",,"9/19/2013","800-080-164","6","$221.47","9/22/2013","$261,900","$401.07","1.00","1","1","RM6","$261,900","3","653","$401.07","1.00","Apartment/Condo","1",,"604-525-8980","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BAL.","DOMINION",,"0",,,,"1","V0V 0V0",,,"BC",,,,
"V1010355","Residential Attached","S","308 545 FOSTER AVENUE","Coquitlam West","2013","Apartment/Condo","0","Coquitlam","Coquitlam","12/31/2013","Stella Price's Office","1","$574.00","5/31/2013","800-077-104","4","$136.20","9/17/2013","$262,000","$431.63","0.98","1","1","RES","$268,000","109","607","$431.63","0.88","Apartment/Condo","1",,"604-415-2908","3.255% ON 1ST 100K / 1.1625% ON BAL*","Foster",,"0",,,,"1","V3J 3W2",,"Brand New - Never Lived In","BC",,,,
"H1300854","Residential Detached","S","46335 LORING AVENUE","Chilliwack E Young-Yale","1984","House/Single Family","29","Chilliwack","Chilliwack","11/30/2013","HARVEY MUXLOW","2","$1,818.00","3/1/2013","000-689-424",,,"9/16/2013","$263,000","$127.18","0.97","2","3","R1A","$269,900","199","2,068","$127.18","0.96","House/Single Family","1",,"604-793-8517","3% 1ST 100K/1.25% BAL L 1/2 BF",,"96, .14 AC","1","62.00",,,"6","V2P 7M5",,,"BC",,,,
"V1007636","Residential Attached","S","334 15 PARK PLACE","Out of Town","2009","Recreational","4","Out of Town","No City Value","12/31/2013","Alan Skinner","1","$2,013.00","5/13/2013","028-043-403","4","$374.00","9/16/2013","$264,000","$440.00","0.90","1","1","MF","$293,800","126","600","$440.00","0.90","Recreational","1",,"604-626-2526","3.25% 1ST $100 PLUS 1.12% BAL","Osoyoos, Watermark Beach Resort",,"1",,,,,"V0H 1V0",,,"BC",,,,
"H1303188","Residential Detached","S","46724 AUBURN PLACE","Chilliwack E Young-Yale","1980","House/Single Family","33","Chilliwack","Chilliwack","8/14/2014","CHRIS JANAS","2","$1,997.00","8/14/2013","005-440-327",,,"9/13/2013","$265,000","$161.09","0.96","2","4","R1A","$275,000","30","1,645","$161.09","0.89","House/Single Family","1",,"604-308-3177","2.5% 1ST 100K/1% BAL L 1/2 BF",,"195/ .31 AC","0","70.00",,,,"V2P 7J5",,,"BC",,,,
"V1028522","Residential Attached","S","311 12148 224TH STREET","East Central","1999","Apartment/Condo","14","Maple Ridge","Maple Ridge","1/19/2014","GORDON","2","$2,051.00","9/19/2013","024-607-941",,"$214.54","9/19/2013","$265,000","$232.25","0.98","2","2","MF","$269,900","0","1,141","$232.25","0.98","Apartment/Condo","1",,"604-250-0594","3.255% ON 1ST $100,000/1.1624% ON BAL","PANORAMA AT ECRA",,"1",,,,"0","V2X 3N8",,"SOLD BY POA","BC",,,,
"V1011396","Residential Attached","S","2 19236 119TH AVENUE","Central Meadows","1988","Townhouse","25","Pitt Meadows","Pitt Meadows","12/31/2013","DONNA","2","$2,742.00","6/5/2013","012-649-058",,"$200.00","9/20/2013","$266,000","$181.57","0.98","3","2","RM-1","$272,900","107","1,465","$181.57","0.96","Townhouse","1",,"604-467-0811","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BAL",,,"1",,,,"2","V3Y 2E8",,,"BC",,,,
"N231002","Residential Detached","S","10347 100A STREET","Taylor","1998","Manufactured with Land","15","Fort St. John (Zone 60)","Taylor","2/28/2014",,"1","$1,815.00","9/17/2013","024-806-242",,,"9/20/2013","$266,000","$168.78","0.95","1","3","R2","$279,900","3","1,576","$168.78","0.95","Manufactured with Land","1",,"250-264-7774","3% ON 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,"4","V0C 2K0",,,"BC",,,,
"V1026873","Residential Attached","S","417 1330 BURRARD STREET","Downtown VW","1978","Apartment/Condo","35","Vancouver West","Vancouver","12/31/2013","BLAKE LILLY","1","$982.00","9/10/2013","006-344-500",,"$207.37","9/16/2013","$266,900","$507.41","0.99","1","1","DD","$269,900","6","526","$507.41","0.99","Apartment/Condo","1",,"604-732-1336","3.255-100/1.1625","ANCHOR POINT",,"0",,,,,"V6Z 2B8",,,"BC",,,,
"V1028839","Residential Attached","S","311 7377 14TH AVENUE","Edmonds BE","2013","Apartment/Condo","0","Burnaby East","Burnaby","4/1/2014","ARIF","1","$0.00","9/19/2013","028-976-321","4","$122.44","9/20/2013","$267,000","$439.87","0.97","2","1","RM3","$274,900","1","607","$439.87","0.97","Apartment/Condo","1",,"604-506-7653","3.255% ON FIRST $100,000 / 1.1625% ON BALANCE","VIBE",,"0",,,,,"V3N 1Z5",,,"BC",,,,
"N229969","Residential Detached","S","7777 LEYDEN CRESCENT","Lower College","1976","House/Single Family","37","PG City South (Zone 74)","Prince George","11/3/2013","DEAN","2","$3,063.00","8/3/2013","003-700-879",,,"9/13/2013","$267,000","$100.23","0.95","3","4","RS2","$279,800","41","2,664","$100.23","0.91","House/Single Family","1",,"250-612-1709","3% ON THE 1ST $100,000 + 1.2% ON BALANCE","LOWER COLLEGE HEIGHTS",,"2","0.00",,,,"V2N 3R8",,,"BC",,,,
"F1316885","Residential Detached","S","31811 DOWNES ROAD","Abbotsford West","9999","House/Single Family","999","Abbotsford","Abbotsford","1/9/2014","Rodney Boss","1","$2,432.00","7/11/2013","011-253-312",,,"9/21/2013","$267,000","$197.78","0.92","2","2","A1","$289,000","72","1,350","$197.78","0.84","House/Single Family","1",,"604-730-1311","S-3% 1ST 100K/1.15% BAL",,"78","0","121.00",,,"8","V4X 2M8",,"NEVER LIVED IN","BC",,,,
"V1025489","Residential Detached","S","345 GLASSFORD ROAD","Gibsons & Area","9999","House/Single Family","999","Sunshine Coast","Gibsons","3/31/2014","DAVE BRACKETT","1","$2,045.00","9/3/2013","010-918-507",,,"9/20/2013","$267,000","$285.26","0.96","1","2","R1","$279,000","17","936","$285.26","0.96","House/Single Family","1",,"778-839-0219","3.255% 1ST $100,000/1.1625% BAL",,,"1",,,,"4","V0N 1V8",,"EXECUTOR HAS NEVER LIVED IN HOME","BC",,,,
"F1311942","Residential Detached","S","111 2062 KING GEORGE BOULEVARD","King George Corridor","1990","Manufactured with Land","23","South Surrey White Rock","Surrey","10/5/2013","DIANE","2","$1,643.00","5/5/2013","002-276-712",,"$85.00","9/21/2013","$267,900","$214.32","0.96","2","2","MHR","$279,000","139","1,250","$214.32","0.96","Manufactured with Land","1",,"604-803-0424","S-3.22% 1ST 100K/1.15% BAL","Park Ave",,"0",,,,"3","V4A 5A2",,"SELLER NEVER LIVED IN THIS UNIT","BC",,,,
"F1317763","Residential Attached","S","28 2023 WINFIELD DRIVE","Abbotsford East","1994","Townhouse","19","Abbotsford","Abbotsford","10/22/2013","JARNO","2","$2,221.00","7/22/2013","018-048-421",,"$240.00","9/13/2013","$268,000","$159.52","0.98","2","2","MF","$274,500","53","1,680","$159.52","0.96","Townhouse","1",,"604-888-7424","S-3.225% 1ST 100K/1.15% BAL","Meadowview",,"1",,,,"2","V3G 1K5",,,"BC",,,,
"F1320770","Residential Attached","S","102 6450 194TH STREET","Clayton","2012","Apartment/Condo","1","Cloverdale","Surrey","3/4/2014","Justine Pope","2","$1,483.00","9/4/2013","028-736-702",,"$312.09","9/21/2013","$268,000","$308.05","0.99","2","2","MF","$269,900","17","870","$308.05","0.99","Apartment/Condo","1",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL*","WATERSTONE",,"0","0.00",,,"2","V4N 6J8",,,"BC",,,,
"F1224511","Residential Attached","S","15 6140 192ND STREET","Cloverdale BC","1989","Townhouse","23","Cloverdale","Surrey","11/30/2013","Touchbase Stephan please","2","$1,795.00","10/2/2012","011-391-472","2","$287.98","9/22/2013","$268,000","$187.94","0.97","3","3","RM-15","$277,500","355","1,426","$187.94","0.93","Townhouse","1",,"604-341-7455","S-3% 1ST 100K/1.25% BAL","Estates at manor Ridge","0","1","0.00",,,"1","V3S 7V7",,,"BC",,,,
"V1027379","Residential Attached","S","302 1433 E 1ST AVENUE","Grandview VE","1992","Apartment/Condo","21","Vancouver East","Vancouver","12/31/2013","JILL/ NO TOUCHBASE","1","$1,219.00","9/13/2013","017-164-508","4","$333.05","9/15/2013","$269,000","$324.10","0.96","2","2","RM-4N","$279,900","2","830","$324.10","0.96","Apartment/Condo","1",,"604-616-0197","3.255-100/1.1625","Grandview Gardens",,"1",,,,"2","V5N 1A4",,,"BC",,,,
"H1300160","Residential Detached","S","2063 DUNN PLACE","Agassiz","2003","House/Single Family","10","Agassiz","Agassiz","9/30/2013","ALLAN/TAYLOR","3","$1,852.00","1/10/2013","025-722-620",,"$0.00","9/20/2013","$269,000","$133.83","0.97","3","4","R1","$278,900","253","2,010","$133.83","0.95","House/Single Family","2",,"604-796-3000","3% 1ST 100K/1.25% BAL L1/2BF",,,"1","22.00",,,"4","V0M 1A1",,"OWNER HASN'T LIVED THERE","BC",,,,
"V1013424","Residential Attached","S","103 444 LONSDALE AVENUE","Lower Lonsdale","1980","Apartment/Condo","33","North Vancouver","North Vancouver","12/18/2013","TINA NG","1","$1,270.00","6/18/2013","006-129-021","12","$268.79","9/15/2013","$269,000","$377.81","0.96","1","1","APT","$279,900","89","712","$377.81","0.91","Apartment/Condo","1",,"604-808-8936","3% 1ST $100,000 / 1% BAL","ROYAL KENSINGTON",,"0",,,,"1","V7M 3H5",,,"BC",,,,
"N230977","Residential Detached","S","8808 75TH STREET","Fort St. John - City SE","2004","Manufactured with Land","9","Fort St. John (Zone 60)","Fort St. John","2/28/2014","SANDY","2","$2,146.00","9/15/2013","012-482-617",,,"9/18/2013","$269,900","$221.96","1.00","3","3","R4","$269,900","3","1,216","$221.96","1.00","Manufactured with Land","1",,"250-793-5705","3% ON 1ST $100,000/1.5% ON REMAINDER",,"150","0","49.00",,,"4","V1J 2Y8",,,"BC",,,,
"F1322434","Residential Attached","S","43 31032 WESTRIDGE PLACE","Abbotsford West","2013","Townhouse","0","Abbotsford","Abbotsford","12/14/2013","JUDY ROHATYN","2",,"9/14/2013","029-125-073","3","$185.78","9/14/2013","$269,900","$208.26","1.00","2","2","RM60","$269,900","0","1,296","$208.26","1.00","Townhouse","1",,"604-607-7801","S-3.255% 1ST 100K/1.1625% BAL","HARVEST",,"0",,,,"3","V2T 0C6",,"NEW CONSTRUCTION","BC",,,,
"N230001","Residential Detached","S","4101 BELLAMY ROAD","Mount Alder","1978","House/Single Family","35","PG City North (Zone 73)","Prince George","11/8/2013","STEVE","2","$3,074.00","8/6/2013","005-333-750",,,"9/19/2013","$270,000","$98.94","0.98","3","6","RS1","$274,900","44","2,729","$98.94","0.98","House/Single Family","1",,"250-617-3926","3% ON 1ST $100,000/1.2% ON BALANCE","MOUNT ALDER",,"1","0.00",,,,"V2K 3W2",,,"BC",,,,
"F1310074","Residential Attached","S","301 1533 BEST STREET","White Rock","1992","Apartment/Condo","21","South Surrey White Rock","White Rock","12/17/2013","Taz","1","$1,907.00","4/22/2013","017-706-467","3","$260.95","9/13/2013","$270,000","$267.33","0.97","1","2","MFD","$279,000","144","1,010","$267.33","0.90","Apartment/Condo","1",,"604-720-5426","S-3.22% 1ST 100K/1.15% BAL","TIVOLI",,"1",,,,"1","V4B 4E9",,,"BC",,,,
"N228590","Residential Detached","S","580 PILLSBURY AVENUE","Prince Rupert - City","1979","House/Single Family","34","Prince Rupert (Zone 52)","Prince Rupert","12/17/2013","JEFF","2","$3,084.00","6/17/2013","007-790-805",,,"9/16/2013","$271,000","$142.56","0.97","3","4","R1","$279,000","91","1,901","$142.56","0.94","House/Single Family","1",,"250-624-9444","3% ON THE 1ST $100,000 AND 1.5% ON BALANCE",,,"1","0.00",,,"4","V8J 3Z6",,,"BC",,,,
"V1014763","Residential Attached","S","302 3455 ASCOT PLACE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","10/30/2013","Joseph Wong","1","$1,048.00","6/25/2013","018-665-951",,"$261.67","9/18/2013","$272,000","$365.10","0.95","1","2","CD-1","$285,000","85","745","$365.10","0.94","Apartment/Condo","1",,"604-809-5989","3.255% ON 1ST 100K / 1.1625% ON BAL",,,"0",,,,"1","V5R 6B7",,"upon accepted offer","BC",,,,
"F1310912","Residential Attached","S","21 7127 124 STREET","West Newton","1996","Townhouse","17","Surrey","Surrey","12/31/2013","May","2","$1,433.00","5/3/2013","023-049-154",,"$215.00","9/20/2013","$272,000","$263.31","0.97","2","2","MF","$282,000","140","1,033","$263.31","0.97","Townhouse","1",,"778-288-3312","S-3.22% 1ST 100K/1.15% BAL+BONUS*",,"0","1","0.00",,,"2","V3W 3W9",,,"BC",,,,
"N222628","Residential Detached","S","23557 RIDGE ROAD","Smithers - Rural","1997","House with Acreage","15","Smithers And Area (Zone 54)","Smithers","12/31/2013","LEO LUBBERS","1","$1,235.00","9/24/2012","023-549-904",,,"9/20/2013","$273,000","$156.90","0.96","1","3","H-1","$285,000","361","1,740","$156.90","0.91","House with Acreage","1",,"250-847-1292","3% ON 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,,"V0J 2N1",,,"BC",,,,
"F1316549","Residential Attached","S","13 6533 121ST STREET","West Newton","2005","Townhouse","8","Surrey","Surrey","10/30/2013","JUDY TANG","2","$1,721.00","7/10/2013","025-485-008","3","$202.51","9/16/2013","$273,000","$214.96","0.98","2","2","RM","$278,000","68","1,270","$214.96","0.97","Townhouse","1",,"604-377-7682","S-3.22% 1ST 100K/1.15% BAL","STONEBRIAR",,"1",,,,"2","V3W 1M5",,,"BC",,,,
"F1321750","Residential Attached","S","40 31255 UPPER MACLURE ROAD","Abbotsford West","1994","Townhouse","19","Abbotsford","Abbotsford","11/30/2013","Michele","2","$1,998.00","9/15/2013","018-312-039",,"$235.00","9/20/2013","$274,000","$164.07","0.98","2","3","RM25","$278,800","5","1,670","$164.07","0.98","Townhouse","1",,"604-832-8229","S-3.22% 1ST 100K/1.15% BAL","Country Lane",,"1","0.00",,,"3","V2T 5N4",,,"BC",,,,
"F1312105","Residential Attached","S","51 15175 62A AVENUE","Sullivan Station","2005","Townhouse","8","Surrey","Surrey","12/30/2013","Mike Uppal","2","$1,882.00","5/20/2013","026-188-261","3","$202.00","9/15/2013","$274,000","$226.45","0.97","2","2","STRATA","$283,000","118","1,210","$226.45","0.93","Townhouse","1",,"778-772-2919","S-3.22% 1ST 100K/1.15% BAL","Panorama Place",,"1","0.00",,,"2","V3S 1X1",,"Upon accepted offer","BC",,,,
"V1021319","Residential Attached","S","703 12148 224TH STREET","East Central","2000","Apartment/Condo","13","Maple Ridge","Maple Ridge","11/4/2013","LYNDY","2","$2,220.00","8/4/2013","024-608-351","10","$211.11","9/21/2013","$275,000","$234.64","0.96","2","2","STRATA","$287,000","48","1,172","$234.64","0.94","Apartment/Condo","1",,"604-466-2838","3.255% ON 1ST $100,000 & 1.1625% ON BAL","THE PANORAMA - ECRA",,"1",,,,,"V2X 3N8",,,"BC",,,,
"V1020549","Residential Attached","S","1002 8297 SABA ROAD","Brighouse","1996","Apartment/Condo","17","Richmond","Richmond","10/31/2013","SHAN","1","$1,066.00","7/31/2013","023-470-453","15","$167.67","9/20/2013","$275,000","$453.05","0.96","1","1","CDT1","$288,000","51","607","$453.05","0.96","Apartment/Condo","1",,"778-388-6623","3.25% OF FIRST $100,000/ 1.16% ON BAL+$2,000 BONUS","ROSARIO GARDENS",,"0",,,,"1","V6Y 4B5",,,"BC",,,,
"V1023231","Residential Attached","S","2 1328 BRUNETTE AVENUE","Maillardville","1988","Townhouse","25","Coquitlam","Coquitlam","2/28/2014","CHRIS NEELY","2","$1,898.00","8/20/2013","009-713-859",,"$150.00","9/18/2013","$275,000","$237.48","0.95","2","2","STRATA","$288,800","29","1,158","$237.48","0.92","Townhouse","1",,"604-936-0422","3.255% ON 1ST $100,000 / 1.1625% ON BAL",,,"1",,,,"1","V3K 6K1",,,"BC",,,,
"F1320072","Residential Attached","S","13211 97TH AVENUE","Whalley","1978","1/2 Duplex","35","North Surrey","Surrey","11/22/2013","MANJIT VIRDI","1","$1,900.00","8/22/2013","001-636-804",,,"9/15/2013","$275,000","$207.23","0.94","2","3","RED","$292,000","24","1,327","$207.23","0.92","1/2 Duplex","1",,"604-710-6497","S-2.25% 1ST 150K/0.75% BAL",,"130","0","40.00",,,"3","V3T 1A4",,"BANK-FORECLOSURE","BC",,,,
"F1311370","Residential Attached","S","408 15785 CROYDON DRIVE","Grandview Surrey","2009","Apartment/Condo","4","South Surrey White Rock","Surrey","11/1/2013","Sandra or Ian","2","$1,650.00","5/8/2013","028-096-240",,"$304.32","9/15/2013","$275,570","$289.77","0.95","2","2","CRF","$289,900","130","951","$289.77","0.95","Apartment/Condo","1",,"604-582-1336","S-5% 1ST 100K/3% BAL","Morgan Crossing",,"1",,,,"2","V3S 2L6",,"new construction","BC",,,,
"N230143","Residential Detached","S","9627 108TH AVENUE","Fort St. John - City NE","1962","House/Single Family","51","Fort St. John (Zone 60)","Fort St. John","12/31/2013","HAILEY","2","$2,762.00","8/7/2013","004-847-679",,,"9/19/2013","$277,000","$121.49","0.96","2","3","R1","$289,900","43","2,280","$121.49","0.96","House/Single Family","1",,"250-785-5520","3% ON 1ST $100,000 AND 1% ON THE REMAINDER",,"118.00","1","62.50",,,"4","V1J 2P9",,,"BC",,,,
"F1319364","Residential Attached","S","92 18701 66TH AVENUE","Cloverdale BC","2005","Townhouse","8","Cloverdale","Surrey","10/31/2013","SHIRLEY","2","$1,752.00","8/15/2013","026-333-431",,"$185.14","9/15/2013","$278,000","$222.04","0.98","2","2","RM-30","$283,800","31","1,252","$222.04","0.98","Townhouse","1",,"604-916-7523","S-3.22% 1ST 100K/1.15% BAL","Encore at Hillcrest",,"1",,,,"2","V3S 4P3",,,"BC",,,,
"V1026640","Residential Attached","S","201 1270 ROBSON STREET","West End VW","1980","Apartment/Condo","33","Vancouver West","Vancouver","12/30/2013","ASAD LALJI","1","$861.00","9/9/2013","003-171-515",,"$177.78","9/16/2013","$279,000","$536.54","1.00","1","1","DD","$279,000","7","520","$536.54","1.00","Apartment/Condo","1",,"604-908-7879","3.255% 1ST 100K/1.1625% ON BAL","ROBSON GARDENS",,"0",,,,,"V6E 1C1",,"RENTAL PROPERTY","BC",,,,
"N230925","Residential Detached","S","31 GWYN STREET","Kitimat","1970","House/Single Family","43","Kitimat (Zone 89)","Kitimat","12/12/2013","SHARON NICHOLS","2","$2,035.00","9/12/2013","010-427-619",,,"9/13/2013","$279,000","$126.24","0.97","2","4","R2A","$289,000","1","2,210","$126.24","0.97","House/Single Family","1",,"250-279-2146","3% ON 1ST $100,000/1.5% ON BALANCE","WHITESAIL",,"2","0.00",,,"3","V8C 1C8",,,"BC",,,,
"V1008863","Residential Attached","S","204 111 E 3RD STREET","Lower Lonsdale","2013","Apartment/Condo","0","North Vancouver","North Vancouver","11/30/2013","SANDY BAIN","1","$0.00","5/15/2013","800-076-794","5","$201.00","9/17/2013","$279,900","$511.70","1.00","1","1","CD","$279,900","125","547","$511.70","1.00","Apartment/Condo","1",,"604-924-5595","3.25%-1ST $100K/1.25% BAL","THE VERSATILE BUILDING",,"0",,,,,"V7L 1E5",,,"BC",,,,
"N230101","Residential Detached","S","27 WHITTLESEY STREET","Kitimat","1971","House/Single Family","42","Kitimat (Zone 89)","Kitimat","11/7/2013","SHARON","1","$2,577.00","8/7/2013","011-865-091",,,"9/13/2013","$280,000","$128.21","0.94","3","4","R1A","$299,000","37","2,184","$128.21","0.94","House/Single Family","1",,"250-279-2146","3% OF THE 1ST $100,000/1.5% OF THE BALANCE","WHITESAIL",,"0","0.00",,,"2","V8C 1J7",,,"BC",,,,
"V1023768","Residential Attached","S","6 2978 WALTON AVENUE","Canyon Springs","1989","Townhouse","24","Coquitlam","Coquitlam","12/15/2013","JAS SANDHER","2","$1,886.00","8/22/2013","009-634-703",,"$381.33","9/16/2013","$280,000","$224.00","0.97","2","3","RM1","$289,900","25","1,250","$224.00","0.97","Townhouse","1",,"604-936-0422","3.255% 1ST $100,000 / 1.1625% BAL + $1000 BONUS**","CREEK TERRACE",,"1",,,,"2","V3B 6V6",,,"BC",,,,
"H1303417","Residential Detached","S","66521 KERELUK ROAD","Hope Kawkawa Lake","1983","House/Single Family","30","Hope","Hope","12/31/2013","ROB","2","$2,365.00","8/31/2013","003-852-326",,,"9/15/2013","$280,000","$190.22","0.97","2","3","RS1","$289,900","15","1,472","$190.22","0.97","House/Single Family","1",,"604-869-1290","3% 1ST 100K/1.25% BAL L 1/2 BF",,"117/.15 AC","1","56.00",,,"5","V0X 1L1",,,"BC",,,,
"V1026998","Residential Attached","S","111 210 W 2ND STREET","Lower Lonsdale","1977","Apartment/Condo","36","North Vancouver","North Vancouver","1/15/2014","Anthea Yeo","1","$1,168.00","9/12/2013","003-802-183",,"$254.48","9/17/2013","$280,000","$412.98","0.97","1","1","MF","$289,000","5","678","$412.98","0.97","Apartment/Condo","1",,"604-329-5577","3.22% OF 1ST $100,000/1.15% OF BAL",,,"0",,,,"1","V7M 1C6",,,"BC",,,,
"V1027395","Residential Attached","S","506 6611 SOUTHOAKS CRESCENT","Highgate","2000","Apartment/Condo","13","Burnaby South","Burnaby","11/30/2013","ALEXANDER ZHOU","1","$1,821.00","9/13/2013","024-615-803",,"$208.55","9/17/2013","$280,000","$371.85","0.94","2","1","RM-5","$297,000","4","753","$371.85","0.94","Apartment/Condo","1",,"604-781-1356","3.22%-1ST $100K/1.16% BAL",,,"1",,,,"1","V5E 4L5",,,"BC",,,,
"F1319332","Residential Attached","S","60 20460 66TH AVENUE","Willoughby Heights","2005","Townhouse","8","Langley","Langley","2/28/2014","David Foster","2","$2,426.00","8/11/2013","026-026-449",,"$211.72","9/15/2013","$280,000","$216.72","0.97","3","3","CD-10","$289,000","35","1,292","$216.72","0.97","Townhouse","1",,"604-649-0149","S-3.22% 1ST 100K/1.15% BAL","WILLOW EDGE",,"1",,,,"3","V2Y 3B6",,,"BC",,,,
