"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N231854","Residential Detached","S","4627 ZRAL ROAD","North Kelly","1996","House/Single Family","17","PG City North (Zone 73)","Prince George","2/28/2014","Tab or Theresa","2","$3,044.00","10/28/2013","016-378-211",,,"10/31/2013","$244,000","$107.58","1.00","3","5","RS1","$244,900","3","2,268","$107.58","1.00","House/Single Family","2",,"250-960-2373","3% ON THE 1ST 100000 / 1.5% ON THE REMAINING","North Kelly",,"1",,,,,"V2K 5X9",,,"BC",,,,
"H1303627","Residential Detached","S","151 6001 PROMONTORY ROAD","Vedder S Watson-Promontory","1992","House/Single Family","21","Sardis","Sardis","12/31/2013","Dale Quinnell","2","$2,270.00","9/14/2013","796-001-836",,"$125.00","11/2/2013","$244,500","$148.18","0.95","2","2","RSV3","$256,900","49","1,650","$148.18","0.95","House/Single Family","1",,"604-795-2955","3% 1ST 100K/1.25% BAL L 1/2 BF","Promontory Lake Estates","80","2","40.00",,,"3","V2R 3E3",,"POA has not lived in property","BC",,,,
"V1021004","Residential Attached","S","109 5335 HASTINGS STREET","Capitol Hill BN","1986","Apartment/Condo","27","Burnaby North","Burnaby","11/30/2013","CHRIS","1","$1,698.00","7/29/2013","003-327-001","3","$335.26","10/27/2013","$245,000","$246.98","0.94","2","2","RES","$259,900","90","992","$246.98","0.94","Apartment/Condo","1",,"778-668-2550","3.2% ON 1ST $100,000/1.15% ON BAL","THE TERRACES",,"1",,,,"1","V5B 1P9",,,"BC",,,,
"N231709","Residential Detached","S","2954 RIVERVIEW DRIVE","Vanderhoof - Town","1993","House/Single Family","20","Vanderhoof And Area (Zone 56)","Vanderhoof","1/18/2014","PHILLIP","2","$2,486.00","10/18/2013","008-261-237",,,"10/26/2013","$245,000","$168.97","0.97","2","3","R1","$252,900","8","1,450","$168.97","0.97","House/Single Family","1",,"250-567-2271","1.75%",,,"0","0.00",,,"2","V0J 3A0",,,"BC",,,,
"N231921","Residential Detached","S","4554 VALLEY CRESCENT","Foothills","1978","House/Single Family","35","PG City West (Zone 71)","Prince George","1/31/2014","Tab or Theresa","2","$2,661.00","10/31/2013","009-704-949",,,"11/2/2013","$245,000","$117.79","1.00","2","4","RS2","$244,900","2","2,080","$117.79","1.00","House/Single Family","1",,"250-960-2373","3% ON TH 1ST 100000 / 1% ON THE REMAINING","Foothills",,"1",,,,,"V2M 5L7",,,"BC",,,,
"N231861","Residential Detached","S","8557 N KELLY ROAD","North Kelly","1978","House/Single Family","35","PG City North (Zone 73)","Prince George","1/25/2014","ARI","2","$4,835.00","10/25/2013","023-491-817",,,"10/28/2013","$245,000","$133.73","1.00","3","3","M2","$245,000","3","1,832","$133.73","1.00","House/Single Family","1",,"250-617-9469","$5000",,,"1","0.00",,,"12","V2K 2W7",,,"BC",,,,
"V1031483","Residential Attached","S","506 1219 JOHNSON STREET","Canyon Springs","1992","Apartment/Condo","21","Coquitlam","Coquitlam","12/31/2013","MEHDI","1","$1,738.00","10/8/2013","017-677-297",,"$224.86","11/1/2013","$245,500","$275.84","0.98","1","1","MULTI","$250,000","24","890","$275.84","0.98","Apartment/Condo","1",,"604-729-0439","3.22% ON 1ST 100K / 1.16% ON BAL",,,"1",,,,"1","V3B 7L5",,,"BC",,,,
"F1314103","Residential Attached","S","501 13897 FRASER HIGHWAY","Whalley","2011","Apartment/Condo","2","North Surrey","Surrey","11/11/2013","CHARAN KAINTH","2","$1,467.00","6/10/2013","028-673-760",,"$219.89","10/30/2013","$247,000","$311.08","0.99","2","2","MF","$249,000","142","794","$311.08","0.87","Apartment/Condo","1",,"778-238-2011","S-3% 1ST 100K/1.1% BAL+BONUS*","Edge",,"1",,,,,"V3T 0G8",,"UPON ACCEPTED OFFER","BC",,,,
"V1030933","Residential Attached","S","201 3911 CARRIGAN COURT","Government Road","1974","Apartment/Condo","39","Burnaby North","Burnaby","12/31/2013","WAYNE OR BRITTANY","2","$1,793.00","10/1/2013","001-108-239","3","$408.17","11/1/2013","$247,000","$202.29","0.95","2","2","APT","$259,900","31","1,221","$202.29","0.95","Apartment/Condo","1",,"604-512-1234","3.255% ON 1ST $100,000 / 1.1625% ON BAL","LOUGHEED ESTATES",,"0",,,,"1","V3N 4J7",,"SELLER NEVER LIVED IN HOME","BC",,,,
"F1324183","Residential Attached","S","24 8892 208TH STREET","Walnut Grove","1994","Townhouse","19","Langley","Langley","4/19/2014","Michele Cartwright","2","$2,266.00","10/19/2013","018-847-846","2","$230.00","10/26/2013","$249,500","$181.06","1.00","2","2","RM15","$249,900","7","1,378","$181.06","1.00","Townhouse","1",,"604-832-8229","S-3.22% 1ST 100K/1.15% BAL","Hunter's Run",,"1","0.00",,,"1","V1M 2N8",,,"BC",,,,
"V1021849","Residential Attached","S","307 306 W 1ST STREET","Lower Lonsdale","1974","Apartment/Condo","39","North Vancouver","North Vancouver","11/6/2013","Satnam Sidhu","1","$1,330.00","8/9/2013","003-570-592","3","$314.50","10/31/2013","$249,500","$312.27","1.04","1","2","MF","$239,900","83","799","$312.27","0.94","Apartment/Condo","1",,"604-351-1527","3.22 % ON THE FIRST $100,000 AND 1.15 % ON BALANCE",,,"0",,,,"1","V7M 1B6",,"Court Ordered Sale","BC",,,,
"F1322800","Residential Attached","S","217 7156 121ST STREET","West Newton","1988","Townhouse","25","Surrey","Surrey","1/30/2014","Sandra","2","$1,394.00","10/2/2013","011-591-706","2","$208.00","10/26/2013","$250,000","$156.25","0.97","2","2","MR","$259,000","24","1,600","$156.25","0.97","Townhouse","1",,"604-312-0733","S-3.22% 1ST 100K/1.15% BAL","Glenwood Village","0","1","0.00",,,"1","V3W 0J6",,,"BC",,,,
"V1031978","Residential Attached","S","16 22466 NORTH AVENUE","East Central","2005","Townhouse","8","Maple Ridge","Maple Ridge","1/11/2014","HUBER TEAM","2","$2,205.00","10/11/2013","026-508-419","3","$153.25","10/29/2013","$250,000","$169.49","0.96","3","3","RES","$259,999","18","1,475","$169.49","0.96","Townhouse","1",,"604-839-8647","3.255% ON 1ST $100,000./ & 1.1625% ON BALANCE","NORTH FRASER ESTATES",,"0",,,,"2","V2X 9V8",,,"BC",,,,
"F1324304","Residential Attached","S","406 13870 70 AVENUE","East Newton","1995","Apartment/Condo","18","Surrey","Surrey","4/30/2014","Robert","2","$1,332.00","10/21/2013","019-024-436","4","$343.00","10/25/2013","$250,000","$204.75","0.98","2","2","MF","$254,900","4","1,221","$204.75","0.98","Apartment/Condo","1",,"604-538-2125","S-3.22% 1ST 100K/1.15% BAL","Chelsea Gardens",,"1","0.00",,,"1","V3W 0R9",,,"BC",,,,
"V1034919","Residential Attached","S","901 3737 BARTLETT COURT","Sullivan Heights","1976","Apartment/Condo","37","Burnaby North","Burnaby","1/15/2014","TOUCHBASE STEVE","1","$1,602.00","11/1/2013","001-294-491","25","$398.00","11/2/2013","$250,000","$269.40","0.97","2","2","CD-RM5","$259,000","1","928","$269.40","0.97","Apartment/Condo","1",,"778-318-6083","3.22%-1ST $100K/1.15% BAL",,,"0",,,,"1","V3J 7E3",,"WITH ACCEPTANCE OF OFFER","BC",,,,
"N230279","Residential Attached","S","11202 89A STREET","Fort St. John - City NE","1980","1/2 Duplex","33","Fort St. John (Zone 60)","Fort St. John","11/9/2013","ELI CHI","1","$2,127.00","8/9/2013","004-877-501",,,"10/25/2013","$250,000","$156.25","0.97","2","3","R2","$258,880","77","1,600","$156.25","0.87","1/2 Duplex","1",,"778-256-2888","3% ON FIRST $100,000 AND 1.5% ON BALANCE",,"0","0",,,,,"V1J 5N3",,,"BC",,,,
"F1324424","Residential Attached","S","2 1450 MCCALLUM ROAD","Poplar","1989","Townhouse","24","Abbotsford","Abbotsford","10/22/2014","Jim Rempel","2","$1,838.00","10/22/2013","015-928-942",,"$175.18","11/4/2013","$250,000","$185.05","0.98","2","2","RES","$254,900","13","1,351","$185.05","0.98","Townhouse","1",,"604-850-4334","S-3.22% 1ST 100K/1.15% BAL","Crown Point",,"1",,,,"1","V2S 8A5",,,"BC",,,,
"V1027777","Residential Attached","S","1101 410 CARNARVON STREET","Downtown NW","1990","Apartment/Condo","23","New Westminster","New Westminster","1/31/2014","WES","1","$1,382.00","9/13/2013","015-872-564",,"$236.25","11/2/2013","$251,000","$351.05","0.99","1","1","MULTI","$254,900","50","715","$351.05","0.99","Apartment/Condo","1",,"604-526-2888","3.255% ON 1ST 100K/ 1.1625% ON BAL.","CARNARVON PLACE",,"1",,,,"1","V3L 5N9",,,"BC",,,,
"V1025268","Residential Attached","S","203 2733 ATLIN PLACE","Coquitlam East","1989","Apartment/Condo","24","Coquitlam","Coquitlam","12/31/2013","TIM HILL","2","$1,770.00","9/4/2013","009-593-373","4","$353.58","11/4/2013","$251,500","$214.22","0.97","2","2","STRATA","$259,900","61","1,174","$214.22","0.93","Apartment/Condo","1",,"604-319-4700","3.255% ON 1ST 100K/ 1.1625% ON BAL.","ATLIN COURT",,"1",,,,"1","V3C 5B1",,,"BC",,,,
"V1021381","Residential Attached","S","106 4885 53 STREET","Hawthorne","1988","Apartment/Condo","25","Ladner","Ladner","11/6/2013","DANNY KHAN","2","$1,491.00","8/6/2013","008-629-251",,"$255.68","11/4/2013","$252,100","$230.02","1.06","2","2","CD103","$239,000","90","1,096","$230.02","0.90","Apartment/Condo","1",,"778-995-7762","2.5% ON 1ST $100,000/1% ON BAL","GREEN GABLES",,"1",,,,"1","V4K 2Z3",,,"BC",,,,
"V1033151","Residential Attached","S","309 2710 LONSDALE AVENUE","Upper Lonsdale","1971","Apartment/Condo","42","North Vancouver","North Vancouver","1/23/2014","INA","1","$1,194.00","10/22/2013","003-028-461","3","$251.82","10/27/2013","$252,500","$287.91","0.98","1","1","MF","$257,000","5","877","$287.91","0.98","Apartment/Condo","1",,"778-863-2552","3.22% ON THE FIRST $100,000 AND 1.15% ON BALANCE","THE LONSDALE",,"0",,,,"1","V7N 3J1",,,"BC",,,,
"N230284","Residential Detached","S","4728 TUCK AVENUE","Terrace - City","1965","House/Single Family","48","Terrace (Zone 88)","Terrace","11/17/2013","LR","2","$2,479.00","8/17/2013","010-927-701",,,"10/25/2013","$253,000","$109.05","0.96","2","4","R1","$262,500","69","2,320","$109.05","0.96","House/Single Family","1",,"250-635-9184","3% ON $100,000; 1.5% ON BALANCE",,"132.00","2","70.00",,,"3","V8G 2G5",,,"BC",,,,
"N231868","Residential Detached","S","26 YUKON STREET","Kitimat","1956","House/Single Family","57","Kitimat (Zone 89)","Kitimat","1/26/2014","SHANNON","1","$1,359.00","10/26/2013","011-938-307",,,"10/28/2013","$254,500","$231.36","0.99","1","3","R1A","$257,500","2","1,100","$231.36","0.99","House/Single Family","1",,"250-632-7000","3% ON THE 1ST $100,000 AND 1.5% ON THE BALANCE",,,"0","0.00",,,"3","V8C 1Z2",,,"BC",,,,
"F1324061","Residential Attached","S","105 1533 BEST STREET","White Rock","1992","Apartment/Condo","21","South Surrey White Rock","White Rock","10/11/2014","Greg Swanson","2","$1,878.00","10/11/2013","017-706-173","3","$255.75","10/28/2013","$254,900","$252.63","0.98","2","2","MF","$259,000","17","1,009","$252.63","0.98","Apartment/Condo","1",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL","THE TIVOLI",,"1",,,,"1","V4B 4E9",,"OWNER HAS NEVER LIVED IN HOME","BC",,,,
"N230470","Residential Detached","S","5207 50TH STREET","Fort Nelson -Town","9999","House/Single Family","999","Fort Nelson (Zone 64)","Fort Nelson","2/26/2014","SANDY OR BARB","2","$2,526.00","8/23/2013","008-069-298",,,"11/4/2013","$255,000","$241.48","0.99","2","5","RM1","$259,000","73","1,056","$241.48","0.99","House/Single Family","1",,"250-774-7411","2.75% OF THE 1ST $100,000, 1.5% OF THE BALANCE",,"150.00","0","75.00",,,,"V0C 1R0",,,"BC",,,,
"F1311620","Residential Attached","S","44 27435 29A AVENUE","Aldergrove Langley","1992","Townhouse","21","Langley","Langley","11/12/2013","Penny O'Toole","2","$2,392.00","5/11/2013","017-789-591",,"$235.47","10/25/2013","$255,000","$213.39","0.98","2","2","RM2","$259,900","167","1,195","$213.39","0.85","Townhouse","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL","Creekside Villas",,"1",,,,"2","V4W 3M4",,,"BC",,,,
"N231768","Residential Attached","S","10204 NW 103RD AVENUE","Fort St. John - City NW","1997","1/2 Duplex","16","Fort St. John (Zone 60)","Fort St. John","1/31/2014","CHEIRE/ LOUISE","1","$1,834.00","10/22/2013","024-620-661",,"$0.00","11/1/2013","$255,200","$245.38","1.03","2","3","R23","$249,000","10","1,040","$245.38","1.03","1/2 Duplex","1",,"250-263-1011","3% ON THE 1ST $100,000 / 1.5% ON THE REMAINDER",,"122","0","25.00",,,,"V1J 2H8",,,"BC",,,,
"V1024769","Residential Attached","S","28 1400 PARK STREET","Pemberton","1997","Townhouse","16","Pemberton","Pemberton","3/30/2014","ANDRE ZUBKO","1","$810.00","8/30/2013","023-821-957","3","$214.97","10/26/2013","$255,500","$208.23","0.95","2","2","CD-1","$268,000","57","1,227","$208.23","0.95","Townhouse","1",,"604-849-1100","$3,000","CREEKSIDE VILLAGE",,"1",,,,"4","V0N 2L1",,,"BC",,,,
"V1030098","Residential Attached","S","1303 7275 SALISBURY AVENUE","Highgate","1982","Apartment/Condo","31","Burnaby South","Burnaby","3/31/2014","SHARON,LI","1","$1,794.00","10/1/2013","001-826-018",,"$241.90","11/3/2013","$256,000","$309.18","0.96","1","2","APT","$266,800","33","828","$309.18","0.96","Apartment/Condo","1",,"778-239-7929","3.22% ON 1ST 100K/1.15% ON BAL",,,"0",,,,"1","V5E 4E1",,,"BC",,,,
"N231826","Residential Detached","S","3620 ASPEN AVENUE","Thornhill","1977","House/Single Family","36","Terrace (Zone 88)","Terrace","1/25/2014","JAMES","2","$2,732.00","10/25/2013","007-520-344",,,"10/26/2013","$256,900","$139.62","0.99","3","3","R1","$259,900","1","1,840","$139.62","0.99","House/Single Family","1",,"250-635-9184","3% ON 1ST $100,000/ 1.25%ON BALANCE","THORNHEIGHTS",,"0","0.00",,,"3","V8G 5G5",,,"BC",,,,
"V1013416","Residential Attached","S","116 8600 GENERAL CURRIE ROAD","Brighouse South","1990","Apartment/Condo","23","Richmond","Richmond","12/31/2013","FION OR TOUCHBASE","2","$1,249.00","6/18/2013","015-685-721",,"$363.39","11/4/2013","$257,000","$259.33","0.95","2","2","MFD","$269,900","139","991","$259.33","0.88","Apartment/Condo","1",,"778-688-2039","3.255% ON 1ST $100,000 & 1.1625% ON BAL","MONTEREY",,"1",,,,"1","V6Y 1M2",,"WHEN OFFER IS PRESENTED","BC",,,,
"N230936","Residential Detached","S","2830 WILDWOOD CRESCENT","Hart Highlands","9999","House/Single Family","999","PG City North (Zone 73)","Prince George","12/31/2013","DONNA (9-3:30 PM), MARK OR CAM","2","$3,024.00","9/12/2013","009-557-351",,,"11/1/2013","$258,500","$104.70","0.97","2","5","RS1","$267,900","50","2,469","$104.70","0.98","House/Single Family","1",,"250-563-1000","3% OF 1ST $100,000/1% ON BALANCE",,,"2","0.00",,,"8","V2K 3J3",,,"BC",,,,
"H1302819","Land Only","S","10355 WILDROSE DRIVE","Rosedale Popkum",,,,"Rosedale","Chilliwack","12/31/2013","HENRY/JENNIFER",,"$0.00","7/3/2013","028-850-360",,,"11/2/2013","$259,000",,"0.96",,,"SBR2","$269,000","122",,,"0.96","House/Single Family",,"Allowed Access","604-858-7179","2.5% 1ST 100K/1.25% BAL L 1/2 BF","ROSE GARDEN ESTATES",,,"115.00","No",,,"V0X 1L1",,,"BC","At Lot Line",,"At Lot Line","Community"
"V1022924","Residential Attached","S","2 20630 118TH AVENUE","Southwest Maple Ridge","1990","Townhouse","23","Maple Ridge","Maple Ridge","12/31/2013","CHRISTINE SMITH","1","$2,650.00","8/14/2013","015-393-330","2","$185.00","10/28/2013","$259,500","$211.49","0.96","2","3","STRATA","$270,000","75","1,227","$211.49","0.96","Townhouse","1",,"604-218-0573","3.255% ON 1ST $100,000/1% ON BAL",,,"0",,,,"1","V2X 0S1",,,"BC",,,,
"F1321630","Residential Attached","S","109 6450 194TH STREET","Clayton","2012","Apartment/Condo","1","Cloverdale","Surrey","12/16/2013","Sammy Wong OR Jeanette","2",,"9/16/2013","028-736-770",,"$312.08","11/4/2013","$259,900","$291.04","1.00","2","2","MDF","$259,900","49","893","$291.04","1.00","Apartment/Condo","0",,"604-530-5399","S-3.22% 1ST 100K/1.1625% BAL*","WATERSTONE",,"0","0.00",,,"1","V4N 6J8",,,"BC",,,,
"V1020152","Residential Attached","S","428 1185 PACIFIC STREET","North Coquitlam","1998","Apartment/Condo","15","Coquitlam","Coquitlam","3/30/2014","PERRY","2","$1,849.00","7/29/2013","024-145-548","4","$233.73","10/30/2013","$260,000","$261.31","0.94","2","2","STRATA","$278,000","93","995","$261.31","0.94","Apartment/Condo","1",,"604-273-2828","3.22% ON 1ST $100,000 & 1.15% ON BAL","CENTRVILLE DI COQUITLAM CENTER",,"1",,,,"1","V3B 7Z2",,,"BC",,,,
"N229475","Residential Detached","S","6112 WEIL ROAD","Williams Lake - Rural North","9999","House with Acreage","999","Williams Lake (Zone 27)","Williams Lake","10/18/2013","SUSAN","3","$1,767.00","7/18/2013","005-578-612",,,"10/30/2013","$260,000","$155.69","1.09","3","2","RL","$239,000","104","1,670","$155.69","1.03","House with Acreage","1",,"250-267-1088","2.5% ON FIRST $100,000.00 AND 0.5% ON REMAINDER",,,"1","0.00",,,,"V2G 4Y6",,,"BC",,,,
"F1320490","Residential Attached","S","208 15185 22ND AVENUE","Sunnyside Park Surrey","1994","Apartment/Condo","19","South Surrey White Rock","Surrey","12/31/2013","Kathleen","2","$1,445.00","9/3/2013","018-373-194","3","$256.33","11/1/2013","$261,000","$273.01","0.94","2","2","MF","$279,000","59","956","$273.01","0.90","Apartment/Condo","1",,"778-773-0146","S-3.22% 1ST 100K/1.15% BAL","Villa Pacific",,"1","0.00",,,"1","V4A 9T4",,,"BC",,,,
"V1030583","Residential Attached","S","119 2970 PRINCESS CRESCENT","Canyon Springs","1995","Townhouse","18","Coquitlam","Coquitlam","3/31/2014","TOUCHBASE","2","$1,816.00","10/2/2013","019-072-601",,"$368.75","10/30/2013","$262,000","$221.28","0.98","2","2","RM-6","$268,000","28","1,184","$221.28","0.98","Townhouse","1",,,"3.255% ON 1ST $100,000/1.1625% ON BAL","MONTCLAIRE",,"1",,,,"2","V3B 7R5",,,"BC",,,,
"F1323386","Residential Attached","S","212 14861 98TH AVENUE","Guildford","1989","Townhouse","24","North Surrey","Surrey","4/30/2014","Whitehead Team","2","$1,377.00","10/9/2013","015-369-463","1","$307.30","10/30/2013","$262,000","$177.15","0.99","2","2","RM-45","$264,785","21","1,479","$177.15","0.99","Townhouse","1",,"604-590-2444","S-4% 1ST 100K/1.5% BAL*","The Mansions",,"1","0.00",,,"2","V3R 0A1",,,"BC",,,,
"F1314555","Residential Attached","S","803 32330 SOUTH FRASER WAY","Abbotsford West","1994","Apartment/Condo","19","Abbotsford","Abbotsford","12/15/2013","Ken Enns","2","$2,041.00","6/15/2013","018-282-831","18","$351.47","11/4/2013","$263,000","$211.76","0.97","2","2","C5H","$269,900","142","1,242","$211.76","0.92","Apartment/Condo","1",,"604-302-6677","S-3.22% 1ST 100K/1.15% BAL","Town Center Tower",,"1",,,,,"V2T 1X1",,,"BC",,,,
"N231547","Multifamily","S","1489 FORD AVENUE","VLA","9999","Duplex","999","PG City Central (Zone 72)","Prince George","1/20/2014","LEAH","2","$2,878.00","10/6/2013","008-960-984",,,"11/3/2013","$263,000","$141.40","0.95","2","5","URT3","$275,900","28","1,860","$141.40","0.95","Duplex","2",,"250-961-0153","3% ON 1ST $100,000/1.5% ON REMAINDER",,,"0","0.00",,,"4","V2L 5E1",,,"BC",,,,
"F1322848","Residential Detached","S","32495 MCRAE AVENUE","Mission BC","1976","House/Single Family","37","Mission","Mission","12/27/2013","ROD POOLE","1","$3,116.00","9/27/2013","006-303-188",,,"10/26/2013","$265,000","$263.42","0.96","1","3","R558","$274,900","29","1,006","$263.42","0.93","House/Single Family","1",,"604-309-6068","S-3.22% 1ST 100K/1.15% BAL",,"105","0","69.00",,,"4","V2V 2L6",,,"BC",,,,
"F1320133","Residential Attached","S","10 12964 17TH AVENUE","Crescent Bch Ocean Pk.","1986","Townhouse","27","South Surrey White Rock","Surrey","11/25/2013","LR","2","$1,397.00","8/24/2013","005-056-098",,"$206.00","10/31/2013","$265,000","$250.00","0.99","2","2","RMF","$269,000","68","1,060","$250.00","0.99","Townhouse","1",,"604-531-1111","S-3.2% 1ST 100K/1.15% BAL","OCEAN PARK VILLAGE",,"1",,,,"1","V4A 1T5",,,"BC",,,,
"F1324184","Residential Attached","S","108 19388 65TH AVENUE","Clayton","2006","Apartment/Condo","7","Cloverdale","Surrey","3/31/2014","Shirley Neumann","2","$1,403.00","10/18/2013","026-362-511","4","$288.93","10/28/2013","$265,500","$244.25","0.98","2","2","MF","$269,900","10","1,087","$244.25","0.98","Apartment/Condo","1",,"604-308-4508","S-3.22% 1ST 100K/1.15% BAL","LIBERTY",,"1",,,,"2","V4N 5S1",,"OWNER HAS NEVER LIVED IN PROPERTY","BC",,,,
"V1021521","Residential Attached","S","202 2817 CLARK DRIVE","Mount Pleasant VE","2011","Apartment/Condo","2","Vancouver East","Vancouver","11/30/2013","DAVID TAM","1","$1,292.00","8/6/2013","028-223-047",,"$0.00","11/2/2013","$265,500","$378.21","0.86","2","2","C-1","$309,000","88","702","$378.21","0.86","Apartment/Condo","1",,"604-290-8698","3.25% ON 1ST $100,000/1.1625% ON BAL",,,"0",,,,,"V5N 3H7",,"COURT ORDERED SALE","BC",,,,
"V1021527","Residential Attached","S","203 2817 CLARK DRIVE","Mount Pleasant VE","2011","Apartment/Condo","2","Vancouver East","Vancouver","11/30/2013","DAVID TAM","1","$1,264.00","8/6/2013","028-223-055",,"$0.00","11/2/2013","$265,500","$378.21","0.86","2","2","C-1","$309,000","88","702","$378.21","0.86","Apartment/Condo","1",,"604-290-8698","3.25% ON 1ST $100,000/1.1625% ON BAL",,,"0",,,,,"V5N 3H7",,"COURT ORDERED SALE","BC",,,,
"N231590","Residential Detached","S","1190 N 12TH AVENUE","Williams Lake - City","1978","House/Single Family","35","Williams Lake (Zone 27)","Williams Lake","2/28/2014","WILLY BERGER","2","$2,748.00","10/11/2013","007-337-078",,,"10/26/2013","$265,500","$102.87","0.98","3","4","R-1","$269,900","15","2,581","$102.87","0.98","House/Single Family","1",,"250-398-0066","3% ON 1ST $100,000/1.3% ON BALANCE",,"120","2","70.00",,,"6","V2G 2N8",,,"BC",,,,
"V1009171","Residential Attached","S","42 11229 232ND STREET","East Central","1994","Townhouse","19","Maple Ridge","Maple Ridge","3/15/2014","TREVOR","2","$2,515.00","5/23/2013","018-731-643",,"$282.43","11/1/2013","$266,000","$213.14","0.97","3","3","TWNHSE","$274,900","162","1,248","$213.14","0.97","Townhouse","1",,"604-760-3453","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,"2","V2X 2N4",,,"BC",,,,
"F1324594","Residential Attached","S","301 15323 17A AVENUE","King George Corridor","2003","Apartment/Condo","10","South Surrey White Rock","Surrey","10/23/2014","Eleanor Wrigley/Amy Belliveau","2","$1,593.00","10/23/2013","025-673-530","4","$242.00","10/28/2013","$268,000","$276.86","0.99","2","2","MF","$269,900","5","968","$276.86","0.99","Apartment/Condo","1",,"604-530-0231","S-3.22% 1ST 100K/1.15% BAL","SEMIAHMOO PLACE",,"1",,,,"2","V4A 1V4",,,"BC",,,,
"V1026768","Residential Attached","S","206 233 ABBOTT STREET","Downtown VW","1996","Apartment/Condo","17","Vancouver West","Vancouver","12/31/2013","Jeff","1","$999.00","9/11/2013","023-430-028","8","$197.84","11/1/2013","$268,000","$529.64","0.98","1","0","HA-2","$275,000","51","506","$529.64","0.98","Apartment/Condo","1",,"604-612-6120","3.255%/$100K + 1.1625% ON BAL","ABBOTT PLACE",,"0",,,,,"V6B 2K7",,,"BC",,,,
"V1032607","Residential Attached","S","1307 819 HAMILTON STREET","Downtown VW","1998","Apartment/Condo","15","Vancouver West","Vancouver","12/31/2013","PAUL LEE","1","$1,013.00","10/15/2013","024-139-700","14","$157.32","10/27/2013","$268,500","$702.88","1.00","1","1","CD-1","$268,900","12","382","$702.88","0.90","Apartment/Condo","1",,"604-437-1123","3.22% ON 1ST $100,000 / 1.15% ON BALANCE",,,"1",,,,"1","V6B 6M2",,,"BC",,,,
"V1025981","Residential Attached","S","303 2320 TRINITY STREET","Hastings","1975","Apartment/Condo","38","Vancouver East","Vancouver","3/31/2014","ROB HENDERSON","1","$943.00","9/3/2013","003-703-177","3","$293.11","10/26/2013","$269,000","$376.22","0.95","1","1","STRATA","$281,900","53","715","$376.22","0.95","Apartment/Condo","1",,"778-772-5222","3.22/1.15","TRINITY MANOR",,"0",,,,"1","V5L 4W7",,,"BC",,,,
"N231969","Residential Detached","S","1702 SLOAN AVENUE","Prince Rupert - City","1972","House/Single Family","41","Prince Rupert (Zone 52)","Prince Rupert","5/1/2014","EMILY KAWAGUCHI","1","$2,753.00","11/2/2013","005-849-811",,,"11/2/2013","$269,000","$149.28","0.96","2","3","R2","$279,000","0","1,802","$149.28","0.96","House/Single Family","1",,"250-600-7343","3% ON 1ST $100,000/1% ON BALANCE",,,"1","0.00",,,"3","V8J 2B6",,,"BC",,,,
"F1324526","Residential Attached","S","11 20595 51A AVENUE","Langley City","1982","Townhouse","31","Langley","Langley","3/30/2014","Jodi Steeves - PREC","1","$2,207.00","10/22/2013","001-801-040","2","$294.00","11/4/2013","$269,000","$189.84","1.00","2","4","STRATA","$269,900","13","1,417","$189.84","1.00","Townhouse","1",,"604-833-5634","S-4.22% 1ST 100K/1.15% BAL","Forest View",,"1",,,,"2","V3A 7A4",,,"BC",,,,
"V1015935","Residential Attached","S","1308 1 RENAISSANCE SQUARE","Quay","2009","Apartment/Condo","4","New Westminster","New Westminster","12/31/2013","APPT: TB/QUESTIONS: SCOTT","1","$1,809.00","7/3/2013","027-741-303",,"$214.00","11/3/2013","$270,000","$369.86","0.97","1","1","RMW-3B","$278,000","123","730","$369.86","0.97","Apartment/Condo","1",,"604-970-2500","3.255% ON 1ST $100,000 & 1.1625% BALANCE","THE Q",,"1",,,,"1","V3M 0B6",,"Owner never lived in the unit","BC",,,,
"V1015707","Residential Attached","S","211 2020 W 8TH AVENUE","Kitsilano","1988","Apartment/Condo","25","Vancouver West","Vancouver","12/31/2013","Joe","1","$1,234.00","7/2/2013","010-388-451","4","$273.05","10/25/2013","$270,000","$418.60","0.98","1","1","MULTI","$274,900","115","645","$418.60","0.93","Apartment/Condo","1",,"604-904-3335","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","Augustine Gardens",,"1",,,,"1","V6J 1W5",,"Estate Sale","BC",,,,
