"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"F1316566","Residential Attached","S","42 8890 WALNUT GROVE DRIVE","Walnut Grove","1996","Townhouse","17","Langley","Langley","12/31/2013","Wayne Kim","1","$2,386.00","7/10/2013","023-310-570",,"$201.73","9/9/2013","$283,000","$189.93","0.98","2","3","MF","$290,000","61","1,490","$189.93","0.98","Townhouse","1",,"604-377-5923","S-3.22% 1ST 100K/1.15% BAL","HIGHLAND RIDGE",,"1",,,,"2","V1M 3W4",,,"BC",,,,
"V1025057","Residential Attached","S","2002 1188 PINETREE WAY","North Coquitlam","2016","Apartment/Condo","0","Coquitlam","Coquitlam","11/30/2013","SALES TEAM","1","$113,445.00","8/29/2013","800-079-445","42","$184.32","9/12/2013","$283,400","$492.01","1.00","1","1","MFD","$283,900","14","576","$492.01","1.00","Apartment/Condo","1",,"604-472-9555","2%",,,"0",,,,"1","V3B 0A3",,,"BC",,,,
"V1026033","Residential Attached","S","304 642 E 7TH AVENUE","Mount Pleasant VE","1976","Apartment/Condo","37","Vancouver East","Vancouver","6/8/2014","Jessica","1","$1,193.00","9/6/2013","003-927-041","3","$282.33","9/12/2013","$284,250","$365.36","0.99","1","1","RM-4","$287,000","6","778","$365.36","0.99","Apartment/Condo","1",,"604-771-0007","3.255% ON 1ST 100K / 1.1625% ON BAL","IVAN MANOR",,"0",,,,"1","V5T 1P1",,,"BC",,,,
"N230442","Residential Detached","S","36 FARROW STREET","Kitimat","1972","House/Single Family","41","Kitimat (Zone 89)","Kitimat","11/23/2013","MELODY","2","$1,792.00","8/23/2013","010-554-211",,,"9/8/2013","$285,000","$125.00","0.93","2","4","R2A","$307,800","16","2,280","$125.00","0.93","House/Single Family","1",,"250-632-1594","3% ON 1ST $100,000/1.5% ON REMAINING BALANCE",,,"0","0.00",,,"2","V8C 1E2",,,"BC",,,,
"F1318048","Residential Attached","S","10770 142A STREET","Whalley","1990","Townhouse","23","North Surrey","Surrey","1/26/2014","Trina Brady","2","$1,515.00","7/26/2013","016-874-501",,"$211.39","9/7/2013","$285,000","$178.13","0.98","3","3","C2","$289,900","43","1,600","$178.13","0.98","Townhouse","1",,"604-866-6948","S-3.22% 1ST 100K/1.15% BAL","PARKSIDE PLACE",,"1",,,,,"V3T 5K3",,,"BC",,,,
"F1319378","Residential Attached","S","20 8778 159TH STREET","Fleetwood Tynehead","2003","Townhouse","10","Surrey","Surrey","11/30/2013","COSTAS","3","$1,513.00","8/14/2013","025-722-875","3","$178.10","9/11/2013","$285,000","$215.58","0.98","3","3","RM30","$289,800","28","1,322","$215.58","0.92","Townhouse","1",,"604-825-7888","S-3.22% 1ST 100K/1.15% BAL","Amberstone",,"1",,,,"1","V4N 1H4",,,"BC",,,,
"F1315134","Residential Attached","S","17 3070 TOWNLINE ROAD","Abbotsford West","1993","Townhouse","20","Abbotsford","Abbotsford","12/31/2013","Touchbase","3","$2,265.00","6/20/2013","017-695-287",,"$229.00","9/11/2013","$286,000","$156.28","0.95","3","4","STRATA","$299,900","83","1,830","$156.28","0.95","Townhouse","1",,"866-855-0800","S-2.5% 1ST 100K/1.15% BAL","Westview Place",,"1",,,,"4","V2T 5M2",,"upon accepted offer","BC",,,,
"V1000834","Residential Attached","S","133 1386 LINCOLN DRIVE","Oxford Heights","1990","Townhouse","23","Port Coquitlam","Port Coquitlam","10/9/2013","SANDRA","2","$1,870.00","4/9/2013","012-269-816",,"$184.00","9/13/2013","$287,000","$218.75","0.96","3","2","STR","$299,800","157","1,312","$218.75","0.90","Townhouse","1",,"604-313-0700","3.255% ON THE FIRST $100,000/1.1625% ON BAL","MOUNTAIN VIEW ESTATES",,"1",,,,"2","V3B 7G6",,,"BC",,,,
"N229939","Residential Detached","S","1391 DRIFTWOOD CRESCENT","Smithers - Town","1991","House/Single Family","22","Smithers And Area (Zone 54)","Smithers","2/3/2014","PETER LUND","2","$3,441.00","8/3/2013","014-005-549",,,"9/13/2013","$287,000","$136.73","0.96","2","4","R-1","$299,000","41","2,099","$136.73","0.96","House/Single Family","1",,"250-847-5999","3% ON 1ST $100,000 AND 1.5% ON BALANCE",,"118.10","1","78.70",,,"2","V0J 2N0",,,"BC",,,,
"N228591","Residential Detached","S","102 ANDERSON STREET","Kitimat","1976","House/Single Family","37","Kitimat (Zone 89)","Kitimat","9/15/2013","SHANNON","3","$2,456.00","6/15/2013","010-343-245",,,"9/10/2013","$287,500","$143.75","1.00","3","4","R2A","$287,500","87","2,000","$143.75","0.97","House/Single Family","1",,"250-632-7000","3% ON 1ST $100,000/1.5% ON BALANCE",,,"0","0.00",,,"3","V8C 1A4",,,"BC",,,,
"H1301961","Residential Detached","S","450 KING STREET","Hope Center","1991","House/Single Family","22","Hope","Hope","11/30/2013","RUSSELL","3","$3,301.00","5/8/2013","003-888-568",,,"9/10/2013","$288,000","$104.27","0.96","3","5","RS1","$298,800","125","2,762","$104.27","0.96","House/Single Family","2",,"604-819-1417","3.5% 1ST 100K/1.25% BAL L1/2BF",,"150/.17 AC","1","50.00",,,"6","V0X 1L0",,,"BC",,,,
"F1320539","Residential Detached","S","7541 SIMON STREET","Mission BC","9999","House/Single Family","999","Mission","Mission","2/28/2014","Leeann Ray","2","$3,219.00","8/28/2013","004-698-665",,,"9/7/2013","$288,750","$150.39","0.98","2","4","RES","$294,900","10","1,920","$150.39","0.98","House/Single Family","1",,"604-820-2055","S-3.22% 1ST 100K/1.15% BAL",,"100","0","60.00",,,"3","V2V 3E7",,"OWNER NEVER OCCUPIED","BC",,,,
"H1303531","Residential Attached","S","4 6449 BLACKWOOD LANE","Sardis West Vedder Rd","2004","Townhouse","9","Sardis","Chilliwack","12/31/2013","Bonnie or Steph","2","$2,006.00","9/9/2013","026-055-821",,"$173.25","9/11/2013","$289,000","$191.39","0.98","3","3","R4","$293,900","2","1,510","$191.39","0.98","Townhouse","1",,"604-795-2955","3% 1ST 100K/1.25% BAL L 1/2 BF","CEDAR PARK",,"1","0.00",,,"2","V2R 5X5",,,"BC",,,,
"H1302103","Residential Detached","S","354 PINE STREET","Cultus Lake","1942","House/Single Family","71","Cultus Lake","Cultus Lake","12/30/2013","RICHARD WENHAM","1","$1,411.00","5/17/2013","700-005-197",,,"9/13/2013","$290,000","$446.84","0.88","1","1","R1A","$330,000","119","649","$446.84","0.88","House/Single Family","1",,"604-795-2955","3.25% 1ST 100K/1.15% BAL L1/2BF","CULTUS LAKE","88/.081 AC","1","40.00",,,"2","V2R 4Y9",,,"BC",,,,
"V1018929","Residential Attached","S","116 5800 ANDREWS ROAD","Steveston South","1997","Apartment/Condo","16","Richmond","Richmond","12/31/2013","RINA","1","$1,179.00","7/19/2013","023-742-691",,"$265.00","9/13/2013","$290,000","$363.86","0.97","1","1","ZLR7","$299,900","56","797","$363.86","0.97","Apartment/Condo","1",,"604-317-3388","3.255% ON 1ST $100,000 / 1.1625% ON BAL",,,"1",,,,"1","V7E 6M2",,,"BC",,,,
"N230952","Residential Detached","S","10415 103RD AVENUE","Fort St. John - City NW","9999","House/Single Family","999","Fort St. John (Zone 60)","Fort St. John","12/31/2013","HOME PROS","2","$2,511.00","9/13/2013","010-691-057",,,"9/14/2013","$290,000","$145.00","0.98","2","4","R1","$294,900","1","2,000","$145.00","0.98","House/Single Family","1",,"250-785-6601","3% ON THE 1ST $100,000 & 1.5% ON THE REMAINDER.","FINCH","122.00","0","50.00",,,"4","V1J 2J1",,,"BC",,,,
"F1318700","Residential Attached","S","11 14952 58TH AVENUE","Sullivan Station","2000","Townhouse","13","Surrey","Surrey","4/30/2014","Touchbase or Marty Kleine","2","$1,642.00","8/7/2013","024-853-488","3","$205.88","9/7/2013","$290,000","$208.63","0.97","2","2","MF","$299,900","31","1,390","$208.63","0.97","Townhouse","1",,"604-538-8888","S-3.22% 1ST 100K/1.15% BAL","HIGHBRAE",,"1","0.00",,,"2","V3S 9J2",,"Owner Not living in property","BC",,,,
"V1022300","Residential Attached","S","407 580 TWELFTH STREET","Uptown NW","2000","Apartment/Condo","13","New Westminster","New Westminster","7/31/2014","TOM CHUNG","2","$1,839.00","8/12/2013","024-784-958",,"$341.46","9/5/2013","$290,000","$279.65","0.97","2","2","APT","$299,000","24","1,037","$279.65","0.97","Apartment/Condo","1",,"604-657-1888","3% OF FIRST $100,000 BAL 1.1%",,,"1",,,,"1","V3M 4H9",,,"BC",,,,
"V1020184","Residential Attached","S","1003 1212 HOWE STREET","Downtown VW","2008","Apartment/Condo","5","Vancouver West","Vancouver","7/1/2014","CHRIS","1","$1,013.00","7/30/2013","012-145-301",,"$173.61","9/9/2013","$290,000","$688.84","0.97","1","1","DD","$299,900","41","421","$688.84","0.97","Apartment/Condo","1",,"604-616-7911","3.2% ON 1ST 100K/1.16% ON BAL","1212 HOWE",,"0",,,,"1","V6Z 2M9",,,"BC",,,,
"V1023101","Residential Attached","S","1003 10 LAGUNA COURT","Quay","1997","Apartment/Condo","16","New Westminster","New Westminster","12/31/2013","DAVID GERING","1","$1,663.00","8/19/2013","023-567-163","20","$283.02","9/8/2013","$290,000","$339.58","0.97","1","1","VNWQY","$299,800","20","854","$339.58","0.97","Apartment/Condo","1",,"778-822-0775","3.255% ON 1ST $100,000 & 1.1625% ON THE BALANCE","Laguna Landing",,"1",,,,"1","V3M 6W3",,,"BC",,,,
"V1021727","Residential Detached","S","37789 CLEVELAND AVENUE","Downtown SQ","1951","House/Single Family","62","Squamish","Squamish","10/31/2013","ANDRE ZUBKO","1","$1,493.00","8/8/2013","002-902-826",,,"9/7/2013","$292,000","$312.97","1.01","1","2","IND 1","$289,900","30","933","$312.97","1.01","House/Single Family","1",,"604-849-1100","$3,000","DOWNTOWN","120","1","50.00",,,"4","V8B 0S8",,,"BC",,,,
"N229105","Residential Detached","S","6233 TASA PLACE","Hart Highlands","1993","House/Single Family","20","PG City North (Zone 73)","Prince George","1/3/2014","DAN STRICKLAND","3","$3,671.00","7/4/2013","006-337-813",,,"9/11/2013","$292,400","$103.25","0.98","3","4","RS2","$299,900","69","2,832","$103.25","0.96","House/Single Family","1",,"250-613-8813","3% ON FIRST 100,000 & 1.5% ON BALANCE","HART HIGHLANDS",,"1","0.00",,,,"V2K 4J3",,,"BC",,,,
"H1302669","Residential Detached","S","5587 CAYMAN DRIVE","Sardis East Vedder Rd","2013","House/Single Family","0","Sardis","Sardis","12/31/2013","KATHY OR MARK","2","$0.00","7/1/2013","700-008-184",,,"9/5/2013","$292,900","$176.55","0.88","3","2","RSV3","$332,900","66","1,659","$176.55","0.88","House/Single Family","1",,"778-242-3694","$3000 L1/2BF","ENGLEWOOD VILLAGE",".092 AC","1","40.00",,,"4","V2R 0P7",,"NEW HOME WARRANTY","BC",,,,
"V1023152","Residential Attached","S","104 1333 W 7TH AVENUE","Fairview VW","1993","Apartment/Condo","20","Vancouver West","Vancouver","11/30/2013","Stacey Nixon","1","$1,186.00","8/17/2013","018-253-385","4","$252.38","9/12/2013","$293,000","$490.79","0.98","1","1","FM 1","$299,000","26","597","$490.79","0.98","Apartment/Condo","1",,"604-787-4288","3.22% ON 1ST 100K / 1.15% ON BAL","Windgate Encore",,"1",,,,"1","V6H 1B8",,,"BC",,,,
"V1016985","Residential Attached","S","44 11176 GILKER HILL ROAD","Cottonwood MR","2013","Townhouse","0","Maple Ridge","Maple Ridge","11/15/2013","DON HART","2",,"7/8/2013","029-013-615",,"$178.14","9/5/2013","$293,000","$209.89","0.98","2","3","RM1","$299,900","59","1,396","$209.89","0.98","Townhouse","1",,"778-988-4278","3.22% ON 1ST $100,000/1.16% ON BAL","KANAKA CREEK",,"0",,,,"2","V2W 0G5",,"DEVELOPER DISCLOSURE STATEMENT","BC",,,,
"V1027092","Residential Attached","S","366 4099 STOLBERG STREET","East Cambie","2013","Apartment/Condo","0","Richmond","Richmond","12/8/2013","LYNN/CLAYTON","1",,"9/10/2013","800-079-649","6","$267.20","9/10/2013","$294,581","$385.58","0.96","1","2","MF","$305,800","0","764","$385.58","0.96","Apartment/Condo","1",,"604-279-8866","2.5575% ON 1ST $100,000 & 1.1625% ON BAL","REMY",,"0",,,,"1","V6X 1K4",,,"BC",,,,
"V1027331","Residential Attached","S","46 11176 GILKER HILL ROAD","Cottonwood MR","2013","Townhouse","0","Maple Ridge","Maple Ridge","11/30/2013","DON","2",,"9/10/2013","029-013-631",,"$186.69","9/13/2013","$295,000","$211.32","0.98","2","3","RM-1","$299,900","3","1,396","$211.32","0.98","Townhouse","1",,,"3.22% ON 1ST $100,000/1.16% ON BAL","KANAKA CREEK",,"0",,,,"2","V2W 0G5",,"DEVELOPER DISCLOSURE STATEMENT","BC",,,,
"V1025757","Residential Attached","S","306 1515 E 5TH AVENUE","Grandview VE","1976","Apartment/Condo","37","Vancouver East","Vancouver","12/31/2013","AARON","1","$1,099.00","9/4/2013","003-772-691","3","$231.60","9/11/2013","$295,000","$464.57","0.98","1","1","RM-4","$299,900","7","635","$464.57","0.98","Apartment/Condo","1",,"604-767-2117","3.22% ON 1ST $100,000/1.15% ON BAL","WOODLAND PLACE",,"0",,,,"1","V5N 1L6",,"OWNER NEVER LIVED IN UNIT","BC",,,,
"V1024155","Residential Detached","S","5739 CARTIER ROAD","Sechelt District","2007","House/Single Family","6","Sunshine Coast","Sechelt","2/17/2014","Kenan MacKenzie","2","$2,972.00","8/17/2013","026-899-841",,"$20.00","9/10/2013","$295,000","$210.71","0.99","2","3","R1","$299,000","24","1,400","$210.71","0.99","House/Single Family","1",,"604-885-7810","3.255% ON THE 1 ST 100,000 AND 1.1625 ON THE BAL",,,"1","61.00",,,,"V0N 3A7",,"August 17, 2013","BC",,,,
"V1016865","Residential Detached","S","23047 126TH AVENUE","East Central","1965","House/Single Family","48","Maple Ridge","Maple Ridge","12/31/2013","LANA LANGIS","1","$2,977.00","7/8/2013","004-620-828",,,"9/7/2013","$295,000","$234.13","0.98","1","3","SFD","$299,900","61","1,260","$234.13","0.98","House/Single Family","1",,"778-840-7619","3.255% 1ST $100,000 / 1.1625% ON THE BALANCE",,"141","0","61.00",,,"5","V2X 4P4",,"OWNER NEVER LIVED THERE","BC",,,,
"V1026818","Residential Attached","S","21 11160 KINGSGROVE AVENUE","Ironwood","1979","Townhouse","34","Richmond","Richmond","12/9/2013","PETER","1","$1,479.00","9/9/2013","001-720-520",,"$252.52","9/13/2013","$295,000","$258.77","0.93","1","2","016","$319,000","4","1,140","$258.77","0.93","Townhouse","1",,"604-812-5250","3.255% / 1.1625%","CEDAR GROVE ESTATES",,"0",,,,"1","V7A 3A9",,,"BC",,,,
"N230606","Residential Detached","S","4115 GUEST CRESCENT","Pinewood","1976","House/Single Family","37","PG City West (Zone 71)","Prince George","11/4/2013","MARK","3","$3,238.00","9/3/2013","009-423-427",,,"9/7/2013","$295,000","$103.87","0.99","3","5","RS2","$298,650","4","2,840","$103.87","0.99","House/Single Family","2",,"250-981-3425","3% ON THE 1ST $100,000 AND 1% ON THE REMAINDER",,,"2","0.00",,,,"V2N 3G5",,,"BC",,,,
"N230301","Residential Detached","S","3902 WESTVIEW DRIVE","Terrace - City","1974","House/Single Family","39","Terrace (Zone 88)","Terrace","11/30/2013","JOHN/SHEILA","2","$2,744.00","8/19/2013","010-251-383",,,"9/12/2013","$295,000","$133.61","0.98","2","4","R1","$299,900","24","2,208","$133.61","0.98","House/Single Family","1",,"250-638-1400","3% ON $100,000, 1.5% ON THE BALANCE","BENCH",,"1","0.00",,,"6","V8G 2S6",,,"BC",,,,
"V1026436","Residential Attached","S","2101 1188 RICHARDS STREET","Yaletown","1996","Apartment/Condo","17","Vancouver West","Vancouver","3/10/2014","MORGAN","1","$971.00","9/10/2013","023-248-785","24","$138.69","9/13/2013","$295,000","$705.74","1.01","1","0","RES","$293,500","3","418","$705.74","1.01","Apartment/Condo","1",,"604-209-1230","3.225% ON THE 1ST $100K 1.1625% ON THE BALANCE","PARK PLAZA",,"0",,,,"1","V6B 3E6",,"SELLER NEVER LIVED IN UNT","BC",,,,
"V1008762","Residential Attached","S","306 3168 LAUREL STREET","Fairview VW","1993","Apartment/Condo","20","Vancouver West","Vancouver","11/22/2013","SIMONE RISKE-FALCO","1","$1,050.00","5/22/2013","018-186-815",,"$237.36","9/10/2013","$295,000","$519.37","0.96","1","1","RM4","$309,000","111","568","$519.37","0.92","Apartment/Condo","1",,"778-838-9667","3% ON THE FIRST $100,000/1% ON BAL",,,"0",,,,,"V5Z 3T8",,,"BC",,,,
"F1310334","Residential Detached","S","7951 GRAND STREET","Mission BC","1989","House/Single Family","24","Mission","Mission","10/31/2013","604-854-4781","2","$3,440.00","5/1/2013","011-790-717",,,"9/6/2013","$297,000","$150.30","0.96","2","4","RES","$309,900","128","1,976","$150.30","0.86","House/Single Family","1",,,"S-3% 1ST 100K/1.15% BAL",,"100","1","60.00",,,"5","V2V 3T8",,"Owner never occupied","BC",,,,
"F1320497","Residential Attached","S","12 12110 75A AVENUE","West Newton","2001","Townhouse","12","Surrey","Surrey","11/29/2013","Leah Bach","2","$1,845.00","8/29/2013","024-803-367","3","$185.62","9/7/2013","$299,000","$182.32","1.00","2","3","MR-45","$299,000","9","1,640","$182.32","1.00","Townhouse","1",,"604-590-4888","S-3.5% 1ST 100K/1.1% BAL","Mandalay Village",,"1","0.00",,,"2","V3W 1V1",,"available upon request","BC",,,,
"V1009727","Residential Attached","S","PH2 5788 VINE STREET","Kerrisdale","1995","Apartment/Condo","18","Vancouver West","Vancouver","9/27/2013","JAMIE","1","$1,261.00","5/27/2013","019-115-938","4","$241.45","9/12/2013","$299,000","$486.97","0.94","1","1","RM-3","$319,900","108","614","$486.97","0.91","Apartment/Condo","1",,"604-619-0199","3.225-100/1.1625","THE VINEYARD",,"1",,,,"1","V6M 4L8",,,"BC",,,,
"V970595","Residential Detached","S","534 HILLTOP PLACE","Bowen Island","1975","Recreational","37","Bowen Island","Bowen Island","11/30/2013","DEE ELLIOTT","0","$1,681.00","8/31/2012","005-868-084",,,"9/5/2013","$299,000","$482.26","0.88","1","0","SR","$339,000","370","620","$482.26","0.88","Recreational","1",,"604-612-7798","3.2% ON THE FIRST $100,000/1.15% ON THE BAL",,,"1","0.00",,,,"V0N 1G0",,,"BC",,,,
"N227962","Residential Detached","S","7303 89TH AVENUE","Fort St. John - City SE","1996","Manufactured with Land","17","Fort St. John (Zone 60)","Fort St. John","12/27/2013","BRANDON","2","$1,740.00","5/27/2013","025-097-415",,,"9/11/2013","$299,900","$230.69","1.00","2","3","R4","$299,900","107","1,300","$230.69","0.94","Manufactured with Land","1",,"250-263-2091","$5,000 + GST",,"98.30","0","75.00",,,"2","V1J 7C3",,,"BC",,,,
"V1003812","Residential Detached","S","5698 MEDUSA STREET","Sechelt District","9999","House/Single Family","999","Sunshine Coast","Sechelt","9/25/2013","KATHY STANTON","2","$2,957.00","4/25/2013","009-431-497",,,"9/9/2013","$300,000","$146.34","0.91","2","4","R1","$329,000","137","2,050","$146.34","0.84","House/Single Family","2",,"604-885-4313","3.255% ON 1ST $100,000 & 1.1625% ON THE BALANCE",,"122","2","66.00",,,"4","V0N 3A0",,,"BC",,,,
"V1023808","Residential Attached","S","341 4800 SPEARHEAD DRIVE","Benchlands","1994","Apartment/Condo","19","Whistler","Whistler","8/31/2014","David Wiebe","1","$2,388.00","8/22/2013","019-175-931",,"$455.00","9/6/2013","$300,000","$515.46","1.00","1","1","LUC","$299,000","15","582","$515.46","1.00","Apartment/Condo","1",,"604-966-8874","3% ON THE 1ST $100K, AND 1.5% OF THE BALANCE","Aspens",,"1",,,,"1","V0N 1B4",,,"BC",,,,
"F1311177","Residential Attached","S","79 19932 70TH AVENUE","Willoughby Heights","2005","Townhouse","8","Langley","Langley","10/30/2013","HARISH","2","$2,611.00","5/7/2013","026-435-691",,"$212.00","9/5/2013","$302,000","$210.31","0.98","3","3","MF","$307,900","121","1,436","$210.31","0.92","Townhouse","1",,"604-537-5181","S-3.15% 1ST 100K/1.16% BAL","Summerwood",,"1",,,,,"V2Y 3C6",,,"BC",,,,
"N230120","Residential Detached","S","4722 MCCONNELL AVENUE","Terrace - City","1988","House/Single Family","25","Terrace (Zone 88)","Terrace","11/30/2013","JOHN/SHEILA","3","$3,039.00","8/12/2013","006-164-587",,,"9/6/2013","$302,500","$130.28","0.96","3","4","R1","$315,000","25","2,322","$130.28","0.96","House/Single Family","1",,"250-638-1400","3% ON THE $100,000, 1.5% ON THE BALANCE",,"131.00","1","61.00",,,"6","V8G 2G8",,,"BC",,,,
"F1316282","Residential Attached","S","407 15368 16A AVENUE","King George Corridor","2004","Apartment/Condo","9","South Surrey White Rock","Surrey","11/4/2013","Doug Baker","2","$1,542.00","7/4/2013","025-956-906","4","$256.64","9/14/2013","$303,000","$335.55","0.95","2","2","CD","$318,000","72","903","$335.55","0.95","Apartment/Condo","1",,"604-781-8790","S-3.2% 1ST 100K/1.15% BAL","OCEAN BAY VILLAS",,"1",,,,"2","V4A 1S9",,,"BC",,,,
"V1024937","Residential Attached","S","613 1333 W GEORGIA STREET","Coal Harbour","2006","Apartment/Condo","7","Vancouver West","Vancouver","12/31/2013","Cole Bielli","1","$1,040.00","8/31/2013","026-582-261",,"$173.75","9/9/2013","$304,900","$725.95","0.99","1","0","MULTI","$306,900","9","420","$725.95","0.99","Apartment/Condo","1",,"604-808-3533","3.255% ON THE 1ST $100,000 & 1.1625% ON BALANCE","Qube",,"1",,,,"0","V6E 4V3",,,"BC",,,,
"V1016343","Residential Attached","S","201 1928 E 11TH AVENUE","Grandview VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","12/4/2013","DOUG","1","$969.00","7/4/2013","018-450-822","3","$246.26","9/10/2013","$305,000","$508.33","0.97","1","1","RM-4","$315,000","68","600","$508.33","0.97","Apartment/Condo","1",,"604-657-4457","3.225% ON 1ST $100,000 / 1.1625% ON BAL",,,"1",,,,"1","V5N 1Z2",,,"BC",,,,
"N229240","Residential Detached","S","36 WHITE STREET","Kitimat","1965","House/Single Family","48","Kitimat (Zone 89)","Kitimat","10/3/2013","SHARON NICHOLS","2","$1,806.00","7/3/2013","012-189-197",,,"9/9/2013","$305,000","$142.79","0.99","2","5","R2A","$309,000","68","2,136","$142.79","0.99","House/Single Family","1",,"250-279-2146","3% FIRST $100,000/1.5% OF BALANCE","WHIEQSAIL",,"1","0.00",,,"3","V8C 1H9",,,"BC",,,,
"H1300816","Residential Detached","S","7225 ROCHESTER AVENUE","Sardis West Vedder Rd","1983","House/Single Family","30","Sardis","Sardis","9/30/2013","BRIAN BILKES","1","$2,027.00","2/27/2013","000-632-911",,,"9/14/2013","$305,000","$231.76","0.96","1","2","R1A","$317,900","199","1,316","$231.76","0.95","House/Single Family","1",,"604-316-2757","2.5% 1ST 100K/1.25% BAL L 1/2 BF",,"100","1","52.00",,,"4","V2R 1H3",,,"BC",,,,
"N229369","Residential Detached","S","3587 ROSE AVENUE","Thornhill","2000","House/Single Family","13","Terrace (Zone 88)","Terrace","10/31/2013","JOHN/SHEILA","3","$3,727.00","7/13/2013","024-101-524",,,"9/6/2013","$305,000","$136.53","1.02","4","4","R1","$299,900","55","2,234","$136.53","1.02","House/Single Family","1",,"250-638-1400","3% ON 1ST $100,000, 1.5% ON THE BALANCE",,"0","2","0.00",,,"4","V8G 5T7",,,"BC",,,,
"V1017708","Residential Attached","S","1601 9868 CAMERON STREET","Sullivan Heights","2009","Apartment/Condo","4","Burnaby North","Burnaby","10/31/2013","BRIAN KIM","1","$2,012.00","7/11/2013","027-911-373",,"$175.00","9/10/2013","$305,000","$484.13","0.94","1","1","MF","$324,000","61","630","$484.13","0.94","Apartment/Condo","1",,"604-831-8788","3% ON 1ST $100,000/ 1% ON THE BAL","SILHOUETTE",,"1",,,,"1","V3J 0A5",,,"BC",,,,
"F1304860","Residential Attached","S","13 18777 68A AVENUE","Clayton","2009","Townhouse","4","Cloverdale","Surrey","10/11/2013","Samantha Otter","2","$1,964.00","3/1/2013","027-256-901",,"$141.87","9/11/2013","$306,500","$236.68","0.97","3","3","MULTI","$316,000","194","1,295","$236.68","0.93","Townhouse","1",,"604-533-3939","S-3.22% 1ST 100K/1.15% BAL+BONUS*","COMPASS",,"1",,,,"2","V4N 0Z7",,,"BC",,,,
"V1025796","Residential Attached","S","201 6388 MARLBOROUGH AVENUE","Forest Glen BS","1992","Apartment/Condo","21","Burnaby South","Burnaby","12/31/2013","Jessica Liu","2","$1,947.00","9/6/2013","017-759-081","4","$269.31","9/6/2013","$306,600","$326.17","0.96","2","2","RES","$318,000","0","940","$326.17","0.96","Apartment/Condo","1",,"604-928-0601","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","Marlborough Place",,"0",,,,"1","V5H 4P4",,"Sold as it is","BC",,,,
"V1016117","Residential Attached","S","54 11067 BARNSTON VIEW ROAD","South Meadows","2006","Townhouse","7","Pitt Meadows","Pitt Meadows","12/28/2013","TOUCHBASE MARSHALL","2","$3,075.00","7/4/2013","026-516-926","3","$189.53","9/11/2013","$308,000","$227.14","0.98","2","3","CD11","$313,900","69","1,356","$227.14","0.98","Townhouse","1",,"604-939-6666","3.225% ON 1ST $100,000 AND 1.1% ON BALANCE","COHO",,"1",,,,"2","V3Y 2X3",,,"BC",,,,
"H1301855","Residential Detached","S","671 MAPLE STREET","Hope Center","1966","House/Single Family","47","Hope","Hope","9/30/2013","HANS","2","$3,162.00","5/3/2013","009-027-394",,,"9/9/2013","$308,500","$92.03","0.95","4","5","RS1","$324,900","129","3,352","$92.03","0.88","House/Single Family","1",,"604-869-2165","3.5% 1ST 100K/1.5% BAL L 1/2 BF **",,"115","2","92.00",,,"3","V0X 1L0",,,"BC",,,,
"V1020406","Residential Attached","S","405 1989 DUNBAR STREET","Kitsilano","1997","Apartment/Condo","16","Vancouver West","Vancouver","10/31/2013","MIKE STEWART Call or Text","1","$1,206.00","7/29/2013","023-752-807","4","$228.00","9/11/2013","$310,000","$570.90","0.97","1","1","C-2","$319,000","44","543","$570.90","0.97","Apartment/Condo","1",,"604-763-3136","3.125% ON THE FIRST $100K / 1.1625% ON THE BAL","SONESTA",,"1",,,,"1","V6R 4R5",,,"BC",,,,
"V1014802","Residential Attached","S","306 2973 KINGSWAY","Collingwood VE","2004","Apartment/Condo","9","Vancouver East","Vancouver","10/31/2013","ANDY","0","$1,103.00","6/25/2013","025-802-585",,"$222.59","9/10/2013","$310,000","$428.18","0.98","1","2","C-2","$318,000","77","724","$428.18","0.94","Apartment/Condo","1",,"778-968-8356","3.255% ON THE FIRST $100,000 / 1.1625% ON BALANCE","MOUNTIANVIEW PLACE",,"1",,,,"1","V5R 5J4",,,"BC",,,,
"V1003617","Residential Attached","S","307 2020 CEDAR VILLAGE CRESCENT","Westlynn","1990","Apartment/Condo","23","North Vancouver","North Vancouver","12/31/2013","ROB BONE","2","$2,365.00","4/22/2013","017-226-163","3","$368.00","9/9/2013","$310,000","$288.37","0.97","2","2","APT","$319,000","140","1,075","$288.37","0.91","Apartment/Condo","1",,"604-790-3474","3.22% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,"1","V7J 3P5",,,"BC",,,,
