"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N229914","Residential Detached","S","4633 LOEN AVENUE","Terrace - City","9999","House/Single Family","999","Terrace (Zone 88)","Terrace","12/31/2013","LR","2","$2,277.00","8/6/2013","007-429-517",,,"10/4/2013","$218,000","$119.52","0.96","2","3","R2","$228,000","59","1,824","$119.52","0.91","House/Single Family","1",,"250-635-9184","3% ON $100,000; 1.5% ON BALANCE",,"122.00","0","50.00",,,"3","V8G 1Z4",,,"BC",,,,
"N231216","Residential Detached","S","4135 HIGHLAND DRIVE","Hart Highlands","1975","House/Single Family","38","PG City North (Zone 73)","Prince George","12/31/2013","JONI","2","$2,757.00","9/26/2013","010-554-815",,,"10/2/2013","$218,000","$89.49","0.99","2","4","RSI","$219,900","6","2,436","$89.49","0.99","House/Single Family","1",,"250-613-7872","3% ON 1ST $100,000, 1% ON BALANCE","HART HIGHLANDS","153","2","99.00",,,,"V2K 2C4",,,"BC",,,,
"H1303013","Residential Attached","S","24 1530 MACKAY CRESCENT","Agassiz","2000","Townhouse","13","Agassiz","Agassiz","10/24/2013","MICHELLE","2","$1,479.00","7/24/2013","024-811-114","2","$135.00","10/5/2013","$218,500","$141.98","0.96","3","3","RM2","$226,900","73","1,539","$141.98","0.95","Townhouse","1",,"604-991-5700","$3,000. L 1/2 BF","VILLAGE GATE",,"1",,,,"4","V0M 1A3",,,"BC",,,,
"F1303825","Residential Attached","S","211 33485 SOUTH FRASER WAY","Central Abbotsford","2005","Apartment/Condo","8","Abbotsford","Abbotsford","10/31/2013","Steven Oh","2","$1,851.00","2/13/2013","026-143-852","4","$253.00","10/4/2013","$219,000","$165.78","0.96","2","2","RML","$229,000","233","1,321","$165.78","0.92","Apartment/Condo","1",,"604-715-8000","S-3.225% 1ST 100K/1.15% BAL + BONUS*","CITADEL RIDGE",,"1",,,,"2","V2S 8P9",,"DEVELOPER'S DISCLOSURE AVAILABLE","BC",,,,
"V1029962","Residential Attached","S","109 585 AUSTIN AVENUE","Coquitlam West","1979","Townhouse","34","Coquitlam","Coquitlam","9/30/2014","THE AXFORDS","1","$1,684.00","9/27/2013","001-498-380",,"$273.00","10/3/2013","$220,000","$189.49","0.96","2","1","MFD","$229,000","6","1,161","$189.49","0.96","Townhouse","1",,"778-355-0116","3.255 ON 1ST $100,000/1.1625 ON BAL",,,"1",,,,"2","V3K 3N2",,"COURT ORDER SALE","BC",,,,
"V1023422","Residential Attached","S","203 2105 W 47TH AVENUE","Kerrisdale","1957","Apartment/Condo","56","Vancouver West","Vancouver","8/16/2014","JEN OR JOLA","1","$970.00","8/16/2013","005-330-637",,"$216.15","10/8/2013","$220,000","$325.93","0.98","1","1","C-2","$225,000","53","675","$325.93","0.98","Apartment/Condo","1",,"604-719-7677","3.255% ON THE 1ST $100,000 + 1.1625% ON BALANCE","Kerrisdale Apartments",,"0",,,,,"V6M 2M6",,,"BC",,,,
"N221701","Residential Detached","S","1690 MACKENZIE 20 HIGHWAY","Bella Coola/Hagensborg","9999","House/Single Family","999","Williams Lake (Zone 27)","Bella Coola","8/17/2014","LEON BARNETT","2","$1,728.00","8/17/2012","000-076-449",,,"10/3/2013","$220,000","$104.96","0.88","2","4","A1","$249,000","412","2,096","$104.96","0.76","House/Single Family","2",,"250-982-2704","3.3% ON 1ST $100,000/1.5% ON BALANCE",,,"1","0.00",,,,"V0T 1H0",,,"BC",,,,
"V1023927","Residential Detached","S","12096 223RD STREET","West Central","9999","House/Single Family","999","Maple Ridge","Maple Ridge","11/23/2013","RYAN FROESE","1","$2,983.00","8/23/2013","009-862-609",,,"10/3/2013","$220,100","$156.10","1.05","1","2","RS-1","$209,000","41","1,410","$156.10","1.00","House/Single Family","1",,"604-942-0606","3% ON THE 1ST $100,000 / 0.75% ON THE BALANCE",,"94","0","80.00",,,"5","V2X 5Y7",,"Court ordered sale","BC",,,,
"F1319225","Residential Attached","S","1905 13688 100TH AVENUE","Whalley","2011","Apartment/Condo","2","North Surrey","Surrey","11/30/2013","Mabel Ko","1","$1,266.00","8/12/2013","028-698-851","36","$173.00","9/30/2013","$222,000","$384.75","0.97","1","1","CD","$229,000","49","577","$384.75","0.97","Apartment/Condo","1",,"778-895-5499","S-3.255% 1ST 100K/1.1625% BAL","One Park Place",,"0",,,,"1","V3T 0G5",,,"BC",,,,
"V1030880","Residential Attached","S","206 1420 E 8TH AVENUE","Grandview VE","1978","Apartment/Condo","35","Vancouver East","Vancouver","12/9/2013","Kim McAlpine","1","$916.00","10/4/2013","003-908-437","3","$229.79","10/8/2013","$222,000","$322.21","0.99","1","1","RM-4","$225,000","4","689","$322.21","0.99","Apartment/Condo","1",,"778-317-9909","3.255% ON THE FIRST $100K, 1.1625% ON THE BALANCE","Willowbridge",,"0",,,,"1","V5N 1T4",,,"BC",,,,
"N231334","Residential Detached","S","296 CRESTVIEW DRIVE","Prince Rupert - City","1965","House/Single Family","48","Prince Rupert (Zone 52)","Prince Rupert","3/30/2014","JEFF CLARKE","1","$2,816.00","9/30/2013","010-811-303",,,"10/4/2013","$222,500","$91.56","0.97","2","3","R1","$229,000","4","2,430","$91.56","0.97","House/Single Family","1",,"250-624-9444","3% ON THE 1ST $100,000 AND 1.5% ON THE BALANCE",,"0","0","0.00",,,"4","V8J 2Z7",,,"BC",,,,
"V1028704","Residential Attached","S","410 3148 ST. JOHNS STREET","Port Moody Centre","2004","Apartment/Condo","9","Port Moody","Port Moody","12/31/2013","RAV RAMPURI","1",,"9/18/2013","026-082-152",,"$208.00","10/8/2013","$222,500","$361.20","0.99","1","1","STRATA","$225,900","20","616","$361.20","0.99","Apartment/Condo","1",,"604-351-8988","3.22% ON 1ST $100,000/ 1.16% ON BAL",,"0.0","1","0.00",,,"1","V3H 5E6",,,"BC",,,,
"F1322783","Residential Attached","S","111 17769 57TH AVENUE","Cloverdale BC","2010","Apartment/Condo","3","Cloverdale","Surrey","11/30/2013","Natalie Evaniew","2","$1,058.00","10/1/2013","027-976-955","4","$211.62","10/2/2013","$223,000","$288.11","0.99","2","2","MF","$225,000","1","774","$288.11","0.99","Apartment/Condo","1",,"604-418-7072","S-3.22% 1ST 100K/1.15% BAL*","Clover Downs Estates",,"1","0.00",,,"2","V3S 1H1",,,"BC",,,,
"V1029810","Residential Attached","S","205 6040 EAST BOULEVARD","Kerrisdale","1952","Apartment/Condo","61","Vancouver West","Vancouver","12/31/2013","Dwayne/Shaun/Rose","1","$340.00","9/30/2013","013-028-669","3","$267.00","10/2/2013","$224,000","$298.67","0.98","1","1","C2","$229,000","2","750","$298.67","0.98","Apartment/Condo","1",,"604-255-7575","3.255% ON 1ST 100K / 1.1625% ON BAL","Shaughnessy",,"0",,,,,"V6M 3V5",,,"BC",,,,
"N230901","Residential Detached","S","1361 OAK AVENUE","Quesnel Rural - South","1975","House with Acreage","38","Quesnel (Zone 28)","Quesnel","12/11/2013","RAY","2","$1,802.00","9/11/2013","004-800-435",,,"10/6/2013","$225,000","$90.14","0.91","2","4","R2","$247,000","25","2,496","$90.14","0.91","House with Acreage","1",,"250-991-2787","3% ON 1ST $100,000/1.5% ON REMAINDER","RED BLUFF",,"2","0.00",,,"6","V2J 5L4",,,"BC",,,,
"V996895","Residential Attached","S","203 22515 116TH AVENUE","East Central","1987","Townhouse","26","Maple Ridge","Maple Ridge","10/21/2013","CHRIS FRANDSEN","2","$2,419.00","3/20/2013","007-222-769","3","$281.37","10/5/2013","$225,000","$129.46","0.90","2","2","RM2","$249,900","199","1,738","$129.46","0.87","Townhouse","1",,"604-467-5000","3.255% ON 1ST $100,000/1.1625% ON BAL","WESTGROVE",,"1",,,,"1","V2X 9V1",,,"BC",,,,
"F1317534","Residential Attached","S","202 13918 72 AVENUE","East Newton","1990","Apartment/Condo","23","Surrey","Surrey","11/25/2013","G Murtaza","2","$1,236.00","7/24/2013","015-370-909","3","$329.09","10/3/2013","$225,000","$162.57","0.94","2","2","SU","$239,900","71","1,384","$162.57","0.94","Apartment/Condo","1",,"604-618-1935","S-3.22% 1ST 100K/1.15% BAL",,,"1",,,,"2","V3W 0T4",,"Upon accepted offer","BC",,,,
"N222914","Residential Detached","S","54775 JARDINE ROAD","Cluculz Lake","9999","House/Single Family","999","PG Rural West (Zone 77)","Prince George","8/31/2014","TAB OR THERESA","1","$1,434.00","10/6/2012","007-812-922",,,"10/1/2013","$225,000","$182.04","0.87","1","2","R4","$259,900","360","1,236","$182.04","0.83","House/Single Family","1",,"250-960-2373","3% ON THE 1ST $100,000/1.5% ON THE BALANCE","CLUCULZ LAKE",,"1",,,,,"V0J 3A3",,,"BC",,,,
"F1323304","Residential Attached","S","426 5655 210A STREET","Salmon River","2013","Apartment/Condo","0","Langley","Langley","1/30/2014","Brittany Reimer","1","$0.00","10/6/2013","029-086-515","4","$185.00","10/6/2013","$225,285","$307.77","0.95","1","1","CD","$237,000","0","732","$307.77","0.95","Apartment/Condo","1",,"778-908-8045","S-3%*","CORNERSTONE NORTH",,"1","0.00",,,"1","V3A 0G4",,"New Construction","BC",,,,
"N226612","Residential Detached","S","4880 PIERREROY CRESCENT","108 Ranch","1976","House with Acreage","37","100 Mile House (Zone 10)","108 Mile Ranch","11/29/2013","DARREL WARMAN","2","$1,802.00","4/23/2013","023-032-324",,,"10/7/2013","$226,000","$90.40","0.92","3","3","R1-1","$244,500","167","2,500","$90.40","0.91","House with Acreage","1",,"250-395-3422","3.4% ON THE FIRST $100,000 AND 1.4% ON THE REMAINI","108 MILE RANCH",,"2",,,,"6","V0K 2Z0",,,"BC",,,,
"N229043","Residential Detached","S","6622 ESSEX CRESCENT","Lower College","1975","House/Single Family","38","PG City South (Zone 74)","Prince George","10/16/2013","SHAWNA","1","$3,063.00","7/2/2013","009-679-600",,,"10/2/2013","$226,000","$100.00","0.99","3","4","RS1","$229,000","92","2,260","$100.00","0.89","House/Single Family","1",,"250-552-2757","3% OF THE 1ST $100,000 AND 1% OF BALANCE",,,"2","0.00",,,,"V2N 2P1",,,"BC",,,,
"F1319429","Residential Attached","S","407 13555 GATEWAY DRIVE","Whalley","2008","Apartment/Condo","5","North Surrey","Surrey","2/7/2014","Wai Yeung","2","$1,220.00","8/8/2013","027-717-119","4","$252.53","10/6/2013","$226,000","$302.14","0.94","2","2","MF","$239,900","59","748","$302.14","0.92","Apartment/Condo","1",,"604-721-1800","S-3.72% 1ST 100K/1.16% BAL","EVO",,"0",,,,"1","V3T 0B5",,,"BC",,,,
"F1318631","Residential Attached","S","205 15255 18TH AVENUE","King George Corridor","1988","Apartment/Condo","25","South Surrey White Rock","Surrey","12/1/2013","ELIZABETH","1","$1,025.00","8/1/2013","011-752-203","3","$261.57","10/5/2013","$227,900","$251.55","0.95","1","1","MF","$239,900","65","906","$251.55","0.95","Apartment/Condo","1",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL","The Courtyards",,"1",,,,"1","V4A 1W9",,"SELLER DOES NOT RESIDE","BC",,,,
"V1014437","Residential Attached","S","201 550 ROYAL AVENUE","Downtown NW","1982","Apartment/Condo","31","New Westminster","New Westminster","12/31/2013","APPT: TB/QUESTIONS: SCOTT","1","$1,346.00","6/24/2013","001-847-139",,"$183.46","10/2/2013","$228,000","$274.70","0.97","1","2","MF","$235,000","100","830","$274.70","0.91","Apartment/Condo","1",,"604-970-2500","3.255% ON THE 1ST $100K AND 1.1625% ON THE BALANCE","HARBOURVIEW",,"0",,,,"1","V3L 5H9",,"NEVER LIVED IN","BC",,,,
"N231068","Residential Detached","S","3025 CHRISTOPHER CRESCENT","Pinecone","1983","House/Single Family","30","PG City West (Zone 71)","Prince George","12/17/2013","ROD","2","$2,601.00","9/17/2013","006-382-002",,,"10/4/2013","$228,000","$117.28","0.97","2","4","RS2","$234,900","17","1,944","$117.28","0.97","House/Single Family","1",,"250-617-8090","3% ON 1ST $100,000/1.2% ON REMAINDER",,,"1","0.00",,,"3","V2N 4R9",,,"BC",,,,
"V1024640","Residential Attached","S","502 833 AGNES STREET","Downtown NW","2006","Apartment/Condo","7","New Westminster","New Westminster","12/16/2013","CATHERINE","1","$1,341.00","8/30/2013","026-643-430",,"$205.54","10/1/2013","$229,000","$414.86","0.96","1","1","RM-6","$239,000","32","552","$414.86","0.96","Apartment/Condo","1",,"778-772-4798","3.255% ON 1ST $100,000 / 1.1625% ON BAL","NEWS",,"0",,,,"1","V3M 0B1",,"NEVER LIVED IN PROPERTY","BC",,,,
"V1024932","Residential Attached","S","108 1591 BOOTH AVENUE","Maillardville","1995","Apartment/Condo","18","Coquitlam","Coquitlam","11/30/2013","Annette or Touchbase","2","$1,569.00","9/3/2013","019-197-454","4","$257.79","10/6/2013","$230,000","$266.20","0.98","2","2","MF","$234,800","33","864","$266.20","0.96","Apartment/Condo","1",,"778-848-4505","3.2% ON FIRST $100,000/1.15% ON BALANCE","Le Laurentian",,"1",,,,"1","V3K 1B7",,,"BC",,,,
"V1018850","Residential Attached","S","205 12148 224TH STREET","East Central","1999","Apartment/Condo","14","Maple Ridge","Maple Ridge","7/31/2014","SANDRA","2","$2,049.00","7/18/2013","024-607-762","11","$220.61","10/2/2013","$230,000","$196.25","0.96","2","2","CD594","$239,000","76","1,172","$196.25","0.96","Apartment/Condo","1",,"604-813-9447","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BAL","THE PANORAMA BY E.C.R.A.",,"1",,,,"1","V2X 3N8",,"ELDERY SELLER","BC",,,,
"V1028759","Residential Attached","S","506 1178 HEFFLEY CRESCENT","North Coquitlam","2008","Apartment/Condo","5","Coquitlam","Coquitlam","12/31/2013","EDITH WONG","1","$1,520.00","9/23/2013","027-420-671","40","$147.93","9/30/2013","$230,000","$375.82","0.97","1","1","STRATA","$236,900","7","612","$375.82","0.97","Apartment/Condo","1",,"778-858-0880","3.255% 1ST 100K/1.1625% ON BAL","OBELISK",,"1",,,,"1","V3B 0A7",,,"BC",,,,
"V1001219","Residential Attached","S","107 19142 122ND AVENUE","Central Meadows","1994","Apartment/Condo","19","Pitt Meadows","Pitt Meadows","10/10/2013","ELAINE FENWICK / TOUCHBASE","2","$2,120.00","4/10/2013","018-925-928","3","$257.13","10/7/2013","$230,000","$204.26","0.94","2","2","STRATA","$245,000","180","1,126","$204.26","0.84","Apartment/Condo","1",,"604-312-6430","3.255% ON 1ST $100,000/1.15% ON BAL","PARKWOOD MANOR",,"1",,,,"2","V3Y 2P9",,,"BC",,,,
"N226885","Residential Detached","S","4518 SPARKS STREET","Terrace - City","1961","House with Acreage","52","Terrace (Zone 88)","Terrace","10/31/2013","SHELLY","1","$2,650.00","4/26/2013","013-332-830",,,"10/1/2013","$231,000","$140.51","0.96","1","1","AR2","$239,900","158","1,644","$140.51","0.96","House with Acreage","1",,"250-631-6856","3% ON 1ST $100,000/1.5% ON BALANCE",,"1248","1","152.00",,,,"V8G 2W4",,,"BC",,,,
"N231258","Residential Detached","S","694 OTTER CRESCENT","Lakewood","1976","House/Single Family","37","PG City West (Zone 71)","Prince George","12/31/2013","JESSE","2","$2,758.00","9/28/2013","009-784-420",,,"10/4/2013","$231,000","$104.62","0.97","3","5","RS2","$239,500","6","2,208","$104.62","0.97","House/Single Family","2",,"250-981-6794","3% ON 1ST $100,000/1% ON REMAINDER","LAKEWOOD",,"2","0.00",,,"5","V2M 5G9",,,"BC",,,,
"V1029013","Residential Attached","S","35 2978 WALTON AVENUE","Canyon Springs","1988","Townhouse","25","Coquitlam","Coquitlam","12/23/2013","Touchbase/Shanon","1","$1,600.00","9/23/2013","009-635-483","3","$289.62","9/30/2013","$231,000","$240.63","0.97","2","2","STRATA","$238,900","7","960","$240.63","0.97","Townhouse","1",,"778-840-4955","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BAL","Creek Terrace",,"1",,,,,"V3B 6V6",,,"BC",,,,
"F1317126","Residential Attached","S","309 1459 BLACKWOOD STREET","White Rock","1987","Apartment/Condo","26","South Surrey White Rock","White Rock","11/30/2013","Steve","1","$1,626.00","7/17/2013","007-524-846",,"$244.13","10/6/2013","$232,000","$244.21","0.97","2","2","MF","$239,900","81","950","$244.21","0.89","Apartment/Condo","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL","Chartwell",,"1","0.00",,,"1","V4B 3V6",,,"BC",,,,
"V1024726","Residential Attached","S","210 932 ROBINSON STREET","Coquitlam West","1984","Apartment/Condo","29","Coquitlam","Coquitlam","11/30/2013","GARY WONG","1","$1,517.00","8/30/2013","002-304-431","3","$267.81","9/30/2013","$232,500","$252.72","0.95","1","2","RM2","$245,000","31","920","$252.72","0.95","Apartment/Condo","1",,"778-862-9787","3.255% ON $100,000/1.1625% ON BAL PLUS $2,500","THE SHAUGHNESSY",,"1",,,,"1","V3J 7R8",,,"BC",,,,
"V1014586","Residential Attached","S","705 7178 COLLIER STREET","Highgate","2005","Apartment/Condo","8","Burnaby South","Burnaby","12/30/2013","JAKE PARK","1","$1,547.00","6/24/2013","026-390-540",,"$120.75","10/6/2013","$233,000","$534.40","0.98","1","0","CD","$239,000","104","436","$534.40","0.94","Apartment/Condo","1",,"604-319-0902","3.22% ON 1ST $100,000/1.15% ON BAL","ARCADIA",,"1",,,,"1","V5E 4N7",,,"BC",,,,
"V981474","Residential Attached","S","302 1850 COMOX STREET","West End VW","1968","Apartment/Condo","44","Vancouver West","Vancouver","11/30/2013","Roger Ross or Rob Joyce","1","$0.00","11/27/2012","024-380-482","27","$379.00","10/7/2013","$233,500","$358.68","0.99","1","1","RM5","$234,900","314","651","$358.68","0.88","Apartment/Condo","1",,"604-623-5433","3.255% 1ST 100K/1.1625% ON BAL","THE EL CID",,"0","0.00",,,"1","V6G 1R3",,,"BC",,,,
"N231480","Residential Detached","S","4576 CASCADE AVENUE","Foothills","1978","House/Single Family","35","PG City West (Zone 71)","Prince George","1/6/2014","LAURA","2","$2,917.00","10/7/2013","008-766-967",,,"10/7/2013","$234,900","$116.75","1.00","3","4","URS3A","$234,900","0","2,012","$116.75","1.00","House/Single Family","1",,"250-649-9520","3% ON 1ST $100,000/1.25% ON BALANCE","FOOTHILLS","110","2","55.00",,,"5","V2M 6J5",,,"BC",,,,
"N231430","Residential Detached","S","1361 GENEVIEVE CRESCENT","Lakewood","9999","House/Single Family","999","PG City West (Zone 71)","Prince George","12/31/2013","Shannon Thomas","2","$2,334.00","10/2/2013","010-128-930",,,"10/8/2013","$235,000","$117.74","0.98","2","3","RS2","$239,700","6","1,996","$117.74","0.98","House/Single Family","1",,"250-981-4357","3% 1ST 100000 / 1.2% ON REMAINDER","LAKEWOOD",,"1",,,,,"V2M 4K5",,,"BC",,,,
"V1001358","Residential Detached","S","751 CASCADE CRESCENT","Gibsons & Area","1979","Manufactured","34","Sunshine Coast","Gibsons","11/30/2013","Ali Glencross","1","$1,720.00","4/13/2013","007-299-621",,,"10/2/2013","$235,000","$293.75","0.94","1","2","R3","$248,900","172","800","$293.75","0.88","Manufactured","1",,"604-989-7011","3.255% ON FIRST 100K & 1.1625% ON THE BALANCE.",,,"0","50.01",,"$0.00","2","V0N 1V9",,,"BC",,,,
"N231372","Residential Detached","S","2872 CALHOUN CRESCENT","Charella/Starlane","1981","House/Single Family","32","PG City South (Zone 74)","Prince George","12/30/2013","ANDY","2","$2,807.00","10/1/2013","005-498-252",,,"10/5/2013","$235,000","$98.91","1.00","3","4","URA3A","$235,000","4","2,376","$98.91","1.00","House/Single Family","1",,"250-565-1170","2%",,,"1","0.00",,,"3","V2N 6J9",,,"BC",,,,
"F1321246","Residential Attached","S","315 17712 57A AVENUE","Cloverdale BC","2009","Apartment/Condo","4","Cloverdale","Surrey","12/31/2013","JAMIE","2","$1,396.00","9/10/2013","027-807-967","4","$250.66","10/6/2013","$235,000","$257.96","0.98","2","2","RM","$239,900","26","911","$257.96","0.98","Apartment/Condo","1",,"604-530-0231","S-3.22% 1ST 100K/1.15% BAL*","West on the Village Walk",,"1",,,,"2","V3S 1J1",,,"BC",,,,
"N231388","Residential Detached","S","6383 DAISY AVENUE","Fort St. John - Rural E 100th","9999","Manufactured with Land","999","Fort St. John (Zone 60)","Fort St. John","12/25/2013","AARON BRAATEN","1","$966.00","9/25/2013","011-772-433",,,"10/5/2013","$235,000","$256.55","0.98","1","2","R3","$239,900","10","916","$256.55","0.98","Manufactured with Land","1",,"250-793-2229","3% ON 1ST $100,000/1.5% ON REMAINDER",,,"0","0.00",,,,"V1J 6W7",,,"BC",,,,
"V1020533","Residential Attached","S","430 1185 PACIFIC STREET","North Coquitlam","1998","Apartment/Condo","15","Coquitlam","Coquitlam","3/30/2014","PERRY","1","$1,681.00","7/29/2013","024-145-530","4","$201.06","10/4/2013","$235,000","$268.57","0.96","1","1","STRATA","$245,000","67","875","$268.57","0.96","Apartment/Condo","1",,"604-273-2828","3.22% ON 1ST $100,000 / 1.15% ON BAL","CENTREVILLE DI COQUITLAM CENTER",,"1",,,,"1","V3B 7Z2",,"UPON OFFER PRESENTATION","BC",,,,
"N230670","Residential Detached","S","5759 BROCK DRIVE","Lower College","9999","House/Single Family","999","PG City South (Zone 74)","Prince George","11/29/2013","MARCIE","2","$2,484.00","8/28/2013","011-852-691",,,"10/1/2013","$238,000","$104.39","0.95","3","5","URS2A","$249,900","34","2,280","$104.39","0.93","House/Single Family","2",,"250-565-1177","3% ON $100,000/1% ON BALANCE",,,"2","0.00",,,"2","V2N 2E3",,,"BC",,,,
"N229780","Residential Detached","S","602 E 5TH AVENUE","Prince Rupert - City","9999","House/Single Family","999","Prince Rupert (Zone 52)","Prince Rupert","11/13/2013","MIKE MORSE","1","$1,502.00","7/29/2013","009-142-533",,,"10/3/2013","$239,000","$104.69","0.96","1","3","R2","$249,000","66","2,283","$104.69","0.92","House/Single Family","1",,"250-600-6620","3% ON THE 1ST $100,000 AND 1.5% ON THE REMAINDER",,"57.0","1","43.00",,,"2","V8J 1S5",,,"BC",,,,
"N230448","Residential Detached","S","698 PILOT STREET","Foothills","1975","House/Single Family","38","PG City West (Zone 71)","Prince George","12/26/2013","CALL OR TEXT MIKE","2","$2,697.00","8/26/2013","009-717-838",,,"10/5/2013","$239,500","$93.70","0.96","3","6","RS2","$249,900","40","2,556","$93.70","0.93","House/Single Family","1",,"250-981-3100","2.5% ON THE 1ST $100,000 + 1% ON THE REMAINDER","FOOTHILLS",,"2","0.00",,,"9","V2M 5J1",,,"BC",,,,
"V1000428","Residential Attached","S","802 3380 VANNESS AVENUE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","11/30/2013","LYDIA HACHEY","1","$1,100.00","4/8/2013","018-367-232",,"$210.00","10/4/2013","$240,000","$383.39","0.96","1","1","MF","$250,000","179","626","$383.39","0.92","Apartment/Condo","1",,"604-839-4333","3.22% FIRST $100,000 / 1.15% BALANCE",,,"0",,,,"1","V5R 5A8",,"UPON OFFER","BC",,,,
"V1015975","Residential Attached","S","1102 1720 BARCLAY STREET","West End VW","1970","Apartment/Condo","43","Vancouver West","Vancouver","11/4/2013","Garrett Robinson","1",,"7/3/2013","800-077-937",,"$385.00","10/8/2013","$240,000","$376.18","0.93","1","1","RM-5A","$259,000","97","638","$376.18","0.86","Apartment/Condo","1",,"604-617-7934","3.255% ON FIRST $100,000 AND 1.1625% ON BALANCE","Lancaster Gate",,"0","0.00",,,"1","V6G 1K4",,,"BC",,,,
"V1026148","Residential Attached","S","211 7631 STEVESTON HIGHWAY","Broadmoor","1977","Apartment/Condo","36","Richmond","Richmond","1/31/2014","TOUCHBASE CAROLYN","1","$995.00","9/9/2013","001-276-735","4","$334.81","10/7/2013","$241,000","$219.09","0.98","2","2","STRATA","$245,000","28","1,100","$219.09","0.98","Apartment/Condo","1",,"604-939-6666","3.25% ON 1ST $100,000 AND 1.1% ON THE BALANCE","ADMIRALS WALK",,"1",,,,"2","V7A 1L9",,"OWNER NEEDS TIME TO COMPLETE","BC",,,,
"V1027455","Residential Attached","S","202 4885 53 STREET","Hawthorne","1985","Apartment/Condo","28","Ladner","Ladner","12/31/2013","DOUG","2","$1,573.00","9/14/2013","008-629-609","3","$256.00","10/6/2013","$242,000","$218.41","0.87","2","2","APT","$279,000","22","1,108","$218.41","0.87","Apartment/Condo","1",,"604-250-4339","3.255% OF $100,000/ 1.1625% ON BAL + GST","GREEN GABLES",,"1",,,,"1","V4K 2Z3",,,"BC",,,,
"V1023781","Residential Attached","S","309 8975 JONES ROAD","Brighouse South","1993","Apartment/Condo","20","Richmond","Richmond","2/28/2014","KATHY","1","$1,158.00","8/23/2013","018-015-484","3","$326.92","10/1/2013","$242,500","$311.70","0.97","1","1","RAM1","$249,000","39","778","$311.70","0.94","Apartment/Condo","1",,"604-338-9198","3.255%-1ST $100K/1.1625% BAL**","REGENTS GATE",,"1",,,,"1","V6Y 3Y7",,,"BC",,,,
"V1011167","Residential Attached","S","3112 240 SHERBROOKE STREET","Sapperton","2008","Apartment/Condo","5","New Westminster","New Westminster","10/25/2013","Darren","2","$1,576.00","6/5/2013","027-405-478",,"$285.14","9/30/2013","$243,500","$302.48","0.96","2","2","APT","$253,000","117","805","$302.48","0.90","Apartment/Condo","1",,"604-710-5432","3.225% ON 1ST 100K/1.1625% ON BAL","COPPERSTONE",,"0",,,,"1","V3L 3M2",,,"BC",,,,
"F1323430","Residential Attached","S","309 20062 FRASER HIGHWAY","Langley City","2012","Apartment/Condo","1","Langley","Langley","1/6/2014","SANDY","2","$1,469.00","10/7/2013","028-948-271","4","$211.00","10/7/2013","$244,549","$289.41","1.02","2","2","CD25","$239,900","0","845","$289.41","1.02","Apartment/Condo","1",,"604-868-2466","S-3.5% 1ST 100K/1.1625% BAL+BONUS*","Varsity",,"0",,,,"1","N0N 0N0",,"DEVELOPER'S DISCLOSURE STATEMENT","BC",,,,
"V1031333","Residential Attached","S","4217 12635 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"10/7/2013","800-080-516","4","$197.00","10/7/2013","$244,900","$313.97","1.00","2","2","RM5","$244,900","0","780","$313.97","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL","CEDAR DOWNS",,"1",,,,"1","V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"V1024705","Residential Attached","S","26 12099 237TH STREET","East Central","1994","Townhouse","19","Maple Ridge","Maple Ridge","12/31/2013","Nathan or Art or Touchbase","2","$2,487.00","8/29/2013","018-362-966",,"$211.73","10/3/2013","$245,000","$187.74","0.97","2","3","RM-1","$252,500","35","1,305","$187.74","0.97","Townhouse","1",,"778-834-1567","3.255% / $100,000 & 1.1625% / BAL","The Gabriola",,"1",,,,"2","V4R 2C3",,,"BC",,,,
"N223430","Residential Detached","S","3908 1ST AVENUE","Smithers - Town","1927","House/Single Family","85","Smithers And Area (Zone 54)","Smithers","10/31/2013","JEREMY","2","$2,736.00","11/3/2012","013-582-364",,,"10/4/2013","$245,000","$103.38","0.96","2","3","R-2","$254,500","335","2,370","$103.38","0.83","House/Single Family","1",,"250-847-0830","3% ON 1ST $100,000/1.5% ON BALANCE",,"125","1","75.00",,,,"V0J 2N0",,,"BC",,,,
