"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"V1036298","Residential Attached","S","2401 963 CHARLAND AVENUE","Central Coquitlam","2014","Apartment/Condo","0","Coquitlam","Coquitlam","2/13/2014","KARISSA ROBSON","1","$0.00","11/13/2013","029-145-708","4","$203.90","11/15/2013","$270,900","$417.41","1.00","1","1","RM3","$270,900","2","649","$417.41","1.00","Apartment/Condo","1",,"604-492-3388","3.255%-1ST $100K/1.1625% BAL","CHARLAND",,"0",,,,"1","V0V 0V0",,,"BC",,,,
"F1319170","Residential Attached","S","214 15385 101A AVENUE","Guildford","2006","Apartment/Condo","7","North Surrey","Surrey","11/30/2013","Dean","2","$1,696.00","8/12/2013","026-740-150",,"$308.17","11/13/2013","$271,000","$205.30","1.04","2","2","STRATA","$259,990","93","1,320","$205.30","1.00","Apartment/Condo","1",,"604-513-2300","S-3.5% 1ST 100K/1.25% BAL","Charlton Park 11",,"1",,,,"2","V3R 0B4",,"court ordered sale","BC",,,,
"V1028326","Residential Attached","S","32 21801 DEWDNEY TRUNK ROAD","West Central","1995","Townhouse","18","Maple Ridge","Maple Ridge","9/18/2014","PAUL OR TOUCHBASE","2","$2,782.00","9/18/2013","023-521-082",,"$239.20","11/14/2013","$274,000","$205.40","0.98","3","3","RM-1","$279,800","57","1,334","$205.40","0.95","Townhouse","1",,"604-230-3037","3.255% ON 1ST $100,000/1.1625% ON BAL","SHERWOOD PARK",,"1",,,,"2","V2X 3G8",,,"BC",,,,
"V1037071","Residential Attached","S","5204 12655 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"11/21/2013","800-081-911","4","$197.00","11/21/2013","$274,900","$292.14","1.00","2","2","RM-5","$274,900","0","941","$292.14","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,,"V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"V1029402","Residential Attached","S","214 1066 E 8TH AVENUE","Mount Pleasant VE","1976","Apartment/Condo","37","Vancouver East","Vancouver","12/31/2013","Shannon McA'Nulty","1","$1,055.00","9/26/2013","003-928-250",,"$241.61","11/19/2013","$275,000","$417.93","0.92","1","1","RM-4","$299,900","54","658","$417.93","0.92","Apartment/Condo","1",,"604-786-4774","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"0",,,,"1","V5T 1T9",,,"BC",,,,
"V1031073","Residential Attached","S","405 2741 E HASTINGS STREET","Hastings East","2003","Apartment/Condo","10","Vancouver East","Vancouver","12/27/2013","LYN HART","1","$1,170.00","10/7/2013","025-558-226","4","$319.27","11/12/2013","$275,000","$379.83","0.98","2","1","C-2C1","$279,900","36","724","$379.83","0.97","Apartment/Condo","1",,"604-724-4278","3% 1ST $100K / 1.15% BALANCE",,,"1",,,,"1","V5K 1Z8",,,"BC",,,,
"V1021417","Residential Attached","S","302 2388 TRIUMPH STREET","Hastings","1995","Apartment/Condo","18","Vancouver East","Vancouver","2/3/2014","Grace","1","$1,182.00","8/3/2013","019-047-428","3","$355.00","11/21/2013","$275,000","$381.41","0.95","1","2","RM-3A","$289,000","110","721","$381.41","0.92","Apartment/Condo","1",,"604-220-8228","2.3% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,"1","V5L 1L5",,,"BC",,,,
"V1034567","Residential Attached","S","308 803 QUEENS AVENUE","Uptown NW","1978","Apartment/Condo","35","New Westminster","New Westminster","2/1/2014","TOUCHBASE/TEXT","1","$1,833.00","11/1/2013","001-615-505",,"$434.00","11/13/2013","$275,000","$263.41","0.95","2","2","STRATA","$289,900","12","1,044","$263.41","0.95","Apartment/Condo","1",,"604-760-1900","3.255% ON 1ST $100K & 1.1625% ON BAL",,,"0",,,,,"V3M 1L8",,,"BC",,,,
"V1033248","Residential Attached","S","304 4315 FRASER STREET","Fraser VE","1989","Apartment/Condo","24","Vancouver East","Vancouver","2/22/2014","Ben","1","$1,071.00","10/23/2013","013-390-899",,"$297.00","11/18/2013","$275,500","$338.45","0.96","1","2","C2","$287,000","26","814","$338.45","0.96","Apartment/Condo","1",,"604-349-6349","3.255% ON 1ST $100,000/1.1625% ON THE BAL.","FRASER STREET",,"0",,,,"1","V5V 4G4",,,"BC",,,,
"V1011781","Residential Attached","S","106 19673 MEADOW GARDENS WAY","North Meadows PI","2007","Apartment/Condo","6","Pitt Meadows","Pitt Meadows","11/30/2013","JAN HICKMAN","2","$2,454.00","6/7/2013","027-118-053","4","$312.49","11/13/2013","$276,000","$234.89","0.95","2","2","STRATA","$289,500","159","1,175","$234.89","0.95","Apartment/Condo","1",,"604-466-2838","3.255% ON 1ST $100,000 & 1.1625% ON BAL","THE FAIRWAYS",,"1",,,,"2","V3Y 0A1",,,"BC",,,,
"H1304248","Residential Detached","S","9830 CARLETON STREET","Chilliwack N Yale-Well","1975","House/Single Family","38","Chilliwack","Chilliwack","4/30/2014","Diane Jacobi","1","$2,042.00","11/12/2013","006-018-394",,,"11/20/2013","$276,500","$147.47","0.97","2","3","R1A","$285,000","8","1,875","$147.47","0.97","House/Single Family","1",,"604-792-0077","3% 1ST 100K/1.25% BAL L 1/2 BF",,"125","0","60.00",,,"4","V2P 6E5",,,"BC",,,,
"V1036231","Residential Attached","S","315 2222 CAMBRIDGE STREET","Hastings","1975","Apartment/Condo","38","Vancouver East","Vancouver","6/11/2014","Darcy Schlechtleitner","1","$1,091.00","11/13/2013","003-423-140","3","$200.00","11/16/2013","$277,000","$331.74","0.99","1","2","MF","$279,900","3","835","$331.74","0.99","Apartment/Condo","1",,"604-783-1250","3.255% ON THE 1ST $100K & 1.1625% ON THE REMAINDER",,,"0",,,,"1","V5L 1E6",,"seller does not reside in property","BC",,,,
"F1314297","Residential Attached","S","202 1440 GEORGE STREET","White Rock","1991","Apartment/Condo","22","South Surrey White Rock","White Rock","12/31/2013","Pamela","2","$1,973.00","6/12/2013","017-504-708","3","$364.65","11/20/2013","$277,500","$213.13","0.97","2","2","MF","$284,900","161","1,302","$213.13","0.96","Apartment/Condo","1",,"778-565-1397","S-3.22% 1ST 100K/1.15% BAL","Georgian Square",,"1",,,,"1","V4B 4A3",,,"BC",,,,
"V1016732","Residential Detached","S","126 OSBORN AVENUE, BRANTFORD","Out of Town","2005","House/Single Family","8","Out of Town","No City Value","11/20/2013","M Zaki","2",,"7/8/2013","290-601-001",,,"11/12/2013","$278,000","$141.91","0.99","3","3","RE","$280,000","127","1,959","$141.91","0.99","House/Single Family","1",,"519-751-0927","$1",,,"1","41.04",,,,"N3T 6S1",,,"BC",,,,
"H1303826","Residential Attached","S","45 5469 CHINOOK STREET","Vedder S Watson-Promontory","2013","Townhouse","0","Sardis","Sardis","1/31/2014","WAYNE TEMPLE","2","$0.00","9/30/2013","700-008-891",,"$148.69","11/20/2013","$278,700","$137.63","1.00","3","3","CD21","$279,900","51","2,025","$137.63","1.00","Townhouse","1",,"604-858-7179","2.5% 1ST 100K/1.25% BAL L1/2BF","LINDYS CROSSING",,"1",,,,"2","V2R 0T5",,"UNDER CONSTRUCTION","BC",,,,
"N227339","Residential Detached","S","2879 THORNHILL STREET","Thornhill","1994","House/Single Family","19","Terrace (Zone 88)","Terrace","2/28/2014","JAMES","2","$2,811.00","5/13/2013","010-120-734",,,"11/18/2013","$279,000","$107.39","0.97","3","5","R2","$288,000","189","2,598","$107.39","0.95","House/Single Family","1",,"250-635-9184","3% ON THE 1ST $100,000 1.5 % ON BALANCE",,"270.00","0","85.00",,,"6","V8G 5A1",,,"BC",,,,
"H1304277","Residential Detached","S","7168 ROCHESTER AVENUE","Sardis West Vedder Rd","1957","House/Single Family","56","Sardis","Sardis","5/13/2014","DON MAYER","1","$2,120.00","11/13/2013","010-226-338",,,"11/15/2013","$279,000","$317.41","1.00","1","2","R1","$279,900","2","879","$317.41","1.00","House/Single Family","1",,"604-374-6404","3% 1ST 100K/1.1% BAL L1/2BF",,"95/.196 AC","0","90.00",,,"4","V2R 2P3",,,"BC",,,,
"F1325360","Residential Attached","S","307 6480 195A STREET","Clayton","2013","Apartment/Condo","0","Cloverdale","Surrey","5/24/2014","ROB CARLSEN",,"$0.00","11/5/2013","900-569-218","4","$267.82","11/13/2013","$279,900","$279.62","0.97","2","2","CD","$289,900","8","1,001","$279.62","0.97","Apartment/Condo","1",,"604-607-5398","S-3.22% 1ST 100K/1.1625% BAL","SALIX",,"0",,,,"1","V4N 6B5",,"DEVELOPER'S DISCLOSURE STATEMENT","BC",,,,
"F1326192","Residential Attached","S","38 31032 WESTRIDGE PLACE","Abbotsford West","2013","Townhouse","0","Abbotsford","Abbotsford","2/21/2014","JUDY ROHATYN","2",,"11/21/2013","029-125-022","3","$184.23","11/21/2013","$279,900","$219.19","0.97","2","2","RM60","$289,900","0","1,277","$219.19","0.97","Townhouse","1",,"604-607-7801","S-4.65% 1ST 100K/1.1625% BAL*","HARVEST",,"0",,,,"2","V2T 0C6",,"NEW CONSTRUCTION","BC",,,,
"F1324965","Residential Attached","S","230 6875 121ST STREET","West Newton","1991","Townhouse","22","Surrey","Surrey","2/28/2014","Touchbase","2","$1,607.00","10/28/2013","016-928-032",,"$202.04","11/16/2013","$280,000","$175.00","0.98","2","2","RMF","$287,000","19","1,600","$175.00","0.98","Townhouse","1",,"604-531-4000","S-3.22% 1ST 100K/1.15% BAL","Glenwood Village",,"1",,,,,"V3W 1C2",,,"BC",,,,
"V1036048","Residential Attached","S","105 1413 BRUNETTE AVENUE","Maillardville","1998","Townhouse","15","Coquitlam","Coquitlam","4/30/2014","KHANH","2","$1,911.00","11/13/2013","024-137-332","3","$292.92","11/22/2013","$280,000","$255.71","0.97","2","2","RM-2","$289,900","9","1,095","$255.71","0.97","Townhouse","1",,"604-710-1245","3.22% ON 1ST $100,000/1.15% ON BAL","LA GALERIE",,"1",,,,"1","V3K 7A2",,,"BC",,,,
"V1030747","Residential Attached","S","1302 8288 LANSDOWNE ROAD","Brighouse","2008","Apartment/Condo","5","Richmond","Richmond","3/31/2014","STERLING","1","$1,200.00","10/4/2013","027-610-764","18","$206.73","11/13/2013","$280,000","$508.17","0.93","1","1","CDT1","$300,000","40","551","$508.17","0.91","Apartment/Condo","1",,"604-836-0506","3.255% ON 1ST 100K/1.1625% ON BAL + $2,000 BONUS","VERSANTE TOWER B",,"0",,,,"1","V6X 0B3",,,"BC",,,,
"V1030887","Residential Attached","S","602 1212 MAIN STREET","Downtown SQ","2011","Apartment/Condo","2","Squamish","Squamish","12/31/2013","DARREN OR JILL","2","$1,797.00","10/5/2013","028-648-081",,"$235.00","11/18/2013","$280,000","$264.65","0.97","2","2","CD34","$289,000","44","1,058","$264.65","0.97","Apartment/Condo","1",,"604-892-4875","1.5%","AQUA AT COASTAL VILLAGE",,"1",,,,"2","V8B 0S6",,"DISCLOSURE PROVIDED BY RECEIVER","BC",,,,
"V961241","Residential Detached","S","1485 PARK AVENUE","Roberts Creek","9999","House/Single Family","999","Sunshine Coast","Roberts Creek","1/15/2014","BILL HOWE","1","$2,233.00","7/9/2012","009-822-895",,,"11/21/2013","$280,000","$342.30","0.86","1","2","R-2","$325,000","500","818","$342.30","0.74","House/Single Family","1",,"604-886-2277","3.255% 1ST $100,000 1.1625% BALANCE",,"403","0","103.00",,,,"V0N 2W2",,,"BC",,,,
"V1025136","Residential Attached","S","520 10 RENAISSANCE SQUARE","Quay","2006","Apartment/Condo","7","New Westminster","New Westminster","1/15/2014","JEREMY RAE","1","$1,776.00","9/3/2013","026-595-931","7","$266.95","11/20/2013","$280,000","$360.82","0.97","2","1","RWM-3B","$289,900","78","776","$360.82","0.93","Apartment/Condo","1",,"604-526-2888","3.255% ON 1ST 100K/ 1.1625% ON BAL.","MURANO LOFTS",,"1",,,,"1","V3M 7B1",,,"BC",,,,
"V985568","Residential Detached","S","2389 GRANT ROAD","Roberts Creek","1978","House with Acreage","35","Sunshine Coast","Roberts Creek","2/14/2014","Kenan MacKenzie","1","$1,800.00","1/14/2013","029-144-931",,,"11/16/2013","$280,000","$556.66","1.06","1","1","RU2","$265,000","306","503","$556.66","0.60","House with Acreage","1",,"604-885-7810","3.25% ON 1ST $100,000 & 1.16% ON THE BALANCE",,"irreg","0","92.00",,,,"V0N 2W5",,,"BC",,,,
"F1321954","Residential Attached","S","25 19433 68TH AVENUE","Clayton","2013","Townhouse","0","Cloverdale","Surrey","9/10/2014","ELISE","2",,"9/17/2013","900-568-619",,"$182.11","11/19/2013","$280,900","$268.55","1.00","2","2","MF","$280,900","63","1,046","$268.55","1.00","Townhouse","1",,"778-231-6469","S-3.25% 1ST 100K/1.15% BAL","THE GROVE",,"0",,,,"2","V4N 5T4",,"NEW CONSTRUCTION","BC",,,,
"V1024411","Residential Attached","S","211 7511 MINORU BOULEVARD","Brighouse South","1983","Apartment/Condo","30","Richmond","Richmond","2/27/2014","Raj","1","$1,213.00","8/27/2013","002-255-880",,"$312.82","11/14/2013","$282,000","$291.62","0.96","1","2","RAM1","$294,900","79","967","$291.62","0.96","Apartment/Condo","1",,"604-817-7580","3.255% ON 1ST $100,000/1.1625% ON THE BAL.","CYPRESS POINT",,"1",,,,"1","V6Y 1Z3",,,"BC",,,,
"V1017432","Residential Attached","S","1207 6611 COONEY ROAD","Brighouse","1997","Apartment/Condo","16","Richmond","Richmond","12/31/2013","JOHNNY KWOK","0","$1,145.00","7/10/2013","023-800-186",,"$168.21","11/19/2013","$282,000","$440.63","0.96","1","1","RCL1","$292,800","132","640","$440.63","0.96","Apartment/Condo","1",,"604-657-8902","3.25% 1ST $100,000 / 1.16% ON BALANCE",,,"1",,,,"1","V6Y 4C5",,,"BC",,,,
"N231339","Residential Detached","S","10020 99TH STREET","Taylor","1999","Manufactured with Land","14","Fort St. John (Zone 60)","Taylor","3/31/2014","Curt","2","$2,452.00","9/30/2013","013-363-646",,,"11/17/2013","$282,000","$223.45","0.97","2","2","R1","$289,900","48","1,262","$223.45","0.97","Manufactured with Land","1",,"250-793-5478","2% OF THE SALE PRICE","Taylor",,"0",,,,"6","V0C 2H0",,,"BC",,,,
"N222441","Residential Detached","S","4024 WALNUT DRIVE","Smithers - Town","1975","House/Single Family","37","Smithers And Area (Zone 54)","Smithers","3/17/2014","PETER LUND","2","$3,716.00","9/17/2012","008-034-001",,,"11/19/2013","$282,000","$101.73","0.97","2","5","R-1","$289,500","428","2,772","$101.73","0.91","House/Single Family","1",,"250-847-5999","3% ON 1ST $100,000/1.5% ON BALANCE",,,"1","0.00",,,"4","V0J 2N0",,,"BC",,,,
"V1035547","Residential Attached","S","401 5335 HASTINGS STREET","Capitol Hill BN","1986","Apartment/Condo","27","Burnaby North","Burnaby","5/8/2014","JOE SORRENTI'S OFFICE","2","$1,152.00","11/8/2013","003-327-841","4","$310.89","11/17/2013","$283,000","$307.61","0.99","2","2","R-M3","$284,900","9","920","$307.61","0.99","Apartment/Condo","1",,"604-298-1600","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","THE TERRACES",,"1","0.00",,,"1","V5B 1P9",,,"BC",,,,
"F1324012","Residential Attached","S","47 15175 62A AVENUE","Sullivan Station","2006","Townhouse","7","Surrey","Surrey","4/16/2014","STACY ELLIOTT","2","$1,955.00","10/16/2013","026-440-652",,"$223.62","11/16/2013","$285,000","$216.40","0.97","2","3","STRATA","$295,000","31","1,317","$216.40","0.97","Townhouse","1",,"604-724-5460","S-3.22% 1ST 100K/1.15% BAL","Brooksland",,"1",,,,"2","V3S 1X1",,"UPON ACCEPTANCE","BC",,,,
"V1025257","Residential Attached","S","308 4314 MAIN STREET","Whistler Village","1995","Apartment/Condo","18","Whistler","Whistler","2/15/2014","Denise Brown","1","$2,024.00","9/3/2013","023-276-428","4","$397.00","11/17/2013","$285,000","$517.24","0.99","1","1","CR4","$289,000","75","551","$517.24","0.99","Apartment/Condo","1",,"604-935-2013","3% - 1.5%",,,"1",,,,"1","V0N 1B4",,,"BC",,,,
"F1326450","Residential Attached","S","1 12940 17TH AVENUE","Crescent Bch Ocean Pk.","1986","Townhouse","27","South Surrey White Rock","Surrey","2/22/2014","MAUREEN FRITZ","2","$1,528.00","11/22/2013","004-906-802",,"$222.49","11/22/2013","$287,000","$275.70","0.99","2","2","MF","$289,900","0","1,041","$275.70","0.99","Townhouse","1",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL","OCEAN PARK VILLAGE",,"1",,,,"1","V4A 1T5",,,"BC",,,,
"V1025829","Residential Attached","S","406 580 RAVEN WOODS DRIVE","Roche Point","2002","Apartment/Condo","11","North Vancouver","North Vancouver","2/6/2014","Vanessa Human","1","$1,756.00","9/6/2013","800-067-417","5","$217.91","11/12/2013","$287,000","$392.08","0.97","1","1","MF","$294,900","67","732","$392.08","0.97","Apartment/Condo","1",,"778-839-4227","3.22% ON THE FIRST 100K AND 1.15% ON BAL","Seasons at Raven Woods",,"1",,,,"1","V7G 2T2",,,"BC",,,,
"F1312577","Residential Attached","S","24 21535 88 AVENUE","Walnut Grove","2005","Townhouse","8","Langley","Langley","1/31/2014","Bernadine or Touchbase","2","$2,560.00","5/25/2013","026-234-181","3","$181.09","11/12/2013","$287,500","$193.60","0.96","3","3","CD-30","$299,000","171","1,485","$193.60","0.88","Townhouse","1",,"604-835-3352","S-3.22% 1ST 100K/1.15% BAL*","Redwood Lane","0","1","0.00",,,"2","V1M 4E5",,,"BC",,,,
"V1032624","Residential Attached","S","3 11934 LAITY STREET","West Central","1988","Townhouse","25","Maple Ridge","Maple Ridge","12/31/2013","BRENDA","2","$2,858.00","10/17/2013","010-851-160","2","$180.00","11/13/2013","$288,000","$200.00","0.96","3","3","STRATA","$299,900","27","1,440","$200.00","0.96","Townhouse","1",,"604-603-8043","3.255% ON 1ST $100,000./& 1.1625% ON BALANCE","LAITY SQUARE",,"1",,,,"2","V2X 0J2",,,"BC",,,,
"N232080","Residential Detached","S","3615 WESTWOOD DRIVE","Peden Hill","1981","House/Single Family","32","PG City West (Zone 71)","Prince George","5/7/2014","SHARLENE","3","$2,888.00","11/7/2013","008-316-180",,,"11/14/2013","$288,750","$127.54","0.97","3","5","RS2","$299,000","7","2,264","$127.54","0.97","House/Single Family","2",,"250-614-3360","3% ON THE 1ST $100,000/ 1% ON BALANCE","PEDEN HILL",,"2","0.00",,,"2","V2N 5E1",,,"BC",,,,
"H1303060","Residential Attached","S","7 45377 SOUTH SUMAS ROAD","Sardis West Vedder Rd","2004","Townhouse","9","Sardis","Sardis","12/31/2013","jim banser","3","$1,956.00","7/30/2013","026-087-715",,"$155.00","11/20/2013","$289,000","$139.88","0.98","4","3","R4","$294,000","113","2,066","$139.88","0.96","Townhouse","1",,"604-795-2955","3% 1ST 100K/1.25% BAL L 1/2 BF",,,"1",,,,"3","V2R 1R8",,,"BC",,,,
"V1035934","Residential Detached","S","22155 SELKIRK AVENUE","West Central","9999","House/Single Family","999","Maple Ridge","Maple Ridge","3/1/2014","BILL MUTCH","1","$3,124.00","11/11/2013","007-430-477",,,"11/14/2013","$290,000","$306.88","0.92","1","2","RS1","$315,000","3","945","$306.88","0.92","House/Single Family","1",,"604-467-9300","3.255% ON FIRST $100,000 / 1.1625% ON BALANCE",,"146","0","68.00",,,"1","V2X 2X1",,,"BC",,,,
"V1027921","Residential Attached","S","124 3 RIALTO COURT","Quay","1993","Apartment/Condo","20","New Westminster","New Westminster","12/17/2013","BECCI DEWINETZ","2","$2,003.00","9/17/2013","017-695-830",,"$338.79","11/19/2013","$290,000","$238.49","0.97","2","2","APT","$299,900","63","1,216","$238.49","0.94","Apartment/Condo","1",,"604-521-4663","3.255% ON 1ST 100K/ 1.1625% ON BAL.","THE RIALTO",,"1",,,,"1","V3M 6P2",,,"BC",,,,
"V1035676","Residential Attached","S","117 588 E 5TH AVENUE","Mount Pleasant VE","1973","Apartment/Condo","40","Vancouver East","Vancouver","11/12/2014","Connie","1","$1,057.00","11/12/2013","003-551-041","3","$202.80","11/18/2013","$290,000","$426.47","0.95","1","1","RM-4","$305,300","6","680","$426.47","0.95","Apartment/Condo","1",,"778-689-7653","3% ON FIRST 100K 1.16 ON THE BALANCE","McGregor House",,"0",,,,"1","V5T 4H6",,,"BC",,,,
"F1325258","Residential Detached","S","26463 30A AVENUE","Aldergrove Langley","1977","House/Single Family","36","Langley","Langley","4/30/2014","SCOTT BANCROFT","1","$2,462.00","11/6/2013","001-605-402",,"$0.00","11/18/2013","$290,000","$139.42","0.97","2","3","R-1A","$299,900","12","2,080","$139.42","0.97","House/Single Family","1",,"604-202-2641","S-3.255% 1ST 100K/1.1625% BAL",,,"1","46.00",,,"3","V4W 3E1",,,"BC",,,,
"F1322650","Residential Attached","S","29 12711 64TH AVENUE","West Newton","2004","Townhouse","9","Surrey","Surrey","12/31/2013","Win Tseng","2","$2,051.00","9/24/2013","025-956-191",,"$243.92","11/22/2013","$290,000","$148.87","0.94","2","3","MR","$308,000","59","1,948","$148.87","0.94","Townhouse","1",,"778-889-5298","S-3.255% 1ST 100K/1.1625% BAL",,,"1",,,,"2","V3W 1X1",,,"BC",,,,
"F1325562","Residential Detached","S","1 1400 164 STREET","King George Corridor","1988","House/Single Family","25","South Surrey White Rock","Surrey","2/18/2014","Katherine","2","$1,641.00","11/18/2013","008-028-427",,"$200.00","11/21/2013","$290,000","$249.36","1.01","2","2","MHR","$288,000","3","1,163","$249.36","1.01","House/Single Family","1",,"604-531-4000","S-3.22% 1ST 100K/1.15% BAL","Gateway Gardens","irreg","1","39.30",,,"3","V4A 8T4",,"Estate Sale","BC",,,,
"V1033691","Residential Attached","S","508 7108 COLLIER STREET","Highgate","2006","Apartment/Condo","7","Burnaby South","Burnaby","1/31/2014","Linda Wang","1","$1,791.00","10/25/2013","026-620-740","29","$154.00","11/12/2013","$290,000","$469.26","1.02","1","1","RES","$285,000","18","618","$469.26","1.02","Apartment/Condo","1",,"604-761-7533","3.22% ON 1ST 100K/1.15% ON BAL","ARCADIA WEST",,"1",,,,"1","V5E 0A1",,,"BC",,,,
"V1023154","Residential Attached","S","104 1040 E BROADWAY","Mount Pleasant VE","1984","Apartment/Condo","29","Vancouver East","Vancouver","11/30/2013","ERIC GRANT","1","$1,042.00","8/19/2013","006-448-291","4","$192.55","11/21/2013","$290,000","$450.31","0.97","1","1","RM-4M","$299,900","94","644","$450.31","0.94","Apartment/Condo","1",,"604-518-4500","3.255% ON FIRST 100 000/ 1.1625% ON BALANCE",,,"0",,,,"1","V5T 4N7",,,"BC",,,,
"V1032029","Residential Attached","S","207 2173 W 6TH AVENUE","Kitsilano","1980","Apartment/Condo","33","Vancouver West","Vancouver","4/15/2014","JODI NORRISON","1","$1,202.00","10/15/2013","005-643-406","4","$265.59","11/12/2013","$290,000","$533.09","1.04","1","1","RM-4","$279,000","28","544","$533.09","1.04","Apartment/Condo","1",,"604-908-3377","3.255% ON 1ST $100,000/1.1625% ON BAL","THE MALIBU",,"0",,,,"1","V6K 1V5",,,"BC",,,,
"F1323314","Residential Attached","S","314 20125 55A AVENUE","Langley City","1994","Apartment/Condo","19","Langley","Langley","12/30/2013","Jasmin Lit","2","$1,882.00","10/7/2013","018-640-354","3","$346.56","11/16/2013","$291,000","$220.29","0.97","2","2","RM3","$298,900","40","1,321","$220.29","0.97","Apartment/Condo","1",,"604-306-3221","S-3.22% 1ST 100K/1.15% BAL","Blackberry Lane",,"1","0.00",,,"2","V3A 8L6",,,"BC",,,,
"V1026083","Residential Attached","S","310 6833 VILLAGE GREEN GROVE","Highgate","2000","Apartment/Condo","13","Burnaby South","Burnaby","12/31/2013","Greg Covell","1","$1,955.00","9/9/2013","024-733-822",,"$251.08","11/20/2013","$291,000","$379.40","0.97","1","2","STRATA","$299,900","72","767","$379.40","0.92","Apartment/Condo","1",,"604-307-7147","3% ON 1ST $100,000 / 1% ON BALANCE + $1000 BONUS","Carmel",,"1",,,,"1","V5E 4M1",,,"BC",,,,
"F1323571","Residential Attached","S","40 14959 58TH AVENUE","Sullivan Station","2002","Townhouse","11","Surrey","Surrey","3/30/2014","Lee Hansen","2","$1,637.00","10/8/2013","025-446-401",,"$223.16","11/22/2013","$291,500","$219.50","0.97","2","2","CD","$299,900","45","1,328","$219.50","0.90","Townhouse","1",,"604-850-4998","S-3.22% 1ST 100K/1.15% BAL",,,"1",,,,,"V3S 9Y9",,"AT TIME OF OFFER","BC",,,,
"V1012707","Residential Attached","S","516 4818 ELDORADO MEWS","Collingwood VE","2013","Apartment/Condo","0","Vancouver East","Vancouver","6/13/2014","TOUCHBASE ONLY","1","$0.00","6/13/2013","029-024-790",,"$242.75","11/15/2013","$292,500","$520.46","0.95","1","1","RES","$309,000","155","562","$520.46","0.95","Apartment/Condo","1",,"604-783-6794","3.2% ON THE 1ST $100K/ 1.1% ON BALANCE **",,,"0",,,,"1","V5R 0B3",,,"BC",,,,
"H1303241","Residential Attached","S","12 47315 SYLVAN DRIVE","Promontory","2011","Townhouse","2","Sardis","Sardis","12/31/2013","RANDY","2","$2,095.00","8/14/2013","028-692-497",,"$126.00","11/15/2013","$293,000","$156.94","0.98","3","4","R4","$299,900","93","1,867","$156.94","0.98","Townhouse","1",,"604-316-7355","$3000.00 L 1/2 BF","SPECTRUM",,"1",,,,"4","V2R 0R4",,,"BC",,,,
"V1033035","Residential Attached","S","309 9262 UNIVERSITY CRESCENT","Simon Fraser Univer.","2006","Apartment/Condo","7","Burnaby North","Burnaby","4/22/2014","ROBERT CROWE","1","$1,975.00","10/22/2013","026-698-889","10","$272.44","11/17/2013","$293,000","$364.43","0.98","1","2","STRATA","$299,900","26","804","$364.43","0.98","Apartment/Condo","1",,"778-322-3557","3.22% ON 1ST $100,000 & 1.15% ON BAL","NOVO 2",,"0",,,,"1","V5A 0A4",,,"BC",,,,
"F1325293","Residential Attached","S","107 16071 82ND AVENUE","Fleetwood Tynehead","1992","Townhouse","21","Surrey","Surrey","6/27/2014","Linda McNeill","2","$1,734.00","11/5/2013","018-011-551","2","$227.61","11/16/2013","$293,000","$220.30","0.98","2","2","RM-15","$299,900","11","1,330","$220.30","0.98","Townhouse","1",,"604-728-9725","S-3.22% 1ST 100K/1.16% BAL","SPRINGFIELD",,"1",,,,"2","V4N 0N4",,,"BC",,,,
"V998438","Residential Attached","S","211 3110 DAYANEE SPRINGS BOULEVARD","Westwood Plateau","2009","Apartment/Condo","4","Coquitlam","Coquitlam","12/31/2013","BRIAN KIM","2","$2,037.00","3/28/2013","027-971-856",,"$260.00","11/13/2013","$293,000","$336.78","0.98","2","2","APT","$299,900","230","870","$336.78","0.89","Apartment/Condo","1",,"604-831-8788","3% ON 1ST $100,000/ 1% ON BAL","LEDGEVIEW",,"1",,,,"1","V3E 0B4",,,"BC",,,,
"N231531","Multifamily","S","284-292 RUGGLES STREET","Quinson","9999","Fourplex","999","PG City West (Zone 71)","Prince George","4/1/2014","DARYL","4","$3,351.00","10/8/2013","011-765-224",,,"11/17/2013","$293,500","$68.26","0.98","4","3","RT1","$299,900","40","4,300","$68.26","0.98","Fourplex","1",,"250-564-4488","2.75% ON $100,000/1.25% ON BALANCE","QUINSON",,"0","0.00",,,"4","V2M 3P6",,,"BC",,,,
