"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"N232068","Residential Detached","S","10319 102ND AVENUE","Fort St. John - City NW","9999","House/Single Family","999","Fort St. John (Zone 60)","Fort St. John","5/9/2014","CURT","1","$2,054.00","11/9/2013","015-126-595",,,"12/5/2013","$252,500","$171.07","0.97","1","2","RM2","$259,900","26","1,476","$171.07","0.97","House/Single Family","1",,"250-793-5478","3% ON 1ST $100,000/1.5% ON BALANCE",,"122","1","50.00",,,"4","V1J 2E4",,,"BC",,,,
"N230353","Residential Detached","S","2975 EAGLE VIEW ROAD","Shelley","1996","House with Acreage","17","PG Rural East (Zone 80)","Prince George","4/30/2014","BILL OLLINGER","2","$1,804.00","8/21/2013","005-980-861",,,"12/8/2013","$252,500","$89.67","0.96","3","4","RR1","$262,500","109","2,816","$89.67","0.96","House with Acreage","1",,"250-552-8565","FLAT FEE OF $4,700.00",,"300","0","625.00",,,"6","V2K 5E6",,,"BC",,,,
"V1038111","Residential Attached","S","230 2980 PRINCESS CRESCENT","Canyon Springs","1995","Apartment/Condo","18","Coquitlam","Coquitlam","6/30/2014","Devon","2","$1,487.00","12/3/2013","018-958-176","4","$307.00","12/12/2013","$253,500","$256.84","0.98","2","2","RM2","$259,800","9","987","$256.84","0.98","Apartment/Condo","1",,"604-468-0010","3.255% ON 1ST 100K/ 1.1625% ON BALANCE","MONTCLAIRE",,"1",,,,"2","V3B 7R4",,,"BC",,,,
"F1326798","Residential Attached","S","1459 MERKLIN STREET","White Rock","1979","Townhouse","34","South Surrey White Rock","White Rock","2/28/2014","Paula Burns","1","$1,851.00","12/5/2013","001-555-006",,"$246.26","12/5/2013","$253,500","$211.07","0.98","2","2","MF","$259,000","0","1,201","$211.07","0.98","Townhouse","1",,"604-786-2890","S-3.22% 1ST 100K/1.15% BAL","Hazelmere","0.00","0","0.00",,,,"V4B 4C4",,"rental unit for 3 years +","BC",,,,
"V1036967","Residential Attached","S","1001 615 BELMONT STREET","Uptown NW","1981","Apartment/Condo","32","New Westminster","New Westminster","2/28/2014","ED","2","$1,696.00","11/19/2013","000-968-218",,"$356.00","12/5/2013","$254,000","$223.39","0.96","2","2","HIGHRI","$264,500","16","1,137","$223.39","0.96","Apartment/Condo","1",,"604-421-7275","3.255% OF THE FIRST $100,000/1.1625% ON BAL",,,"0",,,,"1","V3M 5Z8",,"NEVER LIVED IN","BC",,,,
"V1015998","Residential Attached","S","207 1219 JOHNSON STREET","Canyon Springs","1992","Apartment/Condo","21","Coquitlam","Coquitlam","6/2/2014","Don Blane","1","$1,707.00","7/2/2013","017-676-690","4","$232.79","12/10/2013","$255,000","$278.38","0.98","2","2","RA1","$259,900","161","916","$278.38","0.93","Apartment/Condo","1",,"604-250-3880","3.255% ON 1ST $100000 + 1.1625% ON BALANCE",,,"1",,,,"2","V3B 7L5",,,"BC",,,,
"V1034762","Residential Attached","S","234 3098 GUILDFORD WAY","New Horizons","1997","Apartment/Condo","16","Coquitlam","Coquitlam","5/1/2014","TEAM PHIL HAIG","2","$1,755.00","11/1/2013","023-840-331",,"$289.43","12/4/2013","$255,000","$254.49","0.97","2","2","RM-6","$263,900","33","1,002","$254.49","0.97","Apartment/Condo","1",,"604-351-1515","3.255% ON 1ST $100,000/1.1625% ON BAL","MARLBOROUGH HOUSE",,"1",,,,"2","V3B 7W8",,,"BC",,,,
"F1321108","Residential Attached","S","51 19478 65TH AVENUE","Clayton","2009","Townhouse","4","Cloverdale","Surrey","3/31/2014","LAURA DECH (TOUCHBASE 1ST)","2","$1,453.00","9/5/2013","027-958-141","2","$144.00","12/14/2013","$255,000","$283.33","0.96","2","2","CD","$265,000","100","900","$283.33","0.90","Townhouse","1",,"604-513-2300","S-3.22% 1ST 100K/1.15% BAL","Sunset Grove",,"1",,,,"2","V4N 5X5",,,"BC",,,,
"F1325152","Residential Attached","S","402 1280 FIR STREET","White Rock","1985","Apartment/Condo","28","South Surrey White Rock","White Rock","2/28/2014","Tony Manners","2","$1,763.00","11/11/2013","003-513-645","4","$301.50","12/9/2013","$255,000","$252.48","0.93","2","2","MF","$275,000","28","1,010","$252.48","0.93","Apartment/Condo","1",,"604-531-1111","S-3.22% 1ST 100K/1.15% BAL","Oceana Villa",,"1","0.00",,,"1","V4B 4B1",,"Elderly/infirm","BC",,,,
"N229979","Residential Detached","S","5410 SPONAUGLE ROAD","Salmon Valley","1981","House with Acreage","32","PG Rural North (Zone 76)","Salmon Valley","12/31/2013","ANGELA","2","$1,592.00","8/3/2013","006-674-267",,,"12/9/2013","$255,000","$96.59","0.99","3","4","RR2","$257,900","128","2,640","$96.59","0.95","House with Acreage","1",,"250-565-7505","3% ON THE 1ST $100,000 AND 1.2% ON THE BALANCE","SALMON VALLEY",,"0","0.00",,,"0","V2K 5X3",,,"BC",,,,
"V1037530","Residential Attached","S","209 5248 GRIMMER STREET","Metrotown","2013","Apartment/Condo","0","Burnaby South","Burnaby","12/30/2014","HELEN LEE","1","$0.00","11/23/2013","800-082-001","4","$116.00","12/5/2013","$255,900","$430.08","1.00","1","1","CD","$255,900","12","595","$430.08","1.00","Apartment/Condo","1",,"604-623-5309","3.5% ON FIRST $100,000/1% ON BAL","METRO 1",,"0",,,,"1","V5N 2T6",,"DISCLOSURE STATEMENT","BC",,,,
"V1027226","Residential Attached","S","905 555 DELESTRE AVENUE","Coquitlam West","2008","Apartment/Condo","5","Coquitlam","Coquitlam","2/13/2014","Thomas Lam","1","$1,897.00","9/13/2013","027-394-603",,"$203.05","12/9/2013","$257,050","$372.54","0.83","1","2","APT","$309,000","87","690","$372.54","0.83","Apartment/Condo","1",,"778-386-9828","3% ON THE FIRST 100K AND 1% ON BAL","Cora",,"0",,,,,"V3K 0A9",,"Court order sale","BC",,,,
"V1031456","Residential Attached","S","209 7455 MOFFATT ROAD","Brighouse South","1988","Apartment/Condo","25","Richmond","Richmond","3/30/2014","Salim","1","$1,105.00","10/6/2013","009-227-954",,"$216.52","12/10/2013","$257,500","$320.67","0.96","1","1","RAM1","$267,800","65","803","$320.67","0.96","Apartment/Condo","1",,"604-328-3521","3.22% ON 1ST $100,000 / 1.15% ON THE BAL.","COLONY BAY",,"1",,,,"1","V6Y 1X9",,,"BC",,,,
"V1035638","Residential Attached","S","A&B 120 W 17TH STREET","Central Lonsdale","1972","Apartment/Condo","41","North Vancouver","North Vancouver","4/12/2014","SHANE GRAY","2","$774.00","11/12/2013","003-188-469","3","$215.80","12/7/2013","$257,750","$272.46","0.97","2","2","CONDO","$265,000","25","946","$272.46","0.97","Apartment/Condo","2",,"604-202-4444","3.22% 1ST 100K/1.15% ON BAL","THE OLD COLONOY",,"0",,,,,"V7M 1V4",,,"BC",,,,
"V1036239","Residential Attached","S","1906 9541 ERICKSON DRIVE","Sullivan Heights","1983","Apartment/Condo","30","Burnaby North","Burnaby","3/31/2014","Eyal (Text or TB)","1","$1,453.00","11/13/2013","001-861-654",,"$267.00","12/4/2013","$259,000","$296.34","1.00","1","2","MF","$259,000","21","874","$296.34","1.00","Apartment/Condo","1",,"778-991-9774","3% ON 1ST $100,000 / 1.15% ON BALANCE","ERICKSON TOWER",,"0",,,,"1","V3J 7N8",,,"BC",,,,
"V1033436","Residential Attached","S","362 4099 STOLBERG STREET","West Cambie","2013","Apartment/Condo","0","Richmond","Richmond","4/30/2014","LYNN / CLAYTON","1",,"10/23/2013","029-144-213","6","$282.45","12/9/2013","$259,800","$321.93","1.00","1","2","MF","$259,800","47","807","$321.93","0.87","Apartment/Condo","1",,"604-279-8866","2.55% ON 1ST $100,000 / 1.1625% ON BAL","REMY",,"0",,,,"1","V6X 0J4",,,"BC",,,,
"V1033533","Residential Attached","S","355 4099 STOLBERG STREET","West Cambie","2013","Apartment/Condo","0","Richmond","Richmond","4/30/2014","LYNN / CLAYTON","1",,"10/23/2013","029-144-281",,"$256.20","12/9/2013","$259,800","$354.92","1.00","1","2","MF","$259,800","47","732","$354.92","0.87","Apartment/Condo","1",,"604-279-8866","2.5575% ON 1ST $100,000 & 1.1625% OF BAL","REMY",,"0",,,,"1","V6X 0J4",,,"BC",,,,
"V1036703","Residential Attached","S","309 5248 GRIMMER STREET","Metrotown","2013","Apartment/Condo","0","Burnaby South","Burnaby","12/30/2014","HELEN LEE","1","$0.00","11/17/2013","800-081-027","4","$116.00","12/3/2013","$259,900","$436.81","1.00","1","1","CD","$259,900","16","595","$436.81","1.00","Apartment/Condo","1",,"604-623-5309","3.5% ON 1ST $100,000/1% ON BAL","ZONING 1",,"0",,,,"1","V5H 2H2",,"DISCLOSURE STATEMENT","BC",,,,
"H1304346","Residential Detached","S","46570 RIVERSIDE DRIVE","Chilliwack N Yale-Well","1960","House/Single Family","53","Chilliwack","Chilliwack","2/18/2014","LS","2","$2,405.00","11/20/2013","001-513-303",,,"12/6/2013","$260,000","$122.53","0.95","2","3","R1A","$275,000","16","2,122","$122.53","0.95","House/Single Family","1",,"604-217-2552","2.25% 1ST 100K/.75% BAL L 1/2 BF",,"100/.161 ACRES","2","70.00",,,,"V2P 3L9",,"COURT ORDERED SALE","BC",,,,
"N230888","Residential Detached","S","6880 CUMMINGS ROAD","Pineview","1976","House with Acreage","37","PG Rural South (Zone 78)","Prince George","2/28/2014",,"1","$1,817.00","9/5/2013","004-964-420",,,"12/5/2013","$260,000","$96.30","0.97","3","4","RR1","$269,000","91","2,700","$96.30","0.87","House with Acreage","1",,,"3.0% ON THE 1ST $100,000 AND 1.25% OF REMAINDER","PINEVIEW","573.00","2","380.00",,,"12","V2N 5W5",,,"BC",,,,
"F1313389","Residential Attached","S","455 15850 26TH AVENUE","Grandview Surrey","2009","Apartment/Condo","4","South Surrey White Rock","Surrey","12/31/2013","andy lea","2","$1,605.00","5/30/2013","028-261-089","4","$300.79","12/6/2013","$260,000","$313.25","0.93","2","2","STRATA","$278,800","190","830","$313.25","0.90","Apartment/Condo","1",,"604-538-8888","S-3.22% 1ST 100K/1.15% BAL","The Arc at Morgan Crossing",,"1",,,,"1","V3S 2N6",,,"BC",,,,
"F1322179","Residential Detached","S","31943 HILLCREST AVENUE","Mission BC","9999","House/Single Family","999","Mission","Mission","12/19/2013","TOUCHBASE/ Dwayne","1","$3,204.00","9/19/2013","009-549-340",,,"12/9/2013","$260,000","$227.67","1.06","1","3","R558","$244,900","81","1,142","$227.67","1.02","House/Single Family","1",,"604-817-4578","S-3.5% 1ST 100K/1.25% BAL",,"108.9","0","60.00",,,"3","V2V 1K8",,"AS IS WHERE IS CONDITION","BC",,,,
"N232572","Residential Detached","S","235 PINKER STREET","Heritage","9999","House/Single Family","999","PG City West (Zone 71)","Prince George","4/12/2014","CHRIS","3","$2,816.00","12/12/2013","008-680-787",,,"12/14/2013","$260,500","$96.91","0.98","3","5","RS2","$264,900","2","2,688","$96.91","0.98","House/Single Family","1",,"250-565-1761","SEE REALTOR REMARKS","HERITAGE",,"2","0.00",,,"6","V2M 6R8",,,"BC",,,,
"V1026791","Residential Attached","S","1904 3771 BARTLETT COURT","Sullivan Heights","1978","Apartment/Condo","35","Burnaby North","Burnaby","12/9/2013","TOUCHBASE","1","$1,716.00","9/9/2013","001-403-702",,"$440.08","12/2/2013","$261,000","$281.25","0.97","2","2","APT","$269,900","84","928","$281.25","0.97","Apartment/Condo","1",,"604-805-2197","$3,000",,,"0",,,,,"V3J 7G8",,,"BC",,,,
"H1304167","Residential Detached","S","65894 COTTONWOOD DRIVE","Hope Kawkawa Lake","2005","House/Single Family","8","Hope","Hope","2/1/2014","BRYAN OR JACKIE","2","$3,261.00","11/1/2013","026-299-810",,,"12/11/2013","$261,000","$86.42","0.99","2","3","RS1","$264,900","40","3,020","$86.42","0.95","House/Single Family","1",,"604-858-7179","3.5% 1ST 100K/1.25% BAL L 1/2 BF",,"104/.13 AC","1","56.00",,,"4","V0X 1L1",,"COURT ORDERED SALE","BC",,,,
"N232075","Residential Detached","S","1060 NELSON CRESCENT","Foothills","9999","House/Single Family","999","PG City West (Zone 71)","Prince George","2/11/2014","TRACY LOFROTH","2","$2,868.00","11/11/2013","010-072-870",,,"12/3/2013","$261,250","$105.34","0.97","3","5","RS2","$269,900","22","2,480","$105.34","0.97","House/Single Family","1",,"250-961-5153","3% ON 1ST $100,000/ 1% ON THE BALANCE",,,"2","0.00",,,,"V2M 5A2",,,"BC",,,,
"V1022876","Residential Detached","S","500 GOWER POINT ROAD","Gibsons & Area","1968","House/Single Family","45","Sunshine Coast","Gibsons","3/19/2014","LESLEE COOPER","1","$2,161.00","8/14/2013","010-746-293",,,"12/5/2013","$262,000","$476.36","0.94","1","1","R2","$279,900","113","550","$476.36","0.89","House/Single Family","1",,"604-741-7800","3.255% ON 1ST $100,000 & 1.1625% ON THE BALANCE","BAY AREA OF LOWER GIBSONS","144","0","49.00",,,,"V0N 1V0",,,"BC",,,,
"N231630","Multifamily","S","357 NICHOLSON STREET","Quinson","9999","Triplex","999","PG City West (Zone 71)","Prince George","1/30/2014","NORM OR KORY","3","$2,878.00","10/16/2013","013-853-830",,,"12/12/2013","$262,500","$88.74","0.97","3","5","URT4","$269,900","57","2,958","$88.74","0.96","Triplex","3",,"250-565-7998","3% ON THE 1ST $100,000 & 1.25% ON THE BALANCE","QUINSON",,"0","0.00",,,"4","V2M 3L8",,,"BC",,,,
"V1037761","Residential Attached","S","47 7179 18TH AVENUE","Edmonds BE","1998","Apartment/Condo","15","Burnaby East","Burnaby","5/30/2014","KELLY HUBER","1","$1,729.00","11/29/2013","023-919-205",,"$191.25","12/13/2013","$262,750","$375.36","0.98","1","1","APT","$268,500","14","700","$375.36","0.98","Apartment/Condo","1",,"778-772-4609","3.255% ON 1ST $100,000 / 1.1625% ON BALANCE","CANFORD CORNER",,"1",,,,"1","V3N 1H2",,,"BC",,,,
"V1030924","Residential Attached","S","503 3489 ASCOT PLACE","Collingwood VE","1994","Apartment/Condo","19","Vancouver East","Vancouver","1/7/2014","Kim Taverna","1","$1,006.00","10/7/2013","018-909-213",,"$263.08","12/1/2013","$263,000","$366.30","0.98","1","2","STRATA","$268,000","55","718","$366.30","0.96","Apartment/Condo","1",,"604-351-0141","3.22% OF 1ST $100,000 + 1.1625% OF BALANCE","REGENT COURT",,"0",,,,,"V5R 6B6",,,"BC",,,,
"V1035452","Residential Attached","S","307 2109 ROWLAND STREET","Central Pt Coquitlam","1993","Apartment/Condo","20","Port Coquitlam","Port Coquitlam","11/30/2014","Andria","2","$1,520.00","11/8/2013","018-869-165","3","$251.97","12/2/2013","$263,500","$256.07","0.96","2","2","RES","$275,000","24","1,029","$256.07","0.96","Apartment/Condo","1",,"604-721-9615","3.22% ON THE FIRST $100,000/1.16% ON BAL",,,"1",,,,"2","V3C 6J4",,"Dated November 8 2013","BC",,,,
"N231033","Residential Detached","S","1338 ALEZA CRESCENT","Lakewood","1967","House/Single Family","46","PG City West (Zone 71)","Prince George","1/31/2014","Tab or Theresa","2","$3,173.00","9/6/2013","011-872-764",,,"12/1/2013","$264,000","$100.99","0.99","3","4","RS2","$267,900","86","2,614","$100.99","0.94","House/Single Family","1",,"250-960-2373","3% ON 1ST $100,000/1% ON REMAINING","Lakewood",,"2",,,,,"V2M 4E8",,,"BC",,,,
"H1303626","Residential Attached","S","9 45025 WOLFE ROAD","Chilliwack W Young-Well","2013","Townhouse","0","Chilliwack","Chilliwack","3/29/2014","CORNEY LES","2","$0.00","9/16/2013","700-008-861","3","$148.66","12/12/2013","$264,050","$148.01","0.99","3","3","R4","$267,900","87","1,784","$148.01","0.99","Townhouse","1",,"604-795-6938","2.5% 1ST 100K/1.25% BAL L1/2BF","CENTRE FIELD",,"1",,,,"4","V2P 8A8",,"NEW CONSTRUCTION","BC",,,,
"N231693","Residential Detached","S","9707 102ND STREET","Fort St. John - City SW","9999","House/Single Family","999","Fort St. John (Zone 60)","Fort St. John","12/30/2013","CHAD/CHERYL","1","$1,829.00","10/15/2013","008-524-033",,,"12/9/2013","$264,750","$191.85","0.96","1","2","RM2","$277,000","55","1,380","$191.85","0.96","House/Single Family","1",,"250-785-8051","3% ON 1ST $100,000/1.5% ON BALANCE",,"150","0","50.00",,,,"V1J 4B1",,,"BC",,,,
"V1035015","Residential Attached","S","5210 12655 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"11/3/2013","800-081-421","4","$197.00","12/14/2013","$264,900","$281.51","1.00","2","2","RM5","$264,900","41","941","$281.51","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,,"V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"V1038072","Residential Attached","S","4412 12635 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"12/2/2013","800-082-159","4","$197.00","12/2/2013","$264,900","$339.62","1.00","2","2","RM-5","$264,900","0","780","$339.62","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL","CEDAR DOWNS",,"1",,,,"1","V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"H1303748","Residential Attached","S","59 6449 BLACKWOOD LANE","Sardis West Vedder Rd","2005","Townhouse","8","Sardis","Sardis","12/26/2013","KYLE","2","$1,994.00","9/25/2013","026-287-714",,"$173.25","12/11/2013","$265,000","$168.79","0.98","3","3","R4","$269,500","77","1,570","$168.79","0.97","Townhouse","1",,"604-798-8030","$4500.00 L 1/2 BF","CEDAR PARK",,"1",,,,"4","V2R 5X5",,,"BC",,,,
"V1025802","Residential Attached","S","407 22150 DEWDNEY TRUNK ROAD","West Central","2007","Apartment/Condo","6","Maple Ridge","Maple Ridge","3/5/2014","KRIS","2","$2,078.00","9/5/2013","027-100-341","4","$189.41","12/3/2013","$265,000","$248.83","0.98","2","2","STRATA","$269,999","89","1,065","$248.83","0.95","Apartment/Condo","1",,"604-467-0811","3.255% ON 1ST $100,000 AND 1.1625% ON BAL + $5000.","FALCON MANOR",,"1",,,,"1","V2X 3H6",,,"BC",,,,
"V1036753","Residential Attached","S","2105 511 ROCHESTER AVENUE","Coquitlam West","2007","Apartment/Condo","6","Coquitlam","Coquitlam","1/31/2014","STEVE CHUNG","1","$1,965.00","11/20/2013","027-099-822","21","$208.04","12/8/2013","$265,000","$395.52","0.98","1","1","RM6","$269,900","18","670","$395.52","0.92","Apartment/Condo","1",,"604-828-8949","3.225% ON FIRST $100K/1.1625% ON BAL","ENCORE",,"1",,,,"1","V3K 0A2",,,"BC",,,,
"V1033621","Residential Attached","S","359 4099 STOLBERG STREET","West Cambie","2013","Apartment/Condo","0","Richmond","Richmond","4/30/2014","LYNN / CLAYTON","1",,"10/23/2013","029-144-256","6","$267.40","12/9/2013","$265,800","$347.91","1.00","1","2","MF","$265,800","47","764","$347.91","0.87","Apartment/Condo","1",,"604-279-8866","2.5575% ON 1ST $100,000 % 1.1625% OF BAL","REMY",,"0",,,,"1","V6X 0J4",,,"BC",,,,
"F1320646","Residential Attached","S","905 9143 154TH STREET","Fleetwood Tynehead","1988","Townhouse","25","Surrey","Surrey","2/28/2014","Anne-Louise Bradshaw","2","$1,345.00","8/23/2013","005-041-953",,"$217.92","12/5/2013","$266,000","$186.14","0.99","2","2","MR","$269,900","104","1,429","$186.14","0.99","Townhouse","1",,"604-590-4888","S-3.22% 1ST 100K/1.15% BAL","Lexington Square","0","1","0.00",,,"2","V3R 9G8",,,"BC",,,,
"F1322993","Residential Attached","S","103 14885 60TH AVENUE","Sullivan Station","2013","Apartment/Condo","0","Surrey","Surrey","10/2/2014","ASHLEY KUBOSSEK","2","$1.00","10/2/2013","900-568-736","3","$242.73","12/14/2013","$266,261","$267.06","0.94","2","2","MF","$284,900","73","997","$267.06","0.97","Apartment/Condo","1",,"604-671-8459","S-2.55% 1ST 100K/1.15% BAL","Lumina",,"1",,,,"1","V3S 1R8",,"DEVELOPERS DISCLOSURE","BC",,,,
"V1037711","Residential Detached","S","641 N FLETCHER ROAD","Gibsons & Area","9999","House/Single Family","999","Sunshine Coast","Gibsons","2/28/2014","ROB","0","$2,085.00","11/29/2013","011-656-948",,,"12/4/2013","$266,500","$313.53","0.97","1","2","R3","$275,000","5","850","$313.53","0.97","House/Single Family","1",,"604-741-7125","3.2% ON 1ST $100,000 & 1.16% ON BALANCE",,"130","1","50.00",,,"2","V0N 1V9",,,"BC",,,,
"V1039210","Residential Attached","S","506 4008 STOLBERG STREET","West Cambie","2017","Apartment/Condo","0","Richmond","Richmond","7/30/2014","KIT","1","$0.00","12/12/2013","800-082-462",,"$148.00","12/12/2013","$267,620","$480.47","1.00","1","1","MF","$267,620","0","557","$480.47","1.00","Apartment/Condo","1",,"604-728-5385","2.5% 1ST 100K/1.1625% ON BAL","MANDARIN COURT",,"0",,,,"1","V0V 0V0",,,"BC",,,,
"V1039082","Residential Attached","S","2110 5665 BOUNDARY ROAD","Collingwood VE","2016","Apartment/Condo","0","Vancouver East","Vancouver","5/16/2014","SALES CENTRE","1",,"12/14/2013","800-082-422","36","$202.94","12/14/2013","$268,900","$559.04","1.00","1","1","CD-1","$268,900","0","481","$559.04","1.00","Apartment/Condo","1",,"604-874-9232","2.055% ON 1ST $100,000/1.1625% ON BAL","WALL CENTER CENTRAL PARK SOUTH",,"0",,,,"1","V0V 0V0",,"DEVELOPER'S DISCLOSURE STATEMENT","BC",,,,
"F1322197","Residential Attached","S","116 15300 17TH AVENUE","King George Corridor","1988","Apartment/Condo","25","South Surrey White Rock","Surrey","2/28/2014","Touchbase Stephan","2","$1,621.00","9/20/2013","010-266-135","3","$333.00","12/12/2013","$270,000","$193.55","0.90","2","2","RM2","$299,000","83","1,395","$193.55","0.88","Apartment/Condo","1",,"604-341-7455","S-3.22% 1ST 100K/1.15% BAL","Cambridge II","Strata","1","0.00",,,"1","V4A 8Y6",,,"BC",,,,
"V1034030","Residential Attached","S","45 11757 236TH STREET","Cottonwood MR","2005","Townhouse","8","Maple Ridge","Maple Ridge","4/29/2014","604-467-5000","2","$2,744.00","10/29/2013","019-184-573",,"$305.23","12/6/2013","$270,000","$182.68","0.97","3","3","RM-1","$279,000","38","1,478","$182.68","0.97","Townhouse","1",,,"3.255% ON 1ST $100,000/1.1625% ON BAL",,,"1",,,,"2","V4R 2E4",,"UPON OFFER","BC",,,,
"V1027780","Residential Attached","S","40158 GOVERNMENT ROAD","Garibaldi Estates","2012","Townhouse","1","Squamish","Squamish","9/12/2014","ELEANORE MCKENZIE","1","$2,301.00","9/12/2013","004-038-894","3","$253.00","12/9/2013","$270,000","$255.44","0.92","2","2","RM2","$295,000","88","1,057","$255.44","0.92","Townhouse","1",,"604-815-8846","3.185% ON THE 1ST $100K & 1.1375% ON THE BALANCE","PHOENIX",,"0",,,,"1","V0N 1T0",,,"BC",,,,
"N231961","Residential Detached","S","7823 RENISON PLACE","Lower College","1976","House/Single Family","37","PG City South (Zone 74)","Prince George","5/5/2014","DAN STRICKLAND","2","$3,344.00","11/3/2013","009-060-049",,,"12/5/2013","$271,500","$124.31","0.97","2","5","RS2","$279,500","32","2,184","$124.31","0.97","House/Single Family","1",,"250-613-8813","3% ON 1ST $100,000/1.5% ON BALANCE","LOWER COLLEGE HEIGHTS",,"1","0.00",,,,"V2N 3J2",,,"BC",,,,
"V1024877","Residential Attached","S","PH5 1519 GRANT AVENUE","Glenwood PQ","1994","Apartment/Condo","19","Port Coquitlam","Port Coquitlam","4/28/2014","DANNY/CLAUDIO","2","$1,755.00","9/3/2013","018-588-506",,"$283.00","12/6/2013","$272,000","$230.12","0.94","2","2","RA-1","$289,000","94","1,182","$230.12","0.91","Apartment/Condo","1",,,"3.255% ON THE 1ST $100,000 + 1.1625% ON BAL.","THE BEACON",,"1",,,,,"V3B 7S8",,,"BC",,,,
"F1318252","Residential Attached","S","304 15368 16A AVENUE","King George Corridor","2004","Apartment/Condo","9","South Surrey White Rock","Surrey","1/31/2014","Glenn A. Feldstein","2","$1,538.00","7/30/2013","025-956-825","4","$256.50","12/9/2013","$272,500","$308.61","0.98","2","2","CD","$279,000","132","883","$308.61","0.91","Apartment/Condo","1",,"604-782-7545","S-3.255% 1ST 100K/1.1625% BAL","OCEAN BAY VILLAS",,"1",,,,"1","V4A 1S9",,,"BC",,,,
"V989951","Residential Attached","S","1610 5380 OBEN STREET","Collingwood VE","2006","Apartment/Condo","7","Vancouver East","Vancouver","12/31/2014","Morning Yu","1","$1,090.00","2/2/2013","026-588-170",,"$168.00","12/2/2013","$273,000","$475.61","0.98","1","1","PM","$279,000","303","574","$475.61","0.83","Apartment/Condo","1",,"604-719-3307","3.255% OF $100,000/1.1625% OF BAL",,,"0",,,,"1","V5R 6H7",,,"BC",,,,
"V1039050","Residential Attached","S","5115 12655 190A STREET","Mid Meadows","2014","Apartment/Condo","0","Pitt Meadows","Pitt Meadows","12/31/2014","JEREMY","2",,"12/13/2013","800-082-417",,"$197.00","12/14/2013","$274,900","$292.14","1.00","2","2","RM-5","$274,900","1","941","$292.14","1.00","Apartment/Condo","1",,"778-846-3200","2.3% ON 1ST $100,000/1.15% ON BAL",,,"1",,,,,"V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"F1327028","Residential Attached","S","59 31032 WESTRIDGE PLACE","Abbotsford West","2014","Townhouse","0","Abbotsford","Abbotsford","3/10/2014","JUDY ROHATYN","2",,"12/10/2013","900-569-539","3","$185.78","12/11/2013","$274,900","$212.77","1.00","2","2","RM60","$274,900","1","1,292","$212.77","1.00","Townhouse","1",,"604-607-7801","S-3.255% 1ST 100K/1.1625% BAL*","Harvest",,"0",,,,"2","V2T 0C6",,"NEW CONSTRUCTION","BC",,,,
"V997267","Residential Attached","S","1507 5911 ALDERBRIDGE WAY","Brighouse","1998","Apartment/Condo","15","Richmond","Richmond","12/31/2013","Daniel Liem","2","$1,116.00","3/21/2013","024-114-201",,"$346.61","12/10/2013","$275,000","$418.57","0.93","2","2","AOPT","$295,000","264","657","$418.57","0.93","Apartment/Condo","1",,"604-230-9778","3.255% ON 1ST 100K /1.1625% ON BAL","EXECUTIVE AIRPORT PLAZA",,"0",,,,"1","V6X 4C6",,,"BC",,,,
"F1317591","Residential Attached","S","2A 1400 GEORGE STREET","White Rock","1990","Apartment/Condo","23","South Surrey White Rock","White Rock","12/16/2013","Sandra Perry","2","$1,733.00","7/23/2013","015-179-818","3","$333.12","12/6/2013","$275,000","$235.85","0.95","2","2","RMF","$289,800","136","1,166","$235.85","0.92","Apartment/Condo","1",,"604-531-4000","S-3.22% 1ST 100K/1.15% BAL","Georgian Place",,"1","0.00",,,"1","V4B 4A3",,"Dated July 23, 2013","BC",,,,
"V1022193","Residential Attached","S","6 11464 FISHER STREET","East Central","1987","Townhouse","26","Maple Ridge","Maple Ridge","3/30/2014","RICK OR KAREN","2","$2,602.00","8/12/2013","012-347-001","2","$231.31","12/4/2013","$275,000","$155.37","0.98","2","3","RM1","$279,900","114","1,770","$155.37","0.90","Townhouse","1",,"604-463-3000","3.255% ON 1ST $100,000/1.1625% ON BAL",,,"0",,,,"2","V2X 0H9",,,"BC",,,,
